they might find your comment offensive
they might find your comment offensive
FixStart
Radial

0.6 0.6
432 388.8
Moved 331.7386 409.0894 372.0895 0.113633 -0.0409222
Moved 331.7693 378.3356 363.1781 0.04244357 -0.06384241
Moved 331.8 335 363 -0.05787035 -0.06430049
Moved 331.8308 287.2757 376.5735 -0.1683432 -0.02938902
Moved 331.8615 250.3676 382.8046 -0.2537786 -0.01336266
Moved 331.8923 216.3064 385.6694 -0.3326242 -0.00599449
Moved 331.923 196.43 386 -0.3786342 -0.005144111
Moved 331.9537 181.5032 386 -0.4131871 -0.005144111
Ended 331.9844 178.501 386 -0.4201366 -0.005144111
Candidates 332.0766 13 your tour out it type route our upper grow tie report row toys
Began 332.4454 163 358 -0.4560185 -0.07716057
Moved 332.4762 192.41 358 -0.3879398 -0.07716057
Moved 332.5069 269.5092 373.5604 -0.2094695 -0.0371389
Moved 332.5377 344.5 383.5 -0.03587961 -0.01157415
Moved 332.5684 391.1515 386 0.07210989 -0.005144111
Ended 332.5991 404.7354 386 0.1035542 -0.005144111
Accept 332.6605 0 your
Began 332.7835 298 361 -0.1435185 -0.06944452
Moved 332.8142 291.2488 353.635 -0.1591463 -0.08838732
Moved 332.845 262.5512 315.6975 -0.225576 -0.1859633
Moved 332.8757 242.107 277.2141 -0.2729004 -0.2849433
Moved 332.9064 224.1757 241.9161 -0.3144082 -0.3757302
Moved 332.9371 215.0415 222.083 -0.3355522 -0.4267412
Moved 332.9679 210.9395 212.8789 -0.3450475 -0.4504143
Moved 332.9986 209.5 212 -0.3483796 -0.4526749
Moved 333.0293 256.5273 303.6234 -0.2395203 -0.2170182
Moved 333.0601 332.5918 424.3876 -0.06344497 0.09358951
Moved 333.0908 384.8523 494.0746 0.05752852 0.2728256
Moved 333.1215 407.4888 520.6542 0.1099278 0.3411887
Moved 333.1523 426.8829 535.9063 0.1548216 0.3804173
Moved 333.183 435.2147 539.7382 0.174108 0.3902732
Moved 333.2138 440.9813 540 0.1874566 0.3909464
Moved 333.2444 438.4358 471.9883 0.1815643 0.2160193
Moved 333.2752 403.2675 304.6343 0.1001562 -0.214418
Moved 333.3059 390.067 229.9352 0.06959945 -0.4065453
Moved 333.3366 385.7716 217.0865 0.0596566 -0.4395922
Moved 333.3674 373.2764 210.364 0.03073245 -0.4568827
Moved 333.3982 327.0888 235.291 -0.07618338 -0.39277
Moved 333.4289 262.7659 308.1582 -0.225079 -0.2053545
Moved 333.4596 234.8361 367.6884 -0.2897312 -0.0522418
Moved 333.4904 211.2237 418.8997 -0.3443896 0.07947434
Moved 333.5211 201.7226 448.9247 -0.366383 0.1566994
Moved 333.5518 197.2874 462.5688 -0.3766494 0.1917922
Moved 333.5826 195.7905 468.4189 -0.3801144 0.2068388
Stationary 333.6133 196 468 -0.3796296 0.2057612
Moved 333.644 231.7728 418.0425 -0.2968222 0.07726971
Moved 333.6747 284.8594 325.4961 -0.1739366 -0.1607611
Moved 333.7055 320.4117 263.2864 -0.0916396 -0.3207654
Moved 333.7362 338.8831 235.5637 -0.04888172 -0.3920686
Moved 333.767 347.5 222 -0.02893518 -0.4269547
Moved 333.7977 349 219 -0.02546296 -0.4346708
Stationary 333.8283 349 219 -0.02546296 -0.4346708
Moved 333.8591 304.4668 319.733 -0.1285491 -0.1755838
Moved 333.8899 288.9298 399.9933 -0.1645144 0.03084685
Moved 333.9206 281.5489 446.0603 -0.1815999 0.149332
Moved 333.9513 275.2065 490.951 -0.1962812 0.2647916
Moved 333.9821 275 506.722 -0.1967592 0.3053549
Ended 334.0128 275 513.5 -0.1967592 0.3227879
Candidates 334.105 13 comment consent content connect vincent conference commerce contact constant construct opponent conduct contract
Began 334.6275 191 373 -0.3912037 -0.03858032
Moved 334.6582 207.7636 373 -0.3523991 -0.03858032
Moved 334.6889 267.0931 373 -0.2150622 -0.03858032
Moved 334.7196 355.0023 389.6556 -0.01156886 0.004258254
Moved 334.7504 398.5781 396.4293 0.08930116 0.02168012
Ended 334.7811 418.1479 398.0883 0.1346016 0.0259472
Accept 334.8733 0 comment
Began 334.9655 196 306 -0.3796296 -0.2109054
Stationary 334.9962 196 306 -0.3796296 -0.2109054
Moved 335.0269 230.2034 306 -0.300455 -0.2109054
Moved 335.0577 288.192 316.798 -0.1662223 -0.1831328
Moved 335.0884 335.9329 336.9664 -0.05571093 -0.1312592
Moved 335.1191 362.4048 350.7024 0.005566677 -0.09593005
Moved 335.1499 373.0131 357.342 0.0301228 -0.07885285
Moved 335.1806 376.4303 361.8605 0.03803303 -0.06723113
Moved 335.2114 377 381.9888 0.03935188 -0.0154609
Moved 335.2421 372.3801 419.5599 0.02865752 0.0811724
Moved 335.2728 366.1657 453.006 0.01427243 0.1671964
Moved 335.3035 364.1095 460.6716 0.009512703 0.1869124
Moved 335.3343 360.7774 465.2226 0.001799564 0.1986177
Moved 335.365 348.7111 466 -0.02613167 0.2006171
Moved 335.3957 286.3874 423.36 -0.1703995 0.09094658
Moved 335.4264 246.5168 383.4362 -0.2626927 -0.0117382
Moved 335.4572 223.1883 354.2824 -0.3166938 -0.08672227
Moved 335.4879 209.7394 337.6091 -0.3478254 -0.1296062
Moved 335.5186 198.7155 320.2521 -0.3733438 -0.1742488
Moved 335.5494 192.2159 308.9545 -0.3883892 -0.2033065
Moved 335.5801 187.9748 298.9244 -0.3982064 -0.2291038
Moved 335.6108 184.211 293.4221 -0.4069189 -0.2432559
Moved 335.6416 180 290.5 -0.4166667 -0.2507717
Moved 335.6723 173.1178 290 -0.4325976 -0.2520577
Moved 335.703 153.2571 323.4858 -0.4785715 -0.1659316
Moved 335.7337 132.7068 367.9977 -0.5261416 -0.05144621
Moved 335.7645 119.2137 398.4657 -0.5573756 0.02691783
Moved 335.7952 113.3245 413.702 -0.5710081 0.06610591
Moved 335.826 109.5629 420.8743 -0.5797155 0.08455303
Moved 335.8567 106.8034 427.1967 -0.5861033 0.1008144
Moved 335.8874 106 430.6368 -0.5879629 0.1096624
Moved 335.9182 106 432.1951 -0.5879629 0.1136705
Moved 335.9489 105 433.5 -0.5902778 0.1170266
Moved 335.9797 105 434.2385 -0.5902778 0.1189261
Moved 336.0103 105 435.0897 -0.5902778 0.1211154
Moved 336.0411 105 436.0214 -0.5902778 0.1235118
Moved 336.0718 103.5548 436 -0.5936232 0.1234567
Moved 336.1025 104 437.1451 -0.5925925 0.1264021
Stationary 336.1333 104 437 -0.5925925 0.1260288
Stationary 336.1641 104 437 -0.5925925 0.1260288
Moved 336.1947 109.2665 433.3134 -0.5804015 0.1165468
Moved 336.2255 143.1651 404.7305 -0.5019327 0.04303116
Moved 336.2562 218.4749 322.7529 -0.3276043 -0.1678167
Moved 336.287 263.1605 256.8118 -0.2241656 -0.3374183
Moved 336.3177 283.3216 226.1121 -0.1774963 -0.4163784
Moved 336.3484 291.3307 211.0081 -0.1589568 -0.4552262
Moved 336.3792 293 201.7393 -0.1550926 -0.4790657
Moved 336.4099 260.8021 199 -0.2296247 -0.4861111
