I will meet you at noon
Moved 3902.954 377.0248 408.9752 0.0394092 0.05394857
Moved 3902.984 356.3851 429.5507 -0.008367896 0.106869
Moved 3903.015 337.1532 449.6545 -0.05288606 0.1585764
Moved 3903.046 321.3362 465.6638 -0.08949945 0.1997524
Moved 3903.077 310.1195 475.7044 -0.1154641 0.2255771
Moved 3903.107 296.7407 491.3112 -0.1464337 0.2657181
Moved 3903.138 287.239 501.6814 -0.1684283 0.2923904
Moved 3903.169 279.7957 511.4086 -0.1856581 0.3174089
Moved 3903.199 273.2895 520.0657 -0.2007187 0.3396751
Moved 3903.23 267.5435 528.6846 -0.2140196 0.3618431
Moved 3903.261 263.9019 534.1961 -0.2224492 0.3760187
Moved 3903.292 260.3699 539.2601 -0.2306252 0.3890435
Moved 3903.323 255.996 545.004 -0.2407501 0.4038169
Moved 3903.353 252.6387 549.3613 -0.2485216 0.415024
Moved 3903.384 249.763 552.2371 -0.2551783 0.4224203
Moved 3903.415 248 555.7378 -0.2592593 0.4314243
Moved 3903.445 247 558.6002 -0.2615741 0.4387865
Moved 3903.476 247 560.4647 -0.2615741 0.4435819
Moved 3903.507 247 563.011 -0.2615741 0.4501312
Moved 3903.538 268.998 566.8887 -0.2106528 0.4601045
Moved 3903.568 302.3031 567 -0.1335576 0.4603909
Moved 3903.599 332.6039 557.7547 -0.06341696 0.4366118
Moved 3903.63 356.2646 551.719 -0.008646846 0.4210878
Moved 3903.66 376.1454 546.9792 0.0373735 0.4088971
Moved 3903.691 389.5576 543.1106 0.06842027 0.3989469
Moved 3903.722 396.5 542 0.08449078 0.3960905
Moved 3903.753 401.6391 540 0.09638678 0.3909464
Moved 3903.783 405.3835 539 0.1050543 0.3883744
Moved 3903.814 407.0604 537.9396 0.1089361 0.3856471
Moved 3903.845 408.4904 538 0.1122463 0.3858024
Ended 3903.876 409 537 0.113426 0.3832304
Candidates 3903.968 13 meet met net mer mr newer mary marry newt metro mt bet my
Began 3904.49 323 511 -0.08564815 0.3163579
Stationary 3904.521 323 511 -0.08564815 0.3163579
Moved 3904.552 351.6497 511 -0.01932949 0.3163579
Moved 3904.582 416.2416 498.979 0.130189 0.2854397
Moved 3904.613 465.8063 494.9734 0.244922 0.2751372
Moved 3904.644 511.6165 489.2306 0.3509643 0.2603666
Moved 3904.675 540.283 484.4927 0.4173216 0.2481807
Moved 3904.705 557.5792 480.8842 0.4573591 0.2388995
Ended 3904.736 564 479 0.4722223 0.2340534
Accept 3904.798 0 meet
Began 3905.812 356 395 -0.009259283 0.01800408
Moved 3905.842 356 410.6799 -0.009259283 0.05833288
Moved 3905.873 360.8782 436.3173 0.002032916 0.1242729
Moved 3905.904 369.2535 466.2678 0.02142022 0.2013059
Moved 3905.935 376.9604 507.7623 0.03926019 0.3080306
Moved 3905.965 381.7012 534.5062 0.05023429 0.3768163
Moved 3905.996 385.7112 553.2675 0.05951673 0.4250707
Moved 3906.027 387.2798 563.119 0.06314754 0.4504089
Moved 3906.057 388.1461 568.2921 0.06515294 0.4637142
Moved 3906.088 388 573.0167 0.06481478 0.4758658
Moved 3906.119 388 576.662 0.06481478 0.4852418
Moved 3906.15 390.4177 579.4177 0.07041126 0.4923293
Moved 3906.18 409.6733 582.2971 0.1149844 0.4997351
Moved 3906.211 439.6191 582 0.1843035 0.4989711
Moved 3906.242 464.2945 577.358 0.2414225 0.4870318
Moved 3906.273 493.321 567.8716 0.3086134 0.4626325
Moved 3906.303 516.1844 560.8058 0.3615381 0.4444594
Moved 3906.334 531.6399 556.4534 0.3973145 0.4332648
Moved 3906.365 538.6331 554.1835 0.4135024 0.4274265
Moved 3906.396 543.6873 552.3127 0.425202 0.422615
Moved 3906.426 546.5 552 0.4317129 0.4218106
Moved 3906.457 547.3724 550.6276 0.4337324 0.4182808
Moved 3906.488 547 550.0641 0.4328704 0.4168316
Moved 3906.519 539.6827 548.187 0.4159322 0.4120034
Moved 3906.549 526.6768 544.6707 0.3858259 0.4029596
Moved 3906.58 511.25 540.5 0.3501158 0.3922324
Moved 3906.611 481.8979 535.7996 0.2821711 0.380143
Moved 3906.641 438.4629 530.0617 0.1816272 0.365385
Moved 3906.672 397.4628 528 0.08671939 0.3600822
Moved 3906.703 366.7147 527 0.0155432 0.3575102
Moved 3906.734 347.8025 527 -0.02823492 0.3575102
Moved 3906.764 342.8898 527 -0.03960693 0.3575102
Ended 3906.795 341.5 527 -0.04282405 0.3575102
Candidates 3906.887 13 your you type tour out for our toy report or it got root
Began 3907.656 337 448 -0.05324075 0.1543209
Stationary 3907.686 337 448 -0.05324075 0.1543209
Moved 3907.717 343.6567 461.8831 -0.03783176 0.1900284
Moved 3907.748 370.1543 491.4006 0.02350539 0.2659481
Moved 3907.778 397.478 519.478 0.08675466 0.3381636
Moved 3907.809 426.2949 549.1243 0.1534603 0.4144143
Moved 3907.84 441.7975 565.4968 0.189346 0.4565246
Moved 3907.871 451.5 574.5 0.2118056 0.479681
Moved 3907.901 455.0842 577.0842 0.2201024 0.4863277
Moved 3907.932 456.9612 578 0.2244474 0.488683
Ended 3907.963 457 578 0.2245371 0.488683
Accept 3908.024 1 you
Began 3909.008 418 445 0.1342593 0.1466049
Stationary 3909.038 418 445 0.1342593 0.1466049
Stationary 3909.069 418 445 0.1342593 0.1466049
Moved 3909.1 389.1978 445 0.06758749 0.1466049
Moved 3909.131 356.2932 445 -0.008580684 0.1466049
Moved 3909.161 322.6661 445 -0.08642112 0.1466049
Moved 3909.192 283.326 445 -0.1774862 0.1466049
Moved 3909.223 265.1964 445 -0.2194528 0.1466049
Moved 3909.253 251.3438 445 -0.2515189 0.1466049
Moved 3909.284 241.7257 445 -0.2737831 0.1466049
Moved 3909.315 234.4183 445 -0.2906985 0.1466049
Moved 3909.345 229.4218 445 -0.3022642 0.1466049
Moved 3909.376 226.3367 445 -0.3094057 0.1466049
Moved 3909.407 225 445 -0.3125 0.1466049
Moved 3909.438 224 445 -0.3148148 0.1466049
Moved 3909.469 236.2368 465.5891 -0.2864888 0.1995603
Moved 3909.499 265.0888 488.4711 -0.2197018 0.2584131
Moved 3909.53 299.4436 511.0709 -0.1401768 0.3165404
Moved 3909.561 333.8679 529.5295 -0.06049091 0.3640162
Moved 3909.592 366.6635 547.3619 0.01542479 0.4098815
Moved 3909.622 391.5746 559.7873 0.07308929 0.4418396
Moved 3909.653 407.5 567 0.1099537 0.4603909
Moved 3909.684 419.0858 572.7239 0.1367727 0.4751127
Moved 3909.714 423.2345 573 0.1463761 0.4758229
Ended 3909.745 424 573 0.1481481 0.4758229
Candidates 3909.837 13 are at say art gary fatty fat sat dare asset att set gay
Began 3910.636 347 466 -0.0300926 0.2006171
Moved 3910.667 357.5774 480.0084 -0.005607804 0.2366471
Moved 3910.698 388.2613 513.4414 0.06541957 0.3226372
Moved 3910.729 427.5079 555.9669 0.1562684 0.4320136
Moved 3910.759 443.9875 574.985 0.1944156 0.4809285
Moved 3910.79 453.731 585.731 0.21697 0.5085673
Moved 3910.821 457.7314 590.7314 0.2262301 0.5214284
Moved 3910.852 459 593.1729 0.2291666 0.5277078
Moved 3910.882 460 593 0.2314815 0.5272633
Ended 3910.913 460 593 0.2314815 0.5272633
Accept 3911.005 1 at
Began 3911.804 336 536 -0.05555556 0.3806583
Stationary 3911.835 336 536 -0.05555556 0.3806583
Stationary 3911.865 336 536 -0.05555556 0.3806583
Moved 3911.896 356.9936 497.7612 -0.00695929 0.2823076
Moved 3911.927 374.7527 464.0452 0.03414969 0.1955894
Moved 3911.958 390.5338 438.1994 0.07067998 0.1291136
Moved 3911.989 405.1867 413.9232 0.1045989 0.0666749
Moved 3912.019 413.4265 400.7647 0.1236724 0.03283092
Moved 3912.05 419.6774 389.9679 0.138142 0.005061341
Moved 3912.081 425.9738 379.0523 0.1527172 -0.02301369
Moved 3912.111 427.4083 377.5917 0.1560378 -0.02677046
Moved 3912.142 428.9834 374.0167 0.1596837 -0.03596545
Moved 3912.173 430 371.1504 0.162037 -0.04333747
Moved 3912.204 431.279 369.7209 0.1649978 -0.04701402
Moved 3912.234 432 367.8106 0.1666667 -0.0519276
Moved 3912.265 432 366.626 0.1666667 -0.05497418
Moved 3912.296 433 365.5 0.1689814 -0.05787045
Stationary 3912.327 433 365.5 0.1689814 -0.05787045
Moved 3912.357 434.1509 365 0.1716456 -0.05915646
Moved 3912.388 435.2375 383.5626 0.1741609 -0.01141324
Moved 3912.419 450.7289 432.4991 0.2100206 0.1144525
Moved 3912.449 472.1179 489.6226 0.2595322 0.261375
Moved 3912.48 491.0695 538.6273 0.3034016 0.3874158
Moved 3912.511 506.2559 571.5118 0.3385554 0.4719954
Moved 3912.542 517.7537 598.0099 0.3651706 0.5401489
Moved 3912.572 524.5178 612.7945 0.3808283 0.5781751
Moved 3912.603 528.6252 623.8755 0.3903361 0.6066756
Moved 3912.634 530 629.9933 0.3935185 0.6224108
Moved 3912.665 531.3712 635.7423 0.3966925 0.6371972
Moved 3912.695 531 638.9341 0.3958333 0.6454065
Moved 3912.726 531 641.8068 0.3958333 0.6527951
Moved 3912.757 531 644.6716 0.3958333 0.6601633
Stationary 3912.788 531 645 0.3958333 0.6610081
Ended 3912.818 531 645 0.3958333 0.6610081
Candidates 3912.91 13 no mp bmp mmp mo hmo ml mi bmi bp bl hbo milk
Began 3914.662 356 511 -0.009259283 0.3163579
Stationary 3914.693 356 511 -0.009259283 0.3163579
Ended 3914.724 356 511 -0.009259283 0.3163579
NextCandidatePanel 3914.785
Began 3915.738 338 481 -0.05092591 0.2391974
Stationary 3915.768 338 481 -0.05092591 0.2391974
Stationary 3915.799 338 481 -0.05092591 0.2391974
Ended 3915.83 338 481 -0.05092591 0.2391974
NextCandidatePanel 3915.922
Began 3916.967 385.6114 435 0.05928566 0.1208847
Moved 3916.998 340.4227 435 -0.04531791 0.1208847
Moved 3917.028 272.6617 443 -0.202172 0.1414608
Moved 3917.059 240.4427 443 -0.276753 0.1414608
Moved 3917.09 223.3229 434.1076 -0.3163822 0.1185894
Ended 3917.12 216 432 -0.3333333 0.1131687
Cancel 3917.182
Began 3918.042 286 492 -0.1712963 0.2674896
Stationary 3918.073 286 492 -0.1712963 0.2674896
Stationary 3918.104 286 492 -0.1712963 0.2674896
Moved 3918.135 299.5 477 -0.1400463 0.2289094
Moved 3918.165 311.4948 457.2062 -0.1122805 0.1779994
Moved 3918.196 322.6514 438.86 -0.08645505 0.1308126
Moved 3918.227 335.1251 420.7811 -0.05758087 0.08431352
Moved 3918.258 342.6615 408.7847 -0.04013548 0.05345855
Moved 3918.288 351.2752 398.7248 -0.02019629 0.02758426
Moved 3918.319 356.5888 390.1168 -0.007896225 0.005444342
Moved 3918.35 359.1588 386.8412 -0.001947185 -0.002980487
Moved 3918.38 361.7285 383.2715 0.00400126 -0.01216182
Moved 3918.411 363 381.401 0.006944438 -0.01697281
Moved 3918.442 364 379.5294 0.009259283 -0.02178679
Moved 3918.473 365 379 0.01157403 -0.02314815
Moved 3918.503 366 377.1262 0.01388888 -0.02796777
Moved 3918.534 367.3708 375.6292 0.01706213 -0.03181803
Moved 3918.565 367 374.9126 0.01620372 -0.03366109
Moved 3918.596 368 372.8851 0.01851857 -0.03887592
Moved 3918.626 369 372.0161 0.02083332 -0.0411109
Moved 3918.657 369 371.5 0.02083332 -0.04243827
Moved 3918.688 370 369.5 0.02314816 -0.04758238
Moved 3918.719 370 370 0.02314816 -0.04629637
Moved 3918.749 370 368.5 0.02314816 -0.0501544
Moved 3918.78 371.249 369 0.02603928 -0.04886839
Moved 3918.811 371 367.7817 0.025463 -0.05200194
Stationary 3918.841 371 367.7817 0.025463 -0.05200194
Moved 3918.872 372.0334 368 0.02785504 -0.05144041
Moved 3918.903 378.3709 401.2362 0.04252523 0.03404362
Moved 3918.934 394.8509 444.0876 0.0806733 0.1442583
Moved 3918.964 415.3488 485.1395 0.1281223 0.2498442
Moved 3918.995 432.5092 514.7637 0.1678453 0.3260383
Moved 3919.026 443.8652 540.6631 0.1941325 0.3926518
Moved 3919.057 457.2849 560.9272 0.2251964 0.4447716
Moved 3919.087 467.0662 577.4436 0.2478383 0.487252
Moved 3919.118 474.1148 590.2296 0.2641546 0.5201377
Moved 3919.149 478.0546 598.1638 0.2732745 0.5405447
Moved 3919.179 480.9241 602.9241 0.2799169 0.5527882
Moved 3919.21 482 607.7988 0.2824074 0.5653259
Moved 3919.241 483.5 611.5 0.2858797 0.5748456
Moved 3919.272 484.2155 614.2155 0.2875358 0.5818298
Moved 3919.302 484 618.0714 0.287037 0.5917472
Moved 3919.333 484 620.9351 0.287037 0.5991129
Moved 3919.364 484 624.4534 0.287037 0.6081618
Moved 3919.395 484 628.3225 0.287037 0.6181134
Moved 3919.425 484 631.1885 0.287037 0.6254848
Moved 3919.456 484 634.055 0.287037 0.6328574
Moved 3919.487 484 635.6223 0.287037 0.6368884
Moved 3919.518 484 637.2432 0.287037 0.6410574
Moved 3919.548 484 638.121 0.287037 0.6433151
Moved 3919.579 484 639.2233 0.287037 0.6461502
Moved 3919.61 484 640.0963 0.287037 0.6483957
Stationary 3919.64 484 640.0963 0.287037 0.6483957
Stationary 3919.671 484 640.0963 0.287037 0.6483957
Moved 3919.702 484 641.1172 0.287037 0.6510217
Stationary 3919.733 484 641.1172 0.287037 0.6510217
Moved 3919.763 476.5919 641 0.2698887 0.65072
Moved 3919.794 476 641 0.2685185 0.65072
Moved 3919.825 473.9268 641 0.2637194 0.65072
Moved 3919.855 470.9894 641 0.2569199 0.65072
Moved 3919.886 465.2416 634.8455 0.2436147 0.6348904
Moved 3919.917 460.409 630.409 0.2324282 0.6234798
Moved 3919.948 453.2289 624.486 0.2158077 0.6082457
Moved 3919.979 449.8626 620.7253 0.2080153 0.5985731
Moved 3920.009 446.9922 618.9962 0.2013709 0.5941258
Moved 3920.04 445.4293 616.4293 0.1977529 0.5875237
Moved 3920.071 442.5565 613.5565 0.191103 0.580135
Moved 3920.101 441 607.0877 0.1875 0.5634971
Moved 3920.132 437.1128 590.7896 0.1785018 0.5215781
Moved 3920.163 435.2761 566.4849 0.1742502 0.4590659
Moved 3920.194 431.4181 540.599 0.1653197 0.392487
Moved 3920.224 427.076 512.3798 0.1552684 0.3199067
Moved 3920.255 423.0947 489.5684 0.1460526 0.2612354
Moved 3920.286 419.1679 467.1754 0.1369627 0.2036404
Moved 3920.316 416.3013 450.8079 0.130327 0.1615428
Moved 3920.347 413.5 439.5 0.1238426 0.1324588
Moved 3920.378 412 423.4991 0.1203704 0.0913043
Moved 3920.409 410 410.0579 0.1157407 0.05673314
Moved 3920.439 409 399.4589 0.113426 0.02947246
Moved 3920.47 408 389.9363 0.1111111 0.00498026
Moved 3920.501 407 381.3158 0.1087963 -0.01719188
Moved 3920.531 404.9012 373.7034 0.1039379 -0.03677109
Moved 3920.562 404 366.0655 0.1018518 -0.05641599
Moved 3920.593 403 359.4058 0.09953707 -0.07354493
Moved 3920.624 402 353.1937 0.09722222 -0.08952254
Moved 3920.655 401 347.4561 0.09490739 -0.1042796
Moved 3920.685 400 343.1453 0.09259263 -0.1153672
Moved 3920.716 398.3253 338.3253 0.08871596 -0.1277642
Moved 3920.747 397.455 334.4551 0.08670151 -0.1377185
Moved 3920.777 395.5862 331.5862 0.08237561 -0.1450973
Moved 3920.808 394.5 329.5 0.07986108 -0.150463
Moved 3920.839 394 327.2162 0.07870366 -0.1563368
Moved 3920.87 392.3557 326 0.07489731 -0.1594652
Moved 3920.9 390.5 323.5 0.0706019 -0.1658951
Moved 3920.931 389.9405 323 0.06930659 -0.1671811
Moved 3920.962 390 321.5103 0.06944448 -0.1710128
Moved 3920.992 388 320.2013 0.06481478 -0.1743794
Moved 3921.023 388 318.8719 0.06481478 -0.1777987
Moved 3921.054 386.5 319 0.06134262 -0.1774692
Moved 3921.085 386 318 0.06018519 -0.1800412
Ended 3921.115 386 318 0.06018519 -0.1800412
Candidates 3921.238 13 noon mom bloom non moon boom bomb mob bon min lion join motion
Began 3921.915 380 482 0.04629632 0.2417695
Moved 3921.945 398.3109 482 0.08868257 0.2417695
Moved 3921.976 442.7905 487.4492 0.1916447 0.2557848
Moved 3922.007 482.3393 492.2712 0.2831927 0.2681872
Moved 3922.037 515.9855 494 0.3610775 0.2726337
Moved 3922.068 528.2357 495.0786 0.3894345 0.2754077
Moved 3922.099 534.864 495 0.4047778 0.2752057
Ended 3922.13 535 495 0.4050927 0.2752057
Accept 3922.191 0 noon
Began 3922.652 309 458 -0.1180555 0.180041
Stationary 3922.683 309 458 -0.1180555 0.180041
Moved 3922.714 343.0367 458 -0.03926694 0.180041
Moved 3922.744 403.0813 458 0.09972532 0.180041
Moved 3922.775 457.7075 448.0975 0.2261748 0.1545716
Moved 3922.806 514.1372 441.775 0.3567991 0.1383102
Moved 3922.836 553.802 436.033 0.4486157 0.1235417
Moved 3922.867 582.4064 431.7187 0.5148297 0.1124451
Moved 3922.898 605.7629 425.2106 0.5688957 0.09570612
Moved 3922.929 622.3102 419.738 0.6071994 0.08163051
Ended 3922.959 628 417 0.6203704 0.0745884
PhraseEnd 3923.021
