in sharp contrast to your words
in sharp contrast to your words
Basic
List

0.6 0.6
432 388.8
Began 3210.927 487 540 0.2939814 0.3909464
Stationary 3210.958 487 540 0.2939814 0.3909464
Stationary 3210.989 487 540 0.2939814 0.3909464
Stationary 3211.019 487 540 0.2939814 0.3909464
Stationary 3211.05 487 540 0.2939814 0.3909464
Moved 3211.081 480.8083 521.6928 0.2796487 0.34386
Moved 3211.112 476.3587 505.1523 0.2693488 0.3013175
Moved 3211.142 471.8923 487.623 0.25901 0.2562321
Moved 3211.173 464.3391 457.0343 0.2415256 0.1775573
Moved 3211.204 457.2742 426.097 0.2251718 0.09798603
Moved 3211.234 453.7878 403.0902 0.2171014 0.03881223
Moved 3211.265 449.8327 385.1636 0.2079461 -0.007295216
Moved 3211.296 441.8317 357.1057 0.1894253 -0.07946061
Moved 3211.327 435.695 335.9324 0.1752199 -0.1339187
Moved 3211.357 434.0848 320.4241 0.1714926 -0.1738064
Moved 3211.388 433 311.903 0.1689814 -0.1957228
Moved 3211.419 429.8581 299.4323 0.1617085 -0.2277977
Moved 3211.449 429 289.4446 0.1597223 -0.2534862
Moved 3211.48 428 280.5 0.1574074 -0.2764919
Moved 3211.511 428 269.7084 0.1574074 -0.3042478
Moved 3211.542 427 261.3366 0.1550926 -0.3257804
Moved 3211.573 426.4094 257.4094 0.1537255 -0.3358812
Moved 3211.603 426 254.9667 0.1527777 -0.342164
Ended 3211.634 426 254.9667 0.1527777 -0.342164
Candidates 3211.696 13 in on inn pin ion un ibm um join pb john upon job
Began 3212.372 188 335 -0.3981482 -0.1363169
Stationary 3212.402 188 335 -0.3981482 -0.1363169
Stationary 3212.433 188 335 -0.3981482 -0.1363169
Stationary 3212.464 188 335 -0.3981482 -0.1363169
Stationary 3212.494 188 335 -0.3981482 -0.1363169
Stationary 3212.525 188 335 -0.3981482 -0.1363169
Stationary 3212.556 188 335 -0.3981482 -0.1363169
Moved 3212.587 198.2213 335 -0.3744878 -0.1363169
Moved 3212.617 210.2634 335 -0.3466125 -0.1363169
Moved 3212.648 226.4001 335 -0.3092589 -0.1363169
Moved 3212.679 251.5385 335 -0.2510683 -0.1363169
Moved 3212.709 280.1219 335 -0.1849029 -0.1363169
Moved 3212.74 313.101 335 -0.1085624 -0.1363169
Moved 3212.771 341.0116 343.6744 -0.04395455 -0.1140061
Moved 3212.802 361.9426 347.8489 0.004496773 -0.1032693
Moved 3212.833 375.7422 352.5807 0.03644019 -0.09109912
Moved 3212.863 384.1046 355.0523 0.05579769 -0.08474208
Moved 3212.894 390.6277 356 0.07089745 -0.0823046
Moved 3212.925 392 357 0.07407407 -0.07973259
Moved 3212.955 393 357 0.07638891 -0.07973259
Stationary 3212.986 393 357 0.07638891 -0.07973259
Moved 3213.017 359.1461 357 -0.001976738 -0.07973259
Moved 3213.048 331.3354 349.028 -0.06635333 -0.1002368
Moved 3213.078 283.3987 347 -0.1773179 -0.1054527
Moved 3213.109 233.7951 347 -0.2921411 -0.1054527
Moved 3213.14 199.3445 347 -0.3718877 -0.1054527
