a good response to the question
Stationary 1891.539 365 489 0.01157403 0.2597736
Moved 1891.57 346.762 489 -0.03064354 0.2597736
Moved 1891.6 334.7452 489 -0.05846009 0.2597736
Moved 1891.631 317.5383 489 -0.09829099 0.2597736
Moved 1891.662 303.8928 489 -0.1298777 0.2597736
Moved 1891.693 291.7216 489 -0.1580517 0.2597736
Moved 1891.723 285.0107 489 -0.1735864 0.2597736
Moved 1891.754 278.5052 496 -0.1886454 0.2777777
Moved 1891.785 274.5044 497 -0.1979065 0.2803498
Moved 1891.815 271.749 497 -0.2042848 0.2803498
Moved 1891.846 269.3562 497 -0.2098235 0.2803498
Moved 1891.877 265.1974 484.3882 -0.2194505 0.2479119
Moved 1891.907 257.6993 463.7971 -0.2368072 0.1949513
Moved 1891.938 251.9158 439.0528 -0.2501948 0.1313086
Moved 1891.969 246.2756 411.3781 -0.2632509 0.06012866
Moved 1892 243.8879 388.9913 -0.268778 0.002549528
Moved 1892.03 244 374.6821 -0.2685185 -0.03425394
Moved 1892.061 244 366.3915 -0.2685185 -0.05557747
Moved 1892.092 244 360.9828 -0.2685185 -0.06948879
Moved 1892.123 250.1245 359 -0.2543415 -0.07458848
Moved 1892.153 276.7856 363.1344 -0.1926258 -0.06395482
Moved 1892.184 323.37 384.6987 -0.08479173 -0.008491116
Moved 1892.215 361.0516 404.6598 0.002434154 0.04284921
Moved 1892.245 418.6519 432.3027 0.1357682 0.1139473
Moved 1892.276 474.7869 460.5148 0.2657104 0.1865091
Moved 1892.307 501.782 470.391 0.3281991 0.2119109
Moved 1892.338 534.6294 484.1043 0.4042347 0.2471818
Moved 1892.368 555.1944 494.5972 0.4518389 0.2741698
Moved 1892.399 567.8431 500.4216 0.4811184 0.2891501
Moved 1892.43 579.5065 508.1298 0.5081168 0.3089758
Moved 1892.46 592.5767 517.4325 0.5383719 0.3329024
Moved 1892.491 598.7858 522.8929 0.5527449 0.3469466
Moved 1892.522 601.2526 525.2526 0.5584552 0.3530159
Stationary 1892.552 601 525 0.5578703 0.3523662
Moved 1892.583 595.1325 526 0.5442883 0.3549381
Moved 1892.614 572.0157 521.811 0.4907771 0.344164
Moved 1892.645 543.6962 510.8832 0.4252227 0.3160574
Moved 1892.675 514.2186 500.8875 0.3569874 0.2903483
Moved 1892.706 486.6142 488.8071 0.2930884 0.2592774
Moved 1892.737 464.53 476.4562 0.2419676 0.2275108
Moved 1892.767 448.5333 466.3143 0.2049381 0.2014255
Moved 1892.798 431.7095 450.1611 0.1659943 0.1598794
Moved 1892.829 416.2115 429.6154 0.1301193 0.1070354
Moved 1892.86 403.8412 404.6823 0.1014841 0.0429071
Moved 1892.89 393.5398 373.1326 0.07763842 -0.0382392
Moved 1892.921 386.5146 346.8155 0.06137629 -0.1059273
Moved 1892.952 380.95 314.7001 0.04849543 -0.1885287
Moved 1892.982 377.6913 294.2214 0.04095206 -0.2412001
Moved 1893.013 372.6206 264.1031 0.02921442 -0.318665
Moved 1893.044 368.098 246.2938 0.01874526 -0.3644706
Moved 1893.075 363.5892 235.8838 0.008308291 -0.3912454
Moved 1893.105 357.5865 228.5864 -0.005586892 -0.4100144
Moved 1893.136 335.2904 217.4302 -0.05719816 -0.4387084
Moved 1893.167 307.6197 217 -0.1212508 -0.4398148
Moved 1893.197 279.6091 236.7021 -0.1860901 -0.3891405
Moved 1893.228 245.9829 272.4205 -0.2639285 -0.2972724
Moved 1893.259 235.9949 286.2938 -0.2870489 -0.2615902
Moved 1893.29 219.3993 318.8417 -0.3254646 -0.1778762
Moved 1893.32 213.3313 344.5093 -0.3395109 -0.1118587
Moved 1893.351 210.4631 372.7582 -0.3461502 -0.03920214
Moved 1893.382 210 390.3969 -0.3472222 0.006164857
Moved 1893.412 209 403.1431 -0.349537 0.03894829
Moved 1893.443 209 412.3394 -0.349537 0.06260119
Moved 1893.474 209 421.6384 -0.349537 0.08651847
Moved 1893.505 209 427.9156 -0.349537 0.1026634
Moved 1893.535 209 433.4267 -0.349537 0.1168382
Moved 1893.566 209 438.2173 -0.349537 0.1291596
Moved 1893.597 209 442.8634 -0.349537 0.1411095
Moved 1893.627 209 449.2288 -0.349537 0.1574815
Moved 1893.658 221.5652 460.9807 -0.320451 0.1877073
Moved 1893.689 223.6639 469.4958 -0.3155928 0.2096086
Moved 1893.719 228.5748 478.1495 -0.3042251 0.2318659
Moved 1893.75 231 482.3207 -0.2986111 0.2425942
Moved 1893.781 232.8018 484 -0.2944403 0.2469135
Ended 1893.812 233 484 -0.2939815 0.2469135
Accept 1893.996 0 good
Candidates 1893.996 13 response reasons responses realize respond weapons healthcare spice realized responded resolve regions responds
Began 1894.825 413 487 0.1226852 0.2546296
Stationary 1894.856 413 487 0.1226852 0.2546296
Stationary 1894.887 413 487 0.1226852 0.2546296
Moved 1894.917 451.4421 495.8589 0.2116715 0.2774149
Moved 1894.948 484.3335 501.3889 0.287809 0.2916381
Moved 1894.979 505.6759 502.9537 0.3372127 0.2956627
Moved 1895.01 524.3086 505 0.380344 0.3009258
Moved 1895.04 535.6381 506.1595 0.4065695 0.3039082
Moved 1895.071 542.7772 506 0.4230953 0.3034978
Moved 1895.102 549.3861 507 0.4383937 0.3060699
Moved 1895.132 555.8865 507 0.453441 0.3060699
Ended 1895.163 557 507 0.4560185 0.3060699
Accept 1895.255 0 response
Candidates 1895.255 13 up to top ip i yup tip o hip tool yo tp iop
Began 1896.023 447 372 0.2013889 -0.04115226
Moved 1896.054 433.5992 386.4008 0.1703684 -0.004113162
Moved 1896.084 423.7517 397.7123 0.1475733 0.02498022
Moved 1896.115 401.2444 425.1945 0.09547322 0.09566472
Moved 1896.146 382.7 450.6251 0.05254616 0.1610726
Moved 1896.177 361.6808 474.7341 0.003890693 0.2230815
Moved 1896.207 340.7261 499.4559 -0.04461552 0.2866662
Moved 1896.238 322.131 519.1734 -0.0876597 0.3373801
Moved 1896.269 301.6177 539.3823 -0.1351441 0.3893575
Moved 1896.299 285.5765 551.3388 -0.1722767 0.42011
Moved 1896.33 274.4799 555.84 -0.1979632 0.4316872
Moved 1896.361 266.3048 558.2318 -0.2168871 0.4378388
Moved 1896.392 257.8584 560.0472 -0.236439 0.4425081
Moved 1896.422 252.4089 560 -0.2490534 0.4423867
Moved 1896.453 248.4532 560.5468 -0.2582101 0.443793
Moved 1896.484 247 561 -0.2615741 0.4449587
Moved 1896.514 246 562 -0.2638889 0.4475308
Moved 1896.545 244.9449 563.0551 -0.2663313 0.4502445
Moved 1896.576 245 567.5153 -0.2662037 0.4617161
Moved 1896.607 245 573.0076 -0.2662037 0.4758425
Moved 1896.637 245 578.8553 -0.2662037 0.4908828
Moved 1896.668 245 585.607 -0.2662037 0.5082484
Moved 1896.699 252 591.4562 -0.25 0.5232927
Moved 1896.729 253 596.8096 -0.2476852 0.5370616
Moved 1896.76 254 599.1803 -0.2453704 0.5431591
Moved 1896.791 254 600.5 -0.2453704 0.5465534
Stationary 1896.822 254 600.5 -0.2453704 0.5465534
Moved 1896.852 255.0999 600 -0.2428242 0.5452674
Ended 1896.883 255.0999 600 -0.2428242 0.5452674
Accept 1896.944 1 to
Began 1897.313 338 543 -0.05092591 0.3986624
Stationary 1897.344 338 543 -0.05092591 0.3986624
Stationary 1897.374 338 543 -0.05092591 0.3986624
Moved 1897.417 352.0364 507.9271 -0.01843417 0.3084544
Moved 1897.448 367.3542 472.5684 0.01702358 0.2175113
Moved 1897.479 387.5039 426.8914 0.0636664 0.1000292
Moved 1897.51 393.8033 409.4916 0.07824849 0.05527684
Moved 1897.542 396.6072 403.7856 0.08473893 0.04060078
Moved 1897.573 398 397.4311 0.08796295 0.02425692
Moved 1897.604 398 393.5 0.08796295 0.01414597
Moved 1897.635 381.3199 394 0.04935175 0.01543206
Moved 1897.666 361.0217 412.2338 0.002365013 0.0623296
Moved 1897.698 341.4921 427.5079 -0.04284228 0.1016148
Moved 1897.729 318.7184 451.9225 -0.09555937 0.1644096
Moved 1897.76 311.8761 459.124 -0.111398 0.1829319
Moved 1897.791 305.2064 468.0581 -0.126837 0.2059106
Moved 1897.823 296.6825 480.5291 -0.1465682 0.2379863
Moved 1897.854 288.4589 492.2351 -0.1656044 0.2680943
Moved 1897.886 281.8332 502.3336 -0.1809417 0.2940679
Moved 1897.927 277.9882 508.0118 -0.1898421 0.3086722
Moved 1897.958 274.4618 514.3073 -0.1980051 0.3248644
Moved 1897.989 270.9369 519.0631 -0.2061646 0.3370964
Moved 1898.019 268.6995 523.601 -0.2113438 0.3487679
Ended 1898.05 267.6786 525.6429 -0.213707 0.3540197
Candidates 1898.142 13 the threw there other where offer trigger urge higher else that either they
Began 1899.555 138 508 -0.513889 0.3086419
Stationary 1899.586 138 508 -0.513889 0.3086419
Moved 1899.616 175.0443 517.5658 -0.4281383 0.3332453
Moved 1899.647 228.9767 532.7442 -0.3032946 0.3722844
Moved 1899.678 279.0494 544.1999 -0.1873856 0.4017486
Moved 1899.709 322.6317 550.6053 -0.08650065 0.4182234
Moved 1899.739 350.9134 553.546 -0.02103388 0.4257868
Moved 1899.77 371.1379 554 0.02578219 0.4269547
Moved 1899.801 392.4925 554 0.0752141 0.4269547
Moved 1899.831 400.6742 554 0.09415329 0.4269547
Moved 1899.862 403.4068 554 0.1004787 0.4269547
Moved 1899.893 407.7248 554 0.110474 0.4269547
Moved 1899.924 410.4028 554 0.1166731 0.4269547
Stationary 1899.954 410 554 0.1157407 0.4269547
Stationary 1899.985 410 554 0.1157407 0.4269547
Moved 1900.016 410 544.1008 0.1157407 0.4014936
Moved 1900.046 380.2504 539.8334 0.04687598 0.3905181
Moved 1900.077 346.8361 531.6121 -0.03047203 0.3693725
Moved 1900.108 314.864 524.216 -0.1044814 0.3503497
Moved 1900.139 284.2932 515.8233 -0.1752473 0.3287635
Moved 1900.169 259.7041 508.5681 -0.2321665 0.3101029
Moved 1900.2 241.6154 501.8718 -0.2740383 0.2928801
Moved 1900.231 227.436 497.3744 -0.306861 0.2813126
Moved 1900.261 216.9623 492.4811 -0.3311057 0.2687272
Moved 1900.292 208.4542 486.9694 -0.3508005 0.2545509
Moved 1900.323 199.875 478.875 -0.3706598 0.2337319
Moved 1900.354 193.708 468.944 -0.3849353 0.2081891
Moved 1900.384 185.6753 453.3506 -0.4035293 0.1680828
Moved 1900.415 179.6091 434.4363 -0.4175715 0.1194347
Moved 1900.446 174.0486 414.3404 -0.430443 0.06774785
Moved 1900.476 173 399.8326 -0.4328704 0.03043351
Moved 1900.507 172 389.3682 -0.4351852 0.00351898
Moved 1900.538 172 379.2542 -0.4351852 -0.02249455
Moved 1900.569 172 371.0015 -0.4351852 -0.04372043
Moved 1900.599 172 363.0844 -0.4351852 -0.06408353
Moved 1900.63 179.7123 361.8983 -0.4173327 -0.06713411
Moved 1900.661 180.5797 361 -0.4153249 -0.06944452
Moved 1900.691 185.6723 361 -0.4035363 -0.06944452
Moved 1900.722 203.349 372.7618 -0.362618 -0.03919303
Moved 1900.753 221.7939 391.7939 -0.3199215 0.009758011
Moved 1900.784 242.0463 413.3387 -0.273041 0.06517147
Moved 1900.814 261.3099 438.8874 -0.2284493 0.1308832
Moved 1900.845 277.8036 459.7382 -0.1902695 0.1845116
Moved 1900.876 295.5242 480.7419 -0.1492496 0.2385338
Moved 1900.906 314.899 499.9117 -0.1044004 0.2878386
Moved 1900.937 330.9659 511.4042 -0.06720861 0.3173975
Moved 1900.968 359.4018 523.5607 -0.001384715 0.3486643
Moved 1900.999 388.8375 530.8063 0.06675342 0.3673
Moved 1901.029 420.5747 535.6575 0.1402193 0.3797773
Moved 1901.06 446.1933 538.0994 0.1995216 0.3860581
Moved 1901.091 471.6822 539 0.2585236 0.3883744
Moved 1901.121 490.662 539 0.3024584 0.3883744
Moved 1901.152 503.4579 539 0.3320784 0.3883744
Moved 1901.183 508.5635 531.2183 0.343897 0.3683596
Moved 1901.214 514.0781 530 0.3566622 0.3652262
Moved 1901.244 518.3012 527.6988 0.366438 0.3593075
Moved 1901.275 521.8173 524.3654 0.374577 0.350734
Moved 1901.306 524 511.2828 0.3796296 0.3170854
Moved 1901.336 509.3688 457.7527 0.3457611 0.1794052
Moved 1901.367 485.5858 404.7448 0.2907079 0.04306785
Moved 1901.398 460.0657 356.9982 0.2316336 -0.07973722
Moved 1901.428 444.3252 327.6504 0.1951972 -0.1552203
Moved 1901.459 438.0094 315.0187 0.1805772 -0.1877091
Moved 1901.49 430.4755 299.1888 0.1631378 -0.2284241
Moved 1901.521 425.6573 289.3145 0.1519844 -0.2538208
Ended 1901.551 422 282 0.1435185 -0.2726338
Accept 1901.644 0 the
Candidates 1901.644 13 question equation retain station duration quotation situation rotation saturation degradation strain wisdom creation
Began 1902.381 665 529 0.7060185 0.3626543
Stationary 1902.411 665 529 0.7060185 0.3626543
Moved 1902.442 668.0374 529 0.7130496 0.3626543
Ended 1902.473 680 529 0.7407407 0.3626543
Accept 1902.534 0 question
PhraseEnd 1902.534
