I listen to the tape everyday
Moved 1318.95 381.0226 539 0.04866342 0.3883744
Moved 1318.98 391.0719 539 0.07192562 0.3883744
Moved 1319.011 394.0836 539 0.07889718 0.3883744
Stationary 1319.042 394 539 0.07870366 0.3883744
Moved 1319.073 358.1211 508.2031 -0.004349401 0.3091643
Moved 1319.103 315.5 471 -0.1030092 0.2134772
Moved 1319.134 277.6638 433.8762 -0.190593 0.1179943
Moved 1319.165 258.5298 413.5298 -0.2348848 0.06566291
Moved 1319.195 251.11 408.055 -0.2520601 0.05158177
Moved 1319.226 248.9671 408 -0.2570205 0.05144025
Moved 1319.257 244.2363 441.5825 -0.2679717 0.1378149
Moved 1319.288 242.7552 465.4686 -0.2713999 0.1992503
Moved 1319.318 242 477.3265 -0.2731481 0.2297493
Moved 1319.349 248.4906 489.8943 -0.2581237 0.2620738
Moved 1319.38 293.1786 510.0536 -0.1546793 0.3139238
Moved 1319.411 335.4739 519.7457 -0.05677342 0.3388519
Moved 1319.441 367.9385 522.9116 0.01837621 0.3469947
Moved 1319.472 393.2253 526.7465 0.07691026 0.356858
Moved 1319.503 409.4777 527.6194 0.1145317 0.3591034
Ended 1319.534 415.2241 528 0.1278336 0.3600822
Candidates 1319.626 13 everyday february secretary sanctuary industry wednesday every very battery best they exist energy
Began 1319.995 272 412 -0.2037037 0.06172835
Moved 1320.025 299.2262 412 -0.1406801 0.06172835
Moved 1320.056 372.7555 416.0444 0.02952665 0.07213063
Moved 1320.087 429.9396 422.4626 0.1618972 0.08863841
Moved 1320.117 453.6071 423 0.2166831 0.09002049
Ended 1320.148 459 423 0.2291666 0.09002049
Accept 1320.21 0 everyday
Began 1320.302 343 473 -0.03935183 0.2186213
Stationary 1320.333 343 473 -0.03935183 0.2186213
Moved 1320.363 418.0845 463 0.134455 0.1929011
Moved 1320.394 470.5021 473.2504 0.2557919 0.2192653
Moved 1320.425 517.549 478.3209 0.3646967 0.2323068
Moved 1320.456 556.3755 482.5313 0.4545729 0.243136
Moved 1320.486 586.9794 486.3979 0.5254154 0.253081
Moved 1320.517 603.6469 490.9495 0.5639973 0.2647878
Moved 1320.548 619.0102 493.8021 0.5995606 0.2721246
Moved 1320.579 628.0216 495 0.6204203 0.2752057
Moved 1320.609 633.5395 495 0.6331932 0.2752057
Moved 1320.64 638.0792 495 0.6437019 0.2752057
Moved 1320.671 640.9102 495 0.6502551 0.2752057
Ended 1320.702 643.5729 496.2864 0.6564188 0.2785144
PhraseEnd 1320.763
