win first prize in the contest
Moved 2871.154 434 351.6068 0.1712963 -0.09360387
Moved 2871.185 434 343.8694 0.1712963 -0.1135046
Moved 2871.216 427.4568 336.1957 0.15615 -0.1332414
Moved 2871.247 426 329.5418 0.1527777 -0.1503555
Moved 2871.277 425 321.9176 0.150463 -0.169965
Moved 2871.308 425 315.5404 0.150463 -0.1863673
Moved 2871.339 424 309.903 0.1481481 -0.200867
Moved 2871.37 424 305.387 0.1481481 -0.2124819
Moved 2871.4 424 302.5165 0.1481481 -0.2198649
Moved 2871.431 424 302 0.1481481 -0.2211935
Ended 2871.462 424 302 0.1481481 -0.2211935
Candidates 2871.523 13 sun run win erin sign fun from sub sum twin sin serum within
Began 2872.322 353 356 -0.01620372 -0.0823046
Stationary 2872.353 353 356 -0.01620372 -0.0823046
Moved 2872.384 353 367.5352 -0.01620372 -0.05263583
Moved 2872.415 344.3482 390.7814 -0.03623108 0.007153852
Moved 2872.445 336.5 417 -0.05439813 0.0745884
Moved 2872.476 328.5397 438.3809 -0.07282485 0.1295805
Moved 2872.507 320.8002 456.5995 -0.09074032 0.176439
Moved 2872.537 315.05 470.8749 -0.1040508 0.2131554
Moved 2872.568 314 479.0947 -0.1064815 0.2342969
Ended 2872.599 314 479.0947 -0.1064815 0.2342969
Accept 2872.66 2 win
Began 2873.705 333 372 -0.06249999 -0.04115226
Stationary 2873.736 333 372 -0.06249999 -0.04115226
Stationary 2873.767 333 372 -0.06249999 -0.04115226
Stationary 2873.798 333 372 -0.06249999 -0.04115226
Stationary 2873.828 333 372 -0.06249999 -0.04115226
Stationary 2873.859 333 372 -0.06249999 -0.04115226
Moved 2873.89 342.5795 372 -0.04032517 -0.04115226
Moved 2873.92 344.3422 372 -0.03624484 -0.04115226
Moved 2873.951 345.3729 372 -0.03385906 -0.04115226
Moved 2873.982 347.0398 372 -0.03000056 -0.04115226
Stationary 2874.013 347.0398 372 -0.03000056 -0.04115226
Moved 2874.043 349.2541 372 -0.02487486 -0.04115226
Moved 2874.074 351.378 372 -0.01995837 -0.04115226
Moved 2874.105 353.2571 372 -0.01560847 -0.04115226
Moved 2874.135 356.569 372 -0.00794207 -0.04115226
Moved 2874.166 368.297 390.2969 0.01920591 0.005907718
Moved 2874.197 383.121 407.6411 0.05352079 0.05051722
Moved 2874.228 398.9857 425.3829 0.09024481 0.09614933
Moved 2874.259 420.2715 445.3755 0.1395174 0.1475708
Moved 2874.289 440.5436 463.5436 0.1864436 0.1942994
Moved 2874.32 459.4625 479.1875 0.2302372 0.2345357
Moved 2874.351 475.9188 492.7875 0.2683306 0.2695152
Moved 2874.382 492.2271 507.2271 0.3060814 0.306654
Moved 2874.412 504.6697 519.5872 0.3348836 0.3384443
Moved 2874.443 512.5853 529.1707 0.3532068 0.3630931
Moved 2874.474 516.3057 534.6115 0.3618188 0.3770871
Moved 2874.504 518 539.3517 0.3657407 0.389279
Moved 2874.535 518 542.0443 0.3657407 0.3962044
Moved 2874.566 518 545.7097 0.3657407 0.4056318
Moved 2874.597 514.0872 548.4891 0.3566832 0.4127804
Moved 2874.627 500.5397 551.3651 0.3253233 0.4201775
Moved 2874.658 486.5453 553 0.292929 0.4243826
Moved 2874.689 471.0515 553 0.2570636 0.4243826
Moved 2874.719 436.278 553 0.1765694 0.4243826
Moved 2874.75 413.3686 553 0.1235384 0.4243826
Moved 2874.781 401.873 541.873 0.09692817 0.3957637
Moved 2874.812 381.7395 539.2113 0.05032281 0.3889179
Moved 2874.843 358.6301 533.4658 -0.003171166 0.3741403
Moved 2874.873 341.826 528.3652 -0.0420693 0.3610216
Moved 2874.904 329.3246 524.8649 -0.07100795 0.3520187
Moved 2874.935 315.7973 519.8986 -0.1023211 0.3392453
Moved 2874.965 305.2065 517.0688 -0.1268369 0.331967
Moved 2874.996 294.8018 513.2004 -0.1509217 0.3220176
Moved 2875.027 288.3495 509.6747 -0.1658575 0.3129494
Moved 2875.058 280.6223 504.6223 -0.1837447 0.2999544
Moved 2875.088 273.8803 500.8803 -0.1993511 0.29033
Moved 2875.119 267.8528 498.2843 -0.2133037 0.283653
Moved 2875.149 262.4937 494.9958 -0.225709 0.2751949
Moved 2875.181 253.3895 489.1948 -0.2467836 0.2602745
Moved 2875.211 249.25 486.5 -0.2563657 0.2533436
Moved 2875.242 241.6501 478.8668 -0.2739582 0.2337107
Moved 2875.273 229.711 465.711 -0.3015949 0.1998739
Moved 2875.303 217.3592 451.3593 -0.3301869 0.162961
Moved 2875.334 203.9298 434.5157 -0.3612736 0.1196392
Moved 2875.365 194.3805 418.5708 -0.3833784 0.07862848
Moved 2875.396 186.668 403.3361 -0.4012314 0.03944456
Moved 2875.427 180.6973 391.3947 -0.4150524 0.008731025
Moved 2875.457 177.8545 383.5635 -0.4216331 -0.01141073
Moved 2875.488 177 376.8745 -0.4236111 -0.02861502
Moved 2875.519 177 373.075 -0.4236111 -0.03838755
Moved 2875.549 177 372 -0.4236111 -0.04115226
Moved 2875.58 184.92 370.8686 -0.4052777 -0.04406226
Moved 2875.611 197.902 371 -0.3752268 -0.04372435
Moved 2875.642 212.2662 371 -0.3419764 -0.04372435
Moved 2875.672 226.2573 380.4191 -0.3095896 -0.0194982
Moved 2875.703 243.4573 388.9756 -0.2697748 0.002509223
Moved 2875.734 262.1539 398.0769 -0.2264957 0.02591792
Moved 2875.764 275.9131 405.4565 -0.1946455 0.04489847
Moved 2875.795 288.8216 414.0573 -0.1647648 0.06701979
Moved 2875.826 302.5681 421.9261 -0.1329441 0.08725837
Moved 2875.857 323.6619 432.8647 -0.08411592 0.1153928
Moved 2875.887 329.4767 437.1075 -0.07065585 0.1263051
Moved 2875.918 341.4744 444.6058 -0.04288336 0.145591
Moved 2875.949 352.9892 452.2419 -0.01622866 0.1652311
Moved 2875.98 360.859 457.2393 0.001988411 0.1780846
Moved 2876.01 367.3752 462.2501 0.01707216 0.1909725
Moved 2876.041 373.0692 467.0692 0.03025283 0.2033672
Moved 2876.072 377.9091 471.8182 0.04145623 0.2155816
Moved 2876.103 380.7812 475.5624 0.04810463 0.2252117
Moved 2876.133 383.309 478.309 0.05395601 0.232276
Moved 2876.164 384.1747 485.3494 0.05595992 0.250384
Ended 2876.195 386 490 0.06018519 0.2623456
Candidates 2876.287 13 forest first guest forrest guitar bureau courtesy thursday forecast correct host goat direct
Began 2877.025 290 396 -0.162037 0.02057605
Stationary 2877.055 290 396 -0.162037 0.02057605
Moved 2877.086 290 405.1997 -0.162037 0.04423789
Moved 2877.117 307.5443 422.2532 -0.1214252 0.08809973
Moved 2877.147 323.4949 439.4949 -0.08450255 0.1324457
Moved 2877.178 340.8532 459.8531 -0.04432132 0.1848074
Moved 2877.209 354.0414 475.0414 -0.01379296 0.2238719
Moved 2877.24 364.5331 485.5331 0.0104933 0.2508568
Moved 2877.271 370.8327 492.249 0.02507567 0.2681302
Moved 2877.301 376.5815 495.2908 0.0383831 0.2759535
Ended 2877.332 380 496 0.04629632 0.2777777
Accept 2877.394 1 first
Began 2877.978 555 503 0.4513889 0.2957818
Stationary 2878.008 555 503 0.4513889 0.2957818
Stationary 2878.039 555 503 0.4513889 0.2957818
Stationary 2878.07 555 503 0.4513889 0.2957818
Stationary 2878.1 555 503 0.4513889 0.2957818
Stationary 2878.131 555 503 0.4513889 0.2957818
Stationary 2878.162 555 503 0.4513889 0.2957818
Stationary 2878.193 555 503 0.4513889 0.2957818
Moved 2878.223 544.3428 503 0.4267194 0.2957818
Moved 2878.254 540.4706 503 0.4177561 0.2957818
Moved 2878.285 536.197 503 0.4078634 0.2957818
Moved 2878.315 533.061 503 0.4006042 0.2957818
Moved 2878.346 530.2081 503 0.3940001 0.2957818
Moved 2878.377 526.3396 503 0.3850454 0.2957818
Moved 2878.408 522.9377 503 0.3771707 0.2957818
Moved 2878.438 517.7999 503 0.3652774 0.2957818
Moved 2878.469 511.0534 503 0.3496606 0.2957818
Moved 2878.5 502.6244 503 0.330149 0.2957818
Moved 2878.531 493 503 0.3078704 0.2957818
Moved 2878.561 480.7299 503 0.2794673 0.2957818
Moved 2878.592 465.4169 503 0.2440205 0.2957818
Moved 2878.623 451.0508 503 0.2107658 0.2957818
Moved 2878.654 439.1924 503 0.1833158 0.2957818
Moved 2878.684 424.1675 503 0.1485359 0.2957818
Moved 2878.715 409.5689 503 0.1147428 0.2957818
Moved 2878.746 397.5503 503 0.08692194 0.2957818
Moved 2878.777 383.0127 503 0.05327015 0.2957818
Moved 2878.807 362.2297 507.309 0.005161266 0.3068645
Moved 2878.838 344.9203 514.416 -0.03490667 0.3251438
Moved 2878.869 326.3935 519.8876 -0.07779291 0.3392169
Moved 2878.899 305.2376 525.5875 -0.1267647 0.3538771
Moved 2878.93 289.3292 529.6677 -0.1635898 0.3643717
Moved 2878.961 276.8334 534.5416 -0.1925153 0.3769074
Moved 2878.992 269.6727 537.1091 -0.2090909 0.3835109
Moved 2879.022 266.0232 538.9768 -0.217539 0.3883148
Moved 2879.053 265 539 -0.2199074 0.3883744
Stationary 2879.084 265 539 -0.2199074 0.3883744
Moved 2879.115 277.0443 539 -0.1920272 0.3883744
Moved 2879.145 286.378 539 -0.1704214 0.3883744
Moved 2879.176 305.9672 539 -0.125076 0.3883744
Moved 2879.207 322.6047 539 -0.08656323 0.3883744
Moved 2879.238 345.6045 539 -0.03332292 0.3883744
Moved 2879.268 367.6791 539 0.0177756 0.3883744
Moved 2879.299 387.781 531.2189 0.06430794 0.3683614
Moved 2879.33 405.2567 528.3429 0.1047609 0.3609641
Moved 2879.361 424.1177 524.4804 0.1484206 0.3510298
Moved 2879.391 440.4183 520.5969 0.1861535 0.3410414
Moved 2879.422 451.7802 516.0549 0.2124543 0.3293593
Moved 2879.453 461.3701 511.4199 0.2346532 0.3174379
Moved 2879.483 467.3186 507.6814 0.2484227 0.3078224
Moved 2879.514 469.5356 504.4644 0.2535546 0.2995483
Moved 2879.545 470 499.7906 0.2546296 0.2875271
Moved 2879.576 470 493.0998 0.2546296 0.2703183
Moved 2879.606 459.4422 480.737 0.2301903 0.238521
Moved 2879.637 447.5 463.5 0.2025463 0.1941872
Moved 2879.668 424.6169 435.3521 0.1495761 0.1217902
Moved 2879.698 404.1931 405.9242 0.1022989 0.04610121
Moved 2879.729 387.9546 381.9365 0.06470978 -0.0155956
Moved 2879.76 376.1321 364.3849 0.03734281 -0.0607383
Moved 2879.791 356.7658 339.6487 -0.007486641 -0.1243605
Moved 2879.822 335.1933 316.9352 -0.05742301 -0.1827799
Moved 2879.852 318.3688 300.3688 -0.09636849 -0.2253889
Moved 2879.883 301.6512 285.6511 -0.1350668 -0.263243
Moved 2879.914 285.6844 273.237 -0.1720268 -0.2951724
Moved 2879.944 270.8777 260.3022 -0.2063015 -0.3284408
Moved 2879.975 259.1676 252.1256 -0.2334084 -0.3494712
Moved 2880.006 246.5482 242.5482 -0.2626199 -0.3741044
Moved 2880.037 236.249 233.9368 -0.2864607 -0.3962531
Moved 2880.067 228.8746 228.3119 -0.303531 -0.4107205
Moved 2880.098 222.7345 223.7345 -0.3177442 -0.4224935
Moved 2880.129 216.9908 219.9908 -0.3310397 -0.4321224
Moved 2880.16 212.12 218 -0.3423148 -0.4372429
Moved 2880.19 209.5 218 -0.3483796 -0.4372429
Moved 2880.221 206.7117 218 -0.3548339 -0.4372429
Moved 2880.252 202.6669 227.333 -0.3641969 -0.4132382
Moved 2880.282 199.9632 235.1104 -0.3704555 -0.3932347
Moved 2880.313 194.9226 244.1548 -0.3821236 -0.3699723
Moved 2880.344 191.5826 255.6698 -0.3898552 -0.3403555
Moved 2880.375 190 267.4395 -0.3935185 -0.3100837
Moved 2880.406 190 283.9409 -0.3935185 -0.2676419
Moved 2880.436 199.0973 298.1945 -0.37246 -0.2309812
Moved 2880.467 210.2919 315.8648 -0.3465466 -0.185533
Moved 2880.498 221.7967 332.2459 -0.319915 -0.1434005
Moved 2880.528 229.9075 345.8766 -0.3011401 -0.108342
Moved 2880.559 239.3119 361.1399 -0.2793706 -0.06908464
Moved 2880.59 248.1136 375.2272 -0.2589963 -0.032852
Moved 2880.621 255.1525 387.7287 -0.2427027 -0.0006978698
Moved 2880.651 259.1384 397.5536 -0.2334759 0.02457207
Moved 2880.682 262 409.0484 -0.2268519 0.05413675
Moved 2880.713 263.8825 420.5302 -0.2224941 0.08366804
Moved 2880.743 264 430 -0.2222222 0.1080246
Moved 2880.774 265 437.8756 -0.2199074 0.1282808
Moved 2880.805 267.168 444.5038 -0.2148889 0.1453288
Moved 2880.836 269.0296 453.0889 -0.2105795 0.1674097
Moved 2880.866 269.5384 459.0768 -0.2094019 0.1828105
Moved 2880.897 271.412 465.8241 -0.2050647 0.2001648
Moved 2880.928 272 469.2777 -0.2037037 0.2090476
Moved 2880.959 274.1498 472.1498 -0.1987273 0.2164347
Moved 2880.99 275 473.6965 -0.1967592 0.2204128
Moved 2881.02 275.5756 475.5756 -0.1954269 0.2252457
Moved 2881.051 276 478.4491 -0.1944444 0.2326365
Moved 2881.082 279.9575 484.9433 -0.1852836 0.2493397
Ended 2881.112 281.5 487 -0.181713 0.2546296
Candidates 2881.266 13 price prize prices private proceed privacy process prince proceeds prove officer princess proved
Began 2882.065 298 370 -0.1435185 -0.04629637
Moved 2882.096 308.8457 383.8457 -0.1184128 -0.01068492
Moved 2882.126 328.9624 403.9624 -0.0718463 0.04105552
Moved 2882.157 345.383 420.3283 -0.03383567 0.08314886
Moved 2882.188 364.6674 439.6674 0.01080424 0.1328894
Moved 2882.219 380.2387 453.2387 0.04684885 0.167795
Moved 2882.25 393.3892 463.0335 0.07728984 0.1929874
Ended 2882.28 402 467 0.09722222 0.2031892
Accept 2882.342 1 prize
Began 2882.864 443 498 0.1921296 0.2829217
Stationary 2882.895 443 498 0.1921296 0.2829217
Stationary 2882.926 443 498 0.1921296 0.2829217
Stationary 2882.956 443 498 0.1921296 0.2829217
Stationary 2882.987 443 498 0.1921296 0.2829217
Stationary 2883.018 443 498 0.1921296 0.2829217
Stationary 2883.049 443 498 0.1921296 0.2829217
Stationary 2883.079 443 498 0.1921296 0.2829217
Moved 2883.11 432.0529 498 0.1667892 0.2829217
Moved 2883.141 428.3666 488.3666 0.158256 0.2581444
Moved 2883.172 421.8925 479.8925 0.1432697 0.236349
Moved 2883.202 415.5732 469.1464 0.1286417 0.2087098
Moved 2883.233 410.9135 457.7406 0.1178555 0.1793738
Moved 2883.264 408.0444 448.1332 0.1112139 0.1546634
Moved 2883.294 407 439.1135 0.1087963 0.1314646
Moved 2883.325 404.6054 430.4217 0.1032533 0.1091092
Moved 2883.356 403.7339 423.4677 0.1012358 0.09122346
Moved 2883.387 402.8669 415.7338 0.09922891 0.07133162
Moved 2883.417 402.3306 408.9918 0.09798745 0.05399111
Moved 2883.448 401.4633 401.39 0.09597986 0.03443926
Moved 2883.479 399.5938 393.7812 0.09165218 0.01486931
Moved 2883.51 395.438 384.1569 0.08203229 -0.00988454
Moved 2883.54 391.4262 373.8524 0.07274588 -0.03638781
Moved 2883.571 386.3466 361.3865 0.06098757 -0.06845035
Moved 2883.602 381.9549 349.9097 0.0508214 -0.09796888
Moved 2883.633 378.9507 339.803 0.04386743 -0.1239636
Moved 2883.663 375.6208 320.1038 0.03615916 -0.1746303
Moved 2883.694 376 313.7357 0.03703703 -0.1910091
Moved 2883.725 376 304.6326 0.03703703 -0.2144225
Moved 2883.755 376 296.1973 0.03703703 -0.2361182
Moved 2883.786 376 284.7346 0.03703703 -0.2656003
Moved 2883.817 384.9412 276.1765 0.05773415 -0.2876118
Moved 2883.848 389.2502 268.1246 0.06770889 -0.3083215
Moved 2883.878 393.7719 260.8421 0.07817576 -0.3270523
Moved 2883.909 398.2609 252.2174 0.08856684 -0.3492351
Moved 2883.94 403.2318 245.7682 0.1000735 -0.3658225
Moved 2883.971 405.6578 241.6843 0.1056895 -0.3763263
Moved 2884.001 407.5282 237.9435 0.1100191 -0.3859478
Moved 2884.032 409 235.603 0.113426 -0.3919675
Moved 2884.063 411.2642 232.7358 0.1186672 -0.399342
Moved 2884.094 412 230.2356 0.1203704 -0.4057727
Moved 2884.124 413.6339 229 0.1241526 -0.4089506
Moved 2884.155 416.0213 229 0.1296788 -0.4089506
Ended 2884.186 427.5 229 0.15625 -0.4089506
Candidates 2884.309 13 in ibm un iv uv inn tn on tm um tv run gun
Began 2884.923 333 353 -0.06249999 -0.09002065
Stationary 2884.954 333 353 -0.06249999 -0.09002065
Moved 2884.985 365.5836 353 0.01292487 -0.09002065
Moved 2885.015 394.5 342 0.07986108 -0.1183128
Moved 2885.046 426.1507 336.6499 0.1531265 -0.1320734
Moved 2885.077 448.4508 335 0.2047473 -0.1363169
Moved 2885.108 466.6119 333 0.2467868 -0.141461
Moved 2885.138 479.2768 332 0.2761036 -0.144033
Moved 2885.169 501 330.5 0.3263889 -0.147891
Ended 2885.2 501 330.5 0.3263889 -0.147891
Accept 2885.384 0 in
Began 2885.722 303 549 -0.1319445 0.4140946
Stationary 2885.753 303 549 -0.1319445 0.4140946
Moved 2885.784 303 538.9966 -0.1319445 0.3883658
Moved 2885.815 314.9986 526.0029 -0.10417 0.3549456
Moved 2885.845 322.6139 512.7722 -0.08654192 0.3209161
Moved 2885.876 331.536 499.1066 -0.06588886 0.285768
Moved 2885.907 337.1031 488.7938 -0.05300204 0.2592431
Moved 2885.938 342.109 478.782 -0.04141435 0.2334926
Moved 2885.968 346.4185 468.7445 -0.03143867 0.2076761
Moved 2885.999 350.5803 461.4197 -0.02180482 0.1888365
Moved 2886.03 351.8751 456.2498 -0.0188076 0.1755395
Moved 2886.061 354 450.2935 -0.01388888 0.1602199
Moved 2886.091 356.5756 444.8488 -0.007926823 0.1462159
Moved 2886.122 359.4462 438.6614 -0.001281947 0.1303019
Moved 2886.153 362.9407 434.0593 0.006807148 0.1184651
Moved 2886.183 366.8407 428.3186 0.01583497 0.1037
Moved 2886.214 372.4217 420.8675 0.02875388 0.08453569
Moved 2886.245 379.5 411 0.0451389 0.05915629
Moved 2886.276 386.2951 401.5573 0.06086836 0.03486955
Moved 2886.306 395.0865 388.8846 0.08121879 0.002275318
Moved 2886.337 400.8017 376.3965 0.09444843 -0.02984427
Moved 2886.368 404.3248 366.7006 0.1026037 -0.05478235
Moved 2886.399 406 360.3935 0.1064815 -0.07100447
Moved 2886.429 408.1725 355.6551 0.1115104 -0.08319163
Moved 2886.46 408 353.954 0.1111111 -0.08756676
Stationary 2886.491 408 353.954 0.1111111 -0.08756676
Stationary 2886.521 408 354 0.1111111 -0.08744855
Moved 2886.552 394.1401 354 0.07902811 -0.08744855
Moved 2886.583 387.2564 364.7435 0.0630936 -0.05981602
Moved 2886.614 377.8705 374.5491 0.04136701 -0.03459609
Moved 2886.645 368.2559 389.9069 0.01911074 0.004904358
Moved 2886.675 358.6581 406.2366 -0.003106346 0.04690472
Moved 2886.706 348.112 421.8041 -0.02751857 0.0869446
Moved 2886.737 337.6341 436.366 -0.05177299 0.124398
Moved 2886.767 328.1623 450.5471 -0.07369831 0.1608721
Moved 2886.798 316.8523 467.8636 -0.099879 0.2054105
Moved 2886.829 313.6979 472.4532 -0.1071808 0.2172149
Moved 2886.86 306.9543 483.0914 -0.122791 0.2445766
Moved 2886.89 300.3071 493.5905 -0.138178 0.2715805
Moved 2886.921 295.0246 501.3005 -0.150406 0.2914108
Moved 2886.952 289.6871 508.6258 -0.1627613 0.3102514
Moved 2886.982 285.8278 514.3445 -0.171695 0.32496
Moved 2887.013 283 517.0409 -0.1782407 0.3318953
Moved 2887.044 280.4561 519 -0.1841295 0.3369341
Moved 2887.075 279 521.4144 -0.1875 0.343144
Moved 2887.105 278 522.5 -0.1898148 0.3459361
Moved 2887.136 276.1278 523 -0.1941486 0.3472221
Moved 2887.167 276 524.2639 -0.1944444 0.350473
Moved 2887.198 275 525.2844 -0.1967592 0.3530976
Moved 2887.228 275 526.4727 -0.1967592 0.3561539
Ended 2887.259 275 526.4727 -0.1967592 0.3561539
Candidates 2887.382 13 the there threw other where trigger else urge regret winter either winner that
Began 2887.843 265 410 -0.2199074 0.05658428
Moved 2887.874 277.2901 410 -0.191458 0.05658428
Moved 2887.905 302.5 410 -0.1331019 0.05658428
Moved 2887.935 331.0066 410 -0.06711428 0.05658428
Moved 2887.966 348.7985 410 -0.02592936 0.05658428
Moved 2887.997 363.3519 410 0.007759035 0.05658428
Moved 2888.027 374.5678 410 0.03372183 0.05658428
Ended 2888.058 378.5 410 0.04282405 0.05658428
Accept 2888.12 0 the
Began 2888.857 250 234 -0.2546296 -0.3960905
Stationary 2888.888 250 234 -0.2546296 -0.3960905
Stationary 2888.919 250 234 -0.2546296 -0.3960905
Stationary 2888.949 250 234 -0.2546296 -0.3960905
Stationary 2888.98 250 234 -0.2546296 -0.3960905
Moved 2889.011 261.088 234 -0.2289629 -0.3960905
Moved 2889.042 264.9168 241 -0.2200999 -0.3780865
Moved 2889.072 267.5 242 -0.2141203 -0.3755144
Moved 2889.103 272.7729 245.3865 -0.2019145 -0.3668044
Moved 2889.134 279.5038 251.5038 -0.1863339 -0.3510706
Moved 2889.165 287.3852 258.3852 -0.1680898 -0.3333714
Moved 2889.195 297.8771 268.8771 -0.1438029 -0.306386
Moved 2889.226 311.5998 283.0798 -0.1120375 -0.2698565
Moved 2889.257 324.5344 296.918 -0.08209626 -0.2342644
Moved 2889.288 338.0353 310.0353 -0.0508441 -0.2005265
Moved 2889.318 351.1592 324.991 -0.02046486 -0.1620601
Moved 2889.349 366.5073 341.5073 0.01506309 -0.1195801
Moved 2889.38 381.3977 356.3977 0.04953176 -0.08128162
Moved 2889.41 395.491 372.5728 0.08215497 -0.03967897
Moved 2889.441 416.7735 392.8018 0.1314201 0.01235012
Moved 2889.472 438.5195 414.5195 0.181758 0.06820843
Moved 2889.503 458.3226 435.3226 0.2275986 0.1217145
Moved 2889.533 474.5245 452.7422 0.265103 0.166518
Moved 2889.564 490.4013 466.321 0.3018549 0.2014429
Moved 2889.595 503.8161 478.7701 0.3329076 0.2334622
Moved 2889.625 515.8813 487.8813 0.3608363 0.2568962
Moved 2889.656 525.1321 495.1321 0.3822502 0.2755454
Moved 2889.687 531.7323 498.4882 0.3975285 0.2841775
Moved 2889.718 536.2429 500 0.4079697 0.2880658
Moved 2889.749 541.265 502.6325 0.4195949 0.2948366
Moved 2889.779 548 504.5 0.4351853 0.2996398
Moved 2889.81 552.7465 506.3733 0.4461724 0.304458
Moved 2889.841 557.4913 508.2457 0.4571559 0.3092737
Moved 2889.871 559.819 509.819 0.4625439 0.3133203
Moved 2889.902 561.6897 510 0.4668743 0.3137859
Moved 2889.933 562.5 510 0.46875 0.3137859
Moved 2889.964 562 510 0.4675925 0.3137859
Moved 2889.994 555.2149 501.2763 0.4518863 0.2913485
Moved 2890.025 542.6151 492.4613 0.42272 0.2686761
Moved 2890.056 522.5336 472.2521 0.3762352 0.2166976
Moved 2890.087 503.2045 449.7556 0.3314918 0.1588362
Moved 2890.117 484.3229 419.936 0.2877845 0.0821398
Moved 2890.148 471.0836 391.223 0.257138 0.008289667
Moved 2890.179 462.5 368 0.2372685 -0.05144041
Moved 2890.209 454.2218 342.2762 0.2181059 -0.1176023
Moved 2890.24 447.493 316.972 0.2025301 -0.1826851
Moved 2890.271 442.7671 301.4178 0.1915906 -0.2226909
Moved 2890.302 440.7197 287.7993 0.1868511 -0.257718
Moved 2890.332 436.0579 264.2894 0.1760599 -0.3181857
Moved 2890.363 434.6155 258.4621 0.1727211 -0.3331737
Moved 2890.394 432.7457 249.2371 0.1683929 -0.3569006
Moved 2890.425 432 244.3513 0.1666667 -0.3694668
Moved 2890.455 431 239.3051 0.1643519 -0.3824459
Moved 2890.486 430.4331 236.4331 0.1630396 -0.3898325
Moved 2890.517 430 236 0.162037 -0.3909465
Moved 2890.548 430 234.5 0.162037 -0.3948045
Moved 2890.578 429 235 0.1597223 -0.3935186
Stationary 2890.609 429 235 0.1597223 -0.3935186
Moved 2890.64 423.5562 247.2189 0.1471209 -0.3620915
Moved 2890.67 412.5997 270.0008 0.1217586 -0.303496
Moved 2890.701 404.098 297.7061 0.1020786 -0.2322374
Moved 2890.732 395.5 323 0.08217593 -0.1671811
Moved 2890.763 388.8801 350.4796 0.06685207 -0.09650328
Moved 2890.793 383.4957 370.765 0.05438815 -0.04432874
Moved 2890.824 379.8829 393.7028 0.04602522 0.01466767
Moved 2890.855 378.3572 411.4993 0.04249364 0.06044058
Moved 2890.886 376.4847 426.5764 0.03815909 0.09921893
Moved 2890.916 373.6108 441.335 0.03150662 0.1371783
Moved 2890.947 369.7485 455.2575 0.02256602 0.1729873
Moved 2890.978 367.1796 467.2814 0.01661946 0.203913
Moved 2891.009 364.3016 477.7936 0.009957354 0.2309507
Moved 2891.039 360.4276 487.1447 0.0009899338 0.2550017
Moved 2891.07 357.918 494.246 -0.004819383 0.2732663
Moved 2891.101 353.0423 501.9576 -0.01610572 0.2931008
Moved 2891.132 349.1535 508.6929 -0.02510756 0.3104241
Moved 2891.162 345.2795 513.441 -0.03407523 0.3226362
Moved 2891.193 341.5611 517.2195 -0.04268274 0.3323545
Moved 2891.224 338.9065 522.1871 -0.04882763 0.3451313
Moved 2891.254 335.0344 524.9656 -0.05779078 0.3522778
Moved 2891.285 330.7477 527.6262 -0.06771376 0.3591207
Moved 2891.316 325.216 528 -0.08051852 0.3600822
Moved 2891.347 310.5779 528 -0.1144031 0.3600822
Moved 2891.377 303.3793 520.131 -0.1310664 0.3398431
