is there any indication of this
is there any indication of this
FixStart
List

0.6 0.6
432 388.8
Began 1586.738 455 376 0.2199073 -0.03086435
Stationary 1586.769 455 376 0.2199073 -0.03086435
Stationary 1586.8 455 376 0.2199073 -0.03086435
Stationary 1586.83 455 376 0.2199073 -0.03086435
Moved 1586.861 470.3962 397.3962 0.2555469 0.0241672
Moved 1586.892 488.9586 414.3387 0.2985153 0.06774364
Moved 1586.922 512.8705 436.8705 0.3538668 0.1256956
Moved 1586.953 545.9074 471.7757 0.4303412 0.2154724
Moved 1586.984 569.8534 501.7906 0.4857717 0.2926712
Moved 1587.015 580.9995 516.4993 0.5115728 0.3305021
Moved 1587.045 586.1248 524.1248 0.5234371 0.3501153
Moved 1587.076 589.6161 529.6161 0.5315189 0.3642391
Moved 1587.107 590.8812 533.7625 0.5344473 0.3749033
Moved 1587.137 592.3995 538.3995 0.5379617 0.3868298
Moved 1587.168 592 540.5 0.5370371 0.3922324
Moved 1587.199 592 542.5 0.5370371 0.3973764
Moved 1587.229 592 543.8257 0.5370371 0.4007863
Moved 1587.26 592 545.1667 0.5370371 0.4042354
Stationary 1587.291 592 545.1667 0.5370371 0.4042354
Moved 1587.322 592 546.2218 0.5370371 0.406949
Stationary 1587.352 592 546 0.5370371 0.4063785
Moved 1587.383 576.954 546 0.5022085 0.4063785
Moved 1587.414 560.342 531.7668 0.4637545 0.3697706
Moved 1587.445 537.695 519.1639 0.4113311 0.3373556
Moved 1587.475 515.7536 505.6522 0.3605408 0.3026032
Moved 1587.506 491.3101 487.7325 0.3039584 0.2565137
Moved 1587.537 460.4276 465.5135 0.2324712 0.199366
Moved 1587.568 426.851 442.1276 0.1547477 0.139217
Moved 1587.598 405.5 427 0.1053241 0.1003086
Moved 1587.629 383.1514 411.5151 0.05359114 0.06048112
Moved 1587.66 367.0369 400.3579 0.01628906 0.03178467
Moved 1587.69 353.9144 391.3486 -0.01408706 0.008612739
Moved 1587.721 343.5 384.5 -0.03819446 -0.009002057
Moved 1587.752 335.0018 379.0012 -0.05786623 -0.02314501
Moved 1587.782 326.5 372.5 -0.07754628 -0.03986633
Moved 1587.813 319.766 368.844 -0.09313419 -0.04926964
Moved 1587.844 315 365 -0.1041667 -0.05915646
Moved 1587.875 312.1159 363.1159 -0.1108428 -0.0640023
Moved 1587.906 308.1525 360.5762 -0.1200173 -0.07053438
Moved 1587.936 306.0382 359 -0.1249116 -0.07458848
Moved 1587.967 303.0174 355.0174 -0.1319042 -0.08483188
Ended 1587.998 303.0174 355.0174 -0.1319042 -0.08483188
Candidates 1588.059 13 is his its us pa id oa hours if press good goods odds
Began 1588.52 482 359 0.2824074 -0.07458848
Stationary 1588.551 482 359 0.2824074 -0.07458848
Stationary 1588.581 482 359 0.2824074 -0.07458848
Moved 1588.612 482 374.3833 0.2824074 -0.03502245
Moved 1588.643 471.9611 391.0908 0.2591693 0.007949484
Moved 1588.673 464.8546 407.4363 0.2427189 0.04999047
Moved 1588.704 459.7444 421.7668 0.2308898 0.08684865
Moved 1588.735 454.6297 432.7405 0.2190503 0.1150734
Moved 1588.766 449.131 441.8254 0.2063217 0.1384397
Moved 1588.796 445.0056 449.4916 0.1967722 0.1581573
Moved 1588.827 440.8923 456.1077 0.1872507 0.175174
Moved 1588.858 436.8076 462.1924 0.1777953 0.1908239
Moved 1588.889 433.2674 466.7325 0.1696005 0.2025014
Moved 1588.919 427.2472 472.7528 0.1556648 0.2179855
Moved 1588.95 422.152 478.772 0.1438704 0.2334669
Moved 1588.981 417.0667 483.9332 0.1320989 0.2467418
Moved 1589.011 414.2118 486.7883 0.1254902 0.2540849
Moved 1589.042 410.4388 489.2806 0.1167564 0.2604953
Moved 1589.073 409.1633 491 0.1138038 0.2649176
Moved 1589.104 406.5993 492 0.1078687 0.2674896
Moved 1589.134 404.5 493 0.1030092 0.2700616
Moved 1589.165 402.8109 494.1891 0.09909928 0.27312
Moved 1589.196 401.6703 494 0.09645889 0.2726337
Moved 1589.226 400.7284 494 0.09427866 0.2726337
Stationary 1589.257 400.7284 494 0.09427866 0.2726337
Moved 1589.288 400 495 0.09259263 0.2752057
Stationary 1589.319 400 495 0.09259263 0.2752057
Moved 1589.349 400 498.4624 0.09259263 0.2841111
Moved 1589.38 410.5 502 0.1168981 0.2932098
Moved 1589.411 419.2224 508.089 0.1370889 0.3088708
Moved 1589.442 432.0302 510 0.1667366 0.3137859
Moved 1589.472 445.7903 511 0.1985886 0.3163579
Moved 1589.503 457.5 511 0.2256945 0.3163579
Moved 1589.534 470.7234 511 0.2563042 0.3163579
Moved 1589.564 485 511 0.2893518 0.3163579
Moved 1589.595 497.2943 511 0.317811 0.3163579
Moved 1589.626 508 511 0.3425926 0.3163579
Moved 1589.657 513.77 504.8051 0.355949 0.3004246
Moved 1589.687 517.4415 503 0.3644478 0.2957818
Moved 1589.718 518.985 497.0299 0.3680209 0.2804267
Moved 1589.749 519 489.5 0.3680556 0.2610596
Moved 1589.78 521.7773 468.5587 0.3744845 0.2071981
Moved 1589.81 525.6294 439.2238 0.3834014 0.1317483
Moved 1589.841 530.8787 412.2137 0.3955525 0.06227791
Moved 1589.872 534.4182 387.8186 0.4037458 -0.0004665939
Moved 1589.902 534 363.0473 0.4027778 -0.06417882
Moved 1589.933 534 355.4116 0.4027778 -0.08381808
Moved 1589.964 534 344.7678 0.4027778 -0.1111939
Moved 1589.995 534 337.2894 0.4027778 -0.1304287
Moved 1590.025 534 323.6028 0.4027778 -0.1656307
Moved 1590.056 525.8322 311.1658 0.3838709 -0.1976187
Moved 1590.087 524.2903 303.5806 0.3803016 -0.2171281
Moved 1590.117 522.7361 297.4722 0.3767041 -0.232839
Moved 1590.148 520.5244 293.0489 0.3715843 -0.2442159
Moved 1590.179 518.9643 289.9643 0.3679729 -0.2521495
Moved 1590.21 512.0521 289 0.3519725 -0.2546296
Moved 1590.24 493.9551 303.8956 0.3100812 -0.2163178
Moved 1590.271 475.3324 322.0751 0.2669732 -0.16956
Moved 1590.302 459.2007 340.7659 0.2296313 -0.121487
Moved 1590.333 446.5 356 0.2002315 -0.0823046
Moved 1590.363 434.6982 369.3622 0.1729124 -0.04793685
Moved 1590.394 427.7549 378.5563 0.1568401 -0.02428934
Moved 1590.425 418.4371 389.4172 0.1352711 0.003644998
