they might find your comment offensive
they might find your comment offensive
Basic
List

0.6 0.6
432 388.8
Moved 3255.85 409.3348 244.1982 0.1142009 -0.3698606
Moved 3255.881 381.8757 270.4837 0.05063832 -0.3022539
Moved 3255.912 358.8748 290.9127 -0.002604673 -0.2497103
Moved 3255.943 334.1601 315.924 -0.05981465 -0.1853808
Moved 3255.973 316.2285 339.7335 -0.1013229 -0.1241424
Moved 3256.004 305 356 -0.1273148 -0.0823046
Moved 3256.035 296.9074 372.1852 -0.1460477 -0.04067582
Moved 3256.066 290.5413 385.9175 -0.1607841 -0.005356353
Moved 3256.096 284.7901 397.4198 -0.174097 0.02422788
Moved 3256.127 282.3904 404.2192 -0.1796518 0.04171591
Moved 3256.158 280 409.9451 -0.1851852 0.056443
Moved 3256.188 276.6529 413.3471 -0.1929331 0.06519306
Moved 3256.219 274.7775 416.2225 -0.1972743 0.07258854
Moved 3256.25 275 418.7827 -0.1967592 0.0791736
Moved 3256.281 275 419.5 -0.1967592 0.08101848
Ended 3256.312 275 420 -0.1967592 0.08230445
Accept 3256.373 0 might
Candidates 3256.373 13 find fund finds funds found china things fine guns since give fond done
Began 3257.019 312 427 -0.1111111 0.1003086
Stationary 3257.049 312 427 -0.1111111 0.1003086
Moved 3257.08 328.6494 441.6495 -0.07257073 0.1379873
Moved 3257.111 342.1678 453.1343 -0.04127815 0.1675263
Moved 3257.142 355.4403 463.8303 -0.01055484 0.1950366
Moved 3257.172 365.8643 472.8643 0.01357486 0.2182723
Moved 3257.203 376.3603 482.3603 0.03787101 0.2426962
Moved 3257.234 385.7244 493.6325 0.05954723 0.2716885
Moved 3257.265 395.2516 504.0021 0.08160084 0.2983592
Moved 3257.295 402.6297 513.2595 0.09867995 0.3221693
Moved 3257.326 406.4824 517.4824 0.1075981 0.3330308
Moved 3257.357 407 520.9964 0.1087963 0.3420689
Moved 3257.388 408 523.8653 0.1111111 0.3494477
Moved 3257.418 409.3013 525.3013 0.1141234 0.3531412
Moved 3257.449 409 527.1685 0.113426 0.3579435
Moved 3257.48 409 528.3076 0.113426 0.3608734
Moved 3257.51 413.1306 529 0.1229876 0.3626543
Moved 3257.541 433.1117 530 0.16924 0.3652262
Moved 3257.572 451.4555 530 0.2117025 0.3652262
Moved 3257.603 468.7031 530 0.2516275 0.3652262
Moved 3257.634 477.4676 530 0.2719158 0.3652262
Moved 3257.664 483.0225 530 0.2847744 0.3652262
Moved 3257.695 485.2419 530 0.2899117 0.3652262
Stationary 3257.726 485 530 0.2893518 0.3652262
Moved 3257.757 473.3352 530 0.2623501 0.3652262
Moved 3257.787 452.6635 530 0.2144988 0.3652262
Moved 3257.818 426.2862 521.5081 0.1534402 0.3433848
Moved 3257.849 400.6819 513.7662 0.09417097 0.3234728
Moved 3257.879 385.5649 508.0259 0.05917808 0.3087085
Moved 3257.91 375.0227 505.0091 0.03477474 0.3009492
Moved 3257.941 357.8234 502.1372 -0.00503853 0.2935627
Moved 3257.972 343.3498 499.27 -0.03854205 0.286188
Moved 3258.002 330 499 -0.06944443 0.2854938
Moved 3258.033 317.3959 499 -0.09862065 0.2854938
Moved 3258.064 307.9365 499 -0.1205174 0.2854938
Moved 3258.095 297.4127 499 -0.144878 0.2854938
Moved 3258.125 290.0885 499 -0.1618322 0.2854938
Moved 3258.156 281.1471 499 -0.1825298 0.2854938
Moved 3258.187 274.6847 507.1577 -0.1974891 0.3064754
Moved 3258.218 269.9395 508.0303 -0.2084735 0.3087198
Moved 3258.249 267.3971 509 -0.2143587 0.3112139
Moved 3258.279 264.5245 510.4755 -0.2210082 0.315009
Moved 3258.31 264 510 -0.2222222 0.3137859
Ended 3258.341 264 510 -0.2222222 0.3137859
Accept 3258.402 0 find
Candidates 3258.402 13 your fire die tour for route future grow diet story store tie due
Began 3258.863 314 499 -0.1064815 0.2854938
Stationary 3258.894 314 499 -0.1064815 0.2854938
Stationary 3258.925 314 499 -0.1064815 0.2854938
Moved 3258.956 314 480.2692 -0.1064815 0.2373177
Moved 3258.986 314 455.0344 -0.1064815 0.1724136
Moved 3259.017 314 423.522 -0.1064815 0.09136318
Moved 3259.048 314 400.2337 -0.1064815 0.03146517
Moved 3259.079 314 380 -0.1064815 -0.02057613
Moved 3259.109 314 356.8793 -0.1064815 -0.08004286
Moved 3259.14 314 344.689 -0.1064815 -0.1113966
Moved 3259.171 314 333.0887 -0.1064815 -0.1412326
Moved 3259.201 314 325.926 -0.1064815 -0.1596554
Moved 3259.232 314 308.8627 -0.1064815 -0.2035425
Moved 3259.263 314 302.5152 -0.1064815 -0.2198685
Moved 3259.294 304.7791 293.6687 -0.127826 -0.2426217
Moved 3259.324 301.3188 287.6376 -0.1358361 -0.2581339
Moved 3259.355 296.4435 281.8871 -0.1471214 -0.2729242
Moved 3259.386 292.1411 277.1412 -0.1570807 -0.2851307
Moved 3259.417 290.0294 274.0588 -0.1619689 -0.2930586
Moved 3259.448 287 270.338 -0.1689815 -0.3026286
Moved 3259.478 284.3083 267.3083 -0.1752124 -0.3104211
Moved 3259.509 282.4387 261.8773 -0.1795401 -0.3243896
Moved 3259.54 279.9286 254.7856 -0.1853506 -0.3426295
Moved 3259.571 279 249.0503 -0.1875 -0.357381
Moved 3259.601 279 243.3606 -0.1875 -0.3720149
Moved 3259.632 279 240.5 -0.1875 -0.3793725
Moved 3259.663 279 238.5 -0.1875 -0.3845166
Moved 3259.693 279 239 -0.1875 -0.3832304
Moved 3259.724 310.7875 289.6458 -0.1139179 -0.2529687
Moved 3259.755 340.0581 335.9028 -0.04616171 -0.1339949
Moved 3259.786 373.2376 385.0363 0.03064255 -0.007622918
Moved 3259.816 404.7332 423.1888 0.1035491 0.09050605
Moved 3259.847 426.6557 453.8743 0.1542957 0.1694298
Moved 3259.878 440.3328 472.6659 0.1859556 0.217762
Moved 3259.909 452.1512 488.6889 0.2133129 0.2589734
Moved 3259.939 464.0545 503.4654 0.2408669 0.2969788
Moved 3259.97 472.8746 512.8328 0.2612839 0.321072
Moved 3260.001 479.8249 518.8248 0.2773724 0.3364836
Moved 3260.032 482 521 0.2824074 0.3420781
Stationary 3260.063 482 521 0.2824074 0.3420781
Moved 3260.093 471.2848 504.4279 0.2576037 0.2994543
Moved 3260.124 460.1496 470.5983 0.2318277 0.212444
Moved 3260.155 449.7498 427.9993 0.2077543 0.1028789
Moved 3260.185 441.5 376 0.1886574 -0.03086435
Moved 3260.216 432.7712 332.5685 0.1684519 -0.1425709
Moved 3260.247 433 299.6968 0.1689814 -0.2271172
Moved 3260.278 433 270.1658 0.1689814 -0.3030715
Ended 3260.308 441 249 0.1875 -0.3575103
Accept 3260.37 0 your
Candidates 3260.37 13 exon icon jacob reaction skin again tension section fashion fraction region aviv action
Began 3260.462 446 202 0.199074 -0.4783951
Moved 3260.493 426.0347 234.5392 0.152858 -0.3947038
Moved 3260.524 404.2523 259.7792 0.1024359 -0.3297861
Moved 3260.554 369.8402 291.3271 0.02277821 -0.2486443
Moved 3260.585 341.684 320.702 -0.04239807 -0.1730917
Moved 3260.616 313.4823 355.3412 -0.1076799 -0.08399884
Moved 3260.646 294.4722 385.9047 -0.1516846 -0.005389123
Moved 3260.677 277.3815 416.3006 -0.1912465 0.07278948
Moved 3260.708 266.5584 435.8832 -0.2163 0.1231564
Moved 3260.739 260 449 -0.2314815 0.156893
Moved 3260.77 255.5595 464.1012 -0.2417604 0.1957334
Moved 3260.8 252.9113 481.532 -0.2478905 0.240566
Moved 3260.831 252 493.8547 -0.25 0.2722601
Moved 3260.862 249.6493 499.7015 -0.2554415 0.2872979
Moved 3260.893 249 503.3386 -0.2569445 0.2966528
Moved 3260.923 246.7988 507.2012 -0.2620398 0.3065875
Moved 3260.954 247 508 -0.2615741 0.3086419
Moved 3260.985 246 509.644 -0.2638889 0.3128702
Moved 3261.015 246 510.5 -0.2638889 0.3150719
Moved 3261.046 246 511.2492 -0.2638889 0.3169989
Moved 3261.077 245.0569 512 -0.2660721 0.31893
Moved 3261.108 244.5 512 -0.2673611 0.31893
Moved 3261.138 245 513 -0.2662037 0.321502
Ended 3261.169 245 513 -0.2662037 0.321502
Accept 3261.261 0 exon
Candidates 3261.261 13 be new made me ne mar beer net ms need mass ve matt
Began 3261.323 370 423 0.02314816 0.09002049
Stationary 3261.354 370 423 0.02314816 0.09002049
Stationary 3261.385 370 423 0.02314816 0.09002049
Moved 3261.415 323.6183 423 -0.08421699 0.09002049
Moved 3261.446 285.2457 413.4995 -0.1730424 0.06558493
Moved 3261.477 243.6788 403.4197 -0.2692621 0.03965962
Moved 3261.507 215.3524 397.8561 -0.3348323 0.02534992
Moved 3261.538 193.3588 393.1196 -0.3857436 0.01316757
Moved 3261.569 175.8172 389.0906 -0.426349 0.002805137
Moved 3261.6 163.3611 385.3445 -0.4551825 -0.006830152
Moved 3261.63 151.1947 382.7986 -0.4833457 -0.01337797
Moved 3261.661 143.5488 380.1829 -0.5010445 -0.02010573
Moved 3261.692 136.0881 378 -0.5183145 -0.02572024
Moved 3261.723 130 377 -0.5324074 -0.02829226
Moved 3261.753 126.6381 374.6381 -0.5401895 -0.03436705
Moved 3261.784 123.0885 373.0884 -0.5484064 -0.03835278
Moved 3261.815 117.4281 371.2141 -0.561509 -0.04317382
Moved 3261.846 110.0311 367.6874 -0.5786319 -0.05224448
