the price of gas is high
the price of gas is high
Basic
Radial

0.6 0.6
432 388.8
Began 1226.419 290 505 -0.162037 0.3009258
Stationary 1226.449 290 505 -0.162037 0.3009258
Stationary 1226.48 290 505 -0.162037 0.3009258
Moved 1226.511 298.7707 492.4705 -0.1417345 0.2686997
Moved 1226.542 304.4057 484.3915 -0.1286906 0.2479204
Moved 1226.572 317.3728 468.6273 -0.09867414 0.2073745
Moved 1226.603 328.7381 455.2619 -0.0723656 0.1729987
Moved 1226.634 340.4368 442.5632 -0.04528517 0.1403373
Moved 1226.665 350.0465 432.9534 -0.02304043 0.1156209
Moved 1226.695 362.8852 418.8936 0.0066787 0.07945865
Moved 1226.726 378.5744 406.8146 0.04299631 0.04839155
Moved 1226.757 397.6046 394.1977 0.08704771 0.01594049
Moved 1226.787 414.7713 385.6143 0.1267855 -0.00613605
Moved 1226.818 432.3211 374.6736 0.16741 -0.0342756
Moved 1226.849 442.6435 365.3564 0.1913045 -0.05823967
Moved 1226.88 453.2886 353.9485 0.2159458 -0.08758097
Moved 1226.91 458.6334 347.7333 0.228318 -0.1035668
Moved 1226.941 461.5 343.5 0.2349537 -0.1144548
Moved 1226.972 461 342.6838 0.2337964 -0.1165541
Moved 1227.003 442.065 364.935 0.1899652 -0.05932356
Moved 1227.033 414.2202 393.7798 0.1255098 0.01486566
Moved 1227.064 394.7812 412.9723 0.08051197 0.0642291
Moved 1227.095 369.2201 434.5822 0.02134274 0.1198099
Moved 1227.125 348.5866 451.4135 -0.02641996 0.1631004
Moved 1227.156 328.485 465.7229 -0.07295141 0.1999045
Moved 1227.187 311.1991 476.3755 -0.112965 0.2273033
Moved 1227.218 295.9008 484.0496 -0.1483778 0.2470411
Moved 1227.248 281.9084 492.655 -0.1807676 0.2691742
Moved 1227.279 272.6111 498.5927 -0.2022892 0.284446
Moved 1227.31 267.4145 502.5855 -0.2143183 0.2947158
Moved 1227.34 263.5388 506.4612 -0.2232899 0.3046842
Moved 1227.371 261.6792 509.3209 -0.2275945 0.3120392
Moved 1227.402 259.1312 510.8688 -0.2334926 0.3160206
Moved 1227.433 256.2603 512.7397 -0.2401382 0.3208324
Moved 1227.463 253.3879 515.6121 -0.2467873 0.3282204
Moved 1227.494 249.5155 518.4845 -0.2557512 0.3356082
Moved 1227.525 248.0015 520.9985 -0.2592557 0.3420742
Moved 1227.556 246.5688 521 -0.2625722 0.3420781
Moved 1227.586 246 523 -0.2638889 0.3472221
Moved 1227.617 246 524.1432 -0.2638889 0.3501626
Ended 1227.648 246 524.1432 -0.2638889 0.3501626
Candidates 1227.709 13 the where there she enter else while time white summer he sale winter
Began 1228.047 270 438 -0.2083333 0.1286007
Stationary 1228.078 270 438 -0.2083333 0.1286007
Moved 1228.109 298.5 438 -0.1423611 0.1286007
Moved 1228.139 342.0962 438 -0.04144405 0.1286007
Moved 1228.17 371.3001 431.4083 0.0261576 0.1116467
Moved 1228.201 396.6615 429.1912 0.0848646 0.1059444
Moved 1228.232 416.7787 427.3173 0.1314323 0.1011247
Moved 1228.262 430 425.5 0.162037 0.09645053
Moved 1228.293 435.0518 425 0.1737309 0.09516452
Moved 1228.324 438.9231 424.0769 0.1826923 0.09279035
Moved 1228.354 440.3574 424 0.1860125 0.09259254
Moved 1228.385 442.2278 422.7722 0.1903422 0.08943443
Moved 1228.416 443.3217 423 0.1928742 0.09002049
Moved 1228.447 444.1869 423 0.194877 0.09002049
Stationary 1228.477 444.1869 423 0.194877 0.09002049
Ended 1228.508 444 423 0.1944444 0.09002049
Accept 1228.57 0 the
Began 1229.03 591 634 0.5347222 0.632716
Stationary 1229.061 591 634 0.5347222 0.632716
