do you prefer a window seat
do you prefer a window seat
Basic
List

0.6 0.6
432 388.8
Began 648.2885 266 366 -0.2175926 -0.05658444
Stationary 648.3192 266 366 -0.2175926 -0.05658444
Stationary 648.35 266 366 -0.2175926 -0.05658444
Moved 648.3806 289.5 385 -0.1631944 -0.007716127
Moved 648.4114 323.0177 414.6824 -0.08560717 0.06862758
Moved 648.4421 353.8616 441.8616 -0.0142092 0.138533
Moved 648.4729 380.7473 464.6643 0.04802614 0.1971818
Moved 648.5035 401.1961 482.5466 0.09536137 0.2431753
Moved 648.5343 422.6841 501.6315 0.1451021 0.2922621
Moved 648.5651 441.4056 517.0046 0.1884389 0.3318019
Moved 648.5958 458.6465 532.3721 0.2283485 0.3713274
Moved 648.6265 475.8846 546.6988 0.2682515 0.4081758
Moved 648.6572 492.4658 560.7726 0.3066338 0.4443739
Moved 648.6879 501.1461 568.1461 0.3267272 0.4633387
Moved 648.7187 506.0939 572.0469 0.3381804 0.4733716
Moved 648.7495 511.8611 574.9537 0.3515303 0.480848
Ended 648.7801 513.5 575.5 0.3553241 0.482253
Candidates 648.8723 13 do so di dip sp shop ship ap stop soup go auto du
Began 649.7019 367.8202 508 0.01810223 0.3086419
Moved 649.7326 400.0867 511.652 0.09279331 0.318035
Moved 649.7635 438.679 523.849 0.1821273 0.3494058
Moved 649.7942 464.877 527.7504 0.2427709 0.3594403
Moved 649.8249 492.121 530.7121 0.3058356 0.3670578
Moved 649.8557 516.0364 532 0.3611954 0.3703703
Moved 649.8864 531.8068 533 0.397701 0.3729423
Moved 649.9171 537.9337 533 0.4118836 0.3729423
Moved 649.9478 541.8364 533 0.4209175 0.3729423
Moved 649.9785 543.3565 533 0.4244364 0.3729423
Stationary 650.0092 543 533 0.4236111 0.3729423
Stationary 650.04 543 533 0.4236111 0.3729423
Moved 650.0707 509.6723 533 0.3464636 0.3729423
Moved 650.1014 481.0972 533 0.2803176 0.3729423
Moved 650.1321 459.0338 533 0.2292448 0.3729423
Moved 650.1629 430.2281 523.8441 0.162565 0.3493931
Moved 650.1936 409.7141 523.8163 0.1150789 0.3493217
Moved 650.2243 396.7784 521.9446 0.0851351 0.3445076
Moved 650.2551 390.4334 522 0.07044762 0.3446501
Ended 650.2858 388 522 0.06481478 0.3446501
Accept 650.378 0 do
Candidates 650.378 13 you toy i your tour root u roy got to hot output for
Began 651.2998 486 525 0.2916667 0.3523662
Stationary 651.3305 486 525 0.2916667 0.3523662
Moved 651.3612 468.7514 525 0.2517394 0.3523662
Moved 651.392 445.052 513.456 0.1968796 0.3226748
Moved 651.4227 420.7879 508.3576 0.1407128 0.3095617
Moved 651.4534 397.2881 503.6196 0.08631498 0.2973753
Moved 651.4841 376.455 500.9319 0.03809025 0.2904626
Moved 651.5149 357.8019 500 -0.005088101 0.2880658
Moved 651.5457 326.7142 499 -0.07705052 0.2854938
Moved 651.5764 316.623 499 -0.1004096 0.2854938
Moved 651.6071 297.5604 499 -0.144536 0.2854938
Moved 651.6378 282.4946 499 -0.1794107 0.2854938
Moved 651.6685 268.3583 499 -0.2121335 0.2854938
Moved 651.6992 252.1119 499 -0.2497411 0.2854938
Moved 651.73 247.7801 499 -0.2597683 0.2854938
Moved 651.7607 241.1158 499 -0.2751949 0.2854938
Moved 651.7914 235.1803 499 -0.2889345 0.2854938
Moved 651.8221 230.3071 499 -0.300215 0.2854938
Moved 651.8528 227.8516 499 -0.305899 0.2854938
Moved 651.8837 223.9247 499 -0.3149892 0.2854938
Moved 651.9144 221.0499 499 -0.3216437 0.2854938
Moved 651.9451 218.1765 506 -0.3282952 0.3034978
Moved 651.9758 216.5 506 -0.3321759 0.3034978
Moved 652.0065 213.7735 507 -0.3384873 0.3060699
Moved 652.0373 211.5 507 -0.34375 0.3060699
Moved 652.068 209.5 508 -0.3483796 0.3086419
Moved 652.0987 208.9763 508 -0.3495919 0.3086419
Moved 652.1294 206.8165 509 -0.3545913 0.3112139
Moved 652.1602 204.6601 510 -0.3595832 0.3137859
Moved 652.1909 203.9247 510 -0.3612855 0.3137859
Moved 652.2216 203.3128 511 -0.362702 0.3163579
Moved 652.2523 202.5 511 -0.3645833 0.3163579
Moved 652.2831 201.8132 512.1868 -0.3661732 0.3194104
Stationary 652.3138 201.8132 512.1868 -0.3661732 0.3194104
Moved 652.3445 200.8274 512 -0.3684551 0.31893
Moved 652.3752 199.7228 513 -0.371012 0.321502
Stationary 652.4059 199.7228 513 -0.371012 0.321502
Moved 652.4367 198.8774 514.1226 -0.3729689 0.3243892
Stationary 652.4674 198.8774 514.1226 -0.3729689 0.3243892
Moved 652.4982 199 515.067 -0.3726852 0.3268182
Moved 652.5289 197.7752 515 -0.3755204 0.326646
Moved 652.5596 198 516.374 -0.375 0.3301799
Moved 652.5903 198 517.1868 -0.375 0.3322706
Moved 652.6211 198 518.2499 -0.375 0.3350048
Moved 652.6519 198 519.1557 -0.375 0.3373345
Moved 652.6825 198 520.3734 -0.375 0.3404666
Moved 652.7133 198 522.2718 -0.375 0.3453493
Moved 652.744 198 523.8439 -0.375 0.3493926
Moved 652.7747 207.1494 526.7165 -0.3538208 0.356781
Moved 652.8054 214.7755 529.5919 -0.3361677 0.3641765
Moved 652.8362 221.9265 531.4633 -0.3196146 0.3689898
Moved 652.8669 229.0041 532 -0.3032312 0.3703703
Moved 652.8976 234.7528 533 -0.289924 0.3729423
Moved 652.9283 240.4983 533 -0.2766244 0.3729423
Moved 652.959 243.1814 533 -0.2704133 0.3729423
Moved 652.9898 245.5 533 -0.2650463 0.3729423
Moved 653.0206 247.5 533 -0.2604167 0.3729423
Moved 653.0513 249.5 533 -0.255787 0.3729423
Moved 653.082 250.3213 533 -0.253886 0.3729423
Moved 653.1127 251.2497 533 -0.2517369 0.3729423
Moved 653.1434 252.2492 533 -0.2494232 0.3729423
Stationary 653.1741 252.2492 533 -0.2494232 0.3729423
Moved 653.2049 253.1717 533 -0.2472878 0.3729423
Moved 653.2356 254.0855 533 -0.2451724 0.3729423
Stationary 653.2663 254.0855 533 -0.2451724 0.3729423
Moved 653.2971 255.1409 533 -0.2427293 0.3729423
Stationary 653.3278 255.1409 533 -0.2427293 0.3729423
Stationary 653.3585 255.1409 533 -0.2427293 0.3729423
Moved 653.3893 256.054 533 -0.2406159 0.3729423
Stationary 653.42 256.054 533 -0.2406159 0.3729423
Stationary 653.4507 256.054 533 -0.2406159 0.3729423
Moved 653.4814 256.7839 533 -0.2389261 0.3729423
Moved 653.5121 259.2109 519.6801 -0.2333081 0.3386832
Moved 653.5429 273.0182 492.9635 -0.2013466 0.2699677
Moved 653.5736 289.2116 462.6191 -0.163862 0.1919215
Moved 653.6044 301.6651 442.4186 -0.1350344 0.1399654
Moved 653.6351 310.4174 427.6376 -0.1147745 0.1019486
Moved 653.6658 316.3302 414.6791 -0.1010875 0.0686191
Moved 653.6965 320.2082 405.3755 -0.09211074 0.04468996
Moved 653.7272 322 400.4 -0.08796295 0.03189295
Moved 653.758 322 399 -0.08796295 0.02829214
Moved 653.7887 300.1932 416.7101 -0.1384416 0.07384285
Moved 653.8195 277.521 441.1873 -0.1909236 0.1367984
Moved 653.8501 261.4903 459.428 -0.2280318 0.183714
Moved 653.8809 247.8257 476.968 -0.2596628 0.228827
Moved 653.9116 239.6691 491.6618 -0.2785437 0.2666198
Moved 653.9423 236.5 502 -0.2858796 0.2932098
