I listen to the tape everyday
Stationary 1182.205 304 378 -0.1296296 -0.02572024
Moved 1182.236 321.0504 378 -0.09016106 -0.02572024
Moved 1182.267 353.356 378 -0.01537964 -0.02572024
Moved 1182.298 378.8595 378 0.04365623 -0.02572024
Moved 1182.328 400.4554 378 0.09364665 -0.02572024
Moved 1182.359 415.3952 378 0.1282296 -0.02572024
Moved 1182.39 423.6078 378 0.1472404 -0.02572024
Moved 1182.42 433.7725 378 0.1707696 -0.02572024
Moved 1182.451 443.6948 378 0.193738 -0.02572024
Moved 1182.482 452.272 371 0.2135926 -0.04372435
Moved 1182.513 456.9538 370.0462 0.22443 -0.04617754
Moved 1182.543 459.8193 370 0.2310633 -0.04629637
Moved 1182.574 462 370 0.2361111 -0.04629637
Ended 1182.605 462 370 0.2361111 -0.04629637
Accept 1182.728 0 listen
Began 1183.188 297 514 -0.1458333 0.324074
Stationary 1183.219 297 514 -0.1458333 0.324074
Stationary 1183.25 297 514 -0.1458333 0.324074
Stationary 1183.281 297 514 -0.1458333 0.324074
Stationary 1183.311 297 514 -0.1458333 0.324074
Stationary 1183.342 297 514 -0.1458333 0.324074
Stationary 1183.373 297 514 -0.1458333 0.324074
Stationary 1183.404 297 514 -0.1458333 0.324074
Stationary 1183.434 297 514 -0.1458333 0.324074
Moved 1183.465 312.6768 514 -0.1095443 0.324074
Moved 1183.496 326.1704 514 -0.07830922 0.324074
Moved 1183.527 347.8381 514 -0.02815247 0.324074
Moved 1183.557 375.6894 514 0.0363181 0.324074
Moved 1183.588 403.1944 504.5611 0.09998708 0.2997969
Moved 1183.619 428.5 500 0.1585648 0.2880658
Moved 1183.65 448.78 497.8885 0.2055093 0.2826351
Moved 1183.68 466.9219 494.013 0.2475044 0.2726671
Moved 1183.711 482.133 493 0.2827153 0.2700616
Moved 1183.742 491.7043 492 0.304871 0.2674896
Moved 1183.772 500.9072 492 0.3261741 0.2674896
Moved 1183.803 510.6044 492 0.3486212 0.2674896
Moved 1183.834 514.1235 492 0.3567673 0.2674896
Moved 1183.865 520.1578 492 0.3707356 0.2674896
Moved 1183.895 529.3456 492 0.3920037 0.2674896
Moved 1183.926 541.3011 492 0.4196786 0.2674896
Moved 1183.957 550.621 498.1156 0.4412523 0.2832191
Moved 1183.987 556.6996 502.6996 0.4553232 0.2950093
Moved 1184.018 559.569 505.569 0.4619653 0.3023894
Moved 1184.049 561.2201 507.2201 0.4657873 0.3066359
Moved 1184.08 561.9911 508 0.467572 0.3086419
Moved 1184.11 562 509.8634 0.4675925 0.3134346
Ended 1184.141 562 510 0.4675925 0.3137859
Candidates 1184.203 13 to top too trip tip rip rp will rio roll tp ep tripp
Began 1184.633 262 423 -0.2268519 0.09002049
Stationary 1184.663 262 423 -0.2268519 0.09002049
Moved 1184.694 280.4172 423 -0.1842195 0.09002049
Moved 1184.725 316.6113 423 -0.1004368 0.09002049
Moved 1184.755 349.0383 423 -0.02537439 0.09002049
Moved 1184.786 373.7593 415.2751 0.03185014 0.07015189
Moved 1184.817 390.1691 412.1662 0.06983578 0.06215582
Moved 1184.848 399.106 410.298 0.09052316 0.05735091
Moved 1184.878 405.8248 410 0.1060758 0.05658428
Moved 1184.909 411.2907 408.8547 0.1187284 0.05363853
Moved 1184.94 415.0166 409 0.1273533 0.05401234
Moved 1184.971 417.6662 408 0.1334866 0.05144025
Moved 1185.001 419.2121 406.7879 0.1370649 0.04832275
Ended 1185.032 420 406 0.1388889 0.04629618
Accept 1185.094 0 to
Began 1185.8 292 608 -0.1574074 0.5658435
Stationary 1185.831 292 608 -0.1574074 0.5658435
Moved 1185.862 301.4307 591.4233 -0.1355772 0.5232081
Moved 1185.892 306.3297 577.011 -0.1242369 0.4861394
Moved 1185.923 314.1888 556.4335 -0.1060444 0.4332137
Moved 1185.954 323.902 535.2612 -0.0835601 0.3787582
Moved 1185.984 332.5273 517.9454 -0.06359418 0.3342215
Moved 1186.015 340.215 504.975 -0.04579862 0.3008617
Moved 1186.046 355.5742 488.6882 -0.01024485 0.2589715
Moved 1186.077 373.7957 467.2043 0.03193448 0.2037146
Moved 1186.107 385.011 453.989 0.05789578 0.1697248
Moved 1186.138 398.6442 437.2982 0.08945415 0.1267956
Moved 1186.169 409.252 418.4959 0.1140094 0.07843591
Moved 1186.2 416.5728 396.7089 0.1309555 0.02239938
Moved 1186.23 421.8467 371.2266 0.1431636 -0.04314156
Moved 1186.261 424.7214 356.3932 0.149818 -0.08129331
Moved 1186.292 426.5939 344.6245 0.1541525 -0.1115625
Moved 1186.323 428 337.0699 0.1574074 -0.1309931
Moved 1186.353 428 331.9815 0.1574074 -0.1440806
Moved 1186.384 399.4165 348.8014 0.09124199 -0.1008195
Moved 1186.415 365.9453 381.8093 0.01376222 -0.01592275
Moved 1186.445 344.5147 405.4853 -0.03584559 0.04497241
Moved 1186.476 325.3298 425.6702 -0.08025517 0.0968884
Moved 1186.507 308.952 440.048 -0.1181668 0.1338683
Moved 1186.538 296.4738 452.5262 -0.1470514 0.1659625
Moved 1186.568 284.9128 464.0872 -0.173813 0.1956975
Moved 1186.599 272.4767 481.1327 -0.2026004 0.2395387
Moved 1186.63 262.2986 493.8768 -0.2261607 0.2723167
Moved 1186.66 255.4666 504.3 -0.2419754 0.2991256
Moved 1186.691 251.4433 512.1135 -0.2512887 0.3192218
Moved 1186.722 248.5653 518.8694 -0.2579507 0.3365983
Moved 1186.753 247 524.6136 -0.2615741 0.3513725
Moved 1186.783 245 528.8777 -0.2662037 0.3623396
Moved 1186.814 243.2449 532.7551 -0.2702664 0.3723123
Moved 1186.845 242 535.6256 -0.2731481 0.3796954
Moved 1186.875 240.5 537 -0.2766204 0.3832304
Moved 1186.906 241 538 -0.275463 0.3858024
Ended 1186.937 241 538 -0.275463 0.3858024
Candidates 1186.998 13 the else tune threw time urine where other enter trigger tribute wine rubber
Began 1187.521 241 502 -0.275463 0.2932098
Stationary 1187.552 241 502 -0.275463 0.2932098
Moved 1187.582 284.034 486.1077 -0.1758473 0.2523345
Moved 1187.613 330.6201 472.8837 -0.06800906 0.2183223
Moved 1187.644 366.3938 463.3818 0.01480043 0.1938833
Moved 1187.674 387.9317 458.5812 0.06465663 0.1815358
Moved 1187.705 402.7537 454.7077 0.09896696 0.1715733
Moved 1187.736 413.6415 452 0.1241701 0.164609
Moved 1187.766 421.4421 450 0.1422272 0.1594649
Moved 1187.797 426.1823 449 0.1531996 0.156893
Moved 1187.828 432.3404 448 0.1674546 0.1543209
Moved 1187.859 433.9892 447.0108 0.1712713 0.1517767
Moved 1187.889 436.8631 447 0.1779237 0.1517489
Moved 1187.92 439.7386 446 0.1845801 0.1491768
Moved 1187.951 440.5 446 0.1863426 0.1491768
Ended 1187.982 441 445 0.1875 0.1466049
Accept 1188.043 0 the
Began 1188.719 378 557 0.04166663 0.4346707
Stationary 1188.75 378 557 0.04166663 0.4346707
Stationary 1188.781 378 557 0.04166663 0.4346707
Stationary 1188.811 378 557 0.04166663 0.4346707
Stationary 1188.842 378 557 0.04166663 0.4346707
Stationary 1188.873 378 557 0.04166663 0.4346707
Stationary 1188.903 378 557 0.04166663 0.4346707
Moved 1188.934 365.087 557 0.01177549 0.4346707
Moved 1188.965 366.0576 548.0577 0.01402229 0.4116709
Moved 1188.995 363.1864 544.1865 0.007375976 0.4017141
Moved 1189.026 358.6241 537.2483 -0.003184825 0.383869
Moved 1189.057 353.643 530.4645 -0.01471534 0.3664209
Moved 1189.088 345.6635 518.6635 -0.03318623 0.3360687
Moved 1189.118 338.055 507.0734 -0.05079855 0.3062586
Moved 1189.149 331.4427 497.4427 -0.06610473 0.2814884
Moved 1189.18 324.8809 491.2539 -0.08129433 0.2655706
Moved 1189.211 313.9733 480.9733 -0.1065433 0.2391287
Moved 1189.241 299.5144 472.6359 -0.1400129 0.2176848
Moved 1189.272 282.4228 465.7114 -0.1795768 0.199875
Moved 1189.303 261.6461 454.3231 -0.2276711 0.1705839
Moved 1189.333 245.4201 447.14 -0.2652312 0.152109
Moved 1189.364 231.7571 440.3785 -0.2968586 0.1347184
Moved 1189.395 223.4704 437.1568 -0.3160406 0.126432
Moved 1189.426 217.2809 436 -0.3303682 0.1234567
Moved 1189.456 212.408 435.408 -0.3416481 0.1219339
Moved 1189.487 209.5358 435 -0.3482969 0.1208847
Moved 1189.518 207.0333 435 -0.3540896 0.1208847
Moved 1189.549 205.5937 435 -0.3574221 0.1208847
Moved 1189.579 202.2874 435 -0.3650756 0.1208847
Moved 1189.61 198.6071 433.8036 -0.3735946 0.1178075
Moved 1189.641 196.8679 433 -0.3776207 0.1157406
Moved 1189.671 193.9938 429.9938 -0.3842737 0.1080086
Moved 1189.702 191.118 422.472 -0.3909306 0.08866247
Moved 1189.733 187.2009 408.2031 -0.399998 0.05196273
Moved 1189.764 187 395.6339 -0.4004629 0.01963451
Moved 1189.794 187 382.2682 -0.4004629 -0.01474239
Moved 1189.825 187 375.6497 -0.4004629 -0.03176536
Moved 1189.856 187 369.4119 -0.4004629 -0.04780883
Moved 1189.886 196.9242 365.5379 -0.3774903 -0.05777288
Moved 1189.917 207.5884 365 -0.3528047 -0.05915646
Moved 1189.948 239.6721 380.7676 -0.2785369 -0.01860199
Moved 1189.979 286.4714 409.3361 -0.170205 0.05487681
Moved 1190.009 348.468 455.0049 -0.02669434 0.1723378
Moved 1190.04 387.7206 486.7605 0.06416808 0.2540135
Moved 1190.071 411.905 503.9367 0.1201505 0.298191
Moved 1190.102 435.8351 520.272 0.1755442 0.3402057
Moved 1190.132 457.3443 532.1722 0.2253341 0.3708131
Moved 1190.163 474.6656 540.8328 0.2654296 0.3930884
Moved 1190.194 490.6971 547.2789 0.3025396 0.4096678
Moved 1190.224 502.0645 551.0161 0.328853 0.41928
Moved 1190.255 510.6767 553.8922 0.3487887 0.4266774
Moved 1190.286 518.2395 555.4131 0.3662952 0.4305892
Moved 1190.317 527.8551 555 0.3885534 0.4295266
Moved 1190.347 541.8246 555 0.4208902 0.4295266
Moved 1190.378 555.1664 547.2084 0.4517742 0.4094865
Moved 1190.409 566.7887 542.2113 0.4786775 0.3966339
Moved 1190.44 572.929 538.5355 0.4928911 0.3871798
Moved 1190.47 573 534.373 0.4930556 0.3764736
Moved 1190.501 537.0654 513.6057 0.4098738 0.3230599
Moved 1190.532 485.8706 498.0823 0.2913671 0.2831335
Moved 1190.563 443.124 496 0.1924166 0.2777777
Moved 1190.593 409.8189 496 0.1153216 0.2777777
Moved 1190.624 390.138 496 0.06976385 0.2777777
Moved 1190.655 369.8677 502.8431 0.02284189 0.2953782
Moved 1190.685 349.6422 508.4526 -0.02397651 0.3098061
Moved 1190.716 332.5743 511.2037 -0.0634854 0.3168818
Moved 1190.747 311.9978 512 -0.1111163 0.31893
Moved 1190.778 292.8807 514 -0.1553688 0.324074
Moved 1190.808 278.5819 514 -0.1884678 0.324074
Moved 1190.839 270.7907 514 -0.2065029 0.324074
Moved 1190.87 265.4593 514 -0.2188443 0.324074
Moved 1190.9 261.8604 514 -0.2271749 0.324074
Moved 1190.931 258.4379 514 -0.2350975 0.324074
Moved 1190.962 248.9537 514 -0.2570516 0.324074
Moved 1190.993 244.1551 514 -0.2681594 0.324074
Moved 1191.023 235.0023 505.6674 -0.2893465 0.3026424
Moved 1191.054 229.4249 505 -0.3022572 0.3009258
Moved 1191.085 225 505 -0.3125 0.3009258
Moved 1191.115 223.3928 505 -0.3162204 0.3009258
Moved 1191.146 223 505 -0.3171296 0.3009258
Ended 1191.177 223 505 -0.3171296 0.3009258
Candidates 1191.269 13 tape despite rape tapes resort rapid paper trapped trailer easier adapt results retailer
Began 1191.699 238 443 -0.2824074 0.1414608
Stationary 1191.73 238 443 -0.2824074 0.1414608
Moved 1191.761 257.1339 443 -0.2381159 0.1414608
Moved 1191.791 302.0639 451.0043 -0.1341112 0.1620479
Moved 1191.822 335.4864 453 -0.05674447 0.167181
Moved 1191.853 363.7025 453 0.008570552 0.167181
Moved 1191.884 380.4243 453 0.0472785 0.167181
Moved 1191.914 390.313 453 0.07016908 0.167181
Moved 1191.945 398.3563 453 0.08878777 0.167181
Moved 1191.976 406.6449 453 0.1079743 0.167181
Moved 1192.006 416.6978 453 0.1312449 0.167181
Moved 1192.037 422.9864 446 0.1458018 0.1491768
Moved 1192.068 426.7387 445.1306 0.1544878 0.1469408
Moved 1192.099 428.5 445 0.1585648 0.1466049
Ended 1192.129 429.0869 443.9131 0.1599233 0.1438095
Accept 1192.191 0 tape
Began 1193.358 296 637 -0.1481481 0.6404321
Stationary 1193.389 296 637 -0.1481481 0.6404321
Stationary 1193.42 296 637 -0.1481481 0.6404321
Moved 1193.451 296 623.1313 -0.1481481 0.6047615
Moved 1193.481 296 608.0811 -0.1481481 0.566052
Moved 1193.512 305.7312 588.4407 -0.1256222 0.5155366
Moved 1193.543 315.9187 566.1627 -0.1020401 0.4582372
Moved 1193.573 321.5665 551.3005 -0.08896644 0.4200114
Moved 1193.604 328.9651 532.7598 -0.07184009 0.3723244
Moved 1193.635 336.6042 512.2568 -0.05415688 0.3195906
Moved 1193.666 346.2029 489.7923 -0.03193776 0.2618114
Moved 1193.696 354.7649 469.627 -0.01211832 0.2099458
Moved 1193.727 362.587 451.2391 0.005988379 0.162652
Moved 1193.758 366.6687 435.319 0.01543681 0.1217052
Moved 1193.788 370.18 416.5598 0.0235649 0.07345612
Moved 1193.819 372 391.9989 0.02777775 0.01028516
Moved 1193.85 372 364.016 0.02777775 -0.06168734
Moved 1193.881 372 332.7032 0.02777775 -0.1422245
Moved 1193.911 372 307.9487 0.02777775 -0.2058933
Moved 1193.942 372 290.4015 0.02777775 -0.2510251
Moved 1193.973 372 276.2855 0.02777775 -0.2873316
Moved 1194.004 372 268.7784 0.02777775 -0.30664
Moved 1194.034 372 261.9675 0.02777775 -0.3241578
Moved 1194.065 372 257.2114 0.02777775 -0.3363904
Moved 1194.096 372 254.7378 0.02777775 -0.3427527
Moved 1194.126 372 252.5 0.02777775 -0.3485083
Moved 1194.157 372 251.7715 0.02777775 -0.3503821
Stationary 1194.188 372 252 0.02777775 -0.3497943
Moved 1194.219 351.2858 274.9998 -0.0201717 -0.2906384
Moved 1194.249 336.2846 299.4782 -0.05489673 -0.2276795
Moved 1194.28 320.8787 327.0668 -0.09055853 -0.1567213
Moved 1194.311 309.2214 347.1679 -0.117543 -0.1050209
Moved 1194.342 301.3897 362.2206 -0.135672 -0.06630517
Moved 1194.372 292.5779 378.8442 -0.1560696 -0.02354893
Moved 1194.403 282.9652 396.058 -0.1783213 0.02072519
Moved 1194.434 275.355 412.4083 -0.1959375 0.06277857
Moved 1194.464 267.7354 427.5292 -0.2135754 0.1016696
Moved 1194.495 261.4055 445.7834 -0.228228 0.1486198
Moved 1194.526 252.5215 460.957 -0.2487929 0.1876466
Moved 1194.557 245.7503 475.4995 -0.2644669 0.22505
Moved 1194.587 237.4095 495.181 -0.2837743 0.2756711
Moved 1194.618 226.3313 518.3373 -0.3094182 0.3352297
Moved 1194.649 220.9146 529.1707 -0.3219568 0.3630933
Moved 1194.679 215.3788 541.053 -0.3347713 0.3936547
Moved 1194.71 211.3205 553.0386 -0.3441656 0.4244818
Moved 1194.741 209.4515 560.6454 -0.3484918 0.4440466
Moved 1194.772 209 565.4235 -0.349537 0.4563361
Moved 1194.802 209 568.9373 -0.349537 0.4653737
Moved 1194.833 209 571.5 -0.349537 0.471965
Moved 1194.864 209 572 -0.349537 0.4732509
Moved 1194.895 209 574.1909 -0.349537 0.478886
Moved 1194.925 218.1292 574 -0.3284048 0.478395
Moved 1194.956 225.0033 574 -0.3124923 0.478395
Moved 1194.987 231.7387 574 -0.2969012 0.478395
Moved 1195.017 235.4092 574 -0.2884046 0.478395
Moved 1195.048 241.5591 565.7204 -0.2741686 0.4570997
Moved 1195.079 248.4286 560.7143 -0.2582672 0.4442239
Moved 1195.11 255.2249 554.7751 -0.2425349 0.4289482
Moved 1195.14 263.5727 546.9515 -0.2232113 0.4088258
Moved 1195.171 272.2029 538.7971 -0.203234 0.3878525
Moved 1195.202 281.816 531.184 -0.1809815 0.3682716
Moved 1195.233 290.2649 525.5513 -0.1614239 0.3537842
Moved 1195.263 298.3824 519.6176 -0.1426333 0.3385226
Moved 1195.294 303.563 514.874 -0.1306412 0.326322
Moved 1195.325 307.4324 510.5676 -0.1216843 0.3152459
Moved 1195.355 311.9547 507.0453 -0.111216 0.3061866
Moved 1195.386 315.817 503.183 -0.1022756 0.2962526
Moved 1195.417 321.3865 500.3068 -0.08938307 0.2888548
Moved 1195.448 325.4044 497.7978 -0.08008232 0.2824016
Moved 1195.478 332.4176 495.8608 -0.0638482 0.2774196
Moved 1195.509 339.0197 495 -0.04856561 0.2752057
Moved 1195.54 346.7662 494 -0.03063381 0.2726337
Moved 1195.571 350.4173 494 -0.02218217 0.2726337
Moved 1195.601 354.2892 494 -0.01321942 0.2726337
Moved 1195.632 358.1614 494 -0.004255921 0.2726337
Moved 1195.663 360.7527 494 0.001742244 0.2726337
Moved 1195.693 364.5355 497.7485 0.01049886 0.2822748
Moved 1195.724 368.4121 504.4121 0.01947244 0.2994138
Moved 1195.755 373.5554 509.5554 0.03137827 0.3126425
Moved 1195.786 378.6509 512.8254 0.04317333 0.321053
Moved 1195.816 384.3997 516.3997 0.05648086 0.3302461
Moved 1195.847 390.1497 519.5749 0.06979109 0.3384127
Moved 1195.878 393.4472 522.4471 0.07742404 0.3458002
Moved 1195.908 397.9297 523 0.08780032 0.3472221
Moved 1195.939 399.8375 524 0.09221644 0.3497942
Moved 1195.97 401.2716 524 0.09553602 0.3497942
Moved 1196.001 402.0486 524 0.09733479 0.3497942
Stationary 1196.031 402 524 0.09722222 0.3497942
Moved 1196.062 402 511.9359 0.09722222 0.3187652
Moved 1196.093 387.4474 500.5592 0.06353557 0.289504
Moved 1196.124 376.8242 488.8243 0.03894498 0.2593216
Moved 1196.154 365.7861 476.7861 0.01339386 0.2283593
Moved 1196.185 351.3055 461.1319 -0.02012615 0.1880964
Moved 1196.216 337.1852 448.1852 -0.05281195 0.1547973
Moved 1196.246 322.7993 435.7993 -0.08611282 0.1229404
Moved 1196.277 308.8684 425.721 -0.1183602 0.09701901
Moved 1196.308 295.5291 412.8232 -0.1492382 0.06384579
Moved 1196.339 286.6513 404.4885 -0.1697885 0.04240868
Moved 1196.369 275.1605 393.8704 -0.1963878 0.01509859
Moved 1196.4 264.2668 383.2668 -0.2216047 -0.01217399
Moved 1196.431 255.6172 376.0781 -0.2416269 -0.03066333
Moved 1196.462 250.053 371.053 -0.254507 -0.04358809
Moved 1196.492 241.4759 366.1586 -0.2743614 -0.05617644
Moved 1196.523 232.1363 360.5681 -0.2959808 -0.07055525
Moved 1196.554 220.9662 356.5865 -0.3218375 -0.08079614
Moved 1196.584 196.577 354 -0.3782941 -0.08744855
Moved 1196.615 171.8162 354 -0.4356107 -0.08744855
Moved 1196.646 154.4938 354 -0.4757088 -0.08744855
Moved 1196.677 147.7507 354 -0.4913178 -0.08744855
Moved 1196.707 147 366.8779 -0.4930556 -0.05432655
Moved 1196.738 147 379.8299 -0.4930556 -0.02101364
Moved 1196.769 159.7738 395.2833 -0.4634866 0.01873264
Moved 1196.799 184.9174 418.3036 -0.4052837 0.07794128
Moved 1196.83 211.2921 435.0576 -0.3442312 0.1210328
