a picture is worth many words
a picture is worth many words
Basic
Radial

0.6 0.6
432 388.8
Began 2403.531 267 449 -0.2152778 0.156893
Stationary 2403.562 267 449 -0.2152778 0.156893
Moved 2403.592 259.0577 449 -0.2336628 0.156893
Moved 2403.623 250.5 449 -0.2534722 0.156893
Moved 2403.654 237.8323 438.6646 -0.2827957 0.13031
Moved 2403.684 225.1562 436.6625 -0.3121384 0.1251606
Moved 2403.715 212.8537 433.9634 -0.3406163 0.1182186
Moved 2403.746 205.3719 431.4573 -0.3579354 0.1117728
Moved 2403.777 196.7608 427.1739 -0.3778684 0.1007558
Moved 2403.807 190.1161 425.7054 -0.3932498 0.09697878
Moved 2403.838 183.6808 421.8404 -0.4081462 0.087038
Moved 2403.869 178.5796 419.2898 -0.4199547 0.08047775
Moved 2403.899 174.4208 415.8416 -0.4295815 0.07160889
Moved 2403.93 170.5454 411.5454 -0.4385523 0.0605591
Moved 2403.961 168.0144 407.0288 -0.4444111 0.04894233
Moved 2403.992 166.1575 400.4724 -0.4487096 0.03207901
Moved 2404.022 164 392.8274 -0.4537037 0.01241601
Moved 2404.053 163 385.8101 -0.4560185 -0.005632448
Moved 2404.084 161.8458 379.6917 -0.4586902 -0.02136929
Moved 2404.115 162 373.9315 -0.4583334 -0.03618444
Moved 2404.145 162 372.5443 -0.4583334 -0.03975228
Moved 2404.176 162 370.6591 -0.4583334 -0.04460111
Ended 2404.207 162 370 -0.4583334 -0.04629637
Candidates 2404.33 13 a was read sa as s da ra dead ras sea rad es
Began 2404.882 197 447 -0.3773148 0.1517489
Moved 2404.913 240.3959 447 -0.2768614 0.1517489
Moved 2404.944 376.7362 480.421 0.03874123 0.2377081
Moved 2404.975 488.1659 494.9625 0.2966803 0.2751092
Moved 2405.005 586.087 497 0.5233496 0.2803498
Moved 2405.036 625.6451 497 0.6149191 0.2803498
Moved 2405.067 656.0815 497 0.685374 0.2803498
Moved 2405.097 672.9223 489.2155 0.7243572 0.2603279
Moved 2405.128 681.6456 487.3386 0.74455 0.2555005
Ended 2405.159 684.0948 487 0.7502194 0.2546296
Accept 2405.22 0 a
Began 2405.804 568 674 0.4814814 0.7355967
Stationary 2405.835 568 674 0.4814814 0.7355967
Stationary 2405.865 568 674 0.4814814 0.7355967
Stationary 2405.896 568 674 0.4814814 0.7355967
Stationary 2405.927 568 674 0.4814814 0.7355967
Stationary 2405.958 568 674 0.4814814 0.7355967
Stationary 2405.988 568 674 0.4814814 0.7355967
Stationary 2406.019 568 674 0.4814814 0.7355967
Stationary 2406.05 568 674 0.4814814 0.7355967
Stationary 2406.08 568 674 0.4814814 0.7355967
Stationary 2406.111 568 674 0.4814814 0.7355967
Stationary 2406.142 568 674 0.4814814 0.7355967
Stationary 2406.173 568 674 0.4814814 0.7355967
Moved 2406.203 550.3468 674 0.4406176 0.7355967
Moved 2406.234 512.296 659.2221 0.352537 0.6975876
Moved 2406.265 458.8667 637.4333 0.228858 0.6415466
Moved 2406.295 432.3315 621.0939 0.1674339 0.5995212
Moved 2406.326 412.3497 608.1998 0.1211798 0.5663575
Moved 2406.357 393.979 594.7832 0.07865508 0.5318497
Moved 2406.387 381.3124 583.3124 0.04933427 0.5023466
Moved 2406.418 373.9084 573.9084 0.03219545 0.4781593
Moved 2406.449 368.8687 565.8031 0.02052953 0.4573124
Moved 2406.48 364.0558 556.1675 0.009388527 0.4325295
Moved 2406.51 359.1858 543.7431 -0.001884798 0.4005737
Moved 2406.541 354 528 -0.01388888 0.3600822
Moved 2406.572 345.2418 503.9782 -0.03416245 0.2982977
Moved 2406.603 332.3177 467.0897 -0.06407937 0.2034198
Moved 2406.633 315.9785 427.9477 -0.1019017 0.102746
Moved 2406.664 303.8334 392.8752 -0.1300153 0.01253913
Moved 2406.695 297.1683 361.8416 -0.1454437 -0.06728003
Moved 2406.725 292.2747 336.3737 -0.1567715 -0.1327839
Moved 2406.756 290.8351 329.1754 -0.160104 -0.1512981
Moved 2406.787 291 321.6637 -0.1597222 -0.1706181
Moved 2406.818 291 317.4556 -0.1597222 -0.1814414
Moved 2406.848 291 315.2924 -0.1597222 -0.1870051
Stationary 2406.879 291 314.626 -0.1597222 -0.188719
Moved 2406.91 291 314 -0.1597222 -0.1903292
Stationary 2406.94 291 314 -0.1597222 -0.1903292
Moved 2406.971 310.9062 335.0686 -0.1136432 -0.1361405
Moved 2407.002 322.5345 349.7483 -0.08672575 -0.09838402
Moved 2407.032 333.8862 365.8008 -0.06044869 -0.05709683
Moved 2407.063 347.2657 385.9719 -0.02947763 -0.005216324
Moved 2407.094 356.5 400.5 -0.008101861 0.03215016
Moved 2407.125 365.8638 417.7276 0.01357357 0.07645975
Moved 2407.155 377.7174 440.4348 0.04101257 0.1348631
Moved 2407.186 385.091 457.2731 0.05808105 0.1781714
Moved 2407.217 389.5771 469.8854 0.06846547 0.2106104
Moved 2407.248 390 485.3135 0.06944448 0.2502919
Moved 2407.278 390 491.3228 0.06944448 0.2657477
Moved 2407.309 379.605 494 0.04538189 0.2726337
Moved 2407.34 371.9048 496.6984 0.02755741 0.279574
Moved 2407.37 364.8571 498 0.01124332 0.2829217
Moved 2407.401 358.1248 498 -0.004340609 0.2829217
Moved 2407.432 353.0104 498 -0.01617968 0.2829217
Moved 2407.463 349.1422 498 -0.02513379 0.2829217
Moved 2407.493 346.5 498 -0.03125002 0.2829217
Moved 2407.524 344.5 498 -0.03587961 0.2829217
Moved 2407.555 342.8759 498 -0.03963903 0.2829217
Moved 2407.585 339.013 498 -0.04858106 0.2829217
Moved 2407.616 332.256 498 -0.06422226 0.2829217
Moved 2407.647 323.5 489.5 -0.08449072 0.2610596
Moved 2407.677 312.7124 488 -0.1094621 0.2572016
Moved 2407.708 299.0585 484.8117 -0.1410683 0.2490012
Moved 2407.739 285.6872 482.9374 -0.1720203 0.2441805
Moved 2407.77 276.5884 483 -0.1930824 0.2443414
Moved 2407.801 266.5766 483 -0.2162579 0.2443414
Moved 2407.831 258.9187 483 -0.2339845 0.2443414
Moved 2407.862 254.786 483 -0.243551 0.2443414
Moved 2407.893 250.2787 490.7213 -0.2539846 0.2642008
Moved 2407.923 247.404 492 -0.2606389 0.2674896
Moved 2407.954 245.5322 493 -0.2649717 0.2700616
Moved 2407.985 244.5 494 -0.2673611 0.2726337
Moved 2408.015 245 496.5 -0.2662037 0.2790637
Ended 2408.046 245 496.5 -0.2662037 0.2790637
Candidates 2408.2 13 pitcher pursue preview pushed posts picture pitches urge page outfit opposite judge ought
Began 2409.981 352 411 -0.01851852 0.05915629
Stationary 2410.012 352 411 -0.01851852 0.05915629
Stationary 2410.043 352 411 -0.01851852 0.05915629
