the five boxing wizards jump quickly
the five boxing wizards jump quickly
FixStart
List

0.6 0.6
432 388.8
Began 2689.146 413 312 0.1226852 -0.1954732
Stationary 2689.177 413 312 0.1226852 -0.1954732
Moved 2689.208 394.4731 344.6722 0.07979871 -0.11144
Moved 2689.239 379.8241 372.587 0.04588902 -0.03964239
Moved 2689.27 373.3681 397.3434 0.03094474 0.02403145
Moved 2689.3 370.3273 419.7266 0.02390583 0.08160135
Moved 2689.331 370 442.7161 0.02314816 0.1407305
Moved 2689.362 370 460.3605 0.02314816 0.1861123
Moved 2689.392 370 476.705 0.02314816 0.2281507
Moved 2689.423 379.8091 486.4272 0.04585435 0.2531563
Moved 2689.454 384.6822 495.0465 0.05713463 0.2753253
Moved 2689.485 388.1844 500.1844 0.06524175 0.2885401
Moved 2689.515 391.0562 504.0562 0.07188936 0.2984984
Moved 2689.546 392.9226 505.9226 0.07620971 0.3032988
Moved 2689.577 394.3643 506 0.07954687 0.3034978
Moved 2689.607 403.4131 493.8204 0.1004934 0.2721718
Moved 2689.638 421.0822 453.97 0.1413938 0.1696757
Moved 2689.669 430.1891 408.8652 0.1624749 0.05366549
Moved 2689.7 433.6109 372.669 0.1703956 -0.03943172
Moved 2689.73 435 344.5854 0.1736111 -0.1116632
Moved 2689.761 437 319.441 0.1782407 -0.1763348
Moved 2689.792 437 302.5907 0.1782407 -0.2196742
Moved 2689.823 437 291.8043 0.1782407 -0.2474169
Moved 2689.853 428.6798 279.6995 0.1589811 -0.2785507
Moved 2689.884 424.4665 268.3996 0.1492281 -0.3076144
Moved 2689.915 419.8965 259.8447 0.1386492 -0.3296175
Moved 2689.946 416.1247 251.1871 0.1299184 -0.351885
Moved 2689.976 413.1932 248 0.1231325 -0.3600824
Moved 2690.007 406.9726 247 0.1087328 -0.3626543
Moved 2690.038 395.9168 247 0.08314073 -0.3626543
Moved 2690.068 374.5862 266.3621 0.03376434 -0.3128548
Moved 2690.099 352.5252 291.4748 -0.01730283 -0.2482644
Moved 2690.13 334.5 315.5 -0.05902777 -0.1864713
Moved 2690.161 317.2308 344.8306 -0.09900272 -0.1110324
Moved 2690.191 306.1404 365.2894 -0.1246751 -0.05841204
Moved 2690.222 293.6661 388.5009 -0.1535508 0.001288206
Moved 2690.253 286.1691 401.4412 -0.1709048 0.03457077
Moved 2690.284 279.0666 412.8669 -0.1873459 0.06395799
Moved 2690.314 273.3151 420.0273 -0.2006594 0.08237477
Moved 2690.345 268.576 427.636 -0.2116297 0.1019444
Moved 2690.376 265.2137 434.3589 -0.2194127 0.1192359
Moved 2690.406 262.3404 441.3193 -0.226064 0.137138
Moved 2690.437 260.4808 445.5192 -0.2303685 0.1479403
Moved 2690.468 259 449.0463 -0.2337963 0.1570121
Moved 2690.499 258 449 -0.2361111 0.156893
Ended 2690.53 258 449 -0.2361111 0.156893
Candidates 2690.591 13 the there river rubber rice drive tube driver use rude gender these twice
Began 2691.605 395 424 0.08101851 0.09259254
Stationary 2691.636 395 424 0.08101851 0.09259254
Moved 2691.667 367.8858 409.4048 0.01825422 0.05505354
Moved 2691.697 349.6259 397.4172 -0.02401417 0.02422117
Moved 2691.728 333.6309 387.4206 -0.06103953 -0.001490322
Moved 2691.759 321.1422 379.6854 -0.08994852 -0.02138546
Moved 2691.79 312.0926 373.7284 -0.1108967 -0.03670681
Moved 2691.82 304.5907 370.8636 -0.1282623 -0.04407521
Moved 2691.851 299.9474 368 -0.1390106 -0.05144041
Moved 2691.882 298.5 368 -0.1423611 -0.05144041
Stationary 2691.912 298.5 368 -0.1423611 -0.05144041
Moved 2691.943 314.7429 386.4952 -0.1047619 -0.003870308
Moved 2691.974 334.5388 406.3464 -0.05893797 0.04718729
Moved 2692.005 361.4531 428.3524 0.00336359 0.1037868
Moved 2692.035 386.6653 448.9571 0.06172508 0.1567826
Moved 2692.066 413.4463 465.4702 0.1237182 0.1992545
Moved 2692.097 445.2248 484.1498 0.1972797 0.2472989
Moved 2692.127 474.0492 501.3661 0.2640029 0.2915796
Moved 2692.158 497.6832 513.8416 0.3187112 0.3236667
Moved 2692.189 518.8395 522.2798 0.3676842 0.3453699
Moved 2692.22 533.0547 526.5137 0.4005897 0.3562593
Moved 2692.25 540.7709 529.3854 0.4184511 0.3636456
Stationary 2692.281 541 529 0.4189815 0.3626543
Stationary 2692.312 541 529 0.4189815 0.3626543
Moved 2692.343 505.0477 463.8699 0.3357586 0.1951384
Moved 2692.373 461.1894 396.2841 0.2342347 0.02130681
Moved 2692.404 429.6559 338.3118 0.1612405 -0.1277988
Moved 2692.435 411.3992 299.7983 0.1189795 -0.2268562
Moved 2692.466 398.6331 270.8994 0.08942853 -0.3011849
Moved 2692.496 388.7641 249.2192 0.06658365 -0.3569464
Moved 2692.527 380.4518 233.0864 0.04734218 -0.3984403
Moved 2692.558 373.8965 219.793 0.03216783 -0.4326313
Moved 2692.588 368.8719 209.4532 0.02053688 -0.4592252
Moved 2692.619 364.5052 201.0104 0.01042873 -0.4809405
Moved 2692.65 360.6337 192.9012 0.00146697 -0.5017973
Moved 2692.681 359 191.7659 -0.002314796 -0.5047175
Moved 2692.711 357.6795 192 -0.005371471 -0.5041152
Moved 2692.742 355.3547 207.8079 -0.01075308 -0.4634572
Moved 2692.773 352.9595 238.7225 -0.0162974 -0.3839442
Moved 2692.803 350.5989 275.6159 -0.02176185 -0.2890537
Moved 2692.834 346.2324 301.6056 -0.03186946 -0.2222078
Moved 2692.865 340.4661 332.9025 -0.04521732 -0.1417118
Moved 2692.896 335.7531 357.2344 -0.05612706 -0.07912961
Moved 2692.927 329.7307 382.2121 -0.07006794 -0.01488666
Moved 2692.957 323.9247 409.3762 -0.08350755 0.05497995
Moved 2692.988 318.08 438.2795 -0.09703691 0.1293197
Moved 2693.019 313.2119 460.5168 -0.1083058 0.1865145
Moved 2693.049 308.3874 480.1441 -0.1194736 0.2369961
Moved 2693.08 304.8142 498.9288 -0.1277448 0.2853105
Moved 2693.111 304 509.1152 -0.1296296 0.3115102
Moved 2693.142 302.2884 516.4232 -0.1335917 0.3303065
Moved 2693.172 299.5066 520.4934 -0.140031 0.3407751
Moved 2693.203 296.6323 524.3677 -0.1466844 0.3507398
Ended 2693.234 296 524 -0.1481481 0.3497942
Accept 2693.387 0 the
Candidates 2693.387 13 five solved silver cover convey concert drove soccer dive fiber sounded fine founded
Began 2694.34 442 391 0.1898148 0.007715971
Stationary 2694.371 442 391 0.1898148 0.007715971
Moved 2694.402 414.0863 351.1295 0.1251998 -0.09483172
Moved 2694.432 392.8735 306.0383 0.07609616 -0.2108069
Moved 2694.463 385.2289 276.4875 0.05840013 -0.2868119
Moved 2694.494 383 252.6364 0.05324075 -0.3481576
Moved 2694.524 383 240.0913 0.05324075 -0.3804236
Moved 2694.555 395.9963 231.5028 0.08332471 -0.4025134
Moved 2694.586 405.006 227.9969 0.1041807 -0.4115305
Moved 2694.617 418.2845 226.1431 0.1349177 -0.4162987
Moved 2694.647 431.6496 226 0.1658555 -0.4166668
Moved 2694.678 444.0359 235.6575 0.1945275 -0.3918276
Moved 2694.709 455.5942 247.7428 0.2212829 -0.3607439
Moved 2694.74 467.0254 268.0558 0.2477439 -0.3084984
Moved 2694.77 479.5097 307.6713 0.2766429 -0.2066068
Moved 2694.801 485.8072 344.8434 0.2912205 -0.1109996
Moved 2694.832 498.6505 390.1263 0.3209503 0.005468949
Moved 2694.863 513.7495 429.9486 0.3559015 0.1078924
Moved 2694.893 530.6678 459.7796 0.3950644 0.1846182
Moved 2694.924 548.8901 489.6241 0.4372455 0.2613789
Moved 2694.955 558.3828 505.3046 0.4592193 0.3017092
Moved 2694.985 567.9969 518.6614 0.4814743 0.3360633
Moved 2695.016 571.8604 524.7208 0.4904176 0.3516482
Moved 2695.047 573 529.4562 0.4930556 0.3638277
Moved 2695.078 573 532.5963 0.4930556 0.371904
Moved 2695.108 552.7408 533 0.4461592 0.3729423
Moved 2695.139 500.6052 506.3301 0.3254749 0.3043468
Moved 2695.17 412.9489 450.1591 0.1225668 0.1598742
Moved 2695.201 355.7486 398.1738 -0.009841125 0.02616698
Moved 2695.231 319.6435 358.2508 -0.09341776 -0.07651544
Moved 2695.262 281.5713 314.1816 -0.181548 -0.1898622
Moved 2695.293 262.0296 286.0444 -0.2267832 -0.2622315
Moved 2695.323 249.5327 265.9322 -0.2557113 -0.3139604
Moved 2695.354 241.8491 254.0818 -0.2734974 -0.3444398
Moved 2695.385 238.7485 247.4971 -0.2806748 -0.3613759
Moved 2695.416 237.8764 246 -0.2826934 -0.3652264
Stationary 2695.447 238 246 -0.2824074 -0.3652264
Moved 2695.477 269.4549 284.1459 -0.2095951 -0.2671146
Moved 2695.508 322.1336 340.1336 -0.0876537 -0.1231132
Moved 2695.539 363.1136 377.8128 0.007207394 -0.02620171
Moved 2695.569 403.2472 413.7634 0.1001093 0.06626368
Moved 2695.6 438.4385 448.4385 0.1815706 0.1554488
Moved 2695.631 476.1057 483.1057 0.2687631 0.2446132
Moved 2695.661 511.7737 517.7737 0.3513282 0.3337801
Moved 2695.692 534.6259 540.5635 0.4042265 0.3923958
Moved 2695.723 550.0452 558.0452 0.4399195 0.437359
Moved 2695.754 559.036 568.036 0.4607315 0.4630555
Moved 2695.784 563.1669 573.3337 0.4702937 0.4766813
Moved 2695.815 566.0886 576.0886 0.4770569 0.4837668
Moved 2695.846 567 577 0.4791667 0.4861111
Moved 2695.877 568.8378 568.6215 0.4834209 0.4645613
Moved 2695.907 540.687 484.6776 0.418257 0.2486564
Moved 2695.938 511.468 396.4041 0.3506204 0.02161524
Moved 2695.969 495.5476 339.1906 0.3137677 -0.1255386
Moved 2696 487.5287 288.7588 0.2952054 -0.2552501
Moved 2696.03 485.4704 256.7044 0.2904408 -0.3376944
Moved 2696.061 485 233.8101 0.2893518 -0.3965791
Moved 2696.092 485 208.5 0.2893518 -0.461677
Moved 2696.123 485 201.004 0.2893518 -0.4809568
Moved 2696.153 485 191.0137 0.2893518 -0.5066521
Moved 2696.184 488.6831 183.4215 0.2978775 -0.5261793
Moved 2696.215 493.4031 175.7908 0.3088034 -0.5458056
Moved 2696.245 493 173.0999 0.3078704 -0.5527268
Moved 2696.276 493 172 0.3078704 -0.5555555
Moved 2696.307 468.7149 199.0562 0.2516549 -0.4859667
Moved 2696.338 449.2091 231.3181 0.2065027 -0.4029883
Moved 2696.368 432.8357 266.4107 0.1686012 -0.3127297
Moved 2696.399 424.2445 291.2664 0.1487142 -0.2488005
Moved 2696.43 418.4488 311.4293 0.1352981 -0.196941
Moved 2696.461 414.707 333.6374 0.1266365 -0.1398216
Moved 2696.491 411.8358 353.1491 0.1199904 -0.08963706
Moved 2696.522 411 368.1207 0.1180555 -0.05113005
Moved 2696.553 410 379.7352 0.1157407 -0.02125728
Moved 2696.583 410 385.9255 0.1157407 -0.005335749
Moved 2696.614 409 389.3354 0.113426 0.003434719
Ended 2696.645 409 390 0.113426 0.005143954
Accept 2696.799 0 five
Candidates 2696.799 13 visiting bidding choosing missing housing nursing visions using listing victims boxing claims collections
Began 2697.844 460 419 0.2314815 0.07973251
Moved 2697.874 418.0396 419 0.1343509 0.07973251
Moved 2697.905 310.0844 425.9844 -0.1155455 0.09769647
Moved 2697.936 208.3198 435.7459 -0.3511115 0.1228032
Moved 2697.966 156 437.5 -0.4722222 0.1273147
Moved 2697.997 94.90041 440 -0.6136565 0.1337448
Moved 2698.028 73.97979 440 -0.6620838 0.1337448
Moved 2698.059 63 429 -0.6874999 0.1054526
Moved 2698.089 58 426 -0.6990741 0.09773654
