a good response to the question
Stationary 730.4543 397 446 0.0856481 0.1491768
Moved 730.485 405.0258 455.0291 0.1042265 0.1723998
Moved 730.5158 411.8988 459.9326 0.1201361 0.1850116
Moved 730.5465 425.1688 469.3351 0.1508538 0.2091951
Moved 730.5773 440.6386 481.3655 0.1866634 0.2401375
Moved 730.608 458.1755 497.1755 0.2272581 0.2808011
Moved 730.6388 474.4614 510.3691 0.2649568 0.3147352
Moved 730.6695 487.8691 520.9018 0.2959933 0.3418255
Moved 730.7001 499.3439 528.4063 0.3225553 0.3611272
Moved 730.731 508.0129 535.6752 0.3426224 0.3798231
Moved 730.7618 513.4016 541.4016 0.3550962 0.3945512
Moved 730.7925 518.6132 545.6132 0.36716 0.4053836
Moved 730.8232 526.2266 552.2266 0.3847839 0.4223936
Moved 730.8539 533.9611 557.4805 0.4026876 0.4359066
Moved 730.8847 538.6874 560.3437 0.4136282 0.4432707
Moved 730.9155 541.7252 562.8626 0.4206603 0.4497495
Moved 730.9462 546.4631 566.4631 0.4316275 0.4590099
Moved 730.9769 550.6013 569.6013 0.4412068 0.4670815
Moved 731.0077 553.4716 571.4716 0.4478509 0.4718919
Moved 731.0384 555.0178 573.0178 0.45143 0.4758686
Moved 731.0692 556.3734 574.3734 0.4545681 0.4793553
Moved 731.1 557.1691 574 0.4564098 0.478395
Moved 731.1307 558.3734 575.3734 0.4591978 0.4819274
Moved 731.1614 559.2216 576.2216 0.461161 0.4841088
Moved 731.1922 560.1867 577.1867 0.4633951 0.4865912
Stationary 731.223 560 577 0.462963 0.4861111
Moved 731.2537 525.0878 561.3547 0.3821476 0.445871
Moved 731.2844 485.9479 543.974 0.2915462 0.4011676
Moved 731.3152 450.3436 530.3375 0.2091288 0.3660941
Moved 731.3459 418.6962 515.2757 0.1358709 0.3273551
Moved 731.3766 407.93 510.6743 0.110949 0.3155201
Moved 731.4074 386.3886 500.1943 0.06108472 0.2885656
Moved 731.4382 367.801 489.7434 0.01805782 0.2616857
Moved 731.4689 352.9756 482.4878 -0.01626015 0.2430241
Moved 731.4996 337.1611 474.5805 -0.05286788 0.2226864
Moved 731.5304 326.2711 469.8474 -0.07807602 0.2105128
Moved 731.5612 320.1034 466.5517 -0.09235328 0.2020362
Moved 731.5919 313.9906 463.9906 -0.1065032 0.1954489
Moved 731.6226 309.119 461.119 -0.1177802 0.1880631
Moved 731.6534 305.2508 459.2508 -0.1267342 0.1832582
Moved 731.6841 302.7885 458 -0.1324339 0.180041
Moved 731.7149 300.8486 457 -0.1369246 0.1774691
Moved 731.7456 298.9767 456 -0.1412577 0.174897
Ended 731.7764 298 455 -0.1435185 0.172325
Candidates 731.8379 13 good odds god odd gods oops of foods is hood food goods pass
Began 732.2375 318 451 -0.09722222 0.162037
Stationary 732.2683 318 451 -0.09722222 0.162037
Stationary 732.2991 318 451 -0.09722222 0.162037
Moved 732.3298 346.2647 451 -0.03179461 0.162037
Moved 732.3605 382.5769 451 0.05226145 0.162037
Moved 732.3913 435.7309 465.3641 0.175303 0.1989818
Moved 732.422 482.0001 473.1875 0.2824077 0.2191035
Moved 732.4528 516.0714 478.8452 0.3612764 0.2336553
Ended 732.4835 530.0744 483.0229 0.3936907 0.2444003
Accept 732.545 0 good
Began 732.8217 378 437 0.04166663 0.1260288
Stationary 732.8524 378 437 0.04166663 0.1260288
Moved 732.8832 368.4183 437 0.01948685 0.1260288
Moved 732.9139 360.4204 450.3864 0.0009732445 0.1604586
Moved 732.9447 352.9494 460.0506 -0.01632089 0.1853152
Moved 732.9755 343.1117 474.1472 -0.03909324 0.2215718
Moved 733.0062 334.5011 490.9977 -0.05902519 0.2649118
Moved 733.0368 327.9247 504.1255 -0.07424842 0.2986768
Moved 733.0677 322.1934 515.6132 -0.08751531 0.3282232
Moved 733.0984 317.2277 524.3171 -0.09901002 0.3506097
Moved 733.1291 312.7143 532.2856 -0.1094576 0.371105
Moved 733.1599 309.8545 538.291 -0.1160776 0.3865509
Moved 733.1906 308 543.0104 -0.1203704 0.3986893
Moved 733.2214 307 545.8783 -0.1226852 0.4060655
Moved 733.2521 306 548.5 -0.125 0.4128085
Moved 733.2829 304.7091 550.2909 -0.1279882 0.4174148
Moved 733.3136 305 551 -0.1273148 0.4192385
Moved 733.3444 304 552.5 -0.1296296 0.4230966
Moved 733.375 300.3699 552 -0.1380327 0.4218106
Moved 733.4058 289.7647 552 -0.1625818 0.4218106
Moved 733.4366 278.1723 552 -0.1894161 0.4218106
Moved 733.4673 269.566 552 -0.209338 0.4218106
Moved 733.4981 264.5683 552 -0.2209067 0.4218106
Moved 733.5289 261.5 552 -0.2280093 0.4218106
Stationary 733.5596 261.5 552 -0.2280093 0.4218106
Stationary 733.5903 261.5 552 -0.2280093 0.4218106
Moved 733.6211 282.1409 539.2864 -0.1802294 0.389111
Moved 733.6519 293.178 532.548 -0.1546806 0.3717798
Moved 733.6826 299.1918 524.2123 -0.1407597 0.3503401
Moved 733.7133 301 515.6057 -0.1365741 0.3282038
Moved 733.7441 301 506.0721 -0.1365741 0.3036835
Moved 733.7748 301 496.5084 -0.1365741 0.2790852
Moved 733.8055 286 485 -0.1712963 0.2494856
Moved 733.8363 271.7696 469.5235 -0.2042371 0.2096797
Moved 733.8671 262.54 460.54 -0.2256019 0.1865739
Moved 733.8978 255.0568 453.0379 -0.242924 0.1672785
Moved 733.9285 251.5034 449.5034 -0.2511494 0.1581877
Moved 733.9593 248.6335 447 -0.2577929 0.1517489
Moved 733.9901 248 445 -0.2592593 0.1466049
Moved 734.0208 248 443.9676 -0.2592593 0.1439495
Moved 734.0515 255.2507 444 -0.2424753 0.1440329
Moved 734.0823 296.6126 469.2723 -0.1467302 0.2090335
Moved 734.113 338.5703 489.3873 -0.04960582 0.2607697
Moved 734.1437 372.328 505.664 0.02853712 0.3026336
Moved 734.1745 414.4391 523.212 0.1260164 0.3477675
Moved 734.2053 444.3503 534.0046 0.1952554 0.3755262
Moved 734.236 471.7691 542.6154 0.2587249 0.3976732
Moved 734.2668 497.4572 549.1143 0.318188 0.4143885
Moved 734.2975 519.359 554.8168 0.3688866 0.4290555
Moved 734.3282 541.0367 558.5637 0.4190663 0.4386926
Moved 734.3589 560.5 562.5 0.4641204 0.4488167
Moved 734.3897 573.9401 566.188 0.4952317 0.4583023
Moved 734.4204 585.1915 568 0.5212766 0.4629629
Moved 734.4512 590.8699 570 0.5344211 0.4681069
Moved 734.482 593.329 571.329 0.5401133 0.471525
Moved 734.5127 594 573.1533 0.5416667 0.4762173
Moved 734.5435 594 577.1739 0.5416667 0.4865582
Moved 734.5742 582.4644 582.0974 0.514964 0.4992215
Moved 734.605 551.5803 583 0.443473 0.5015431
Moved 734.6357 517.639 570.5463 0.3649052 0.4695121
Moved 734.6664 499.833 561.9165 0.3236875 0.447316
Moved 734.6971 491.2375 555.2375 0.3037907 0.4301376
Moved 734.728 481.7032 545.9376 0.2817203 0.4062181
Moved 734.7587 473.1027 532.4703 0.2618118 0.37158
Moved 734.7894 467.0033 517.0065 0.2476928 0.3318068
Moved 734.8201 462.9904 503.9421 0.2384036 0.298205
Moved 734.851 458.1298 482.0381 0.2271522 0.2418674
Moved 734.8817 455.2549 458.2937 0.2204973 0.1807965
Moved 734.9124 452.5 435.5 0.2141203 0.1221707
Moved 734.9432 450.8463 412.9244 0.2102924 0.06410583
Moved 734.9739 448.9708 388.7954 0.2059508 0.002045729
Moved 735.0046 444.1161 366.8128 0.1947133 -0.05449381
Moved 735.0354 439.708 351.2481 0.1845093 -0.09452654
Moved 735.0661 432.1438 337.5729 0.1669995 -0.1296992
Moved 735.0969 428.6845 331.6845 0.1589918 -0.1448444
Moved 735.1276 424.9536 327.9768 0.1503556 -0.1543807
Moved 735.1584 418.8141 324.407 0.1361437 -0.1635622
Moved 735.1891 410.7057 323 0.1173743 -0.1671811
Moved 735.2198 399.6508 322 0.0917842 -0.1697531
Moved 735.2506 382.6957 329.205 0.05253633 -0.1512219
Moved 735.2813 354.4303 351.5697 -0.01289283 -0.0936994
Moved 735.3121 328.2259 376.9677 -0.07355124 -0.02837546
Moved 735.3428 309.616 399.8608 -0.1166295 0.03050604
Moved 735.3735 292.3774 420.5283 -0.1565338 0.08366314
Moved 735.4043 276.0195 437.9805 -0.1943993 0.1285505
Moved 735.4351 262.8981 452.8026 -0.224773 0.1666733
Moved 735.4658 254.5 460.5 -0.244213 0.1864711
Moved 735.4965 245.6897 466.2068 -0.2646071 0.2011493
Moved 735.5273 235.1348 471.9326 -0.2890398 0.2158759
Moved 735.558 227.3299 474.8351 -0.3071068 0.2233412
Moved 735.5888 221.228 476.2573 -0.3212316 0.2269992
Moved 735.6196 218.7776 477 -0.3269036 0.2289094
Moved 735.6503 216.5 478 -0.3321759 0.2314814
Moved 735.681 217 479.2665 -0.3310185 0.2347389
Moved 735.7118 217 484.5804 -0.3310185 0.2484064
Moved 735.7426 230.9603 495.5841 -0.2987031 0.276708
Moved 735.7733 237.0752 507.344 -0.2845482 0.3069546
Moved 735.804 246.3976 518.3976 -0.2629685 0.3353848
Moved 735.8348 259.6704 534.338 -0.2322445 0.3763837
Moved 735.8655 271.6094 545.6094 -0.2046079 0.4053738
Moved 735.8962 279.2158 552.8105 -0.1870004 0.4238953
Moved 735.927 281.9067 556.9067 -0.1807716 0.4344306
Moved 735.9577 287.3552 561.5701 -0.1681594 0.4464251
Ended 735.9885 288 562 -0.1666667 0.4475308
Candidates 736.0807 13 response resolve responded resolved respond designed wonder sound soccer designer estimate define silver
Began 736.5112 302 466 -0.1342593 0.2006171
Stationary 736.5419 302 466 -0.1342593 0.2006171
Moved 736.5726 323.1023 466 -0.08541142 0.2006171
Moved 736.6034 350.2608 466 -0.02254441 0.2006171
Moved 736.6342 386.6703 466 0.0617369 0.2006171
Moved 736.6649 427.1254 466 0.1553829 0.2006171
Moved 736.6956 458.7427 466 0.2285712 0.2006171
Moved 736.7264 491.7443 466 0.3049637 0.2006171
Ended 736.7571 527.5834 466 0.3879245 0.2006171
Accept 736.8186 0 response
Began 737.1569 382 433 0.05092591 0.1157406
Stationary 737.1876 382 433 0.05092591 0.1157406
Stationary 737.2183 382 433 0.05092591 0.1157406
Moved 737.2491 373.2873 446.0691 0.03075759 0.1493547
Moved 737.2798 370.9789 455.0845 0.02541403 0.1725424
Moved 737.3105 369 467.3716 0.02083332 0.204145
Moved 737.3413 367 481.723 0.01620372 0.2410569
Moved 737.372 365.5 495.5 0.01273145 0.2764916
Moved 737.4027 366 509.7514 0.01388888 0.3131465
Moved 737.4335 366 526.0849 0.01388888 0.3551565
Moved 737.4642 366 538.5241 0.01388888 0.3871503
Moved 737.4951 366 547.8334 0.01388888 0.4110942
Moved 737.5258 366 555.5045 0.01388888 0.4308241
Moved 737.5565 373 561.2433 0.0300926 0.4455847
Moved 737.5872 374.9802 564.9802 0.03467639 0.4551958
Moved 737.618 376.5243 566.5243 0.03825068 0.4591673
Moved 737.6487 381.7979 569.3989 0.05045811 0.4665609
Moved 737.6795 396.5927 570 0.08470525 0.4681069
Moved 737.7102 421.5561 570 0.142491 0.4681069
Moved 737.741 450.4793 561.7042 0.2094429 0.4467699
Moved 737.7717 491.6741 560 0.3048013 0.4423867
Moved 737.8025 499.9309 560 0.3239141 0.4423867
Moved 737.8333 513.6898 560 0.3557634 0.4423867
Moved 737.864 522.6436 560 0.3764898 0.4423867
Moved 737.8947 530.3785 560 0.3943948 0.4423867
Moved 737.9255 536 560 0.4074074 0.4423867
Moved 737.9562 540.1839 560 0.4170924 0.4423867
Moved 737.9869 542.955 560 0.4235068 0.4423867
Moved 738.0177 545.8288 560 0.4301592 0.4423867
Moved 738.0485 547.1375 560 0.4331886 0.4423867
Ended 738.0792 549.1012 560 0.4377342 0.4423867
Candidates 738.1407 13 to top too tip trip up tp group you grip http rip rio
Began 738.6942 366 474 0.01388888 0.2211934
Stationary 738.7248 366 474 0.01388888 0.2211934
Stationary 738.7556 366 474 0.01388888 0.2211934
Moved 738.7863 376.5053 474 0.03820667 0.2211934
Moved 738.817 414.7046 474 0.126631 0.2211934
Moved 738.8478 453.6515 474 0.2167857 0.2211934
Moved 738.8786 488.2085 482.3507 0.2967789 0.2426715
Moved 738.9093 512.3475 483.8498 0.3526563 0.2465271
Moved 738.94 534.0255 486.718 0.4028368 0.2539041
Ended 738.9708 544.1537 488.1648 0.4262818 0.2576254
Accept 739.0323 0 to
Began 739.2783 412 478 0.1203704 0.2314814
Stationary 739.309 412 478 0.1203704 0.2314814
Stationary 739.3397 412 478 0.1203704 0.2314814
Moved 739.3704 397.5093 486.1448 0.08682717 0.25243
Moved 739.4012 391.5422 491.1867 0.07301439 0.2653978
Moved 739.432 382.2071 501.7929 0.05140533 0.2926771
Moved 739.4627 374.6289 511.3711 0.03386328 0.3173124
Moved 739.4935 371.0037 518.9891 0.02547145 0.336906
Moved 739.5242 366.1332 527.6003 0.01419723 0.3590542
Moved 739.5549 361.5348 536.1979 0.003552636 0.3811673
Moved 739.5857 358.3985 543.8046 -0.00370726 0.400732
Moved 739.6164 355.8969 549.2063 -0.00949805 0.4146252
Moved 739.6472 355 552.966 -0.01157408 0.4242952
Moved 739.678 355 555.8366 -0.01157408 0.4316784
Moved 739.7087 355 560 -0.01157408 0.4423867
Moved 739.7394 365.7142 567.7142 0.01322726 0.4622277
Moved 739.7701 374.2176 573.2176 0.0329111 0.4763826
Moved 739.8009 383.9133 577.9567 0.05535493 0.4885716
Moved 739.8317 391.0923 582.7282 0.071973 0.5008441
Moved 739.8624 401.0778 586.3593 0.09508748 0.5101832
Moved 739.8932 409.7006 590.2335 0.1150477 0.5201479
Moved 739.9239 415.2028 592.1014 0.1277842 0.524952
Moved 739.9547 420.3321 592 0.1396577 0.5246913
Moved 739.9853 426 592 0.1527777 0.5246913
Moved 740.0161 431.822 592 0.1662546 0.5246913
Moved 740.0469 436.9039 583.0961 0.1780183 0.5017902
Moved 740.0776 442.6165 571.767 0.1912419 0.4726518
Moved 740.1084 446.6747 560.301 0.200636 0.443161
Moved 740.139 449.5487 551.3539 0.2072885 0.4201489
Moved 740.1699 451 543.853 0.2106482 0.4008563
Moved 740.2006 452 535.2381 0.2129629 0.3786988
Moved 740.2313 452 526.861 0.2129629 0.3571528
Moved 740.2621 452 518 0.2129629 0.3343621
Moved 740.2928 452 508.1743 0.2129629 0.3090902
Moved 740.3235 452 500.7827 0.2129629 0.2900789
Moved 740.3543 452 495.1339 0.2129629 0.2755501
Moved 740.3851 443.6691 491.3383 0.1936785 0.2657876
Moved 740.4158 439.3782 488.6891 0.1837458 0.2589739
Moved 740.4465 432.4963 487 0.1678155 0.2546296
Moved 740.4772 421.8589 487 0.1431919 0.2546296
Moved 740.5079 409.9946 498.4043 0.1157283 0.2839616
Moved 740.5388 395.6446 510.8843 0.08251051 0.3160604
Moved 740.5696 385.989 522.348 0.06015957 0.3455452
Moved 740.6003 377.2921 531.6106 0.04002789 0.3693687
Moved 740.631 367.7926 541.2075 0.01803835 0.394052
Moved 740.6618 360.7936 548.8095 0.001837115 0.4136046
Moved 740.6925 354.0616 556.4076 -0.01374627 0.433147
Moved 740.7233 347.1017 560.8983 -0.02985721 0.4446972
Moved 740.754 339.3302 568.6697 -0.04784669 0.4646854
Moved 740.7848 332.5955 574.4045 -0.06343628 0.4794353
Moved 740.8156 326 581 -0.07870371 0.496399
Moved 740.8463 320.7586 587.2414 -0.09083658 0.5124521
Moved 740.877 315.0154 592.9769 -0.104131 0.5272039
Moved 740.9077 312 596.8632 -0.1111111 0.5371996
Ended 740.9385 312 597 -0.1111111 0.5375513
Candidates 741.0615 13 the threw further rugged either there trigger else rude ride right this suffer
Began 741.5841 334 502 -0.06018519 0.2932098
Stationary 741.6148 334 502 -0.06018519 0.2932098
Moved 741.6456 352.3795 502 -0.01764009 0.2932098
Moved 741.6763 378.073 493.2927 0.04183571 0.2708146
Moved 741.7071 412.8584 490.0236 0.1223573 0.2624063
Moved 741.7379 444.4995 488 0.1956008 0.2572016
Moved 741.7686 476.3942 487 0.2694311 0.2546296
Ended 741.7993 493 487 0.3078704 0.2546296
Accept 741.8608 0 the
Began 742.1068 371 459 0.025463 0.1826131
Stationary 742.1376 371 459 0.025463 0.1826131
Moved 742.1683 359.1657 469.3757 -0.001931141 0.2092995
Moved 742.199 350.1052 476.9211 -0.02290462 0.2287064
Moved 742.2297 337.8383 487.3294 -0.05130033 0.2554768
Moved 742.2605 324.1819 500.8181 -0.0829123 0.2901699
Moved 742.2913 313.3183 512.2422 -0.1080595 0.3195529
Moved 742.322 302.4408 521.4474 -0.1332389 0.3432288
Moved 742.3527 287.1039 532.9169 -0.1687408 0.3727285
Moved 742.3835 272.758 543.3936 -0.201949 0.3996747
Moved 742.4142 261 552.5 -0.2291666 0.4230966
Moved 742.4449 249.8688 560.6787 -0.2549333 0.4441324
Moved 742.4757 234.9299 567 -0.2895142 0.4603909
Moved 742.5065 227.8186 567 -0.3059756 0.4603909
Moved 742.5372 225.9463 567 -0.3103095 0.4603909
Moved 742.5679 220.2092 567 -0.32359 0.4603909
Moved 742.5988 216.7341 567 -0.3316339 0.4603909
Moved 742.6294 212.8679 567 -0.3405835 0.4603909
Moved 742.6602 211.8271 567 -0.3429927 0.4603909
Moved 742.6909 208.5 567 -0.3506944 0.4603909
Moved 742.7217 207.865 567 -0.3521644 0.4603909
Stationary 742.7524 207.865 567 -0.3521644 0.4603909
Moved 742.7832 215.032 567 -0.3355742 0.4603909
Moved 742.8139 241.7857 569.6488 -0.2736442 0.4672036
Moved 742.8447 277.2275 573.5162 -0.191603 0.4771507
Moved 742.8754 312.9505 576.0634 -0.1089109 0.4837019
Moved 742.9062 344.362 577 -0.03619909 0.4861111
Moved 742.9369 369.1765 577 0.0212418 0.4861111
Moved 742.9677 388.5 577 0.06597221 0.4861111
Moved 742.9984 405.0678 577 0.1043236 0.4861111
Moved 743.0292 418.1826 577 0.1346821 0.4861111
Moved 743.0599 425.7411 570.6041 0.1521784 0.4696608
Moved 743.0906 429.4818 570 0.1608376 0.4681069
Moved 743.1215 431.5 570 0.1655093 0.4681069
Moved 743.1522 431 570 0.1643519 0.4681069
Moved 743.1829 419.6931 577.9149 0.1381785 0.488464
Moved 743.2137 403.5129 580.6097 0.1007243 0.4953952
Moved 743.2444 373.224 583 0.03061116 0.5015431
Moved 743.2751 343.8202 585.3533 -0.03745327 0.5075958
Moved 743.3058 325.8405 585 -0.07907296 0.5066872
Moved 743.3366 308.3824 586.7235 -0.1194852 0.51112
Moved 743.3674 296.232 588 -0.1476112 0.5144032
Moved 743.3981 289.0772 588 -0.1641732 0.5144032
Moved 743.4288 283.9914 588 -0.1759458 0.5144032
Moved 743.4596 281.1234 588 -0.1825848 0.5144032
Moved 743.4903 279.2531 588 -0.1869143 0.5144032
Moved 743.5211 275 576.5 -0.1967592 0.484825
Moved 743.5518 267.6029 560.2059 -0.2138821 0.4429162
Moved 743.5826 257.9926 535.9741 -0.2361283 0.3805916
Moved 743.6133 250.3674 515.8572 -0.2537792 0.3288506
Moved 743.644 243.6989 499.964 -0.2692156 0.2879731
Moved 743.6748 236.0931 484.4885 -0.2868216 0.2481698
Moved 743.7056 230.6584 473.3168 -0.2994018 0.219436
Moved 743.7363 225.9193 466.9193 -0.310372 0.2029817
Moved 743.767 220.9934 458.9869 -0.3217744 0.1825794
Moved 743.7978 218.1217 456.1217 -0.328422 0.1752101
Moved 743.8286 218 454.6868 -0.3287037 0.1715195
Stationary 743.8593 218 454.6868 -0.3287037 0.1715195
Moved 743.89 216.7784 453.7784 -0.3315315 0.169183
Moved 743.9207 228.3504 465.9088 -0.3047445 0.2003825
Moved 743.9515 251.6537 491.6537 -0.2508015 0.2665991
Moved 743.9822 281.4445 523.3652 -0.1818414 0.3481614
Moved 744.0129 309.7906 552.7906 -0.1162253 0.4238442
Moved 744.0438 331.1931 573.1931 -0.0666827 0.4763197
Moved 744.0745 344 588.5 -0.03703703 0.5156891
Moved 744.1052 355.3291 598.329 -0.01081233 0.5409697
Moved 744.136 361.9077 604.9539 0.004415909 0.5580087
Moved 744.1667 365.8155 608.8155 0.01346171 0.567941
Moved 744.1974 367.2979 611.2979 0.01689315 0.5743256
Moved 744.2282 369.2528 612 0.02141843 0.5761316
Moved 744.259 371.1245 612 0.02575129 0.5761316
Moved 744.2897 374.9898 612 0.03469855 0.5761316
Moved 744.3204 386.1478 612 0.06052732 0.5761316
Moved 744.3511 408.5457 600.8483 0.1123743 0.5474491
Moved 744.382 437.4984 599 0.1793945 0.5426954
Moved 744.4127 452.3501 596.8071 0.2137733 0.5370553
Moved 744.4434 475.4252 597 0.267188 0.5375513
Moved 744.4742 485.5129 597 0.2905391 0.5375513
Moved 744.5049 500.8457 597 0.3260317 0.5375513
Moved 744.5356 509.7434 597 0.3466282 0.5375513
Moved 744.5664 516.5616 597 0.3624111 0.5375513
Moved 744.5972 523.2996 597 0.3780084 0.5375513
Moved 744.6279 529 597 0.3912036 0.5375513
Moved 744.6587 532.0371 597 0.398234 0.5375513
Moved 744.6894 533.4611 597 0.4015303 0.5375513
Moved 744.7202 534 593.6665 0.4027778 0.5289775
Moved 744.7508 534 581.4348 0.4027778 0.4975175
Moved 744.7816 514.9044 556.028 0.3585751 0.4321705
Moved 744.8124 500.5391 532.1703 0.325322 0.3708083
Moved 744.8431 484.2252 501.4128 0.2875582 0.2916994
Moved 744.8739 468.5655 479.0786 0.251309 0.2342556
Moved 744.9046 455.5736 462.217 0.2212351 0.1908873
Moved 744.9354 444.6888 444.722 0.1960389 0.1458898
Moved 744.9661 437.3101 430.7927 0.1789586 0.1100634
Moved 744.9965 434.7997 426.1996 0.1731475 0.09824984
Moved 745.0276 430.0638 417.1276 0.1621846 0.07491653
Moved 745.0583 425.3116 408.9673 0.1511842 0.05392832
Moved 745.0891 423.1089 401.4356 0.1460854 0.03455656
Moved 745.1198 419.4821 391.9641 0.1376899 0.01019568
Moved 745.1506 415.3753 379.5011 0.1281835 -0.02185939
Ended 745.1813 415 378 0.1273148 -0.02572024
Candidates 745.3658 13 question retain equation duration station situation quotation rotation saturation federation suggesting restoration wisdom
Began 745.827 370 442 0.02314816 0.1388888
Stationary 745.8578 370 442 0.02314816 0.1388888
Stationary 745.8885 370 442 0.02314816 0.1388888
Moved 745.9193 412.6902 442 0.121968 0.1388888
Moved 745.95 439.2207 442 0.1833812 0.1388888
Moved 745.9807 479.254 442 0.276051 0.1388888
Moved 746.0115 511.0016 450.2002 0.3495408 0.1599798
Moved 746.0422 541.8329 451 0.4209096 0.162037
Ended 746.073 549.9874 451 0.4397857 0.162037
Accept 746.1345 0 question
Began 746.6879 407 428 0.1087963 0.1028806
Stationary 746.7187 407 428 0.1087963 0.1028806
Moved 746.7495 428.7361 420.3016 0.1591114 0.08308018
Moved 746.7802 453 416.5 0.2152778 0.07330243
Moved 746.8109 500.3828 416 0.3249602 0.07201634
Moved 746.8417 552.2866 424.2191 0.4451079 0.09315611
Moved 746.8724 596.1118 428.0741 0.546555 0.1030712
Moved 746.9031 631.3013 434.2603 0.6280123 0.118982
Ended 746.9339 631.3013 434.2603 0.6280123 0.118982
Candidates 747.0261 13 l ll k look loop kill book jump p flip mp hill bill
Began 747.9178 549.7104 411 0.4391443 0.05915629
Moved 747.9485 518.6749 420.7208 0.3673029 0.08415846
Moved 747.9792 465.2104 430.8329 0.2435426 0.110167
Moved 748.01 404.287 435.7301 0.1025162 0.1227625
Ended 748.0407 374.8916 436 0.03447136 0.1234567
Cancel 748.1022
Began 748.3175 273 425 -0.2013889 0.09516452
Stationary 748.3482 273 425 -0.2013889 0.09516452
Moved 748.379 307.6839 425 -0.1211021 0.09516452
Moved 748.4097 414.9982 443.4387 0.1273105 0.1425892
Moved 748.4404 498.1796 454.4478 0.3198601 0.1709048
Moved 748.4712 576.5135 456 0.5011888 0.174897
Moved 748.502 652.3487 456 0.6767331 0.174897
Ended 748.5327 669 456 0.7152778 0.174897
PhraseEnd 748.6249
