why do you ask silly questions
Moved 256.4876 238.1144 328.1144 -0.2821427 -0.1540268
Moved 256.5183 239 330.9886 -0.2800926 -0.1466342
Moved 256.549 239 332.3745 -0.2800926 -0.1430697
Moved 256.5798 240 334.3704 -0.2777777 -0.1379364
Moved 256.6104 240 336.2372 -0.2777777 -0.1331349
Moved 256.6411 240 338.0554 -0.2777777 -0.1284584
Stationary 256.6718 240 338.0554 -0.2777777 -0.1284584
Moved 256.7025 240 339 -0.2777777 -0.1260288
Moved 256.7332 230.1646 339 -0.3005449 -0.1260288
Moved 256.7639 225.4349 339 -0.3114933 -0.1260288
Moved 256.7946 215.825 339 -0.3337385 -0.1260288
Moved 256.8253 204.3277 339 -0.3603525 -0.1260288
Moved 256.856 193.3816 330.4605 -0.3856908 -0.1479926
Moved 256.8867 185.7338 326.9113 -0.4033939 -0.1571213
Moved 256.9175 176.0172 321.0115 -0.425886 -0.1722957
Moved 256.9482 166.4221 312.4221 -0.4480971 -0.1943877
Moved 256.9789 158.8187 303.0916 -0.4656974 -0.2183857
Moved 257.0096 154.7547 296.2641 -0.4751049 -0.2359462
Moved 257.0403 152.873 292.873 -0.4794607 -0.2446682
Moved 257.071 153 292 -0.4791667 -0.2469136
Moved 257.1017 153 291 -0.4791667 -0.2494857
Moved 257.1324 153 289.6857 -0.4791667 -0.2528661
Moved 257.1631 153 289 -0.4791667 -0.2546296
Moved 257.1938 161.1269 288 -0.4603543 -0.2572017
Moved 257.2245 163.6763 288 -0.4544531 -0.2572017
Moved 257.2552 167.5504 288 -0.4454853 -0.2572017
Moved 257.2859 170.4274 288 -0.4388255 -0.2572017
Moved 257.3166 174.6033 288 -0.4291591 -0.2572017
Moved 257.3472 178.6327 288 -0.4198317 -0.2572017
Moved 257.3781 182.6927 288 -0.4104336 -0.2572017
Moved 257.4088 186.5647 291.9531 -0.4014706 -0.2470344
Moved 257.4395 190.2136 296.1068 -0.393024 -0.2363508
Moved 257.4702 193.0104 298.0104 -0.38655 -0.2314546
Moved 257.5009 195.8834 299.8834 -0.3798995 -0.2266374
Moved 257.5316 197.3745 301.3745 -0.3764479 -0.2228022
Moved 257.5623 198.3201 302.3201 -0.3742591 -0.2203703
Moved 257.593 198 303.0436 -0.375 -0.2185093
Moved 257.6237 199.5 303 -0.3715278 -0.2186215
Moved 257.6542 199 304.1608 -0.3726852 -0.2156359
Stationary 257.6851 199 304 -0.3726852 -0.2160494
Ended 257.7157 200.5 304 -0.369213 -0.2160494
NextCandidatePanel 257.7772
Began 258.7904 272 288 -0.2037037 -0.2572017
Stationary 258.8211 272 288 -0.2037037 -0.2572017
Ended 258.8518 272 288 -0.2037037 -0.2572017
NextCandidatePanel 258.9132
Began 259.5888 390 302 0.06944448 -0.2211935
Moved 259.6195 375.9949 302 0.03702521 -0.2211935
Moved 259.6502 314.5291 302 -0.1052568 -0.2211935
Moved 259.6809 234.4922 302 -0.2905274 -0.2211935
Moved 259.7115 150.2116 312.9135 -0.4856212 -0.1931239
Ended 259.7422 121 312 -0.5532407 -0.1954732
Cancel 259.8036
Began 260.0186 391 313 0.07175922 -0.1929013
Stationary 260.0493 391 313 0.07175922 -0.1929013
Moved 260.08 362.9527 303.3254 0.006834865 -0.2177845
Moved 260.1107 302.0815 295.1375 -0.1340706 -0.2388438
Moved 260.1414 245.5319 293 -0.2649724 -0.2443416
Moved 260.1721 232.5208 293 -0.2950909 -0.2443416
Moved 260.2029 228.3046 293 -0.3048504 -0.2443416
Moved 260.2336 228 301.9177 -0.3055556 -0.2214052
Moved 260.2643 287.4474 339.6316 -0.1679459 -0.1244044
Moved 260.295 331.1145 369.0859 -0.0668645 -0.04864743
Moved 260.3257 382.2459 404.8306 0.05149513 0.04328841
Moved 260.3564 423.0936 429.1727 0.14605 0.1058969
Moved 260.3871 445.038 443.1646 0.1968471 0.1418841
Moved 260.4178 457.6649 450.3325 0.2260763 0.16032
Moved 260.4485 465.2721 452 0.2436853 0.164609
Moved 260.4792 474.6343 452 0.2653571 0.164609
Moved 260.5099 483.2179 440.7521 0.2852267 0.1356793
Moved 260.5406 493.8685 415.105 0.3098808 0.06971437
Moved 260.5713 496.8347 389.4879 0.3167469 0.003826903
Moved 260.602 499.7079 364.0446 0.3233979 -0.06161379
Moved 260.6327 501 351.2626 0.3263889 -0.09448926
Moved 260.6634 501 344.1028 0.3263889 -0.1129042
Moved 260.6941 502 340.062 0.3287037 -0.1232973
Moved 260.7248 502 338.1507 0.3287037 -0.1282132
Moved 260.7556 502 336.6381 0.3287037 -0.1321037
Stationary 260.7863 502 337 0.3287037 -0.1311728
Moved 260.8169 489.0054 351.0775 0.2986236 -0.09496539
Moved 260.8476 463.5785 381.5058 0.2397651 -0.01670319
Moved 260.8784 436.7252 414.9525 0.1776047 0.06932212
Moved 260.9091 416.4519 445.7657 0.1306756 0.1485742
Moved 260.9398 408.028 457.296 0.111176 0.1782303
Moved 260.9705 403.8033 464.3935 0.1013964 0.1964853
Moved 261.0012 401 469.5671 0.09490739 0.209792
Moved 261.0319 398.4215 473.5786 0.08893856 0.2201094
Moved 261.0626 395.5424 477.4575 0.08227418 0.2300861
Moved 261.0933 394 480.3322 0.07870366 0.2374799
Ended 261.124 393 482 0.07638891 0.2417695
Candidates 261.2161 13 daily adult fault air assault support site fair silly apply store suit failure
Began 262.1373 319 318 -0.09490739 -0.1800412
Stationary 262.1679 319 318 -0.09490739 -0.1800412
Ended 262.1986 319 318 -0.09490739 -0.1800412
NextCandidatePanel 262.26
Began 263.0276 307 287 -0.1226852 -0.2597736
Stationary 263.0583 307 287 -0.1226852 -0.2597736
Ended 263.0891 307 287 -0.1226852 -0.2597736
NextCandidatePanel 263.1504
Began 263.519 317 282 -0.09953702 -0.2726338
Stationary 263.5497 317 282 -0.09953702 -0.2726338
Ended 263.5804 317 282 -0.09953702 -0.2726338
NextCandidatePanel 263.6725
Began 263.7339 321 278 -0.09027779 -0.2829219
Stationary 263.7646 321 278 -0.09027779 -0.2829219
Ended 263.7953 321 278 -0.09027779 -0.2829219
NextCandidatePanel 263.8567
Began 264.1638 347 357 -0.0300926 -0.07973259
Moved 264.1945 334.4989 323.8774 -0.05903031 -0.1649243
Moved 264.2252 270.387 190.2148 -0.2074375 -0.5087067
Moved 264.2559 253.7972 157.938 -0.2458399 -0.5917233
Moved 264.2866 241.7596 134.2258 -0.2737047 -0.6527113
Ended 264.3173 235.5589 122.1178 -0.2880581 -0.6838534
Accept 264.3787 8 silly
Began 264.563 343 262 -0.03935183 -0.3240741
Stationary 264.5937 343 262 -0.03935183 -0.3240741
Moved 264.6244 286.688 293.3549 -0.1697036 -0.2434288
Moved 264.6551 231.761 323.3194 -0.2968497 -0.1663596
Moved 264.6858 185.8657 354.7074 -0.4030885 -0.08562912
Moved 264.7165 166.2079 369.7921 -0.4485928 -0.04683106
Moved 264.7472 160.5386 375.3842 -0.4617162 -0.032448
Moved 264.7779 166.9795 383.9854 -0.4468068 -0.01032574
Moved 264.8086 253.3071 407.3482 -0.2469743 0.04976382
Moved 264.8393 343.7014 411 -0.03772825 0.05915629
Moved 264.87 365.7504 395.2855 0.01331101 0.01873844
Moved 264.9007 376.5 388 0.03819446 -3.924585E-08
Moved 264.9314 379.4248 383.1504 0.04496485 -0.01247327
Moved 264.9622 367.3597 374.8265 0.0170364 -0.03388236
Moved 264.9928 344.1317 370.7665 -0.03673216 -0.04432498
Moved 265.0235 260.9094 368 -0.2293764 -0.05144041
Moved 265.0542 236.0799 368 -0.2868521 -0.05144041
Moved 265.0849 228.9546 368 -0.3033458 -0.05144041
Moved 265.1156 226.453 364.2651 -0.3091365 -0.06104669
Moved 265.1464 222.145 327.3054 -0.3191087 -0.1561077
Moved 265.1771 215.1242 264.2853 -0.3353607 -0.3181961
Moved 265.2078 210.1006 226.2075 -0.3469892 -0.416133
Moved 265.2385 207.2641 201.3207 -0.3535552 -0.4801423
Moved 265.2692 207 195.3904 -0.3541667 -0.4953951
Moved 265.2999 228.0802 209.4963 -0.3053698 -0.4591144
Moved 265.3306 337.1289 341.3819 -0.05294244 -0.1199025
Moved 265.3613 379.3889 390.3889 0.0448816 0.006144174
Moved 265.392 402.8917 407.8287 0.09928624 0.0509996
Moved 265.4227 433.645 418 0.1704744 0.07716041
Moved 265.4534 451.4694 413.9524 0.2117347 0.06674998
Moved 265.4842 468.6988 395.8514 0.2516176 0.02019399
Moved 265.5149 473.5655 371.1725 0.2628831 -0.04328049
Moved 265.5455 464.7099 289.2409 0.2423841 -0.25401
Moved 265.5762 447.0727 213.2908 0.2015572 -0.449355
Moved 265.6069 439.4515 190.5374 0.1839155 -0.5078772
Moved 265.6376 418.5759 149.2731 0.1355924 -0.6140096
Moved 265.6683 406.6496 127.8868 0.1079851 -0.6690153
Moved 265.6991 400.0833 117.0833 0.09278546 -0.6968024
Moved 265.7298 393.3194 111.6597 0.07712821 -0.710752
Moved 265.7602 385.2998 108.075 0.05856435 -0.7199718
Moved 265.7912 353.4375 122.7084 -0.01519099 -0.6823345
Moved 265.8219 305.1411 170.4139 -0.1269883 -0.559635
Moved 265.8526 272.3226 214.2366 -0.2029569 -0.4469225
Moved 265.8833 251.5885 240.463 -0.2509526 -0.3794676
Moved 265.914 235.4024 262.5976 -0.2884203 -0.3225371
Moved 265.9447 218.2859 284.7141 -0.3280418 -0.2656532
Moved 265.9754 211.5146 292.4854 -0.3437162 -0.2456651
Moved 266.0061 206.7695 295.6152 -0.3547003 -0.2376152
Moved 266.0368 203.9037 297.0482 -0.3613339 -0.2339297
Moved 266.0676 199 298.5 -0.3726852 -0.2301955
Moved 266.0982 195 298 -0.3819444 -0.2314816
Ended 266.1289 194 299 -0.3842593 -0.2289095
Candidates 266.221 13 questions equations details attractions stations quotations suggestions sessions retains strains directions questioned sections
Began 266.651 180 297 -0.4166667 -0.2340535
Moved 266.6817 202.686 297 -0.3641527 -0.2340535
Moved 266.7123 287.6362 303.7878 -0.1675089 -0.2165951
Moved 266.7431 423.1126 343.4616 0.1460941 -0.1145535
Moved 266.7737 470.0626 354 0.2547745 -0.08744855
Ended 266.8044 477.5 354 0.2719907 -0.08744855
Accept 266.958 0 questions
Began 267.0194 230 301 -0.3009259 -0.2237656
Moved 267.0501 246.9517 301 -0.2616858 -0.2237656
Moved 267.0808 311.3213 322.4404 -0.1126821 -0.1686204
Moved 267.1115 397.8856 357.8362 0.0876982 -0.07758176
Moved 267.1422 463.9232 388.2733 0.2405629 0.0007027363
Moved 267.1729 550.8275 432.0404 0.4417303 0.1132726
Moved 267.2036 590.5242 456.9699 0.5336207 0.1773917
Moved 267.2343 608.5026 466.2513 0.5752376 0.2012637
Ended 267.265 615.5094 469.2037 0.591457 0.2088573
PhraseEnd 267.3264
