they might find your comment offensive
they might find your comment offensive
FixStart
Radial

0.6 0.6
432 388.8
Began 640.5844 373 426 0.0300926 0.09773654
Stationary 640.6151 373 426 0.0300926 0.09773654
Stationary 640.6459 373 426 0.0300926 0.09773654
Moved 640.6766 355.5086 439.6186 -0.01039684 0.1327638
Moved 640.7074 344.6451 449.3549 -0.03554379 0.1578058
Moved 640.7382 332.028 462.296 -0.06474991 0.1910903
Moved 640.7689 322.277 471.723 -0.08732174 0.2153367
Moved 640.7996 313.8474 483.2034 -0.1068346 0.2448647
Moved 640.8304 307.8337 495.3326 -0.1207554 0.2760612
Moved 640.8611 303.5575 503.885 -0.1306539 0.2980581
Moved 640.8918 301 513.9693 -0.1365741 0.3239951
Moved 640.9225 300 520.6085 -0.1388889 0.341071
Moved 640.9533 300 526.3889 -0.1388889 0.3559383
Moved 640.9841 300 531.5628 -0.1388889 0.3692458
Moved 641.0148 311.4343 535.4293 -0.1124207 0.3791904
Moved 641.0456 311.9464 538 -0.1112352 0.3858024
Moved 641.0764 316.6933 540.8467 -0.1002469 0.3931241
Moved 641.1071 322.4314 542 -0.08696438 0.3960905
Moved 641.1378 328 543 -0.07407407 0.3986624
Moved 641.1686 342.5053 543 -0.04049703 0.3986624
Moved 641.1993 364.7284 543 0.0109454 0.3986624
Moved 641.2301 384.8916 532.475 0.05761942 0.3715921
Moved 641.2608 402.5088 519.8049 0.09839991 0.3390042
Moved 641.2916 411.5789 505.5528 0.1193955 0.3023476
Moved 641.3223 416.155 496.535 0.1299884 0.2791536
Moved 641.353 420.0179 485.9104 0.1389304 0.2518271
Moved 641.3838 423.5475 476.8101 0.1471007 0.2284209
Moved 641.4145 427.8467 466.7299 0.1570527 0.2024946
Moved 641.4453 429.3 459.4 0.1604167 0.1836419
Moved 641.476 430 454.1425 0.162037 0.1701194
Moved 641.5068 430 450.3329 0.162037 0.1603213
Moved 641.5375 430 447.5 0.162037 0.1530349
Moved 641.5683 430 447 0.162037 0.1517489
Moved 641.599 413.2918 447 0.1233608 0.1517489
Moved 641.6298 396.8944 465.1056 0.08540372 0.1983168
Moved 641.6605 378.8484 484.2275 0.0436305 0.2474986
