the collapse of the Roman empire
the collapse of the Roman empire
FixStart
List

0.6 0.6
432 388.8
Began 108.9983 315 341 -0.1041667 -0.1208849
Stationary 109.029 315 341 -0.1041667 -0.1208849
Moved 109.0598 293.7414 396.2199 -0.1533765 0.0211417
Moved 109.0905 284 446 -0.1759259 0.1491768
Moved 109.1211 284 474.711 -0.1759259 0.2230221
Moved 109.1519 284 487.2546 -0.1759259 0.2552843
Moved 109.1826 291.3982 492.8495 -0.1588004 0.2696746
Moved 109.2134 308.8496 493 -0.1184037 0.2700616
Moved 109.2441 345.8826 448.7056 -0.03267919 0.1561356
Moved 109.2748 359.6539 403.7307 -0.0008012354 0.04045957
Moved 109.3056 360 370.2357 0 -0.0456901
Moved 109.3363 354.6527 357.2176 -0.01237805 -0.07917286
Moved 109.367 337.1723 350.0574 -0.0528419 -0.0975889
Moved 109.3977 300.6278 369.7085 -0.1374356 -0.04704612
Moved 109.4284 257.9757 404.0994 -0.2361674 0.04140775
Moved 109.4592 217.2167 444.5616 -0.3305169 0.1454774
Moved 109.4899 200.0818 461.9182 -0.3701811 0.1901188
Moved 109.5206 193.978 469.022 -0.3843102 0.2083899
Ended 109.5514 193 471.5 -0.3865741 0.2147633
Candidates 109.6435 13 the there tiger further trigger roger either huge right ride where other title
Began 109.9201 307 433 -0.1226852 0.1157406
Stationary 109.9509 307 433 -0.1226852 0.1157406
Moved 109.9816 291.6189 415.2525 -0.1582897 0.07009377
Moved 110.0123 270.2376 381.5802 -0.2077833 -0.01651191
Moved 110.043 249.6385 342.1565 -0.2554664 -0.1179103
Moved 110.0738 237.2691 310.6727 -0.2840993 -0.1988871
Moved 110.1045 230.412 294.2361 -0.2999721 -0.2411622
Moved 110.1352 227.1582 287.3163 -0.3075042 -0.25896
Moved 110.1659 227 285 -0.3078704 -0.2649178
Moved 110.1967 234.5826 303.499 -0.2903181 -0.2173381
Moved 110.2274 284.9562 387.6735 -0.1737124 -0.0008399006
Moved 110.2581 338.4118 466.2157 -0.04997268 0.201172
Moved 110.2889 373.1124 504.1124 0.03035287 0.298643
Moved 110.3196 404.6053 534.9139 0.1032529 0.3778648
Moved 110.3503 429.3398 558.3398 0.1605088 0.4381166
Moved 110.381 445.4728 571.4728 0.1978538 0.4718951
Moved 110.4118 452.9867 575.9867 0.215247 0.4835048
Moved 110.4425 456.8677 576 0.2242309 0.483539
Moved 110.4732 464.5735 557.8863 0.2420682 0.4369502
Moved 110.5039 468.2616 527.8611 0.2506054 0.3597251
Moved 110.5347 460.0056 462.1588 0.2314943 0.1907374
Moved 110.5654 454.2622 433.8353 0.2181995 0.117889
Moved 110.5961 450 421 0.2083333 0.08487643
Moved 110.6269 443.8713 416.6238 0.1941464 0.07362071
Moved 110.6576 411.9546 415 0.1202653 0.06944436
Moved 110.6883 342.1286 415 -0.041369 0.06944436
Moved 110.719 275.0922 414.3384 -0.1965459 0.0677429
Moved 110.7498 225.0767 413.4718 -0.3123225 0.06551377
Moved 110.7805 189.1089 413 -0.3955813 0.06430033
Moved 110.8111 166.5385 410.0769 -0.4478275 0.05678212
Moved 110.842 152.8431 409 -0.4795298 0.05401234
Moved 110.8727 148.3521 409 -0.4899256 0.05401234
Moved 110.9034 148 409 -0.4907407 0.05401234
Moved 110.9342 187.9839 430.8625 -0.3981854 0.1102431
Moved 110.9649 302.9343 483.061 -0.1320965 0.2444984
Moved 110.9956 382.4356 524.2178 0.05193422 0.3503543
Moved 111.0263 422.5988 547.4993 0.1449047 0.4102347
Moved 111.0571 447.5832 561.9047 0.202739 0.4472857
Moved 111.0878 454.093 564 0.2178078 0.4526748
Moved 111.1185 455 565 0.2199073 0.4552468
Moved 111.1492 431.5583 554.7443 0.1656443 0.4288689
Moved 111.18 336.905 505.4525 -0.05346065 0.3020897
Moved 111.2107 274.9058 472.7482 -0.1969774 0.2179736
Moved 111.2414 236.5881 451.2941 -0.2856757 0.1627933
Moved 111.272 200.2024 431.6743 -0.3699019 0.1123309
Moved 111.3028 169.6011 416.0551 -0.4407382 0.07215809
Moved 111.3336 153.2169 409.2868 -0.4786644 0.05474997
Moved 111.3643 148.1366 410 -0.4904245 0.05658428
Moved 111.395 146 415.129 -0.4953704 0.06977611
Moved 111.4258 153.2309 450.8464 -0.4786322 0.1616418
