the price of gas is high
the price of gas is high
FixStart
Radial

0.6 0.6
432 388.8
Began 3087.347 358 330 -0.004629641 -0.149177
Stationary 3087.378 358 330 -0.004629641 -0.149177
Stationary 3087.409 358 330 -0.004629641 -0.149177
Stationary 3087.439 358 330 -0.004629641 -0.149177
Moved 3087.47 358 344.7755 -0.004629641 -0.1111742
Moved 3087.501 346.5108 401.8918 -0.03122499 0.03573002
Moved 3087.532 337.5115 442.4578 -0.05205671 0.1400663
Moved 3087.562 329.2671 462.4659 -0.07114107 0.1915274
Moved 3087.593 324.6 473.1 -0.08194442 0.2188784
Moved 3087.624 320.5489 480.3535 -0.09132206 0.2375346
Moved 3087.655 317.7981 483.202 -0.09768968 0.244861
Moved 3087.685 316.0511 486 -0.1017337 0.2520575
Moved 3087.716 315 488.3638 -0.1041667 0.2581373
Moved 3087.747 313.5 490.5 -0.1076389 0.2636316
Moved 3087.777 314 492.5 -0.1064815 0.2687756
Moved 3087.808 314 493.2053 -0.1064815 0.2705896
Moved 3087.839 314 494.3128 -0.1064815 0.2734383
Moved 3087.87 314 495.5 -0.1064815 0.2764916
Moved 3087.9 314 495 -0.1064815 0.2752057
Moved 3087.931 327.0736 480.8281 -0.07621845 0.2387554
Moved 3087.962 353.8096 439.1617 -0.01432965 0.1315888
Moved 3087.992 377.3659 397.4512 0.04019876 0.02430869
Moved 3088.023 401.7823 364.5994 0.09671818 -0.06018673
Moved 3088.054 425.8472 334.0127 0.152424 -0.1388563
Moved 3088.085 449.1134 310.8866 0.2062809 -0.1983369
Moved 3088.115 457.5993 304.4008 0.2259243 -0.2150187
Moved 3088.146 461.9441 302 0.2359817 -0.2211935
Moved 3088.177 462 302 0.2361111 -0.2211935
Moved 3088.208 447.0501 318.1082 0.2015049 -0.1797631
Moved 3088.238 419.9724 342.1896 0.138825 -0.1178251
Moved 3088.269 395 358 0.08101851 -0.07716057
Moved 3088.3 361.974 373.4664 0.00456949 -0.03738074
Moved 3088.331 326.7401 391.0508 -0.07699057 0.007846738
Moved 3088.361 295.0963 408.9518 -0.1502401 0.05388844
Moved 3088.392 270.5831 419.139 -0.2069836 0.08008992
Moved 3088.423 244.4979 430.4383 -0.2673659 0.1091519
Moved 3088.453 224.4611 439.2694 -0.3137474 0.1318657
Ended 3088.484 221 441 -0.3217593 0.1363167
Candidates 3088.607 13 the there this thus title time further else where rule tyler rules tiger
Began 3089.191 334 412 -0.06018519 0.06172835
Moved 3089.222 396.6895 400.3659 0.08492936 0.03180527
Ended 3089.252 513.5727 379.8134 0.3554923 -0.02105611
Accept 3089.314 0 the
Began 3089.959 351 377 -0.02083332 -0.02829226
Stationary 3089.99 351 377 -0.02083332 -0.02829226
Stationary 3090.021 351 377 -0.02083332 -0.02829226
Stationary 3090.051 351 377 -0.02083332 -0.02829226
Moved 3090.082 376.5039 387.189 0.0382035 -0.002086113
Moved 3090.113 405.1134 398.2454 0.1044291 0.02635116
Moved 3090.143 431.8211 406.7053 0.1662526 0.04811012
Moved 3090.174 462.642 414.9174 0.2375971 0.06923185
Moved 3090.205 496.1547 425.1464 0.3151729 0.09554109
Moved 3090.236 519.3065 431.9447 0.368765 0.1130264
Moved 3090.266 537.117 440.4468 0.409993 0.1348939
Moved 3090.297 551.0721 448.7147 0.4422965 0.1561592
Moved 3090.328 564.7217 459.2913 0.4738927 0.1833622
Moved 3090.359 572.3636 466.3636 0.4915825 0.2015525
Moved 3090.389 575.9374 470.9374 0.4998551 0.2133162
Moved 3090.42 576 474.3538 0.5000001 0.2221032
Moved 3090.451 576 479.1048 0.5000001 0.2343229
Moved 3090.481 558.9918 484.7166 0.4606292 0.2487566
Moved 3090.512 535.5 487 0.40625 0.2546296
Moved 3090.543 501.9452 488 0.3285768 0.2572016
Moved 3090.574 456.3985 476.7155 0.2231448 0.2281776
Moved 3090.604 410.0956 463.1232 0.115962 0.1932179
Moved 3090.635 387.9914 454.9979 0.06479491 0.1723195
Moved 3090.666 369.2583 448.2516 0.02143135 0.1549681
Moved 3090.697 356.385 443.954 -0.008367945 0.1439147
Moved 3090.727 343.8369 440.7092 -0.03741463 0.1355689
Moved 3090.758 335.8861 438.2953 -0.05581925 0.1293604
Moved 3090.789 327.5963 437 -0.07500867 0.1260288
Moved 3090.819 325.7758 436 -0.07922277 0.1234567
Moved 3090.85 324.5 436 -0.08217593 0.1234567
Moved 3090.881 325 436 -0.08101851 0.1234567
Moved 3090.912 346.1216 451.0608 -0.03212581 0.1621933
Moved 3090.942 381.2192 463.7598 0.0491185 0.1948553
Moved 3090.973 414.5 470.5 0.1261574 0.2121912
Moved 3091.004 452.2878 474.1073 0.213629 0.2214693
Moved 3091.034 482.2849 476.8571 0.2830668 0.2285418
Moved 3091.065 511.1025 478.6102 0.3497743 0.2330509
Moved 3091.096 529.4071 482.1163 0.3921461 0.2420686
Moved 3091.127 542.1295 487.4777 0.421596 0.2558581
Moved 3091.157 549.1656 492.1656 0.4378833 0.2679155
Moved 3091.188 552.3463 495.3463 0.445246 0.2760963
Moved 3091.219 552 497.788 0.4444444 0.2823764
Moved 3091.25 548.2062 502.0839 0.4356624 0.2934257
Moved 3091.28 533.4849 506.303 0.4015853 0.3042772
Moved 3091.311 509.4741 506 0.3460048 0.3034978
Moved 3091.342 477.5325 488.3994 0.272066 0.2582289
Moved 3091.373 431.7285 462.01 0.1660383 0.1903548
Moved 3091.403 400.354 438.3186 0.093412 0.1294202
Moved 3091.434 375.5 416 0.03587961 0.07201634
Moved 3091.465 353.9 390.7429 -0.01412029 0.007054756
Moved 3091.495 332.6435 358.1031 -0.06332532 -0.07689535
Moved 3091.526 317.7259 329.7969 -0.09785682 -0.1496995
Moved 3091.557 309.8482 304.4941 -0.1160921 -0.2147786
Moved 3091.588 305.186 274.2325 -0.1268842 -0.2926118
Moved 3091.618 305 255.1101 -0.1273148 -0.3417951
Moved 3091.649 305 243.6534 -0.1273148 -0.3712618
Moved 3091.68 325.1932 234.4034 -0.08057137 -0.3950529
Moved 3091.71 335.134 229.433 -0.0575601 -0.407837
Moved 3091.741 341.9911 228 -0.04168739 -0.4115227
Moved 3091.772 351.4265 243.1943 -0.01984596 -0.3724426
Moved 3091.803 357 274.3459 -0.006944438 -0.2923203
Moved 3091.833 357 319.5652 -0.006944438 -0.1760154
Moved 3091.864 349.6513 369.8965 -0.02395526 -0.04656246
Moved 3091.895 343.5 400.5 -0.03819446 0.03215016
Moved 3091.926 334.3711 436.0963 -0.0593261 0.1237043
Moved 3091.956 328.0598 461.7609 -0.07393573 0.1897143
Moved 3091.987 319.8094 493.4924 -0.09303366 0.2713282
Moved 3092.018 310.3444 521.7046 -0.1149435 0.3438904
Moved 3092.049 296.3129 551.4994 -0.147424 0.420523
Moved 3092.079 286.1834 567.5208 -0.1708717 0.4617302
Moved 3092.11 276.1153 576.4136 -0.1941776 0.4846027
Moved 3092.141 265.6387 581.7871 -0.218429 0.4984235
Ended 3092.171 265 582 -0.2199074 0.4989711
Candidates 3092.294 13 prove office price phone project product officer police private printer forgive point probe
Began 3093.124 390 362 0.06944448 -0.06687243
Stationary 3093.155 390 362 0.06944448 -0.06687243
Moved 3093.185 375.4828 362 0.03583997 -0.06687243
Moved 3093.216 342.8739 394.1262 -0.0396438 0.01575654
Moved 3093.247 311.629 437.2147 -0.1119699 0.1265808
Moved 3093.278 280.7942 491.4116 -0.1833467 0.2659763
Ended 3093.308 272.3405 513.4253 -0.2029155 0.3225958
Accept 3093.4 2 price
Began 3094.046 331 416 -0.06712963 0.07201634
Stationary 3094.076 331 416 -0.06712963 0.07201634
Moved 3094.107 339.9512 416 -0.04640932 0.07201634
Moved 3094.138 370 416 0.02314816 0.07201634
Moved 3094.169 418.545 428.6032 0.1355209 0.104432
Moved 3094.199 466.9722 442.9889 0.2476209 0.1414323
Moved 3094.23 498.7089 457.6859 0.3210853 0.1792331
Moved 3094.261 524.7384 473.4615 0.3813389 0.2198083
Moved 3094.292 538 491.5 0.4120371 0.2662036
Moved 3094.322 542.2416 506.2078 0.4218555 0.3040324
Moved 3094.353 543 520.9756 0.4236111 0.3420153
Moved 3094.384 543 532.5 0.4236111 0.3716563
Moved 3094.415 523.8333 544.9723 0.3792436 0.4037353
Moved 3094.445 506.318 548.9546 0.338699 0.4139777
Moved 3094.476 481.6761 550 0.2816575 0.4166666
Moved 3094.507 453.8663 541.2442 0.2172831 0.3941465
Moved 3094.537 412.5665 527.723 0.1216818 0.3593698
Moved 3094.568 376.7288 506.91 0.03872394 0.3058383
Moved 3094.599 347.0767 487.2537 -0.02991507 0.2552819
Moved 3094.63 317.9522 464.4601 -0.09733289 0.1966567
Moved 3094.66 296 448.5 -0.1481481 0.1556069
Moved 3094.691 279.1622 432.1622 -0.1871246 0.1135857
Moved 3094.722 258.8763 411.8586 -0.2340826 0.06136474
Moved 3094.752 245.2487 396.7902 -0.2656279 0.02260859
Moved 3094.783 233.1555 384.9444 -0.2936215 -0.007859179
Ended 3094.814 226 377 -0.3101852 -0.02829226
Candidates 3094.937 13 loss los of good kids louis loud god loops kid lps goods ps
Began 3095.859 416 335 0.1296297 -0.1363169
Moved 3095.889 400.3948 341.4059 0.09350657 -0.1198409
Moved 3095.92 364.1463 372.407 0.009598036 -0.04010542
Moved 3095.951 334.075 404.925 -0.06001169 0.04353146
Moved 3095.982 305.3162 435.4264 -0.1265828 0.1219814
Moved 3096.012 283 460.5 -0.1782407 0.1864711
Ended 3096.043 268 483.5 -0.212963 0.2456274
Accept 3096.104 2 of
Began 3096.565 490 451 0.300926 0.162037
Stationary 3096.596 490 451 0.300926 0.162037
Moved 3096.627 466.5163 451 0.2465655 0.162037
Moved 3096.658 429.3123 451 0.1604451 0.162037
Moved 3096.688 372.98 451 0.0300462 0.162037
Moved 3096.719 325.8794 451 -0.07898286 0.162037
Moved 3096.75 290.9983 459.1668 -0.1597262 0.1830421
Moved 3096.781 259.036 462.9137 -0.233713 0.1926792
Moved 3096.811 235.1171 465.3883 -0.2890806 0.1990439
Moved 3096.842 219.2007 467.1332 -0.3259244 0.203532
Moved 3096.873 209.3353 468 -0.348761 0.2057612
Moved 3096.903 204 469 -0.3611111 0.2083333
Moved 3096.934 200.9238 470 -0.368232 0.2109053
Moved 3096.965 199.5485 471.4515 -0.3714156 0.2146386
Moved 3096.996 200 473.5 -0.3703704 0.2199073
Moved 3097.026 212.0952 476.0079 -0.3423723 0.2263577
Moved 3097.057 243.373 479 -0.26997 0.2340534
Moved 3097.088 269.9134 479 -0.2085339 0.2340534
Moved 3097.118 292.7898 479 -0.1555791 0.2340534
Moved 3097.149 306.8056 470.2389 -0.1231352 0.2115196
Moved 3097.18 316.5 467.5 -0.1006944 0.2044752
Moved 3097.211 322.5208 465.7396 -0.08675729 0.1999473
Moved 3097.241 327.0087 464.9913 -0.07636874 0.1980229
Moved 3097.272 330.8362 465 -0.06750872 0.1980452
Moved 3097.303 338.6805 464 -0.0493506 0.1954732
Moved 3097.333 347.8055 464 -0.02822791 0.1954732
Ended 3097.364 359.5 464 -0.001157423 0.1954732
Candidates 3097.518 13 adds a assess aware as gas ad ads sees add sad ass dad
Began 3098.686 433 441 0.1689814 0.1363167
Ended 3098.716 433 441 0.1689814 0.1363167
NextCandidatePanel 3098.778
