the facts get in the way
the facts get in the way
FixStart
Radial

0.6 0.6
432 388.8
Began 1053.313 371 413 0.025463 0.06430033
Stationary 1053.343 371 413 0.025463 0.06430033
Stationary 1053.374 371 413 0.025463 0.06430033
Moved 1053.405 354.4935 429.6332 -0.0127466 0.1070811
Moved 1053.435 345.91 447.2701 -0.03261581 0.1524437
Moved 1053.466 337.2719 463.5469 -0.05261149 0.1943079
Moved 1053.497 331.4373 481.4695 -0.06611744 0.2404051
Moved 1053.528 327.6684 497.6581 -0.07484168 0.2820423
Moved 1053.558 323.7842 511.0789 -0.08383279 0.3165608
Moved 1053.589 320.9216 522.3136 -0.09045924 0.3454567
Moved 1053.62 318.2962 530.4077 -0.09653663 0.3662747
Moved 1053.65 318 537.9023 -0.09722222 0.3855511
Moved 1053.681 318 539 -0.09722222 0.3883744
Moved 1053.712 318 540.1119 -0.09722222 0.3912342
Moved 1053.743 340.2283 534.4924 -0.04576772 0.3767808
Moved 1053.773 378.3677 515.6417 0.04251788 0.3282964
Moved 1053.804 406.3105 495.2206 0.1072002 0.275773
Moved 1053.835 429.826 472.7702 0.1616344 0.2180303
Moved 1053.865 447.8083 453.2876 0.2032599 0.1679206
Moved 1053.896 462.2581 431.4839 0.2367084 0.1118412
Moved 1053.927 468.3795 412.5511 0.2508785 0.06314572
Moved 1053.958 473.2838 398.0066 0.2622311 0.02573704
Moved 1053.988 475.0844 384.7466 0.2663992 -0.008367766
Moved 1054.019 475 376.1078 0.2662037 -0.03058704
Moved 1054.05 475 371.3638 0.2662037 -0.04278858
Moved 1054.08 447.6654 370 0.2029291 -0.04629637
Moved 1054.111 416.3709 387.912 0.1304882 -0.0002262131
Moved 1054.142 393.0198 408.7352 0.07643472 0.05333115
Moved 1054.173 373.1537 426.5771 0.03044834 0.09922078
Moved 1054.203 355.4518 445.5482 -0.01052812 0.1480148
Moved 1054.234 342.0609 460.5513 -0.04152571 0.1866029
Moved 1054.265 330.9869 474.5197 -0.06716003 0.2225299
Moved 1054.295 320.6966 488.7809 -0.09098008 0.2592102
Moved 1054.326 309.8911 504.5148 -0.1159929 0.2996781
Moved 1054.357 300.8587 519.8533 -0.1369012 0.3391288
Moved 1054.388 294.1137 534.2158 -0.1525146 0.3760693
Moved 1054.418 289.031 547.845 -0.1642801 0.411124
Moved 1054.449 285.1557 558.3773 -0.1732508 0.4382131
Moved 1054.48 279.8407 575.4779 -0.1855539 0.4821962
Ended 1054.51 279.8407 575.4779 -0.1855539 0.4821962
Candidates 1054.633 13 the there time summer else winter they robert rule wine enter rubber right
Began 1055.002 156 417 -0.4722222 0.0745884
Stationary 1055.032 156 417 -0.4722222 0.0745884
Moved 1055.063 215.9229 417 -0.3335119 0.0745884
Moved 1055.094 333.7742 423.5695 -0.06070778 0.09148515
Moved 1055.125 458.5985 430 0.2282373 0.1080246
Moved 1055.155 558.5 430 0.4594907 0.1080246
Moved 1055.186 634.7326 430 0.6359552 0.1080246
Moved 1055.217 664.5671 430 0.7050166 0.1080246
Ended 1055.247 666 430 0.7083334 0.1080246
Accept 1055.309 0 the
Began 1055.862 485 412 0.2893518 0.06172835
Stationary 1055.892 485 412 0.2893518 0.06172835
Moved 1055.923 472.6311 412 0.2607201 0.06172835
Moved 1055.954 461.5 412 0.2349537 0.06172835
Moved 1055.985 449.864 412 0.2080185 0.06172835
Moved 1056.015 439.369 412 0.1837247 0.06172835
Moved 1056.046 428.8787 412 0.1594415 0.06172835
Moved 1056.077 420.2939 412 0.1395691 0.06172835
Moved 1056.107 411.694 412 0.1196621 0.06172835
Moved 1056.138 402.0841 412 0.09741683 0.06172835
Moved 1056.169 389.0859 412 0.06732851 0.06172835
Moved 1056.2 377.5568 412 0.04064063 0.06172835
Moved 1056.23 359.0859 403.4409 -0.002115965 0.0397141
Moved 1056.261 338.9387 400.5627 -0.04875297 0.03231135
Moved 1056.292 327.0766 398.0153 -0.07621149 0.02575953
Moved 1056.322 309.8698 396 -0.1160422 0.02057605
Moved 1056.353 297.8254 394 -0.1439226 0.01543206
Moved 1056.384 293.3973 392.3973 -0.1541729 0.01130975
Moved 1056.415 291.9492 392 -0.1575251 0.01028803
Moved 1056.445 292 389.015 -0.1574074 0.002610556
Moved 1056.476 320.3118 369.1688 -0.09187083 -0.04843425
Moved 1056.507 351 349.5 -0.02083332 -0.09902263
Moved 1056.537 383.8904 330.3942 0.05530188 -0.1481631
Moved 1056.568 417.192 310.904 0.132389 -0.1982922
Moved 1056.599 438.4408 299.8111 0.1815759 -0.2268234
Moved 1056.63 451.3484 291.2387 0.2114545 -0.2488717
Moved 1056.66 463.8323 284.0839 0.2403525 -0.2672741
Moved 1056.691 470.6696 277.3304 0.2561797 -0.2846441
Moved 1056.722 474.2072 276 0.2643686 -0.288066
Moved 1056.752 477.4265 280.7061 0.2718207 -0.2759617
Moved 1056.783 480 313.8301 0.2777778 -0.1907662
Moved 1056.814 480 358.1126 0.2777778 -0.07687093
Moved 1056.844 480 389.0768 0.2777778 0.002769384
Moved 1056.875 480 425.9167 0.2777778 0.09752222
Moved 1056.906 469.5158 450.4526 0.2535088 0.160629
Moved 1056.937 465.3856 472.5298 0.2439481 0.2174119
Moved 1056.967 460.7184 493.1265 0.2331444 0.2703871
Moved 1056.998 454.9816 512.0552 0.2198648 0.319072
Moved 1057.029 450.2516 529.1192 0.2089159 0.3629608
