the postal service is very slow
the postal service is very slow
Basic
Radial

0.6 0.6
432 388.8
Began 1103.799 272 543 -0.2037037 0.3986624
Stationary 1103.83 272 543 -0.2037037 0.3986624
Stationary 1103.861 272 543 -0.2037037 0.3986624
Stationary 1103.891 272 543 -0.2037037 0.3986624
Stationary 1103.922 272 543 -0.2037037 0.3986624
Stationary 1103.953 272 543 -0.2037037 0.3986624
Stationary 1103.984 272 543 -0.2037037 0.3986624
Stationary 1104.014 272 543 -0.2037037 0.3986624
Moved 1104.045 289.3236 528.6763 -0.1636027 0.3618217
Moved 1104.076 313.2099 505.79 -0.1083103 0.3029578
Moved 1104.106 334.7788 479.8318 -0.0583824 0.2361927
Moved 1104.137 345.6563 463.6875 -0.03320311 0.1946694
Moved 1104.168 354.3454 451.3091 -0.01308928 0.162832
Moved 1104.198 359.0916 443.8625 -0.002102653 0.1436792
Moved 1104.229 361.9079 440.0921 0.004416406 0.1339816
Moved 1104.26 364.4542 436.5458 0.01031061 0.1248605
Moved 1104.291 366.3383 433.6617 0.01467208 0.1174426
Moved 1104.321 367 431.7864 0.01620372 0.1126192
Moved 1104.352 368.5 432 0.01967589 0.1131687
Moved 1104.383 369 429.3978 0.02083332 0.1064758
Moved 1104.413 369 427.5361 0.02083332 0.1016875
Moved 1104.444 369 425 0.02083332 0.09516452
Moved 1104.475 362.5935 422.0848 0.006003479 0.08766653
Moved 1104.506 349.476 420 -0.02436106 0.08230445
Moved 1104.536 325.3499 425.9851 -0.08020853 0.09769828
Moved 1104.567 297 447 -0.1458333 0.1517489
Moved 1104.598 279 462 -0.1875 0.1903292
Moved 1104.628 261.2214 472.3021 -0.2286541 0.2168262
Moved 1104.659 248.2002 481.0999 -0.2587959 0.2394543
Moved 1104.69 241.6893 488.466 -0.2738673 0.2584001
Moved 1104.72 237.9406 495.1189 -0.282545 0.2755115
Moved 1104.751 236 499.915 -0.287037 0.2878473
Moved 1104.782 236 501.9485 -0.287037 0.2930774
Ended 1104.813 236 502 -0.287037 0.2932098
Candidates 1105.028 13 the there where refer what he use us register other edge these wide
Began 1105.611 366 393 0.01388888 0.01285996
