why do you ask silly questions
why do you ask silly questions
Basic
Radial

0.6 0.6
432 388.8
Began 878.1288 288 521 -0.1666667 0.3420781
Stationary 878.1595 288 521 -0.1666667 0.3420781
Moved 878.1903 276.3166 521 -0.1937116 0.3420781
Moved 878.2211 270.9345 521 -0.2061701 0.3420781
Moved 878.2518 264.9154 529.5423 -0.2201032 0.364049
Moved 878.2825 259.1858 531.4071 -0.2333663 0.3688453
Moved 878.3132 254.4548 533.2726 -0.2443177 0.3736434
Moved 878.3439 252.1334 533 -0.2496911 0.3729423
Moved 878.3747 249.3025 534 -0.2562443 0.3755144
Moved 878.4054 247 534 -0.2615741 0.3755144
Moved 878.4362 247 520.9708 -0.2615741 0.3420029
Moved 878.4669 247 515.1537 -0.2615741 0.3270414
Moved 878.4976 269.955 498.7464 -0.2084374 0.2848415
Moved 878.5283 298.193 477.6356 -0.1430717 0.2305442
Moved 878.5591 329 457 -0.07175927 0.1774691
Moved 878.5898 345.514 448.743 -0.03353248 0.1562321
Moved 878.6205 364.7208 439.1595 0.01092772 0.1315832
Moved 878.6512 382.1205 425.8795 0.05120486 0.0974265
Moved 878.6819 391.5668 416.4332 0.07307141 0.07313053
Moved 878.7126 398.3944 410.7371 0.08887599 0.05848005
Moved 878.7434 404.0192 406.9904 0.1018963 0.04884347
Moved 878.7741 410.7539 404.123 0.1174859 0.04146866
Moved 878.8049 414.7846 404 0.1268163 0.04115226
Moved 878.8356 418.2633 404 0.1348687 0.04115226
Moved 878.8663 426.361 423.9628 0.1536135 0.09249679
Moved 878.8971 434.2826 450.6088 0.1719506 0.1610307
Moved 878.9278 440.1115 480.1135 0.1854433 0.2369172
Moved 878.9586 445.8311 506.1557 0.1986832 0.3038983
Moved 878.9893 449.288 527.0157 0.2066851 0.3575507
Moved 879.02 451.8421 541.2104 0.2125973 0.3940596
Ended 879.0507 452 542 0.2129629 0.3960905
Candidates 879.1429 13 who why whip so weekly edit do rho wi without eu rely early
Began 879.5732 319 483 -0.09490739 0.2443414
Stationary 879.6039 319 483 -0.09490739 0.2443414
Stationary 879.6346 319 483 -0.09490739 0.2443414
Stationary 879.6653 319 483 -0.09490739 0.2443414
Moved 879.696 331.0291 483 -0.06706238 0.2443414
Moved 879.7267 346.2814 483 -0.03175601 0.2443414
Moved 879.7575 354.7385 483 -0.01217932 0.2443414
Moved 879.7882 360.6688 483 0.001548231 0.2443414
Moved 879.819 366.3139 483 0.01461546 0.2443414
Moved 879.8497 369.5264 483 0.02205193 0.2443414
Moved 879.8804 372.3766 483 0.02864967 0.2443414
Moved 879.9112 373.9065 483 0.03219108 0.2443414
Moved 879.942 376.5 483 0.03819446 0.2443414
Moved 879.9727 377.0987 483 0.03958026 0.2443414
Moved 880.0033 379.2566 483 0.04457543 0.2443414
Moved 880.0341 381.078 483 0.04879176 0.2443414
Moved 880.0648 386.8943 497.7887 0.06225546 0.2823783
Moved 880.0956 395.4714 515.9429 0.08210977 0.3290711
Moved 880.1263 401.5302 530.5906 0.09613464 0.3667452
Moved 880.157 409.6697 546.3395 0.1149763 0.4072517
Moved 880.1877 417.2656 559.3542 0.1325593 0.4407256
Moved 880.2185 423.9164 568.8745 0.1479545 0.4652121
Moved 880.2493 428.9362 576.4042 0.1595744 0.4845787
Moved 880.28 433.3398 581.6797 0.1697681 0.4981472
Moved 880.3107 436.206 586.206 0.1764027 0.5097889
Moved 880.3414 437.8153 589.8153 0.180128 0.5190722
Moved 880.3721 438.6253 592.6253 0.182003 0.5262995
Moved 880.4029 439 594.4981 0.1828703 0.5311164
