what goes up must come down
Moved 3315.738 261.3878 486.3671 -0.228269 0.2530017
Moved 3315.769 263 464.3113 -0.2245371 0.1962739
Moved 3315.8 265 450.0826 -0.2199074 0.1596773
Moved 3315.831 266.3194 438.7226 -0.2168533 0.1304593
Moved 3315.861 266 430.2205 -0.2175926 0.1085918
Moved 3315.892 266 424.8687 -0.2175926 0.09482674
Ended 3315.923 266 424.8687 -0.2175926 0.09482674
Candidates 3316.045 13 goes press iowa is does hopes opera powers korea lies its peers hours
Began 3316.537 290 441 -0.162037 0.1363167
Stationary 3316.568 290 441 -0.162037 0.1363167
Moved 3316.599 306.3355 448.6232 -0.1242234 0.1559239
Moved 3316.629 334.9411 457.4853 -0.0580067 0.1787172
Moved 3316.66 365.1941 462.1592 0.01202345 0.1907387
Moved 3316.691 384.3886 464.627 0.05645524 0.1970857
Moved 3316.721 396.7183 466.1796 0.08499602 0.2010791
Moved 3316.752 403.4642 466 0.1006116 0.2006171
Moved 3316.783 405.9501 466 0.1063659 0.2006171
Ended 3316.813 407.2241 466 0.109315 0.2006171
Accept 3316.875 0 goes
Began 3317.121 368 425 0.01851857 0.09516452
Stationary 3317.152 368 425 0.01851857 0.09516452
Stationary 3317.182 368 425 0.01851857 0.09516452
Stationary 3317.213 368 425 0.01851857 0.09516452
Stationary 3317.244 368 425 0.01851857 0.09516452
Stationary 3317.274 368 425 0.01851857 0.09516452
Moved 3317.305 382.1641 436.1641 0.05130569 0.1238787
Moved 3317.336 389.7529 442.7529 0.06887237 0.1408252
Moved 3317.367 395.9194 447.9194 0.08314679 0.1541137
Moved 3317.397 399.3835 452.3835 0.09116541 0.1655953
Moved 3317.428 402.2433 455.2433 0.09778529 0.1729508
Moved 3317.459 403.7901 457.7901 0.1013659 0.1795012
Moved 3317.49 404 460.3383 0.1018518 0.1860553
Moved 3317.52 404.6201 464.2403 0.1032874 0.1960912
Moved 3317.551 406.1596 472.6384 0.1068509 0.2176912
Moved 3317.582 413.8211 489.937 0.1245859 0.2621834
Moved 3317.613 427.264 511.7697 0.1557038 0.3183375
Moved 3317.643 439.9991 531.9985 0.1851831 0.3703664
Moved 3317.674 451.2292 550.3209 0.2111788 0.417492
Moved 3317.705 458.7875 560.3834 0.2286748 0.4433728
Moved 3317.735 464.2816 568.4224 0.2413927 0.4640494
Moved 3317.766 466.3628 572.7256 0.2462102 0.4751173
Moved 3317.797 466 574.9142 0.2453704 0.4807462
Moved 3317.827 466 577.4593 0.2453704 0.4872923
Moved 3317.858 466 578.3322 0.2453704 0.4895375
Moved 3317.889 466 579.2707 0.2453704 0.4919513
Stationary 3317.92 466 579 0.2453704 0.4912551
Moved 3317.95 471.4453 580 0.2579752 0.4938271
Moved 3317.981 543.3825 568.3739 0.4244965 0.4639246
Moved 3318.012 572.3416 563.7018 0.4915315 0.451908
Moved 3318.042 587.5048 561.299 0.5266315 0.4457278
Moved 3318.073 597.0298 560 0.5486802 0.4423867
Moved 3318.104 602.6152 559 0.5616092 0.4398148
Ended 3318.135 604 559 0.5648147 0.4398148
Began 3319.118 394 438 0.07870366 0.1286007
Stationary 3319.149 394 438 0.07870366 0.1286007
Stationary 3319.179 394 438 0.07870366 0.1286007
Moved 3319.21 401.1069 451.0458 0.09515484 0.1621548
Moved 3319.241 405.5293 459.0587 0.1053919 0.1827639
Moved 3319.271 410.607 473.0174 0.1171458 0.2186661
Moved 3319.302 415.6879 485.7198 0.1289073 0.251337
Moved 3319.333 417.8946 496.5782 0.1340152 0.279265
Moved 3319.364 421.1155 506.4621 0.1414711 0.3046864
Moved 3319.394 425.6683 518.6731 0.1520099 0.3360932
Moved 3319.425 429.209 533.4631 0.1602061 0.3741335
Moved 3319.456 432.5165 545.7912 0.1678622 0.4058415
Moved 3319.487 435.0164 554.0493 0.1736492 0.4270815
Moved 3319.517 436.5596 561.1191 0.1772212 0.4452652
Moved 3319.548 438.107 566.214 0.1808032 0.4583692
Moved 3319.579 439 569.6511 0.1828703 0.4672094
Moved 3319.609 439.8846 571.8846 0.184918 0.4729541
Moved 3319.64 440 574.4295 0.1851852 0.4794997
Moved 3319.671 441.5 576.5 0.1886574 0.484825
Moved 3319.702 441 578.5 0.1875 0.489969
Moved 3319.732 442.2919 579.2919 0.1904906 0.4920059
Moved 3319.763 442 580.0356 0.1898148 0.4939186
Moved 3319.794 442 581.221 0.1898148 0.4969675
Moved 3319.824 442 582.1472 0.1898148 0.4993498
Stationary 3319.855 442 582.1472 0.1898148 0.4993498
Moved 3319.886 443.154 583.154 0.1924861 0.5019392
Stationary 3319.917 443.154 583.154 0.1924861 0.5019392
Moved 3319.948 443 584.0094 0.1921296 0.5041393
Stationary 3319.978 443 584.0094 0.1921296 0.5041393
Moved 3320.009 443 585.0131 0.1921296 0.5067209
Stationary 3320.04 443 585.0131 0.1921296 0.5067209
Stationary 3320.07 443 585.0131 0.1921296 0.5067209
Moved 3320.101 443 586.0576 0.1921296 0.5094072
Stationary 3320.132 443 586.0576 0.1921296 0.5094072
Stationary 3320.163 443 586.0576 0.1921296 0.5094072
Stationary 3320.193 443 586.0576 0.1921296 0.5094072
Stationary 3320.224 443 586.0576 0.1921296 0.5094072
Stationary 3320.255 443 586.0576 0.1921296 0.5094072
Moved 3320.285 443 587.0059 0.1921296 0.5118462
Moved 3320.316 444.2212 587 0.1949566 0.5118312
Stationary 3320.347 444.2212 587 0.1949566 0.5118312
Stationary 3320.377 444.2212 587 0.1949566 0.5118312
Stationary 3320.408 444.2212 587 0.1949566 0.5118312
Moved 3320.439 446.6127 587 0.2004923 0.5118312
Moved 3320.47 453.1778 587 0.2156895 0.5118312
Moved 3320.5 480.6295 587 0.279235 0.5118312
Moved 3320.531 508.7372 587 0.3442992 0.5118312
Moved 3320.562 530.7687 587 0.3952979 0.5118312
Moved 3320.593 545.5467 587 0.4295062 0.5118312
Moved 3320.623 556.7685 587 0.4554826 0.5118312
Moved 3320.654 563.9688 587 0.47215 0.5118312
Moved 3320.685 570 587 0.4861112 0.5118312
Moved 3320.716 572.6639 587 0.4922777 0.5118312
Moved 3320.746 574.3284 587 0.4961305 0.5118312
Moved 3320.777 575.5 587 0.4988426 0.5118312
Moved 3320.808 576 587 0.5000001 0.5118312
Moved 3320.838 577.3314 587 0.503082 0.5118312
Moved 3320.869 578.1998 587 0.5050923 0.5118312
Ended 3320.9 578 587 0.5046296 0.5118312
Candidates 3320.992 13 up to you top too ip yo tip go http group yup i
Began 3321.852 409 475 0.113426 0.2237653
Stationary 3321.883 409 475 0.113426 0.2237653
Stationary 3321.914 409 475 0.113426 0.2237653
Stationary 3321.945 409 475 0.113426 0.2237653
Moved 3321.975 422.82 475 0.1454166 0.2237653
Moved 3322.006 433.8154 482.8026 0.170869 0.2438336
Moved 3322.037 446.744 485.3488 0.2007964 0.2503827
Moved 3322.067 458.5909 487.8977 0.2282195 0.2569385
Moved 3322.098 467.5642 489 0.2489911 0.2597736
Moved 3322.129 476.0625 491.6875 0.2686631 0.2666859
Moved 3322.159 482.7045 493.2348 0.2840382 0.2706656
Moved 3322.19 486.7823 493.7823 0.2934776 0.2720739
Moved 3322.221 490.0031 494 0.3009332 0.2726337
Moved 3322.252 493.5 495.5 0.3090277 0.2764916
Moved 3322.282 496.0921 495 0.3150279 0.2752057
Ended 3322.313 497 496 0.3171296 0.2777777
Accept 3322.375 0 up
Began 3322.774 425 479 0.150463 0.2340534
Stationary 3322.805 425 479 0.150463 0.2340534
Stationary 3322.835 425 479 0.150463 0.2340534
Stationary 3322.866 425 479 0.150463 0.2340534
Stationary 3322.897 425 479 0.150463 0.2340534
Stationary 3322.928 425 479 0.150463 0.2340534
Moved 3322.958 466.6376 444.9687 0.2468463 0.1465243
Moved 3322.989 498.1803 420.2598 0.3198619 0.08297261
Moved 3323.02 520.2309 406.3845 0.3709048 0.04728517
Moved 3323.051 533.7382 394.2618 0.4021717 0.01610556
Moved 3323.081 543.7309 382.0255 0.4253029 -0.01536648
Moved 3323.112 549.5825 375.6262 0.4388484 -0.03182588
Moved 3323.143 552.3455 370.6545 0.4452441 -0.04461288
Moved 3323.173 555.586 365.828 0.4527453 -0.05702674
Moved 3323.204 558.124 362.876 0.4586204 -0.06461947
Moved 3323.235 559.6616 360.3384 0.4621797 -0.0711463
Moved 3323.266 560 358.9002 0.462963 -0.07484522
Moved 3323.296 561 357.5812 0.4652777 -0.07823756
Stationary 3323.327 561 357.5812 0.4652777 -0.07823756
Moved 3323.358 561 355.7487 0.4652777 -0.08295098
Stationary 3323.388 561 356 0.4652777 -0.0823046
Stationary 3323.419 561 356 0.4652777 -0.0823046
Moved 3323.45 553.3813 366.1583 0.4476419 -0.05617738
Moved 3323.481 537.9906 390.2151 0.4120153 0.005697124
Moved 3323.511 526.2958 413.4675 0.3849438 0.06550282
Moved 3323.542 515.0663 436.0543 0.3589497 0.1235963
Moved 3323.573 504.0961 458.0818 0.3335558 0.1802514
Moved 3323.604 494.9297 480.6757 0.3123373 0.2383634
Moved 3323.634 485.7414 502.5173 0.2910679 0.2945403
Moved 3323.665 477.645 525.065 0.2723264 0.3525333
Moved 3323.696 468.7238 550.743 0.2516755 0.4185775
Moved 3323.727 460.2811 577.9771 0.2321321 0.4886241
Moved 3323.757 455.5403 600.1089 0.221158 0.5455476
Moved 3323.788 451.0286 612.9427 0.2107144 0.5785563
Moved 3323.819 448.4679 620.5963 0.2047867 0.5982414
Moved 3323.849 447 626.1515 0.2013889 0.6125295
Moved 3323.88 446 627.6209 0.199074 0.6163088
Moved 3323.911 446 628.5 0.199074 0.6185699
Moved 3323.942 443.6155 629 0.1935543 0.6198559
Moved 3323.972 434.3404 614.4765 0.1720842 0.5825012
Moved 3324.003 417.7049 591.7634 0.1335762 0.5240828
Moved 3324.034 401.9518 565.7883 0.09711067 0.4572745
Moved 3324.064 376.5 538 0.03819446 0.3858024
Moved 3324.095 363.9788 525.3851 0.009210209 0.3533567
Moved 3324.126 336.14 506.5436 -0.05523136 0.3048961
Moved 3324.157 309.3191 495.6367 -0.1173169 0.2768432
Moved 3324.187 279.4413 487.7166 -0.1864786 0.2564726
Moved 3324.218 254.8282 482.3143 -0.2434531 0.2425777
Moved 3324.249 234.3867 478.7695 -0.2907715 0.2334606
Moved 3324.28 225.4005 477.6002 -0.3115729 0.230453
Moved 3324.31 216.8322 478 -0.3314069 0.2314814
Moved 3324.341 214 477 -0.3379629 0.2289094
Moved 3324.372 212.5 477 -0.3414352 0.2289094
Moved 3324.402 213 477 -0.3402778 0.2289094
Moved 3324.433 213 485.3998 -0.3402778 0.2505138
Moved 3324.464 235.3295 500.8538 -0.2885891 0.2902617
Moved 3324.495 261.462 519.308 -0.2280972 0.3377262
Moved 3324.525 292.0461 537.9038 -0.1573007 0.385555
Moved 3324.556 325.2003 559.8002 -0.08055489 0.4418728
Moved 3324.587 349.1013 572.723 -0.02522836 0.4751104
Moved 3324.617 369.2303 586.3402 0.02136638 0.5101342
Moved 3324.648 380.4403 594.3303 0.04731556 0.5306847
Moved 3324.679 391.0325 604.0325 0.07183443 0.555639
Moved 3324.71 397.4243 610.4243 0.08663028 0.5720788
Moved 3324.74 404.263 614.5087 0.1024606 0.5825839
Moved 3324.771 407.047 616.0235 0.108905 0.58648
Moved 3324.802 410.5 618 0.1168981 0.5915637
Ended 3324.833 410.5 618 0.1168981 0.5915637
Candidates 3324.925 13 murray must mystery just murder least boat busy meat nurse mortgage midst most
Began 3325.263 330 506 -0.06944443 0.3034978
Stationary 3325.293 330 506 -0.06944443 0.3034978
Stationary 3325.324 330 506 -0.06944443 0.3034978
Stationary 3325.355 330 506 -0.06944443 0.3034978
Moved 3325.385 358.3793 506 -0.003751665 0.3034978
Moved 3325.416 382.751 506 0.05266438 0.3034978
Moved 3325.447 402.227 506 0.09774753 0.3034978
Moved 3325.478 412.9006 506 0.1224552 0.3034978
Moved 3325.509 418.5475 506 0.1355268 0.3034978
Moved 3325.539 421.5 506 0.1423611 0.3034978
Moved 3325.57 425 506 0.150463 0.3034978
Moved 3325.601 426.6229 506 0.1542196 0.3034978
Moved 3325.631 428.083 506 0.1575997 0.3034978
Moved 3325.662 429.167 506 0.1601087 0.3034978
Moved 3325.693 430.5 506 0.1631944 0.3034978
Moved 3325.724 432.2493 506 0.1672438 0.3034978
Moved 3325.754 433.3322 506 0.1697506 0.3034978
Moved 3325.785 434.0951 513.666 0.1715165 0.3232148
Moved 3325.816 434 516.7206 0.1712963 0.3310713
Moved 3325.846 434 525.6266 0.1712963 0.3539779
Moved 3325.877 434 539.7003 0.1712963 0.3901756
Moved 3325.908 424.4976 550.939 0.1492999 0.4190817
Moved 3325.939 421.5256 566.4232 0.1424203 0.4589074
Moved 3325.969 416.1499 578.4169 0.1299766 0.4897554
Moved 3326 411.3562 593.7532 0.1188802 0.5292005
Moved 3326.031 407.9004 604.3985 0.1108804 0.5565804
Moved 3326.062 404.353 611.294 0.102669 0.5743158
Moved 3326.092 404 616.3951 0.1018518 0.587436
Moved 3326.123 403 620.7501 0.09953707 0.598637
Ended 3326.154 403 621.5 0.09953707 0.6005658
Accept 3326.215 1 must
Began 3326.661 331 511 -0.06712963 0.3163579
Stationary 3326.691 331 511 -0.06712963 0.3163579
Stationary 3326.722 331 511 -0.06712963 0.3163579
Stationary 3326.753 331 511 -0.06712963 0.3163579
Stationary 3326.783 331 511 -0.06712963 0.3163579
Stationary 3326.814 331 511 -0.06712963 0.3163579
Stationary 3326.845 331 511 -0.06712963 0.3163579
Stationary 3326.876 331 511 -0.06712963 0.3163579
Stationary 3326.906 331 511 -0.06712963 0.3163579
Stationary 3326.937 331 511 -0.06712963 0.3163579
Stationary 3326.968 331 511 -0.06712963 0.3163579
Stationary 3326.999 331 511 -0.06712963 0.3163579
Stationary 3327.029 331 511 -0.06712963 0.3163579
Stationary 3327.06 331 511 -0.06712963 0.3163579
Stationary 3327.091 331 511 -0.06712963 0.3163579
Stationary 3327.122 331 511 -0.06712963 0.3163579
Stationary 3327.152 331 511 -0.06712963 0.3163579
Stationary 3327.183 331 511 -0.06712963 0.3163579
Moved 3327.214 331 501.7234 -0.06712963 0.2924985
Moved 3327.244 331 469.2771 -0.06712963 0.209046
Moved 3327.275 315.9567 424.7402 -0.1019521 0.09449636
Moved 3327.306 311.8568 397.3558 -0.1114425 0.02406312
Moved 3327.336 309.1029 362.7206 -0.1178173 -0.065019
Moved 3327.367 308 352.5058 -0.1203704 -0.09129174
Moved 3327.398 307 344.9745 -0.1226852 -0.1106622
Moved 3327.429 306.0492 343.0491 -0.1248862 -0.1156144
Moved 3327.459 306 339.4954 -0.125 -0.1247548
Moved 3327.49 306 337.5 -0.125 -0.1298869
Moved 3327.521 306 338 -0.125 -0.1286009
Moved 3327.552 327.1711 360.0187 -0.07599279 -0.0719685
Moved 3327.582 367.9845 408.1815 0.01848271 0.051907
Moved 3327.613 394.1658 442.3156 0.07908752 0.1397005
Moved 3327.644 418.4891 474.1509 0.1353914 0.2215814
Moved 3327.675 434.9129 498.0976 0.1734096 0.2831728
Moved 3327.705 445.0926 514.6389 0.1969737 0.3257172
Moved 3327.736 451.9279 523.9279 0.212796 0.3496086
Moved 3327.767 457.1694 531.1694 0.224929 0.3682339
Moved 3327.797 461.6425 538.2849 0.2352835 0.3865352
Moved 3327.828 464.1877 542.3755 0.2411753 0.3970562
Moved 3327.859 466.5 544.5 0.2465278 0.4025204
Moved 3327.89 468.1283 546.1282 0.2502969 0.4067083
Moved 3327.92 469 547 0.2523148 0.4089505
Moved 3327.951 470.0742 548.0742 0.2548013 0.4117133
Moved 3327.982 471.5 548 0.2581018 0.4115225
Moved 3328.012 471 549 0.2569444 0.4140946
Moved 3328.043 472 550.3764 0.2592593 0.4176347
Stationary 3328.074 472 550 0.2592593 0.4166666
Stationary 3328.105 472 550 0.2592593 0.4166666
Stationary 3328.135 472 550 0.2592593 0.4166666
Stationary 3328.166 472 550 0.2592593 0.4166666
Stationary 3328.197 472 550 0.2592593 0.4166666
Stationary 3328.228 472 550 0.2592593 0.4166666
Stationary 3328.258 472 550 0.2592593 0.4166666
Stationary 3328.289 472 550 0.2592593 0.4166666
Moved 3328.32 458.0585 519.2342 0.2269873 0.3375364
Moved 3328.35 447.8433 458.6141 0.2033411 0.1816205
Moved 3328.381 446 411.8046 0.199074 0.06122581
Moved 3328.412 446 381.6123 0.199074 -0.01642926
Moved 3328.443 446 360.1213 0.199074 -0.07170437
Moved 3328.473 446 351.5016 0.199074 -0.09387436
Moved 3328.504 446 348.5247 0.199074 -0.1015311
Moved 3328.535 446 343.9531 0.199074 -0.1132893
Moved 3328.565 446 342.4016 0.199074 -0.1172798
Stationary 3328.596 446 342 0.199074 -0.1183128
Stationary 3328.627 446 342 0.199074 -0.1183128
Moved 3328.658 445.0776 357.6121 0.1969388 -0.0781582
Moved 3328.688 435.1545 371.7682 0.1739689 -0.04174856
Moved 3328.719 419.9486 391.0514 0.1387699 0.007848229
Moved 3328.75 400.3961 412.8643 0.09350935 0.06395131
Moved 3328.781 377.5853 436.4147 0.0407066 0.1245234
Moved 3328.811 350.853 461.8015 -0.0211737 0.1898185
Moved 3328.842 327.0603 485.8336 -0.07624924 0.2516296
Moved 3328.873 304.5438 507.3238 -0.1283709 0.3069027
Moved 3328.904 287.8828 521.431 -0.166938 0.3431866
Moved 3328.934 276.0828 530.9172 -0.1942527 0.3675852
Moved 3328.965 266.3465 543.4802 -0.2167905 0.3998976
Moved 3328.996 261.6752 551.9745 -0.2276038 0.4217452
Moved 3329.026 259 555.5 -0.2337963 0.4308127
Moved 3329.057 255.862 561.276 -0.2410602 0.4456687
Moved 3329.088 254.5 566 -0.244213 0.4578188
Ended 3329.118 254.5 566 -0.244213 0.4578188
Candidates 3329.303 13 come number bone none bond bonds clone comes bombs confess blonde blind books
Began 3329.825 304 443 -0.1296296 0.1414608
Stationary 3329.856 304 443 -0.1296296 0.1414608
Stationary 3329.887 304 443 -0.1296296 0.1414608
Moved 3329.917 320.6273 450.4036 -0.09114061 0.1605031
Moved 3329.948 336.179 457.4421 -0.05514115 0.1786062
Moved 3329.979 352.883 463.3951 -0.01647447 0.1939175
Moved 3330.01 373.7389 467.2484 0.03180305 0.2038282
Moved 3330.04 387.9902 470.5961 0.06479213 0.2124384
Moved 3330.071 398.2347 472 0.08850623 0.2160493
Moved 3330.102 407.7552 474 0.1105446 0.2211934
Moved 3330.132 409.1599 474 0.1137962 0.2211934
Ended 3330.163 413.2738 474 0.1233189 0.2211934
Accept 3330.225 0 come
Began 3330.47 404 446 0.1018518 0.1491768
Stationary 3330.501 404 446 0.1018518 0.1491768
Stationary 3330.532 404 446 0.1018518 0.1491768
