is there any indication of this
Moved 413.1796 340 282 -0.04629632 -0.2726338
Moved 413.2104 340.7027 282 -0.04466965 -0.2726338
Moved 413.2411 341.5 282 -0.04282405 -0.2726338
Moved 413.2718 344.1532 282 -0.03668233 -0.2726338
Moved 413.3026 366.9107 282 0.01599689 -0.2726338
Ended 413.3333 375.5 282 0.03587961 -0.2726338
Accept 413.3948 0 there
Began 413.6407 345 290 -0.03472224 -0.2520577
Moved 413.6714 320.4606 290 -0.0915264 -0.2520577
Moved 413.7021 252.8887 297.5278 -0.2479428 -0.232696
Moved 413.7328 203.5 305 -0.3622685 -0.2134774
Moved 413.7635 178.1373 309.2328 -0.4209784 -0.2025905
Moved 413.7943 169.0287 311 -0.4420632 -0.1980453
Moved 413.825 168 312 -0.4444444 -0.1954732
Moved 413.8557 190.725 296.0925 -0.3918402 -0.2363877
Moved 413.8865 268.9766 243.373 -0.2107023 -0.371983
Moved 413.9172 334.9696 195.4326 -0.05794073 -0.4952866
Moved 413.9479 371.8782 163.5653 0.02749582 -0.5772498
Moved 413.9787 386.4717 150.5283 0.06127715 -0.6107811
Moved 414.0094 391 147 0.07175922 -0.6198559
Moved 414.0402 380.2006 167.3988 0.04676064 -0.56739
Moved 414.0709 333.6962 275.747 -0.06088848 -0.2887166
Moved 414.1016 321.0929 356.1637 -0.09006267 -0.08188349
Moved 414.1324 320 392.6003 -0.09259259 0.01183196
Moved 414.1631 320 410.8285 -0.09259259 0.05871517
Ended 414.1938 330.5 417.5 -0.06828706 0.0758744
Candidates 414.286 13 any same game angry anne andy danger sandy handy anger anti have range
Began 414.7471 210 331 -0.3472222 -0.146605
Moved 414.7777 232.3795 331 -0.2954178 -0.146605
Moved 414.8085 292.0159 317.2153 -0.1573705 -0.1820593
Moved 414.8392 345.572 317 -0.03339822 -0.1826131
Ended 414.8699 369.8705 317 0.02284835 -0.1826131
Accept 414.9314 0 any
Began 415.0236 246 312 -0.2638889 -0.1954732
Stationary 415.0544 246 312 -0.2638889 -0.1954732
Moved 415.0851 246 316.8024 -0.2638889 -0.1831213
Moved 415.1158 287.9516 366.142 -0.1667786 -0.05621921
Moved 415.1466 341.0576 431.2692 -0.04384806 0.1112889
Moved 415.1773 362.4326 454.4327 0.005631149 0.1708658
Moved 415.208 370.81 459.27 0.02502322 0.1833076
Moved 415.2387 373.0193 460 0.0301374 0.1851851
Moved 415.2695 354.1739 372.04 -0.01348635 -0.04104936
Moved 415.3002 314.4136 234.1631 -0.1055241 -0.395671
Moved 415.3309 299.1882 195.3387 -0.140768 -0.495528
Moved 415.3617 287.5 174 -0.1678241 -0.5504115
Moved 415.3925 277.0762 166.4457 -0.1919532 -0.5698413
Moved 415.4232 247.0601 178.2189 -0.2614349 -0.5395605
Moved 415.4539 204.2054 237.1899 -0.3606356 -0.3878859
Moved 415.4846 180.2358 283.3373 -0.4161208 -0.2691942
Moved 415.5154 171.2186 304.3444 -0.4369941 -0.2151637
Moved 415.5461 169 320.2233 -0.4421296 -0.1743229
Moved 415.5768 217.6003 361.0002 -0.3296289 -0.06944381
Moved 415.6075 287.779 405.0601 -0.1671782 0.04387863
Moved 415.6383 322.9209 425.7338 -0.08583133 0.09705198
Moved 415.6689 340.5811 435.9487 -0.04495124 0.1233247
Moved 415.6997 345.0829 438 -0.03453026 0.1286007
Stationary 415.7305 345 438 -0.03472224 0.1286007
Moved 415.7612 279.2536 331.7204 -0.186913 -0.1447521
Moved 415.7919 241.7546 259.4479 -0.2737161 -0.330638
Moved 415.8227 223.5 230 -0.3159722 -0.4063786
Moved 415.8534 203.7494 205.541 -0.3616912 -0.4692876
Moved 415.8842 189.2179 200 -0.395329 -0.4835392
Moved 415.9149 160.4376 228.5573 -0.4619501 -0.4100894
Moved 415.9456 141.1479 294.1185 -0.5066022 -0.2414648
Moved 415.9763 140 347.1876 -0.5092592 -0.1049702
Moved 416.0071 165.6886 393.2803 -0.4497949 0.01358107
Moved 416.0378 217.5558 450.0969 -0.329732 0.1597141
Moved 416.0686 301.1272 495.7419 -0.1362796 0.2771138
Moved 416.0993 342.4086 508.9404 -0.0407209 0.3110607
Moved 416.13 370.0703 511 0.02331088 0.3163579
Moved 416.1608 393.3683 489.2896 0.07724146 0.2605185
Moved 416.1915 396.9284 411.8255 0.0854824 0.06127946
Moved 416.2222 357.4576 260.255 -0.005885313 -0.3285623
Moved 416.253 335.4578 200.8073 -0.05681058 -0.4814628
Moved 416.2837 322.3522 176.0426 -0.0871476 -0.5451579
Moved 416.3144 313.0423 160.723 -0.1086984 -0.58456
Moved 416.3452 310 150.8226 -0.1157407 -0.6100242
Moved 416.3759 309 149 -0.1180555 -0.6147119
Ended 416.4066 309 149 -0.1180555 -0.6147119
Candidates 416.4681 13 indication information induction instruction obstruction imagination observation incubation investigation obligation inflation innovation invitation
Began 417.0828 174 316 -0.4305556 -0.1851853
Moved 417.1136 199.5837 316 -0.3713341 -0.1851853
Moved 417.1443 270.232 316 -0.2077964 -0.1851853
Moved 417.175 341.0251 325 -0.04392341 -0.1620371
Ended 417.2057 383.0125 325 0.05326976 -0.1620371
Accept 417.2672 0 indication
Began 417.3901 234 253 -0.2916667 -0.3472223
Stationary 417.4209 234 253 -0.2916667 -0.3472223
Moved 417.4516 252.4913 278.3656 -0.2488626 -0.2819816
Moved 417.4823 294.801 319.801 -0.1509235 -0.1754089
Moved 417.5131 332.4297 354.3198 -0.06382008 -0.08662619
Moved 417.5438 353.1223 372.2477 -0.0159205 -0.04051514
Moved 417.5745 364.2666 382.2666 0.009876391 -0.01474639
Moved 417.6053 367.3922 384 0.0171116 -0.01028807
Moved 417.636 367 385.3351 0.01620372 -0.006854053
Moved 417.6667 351.507 371.2947 -0.0196597 -0.04296644
Moved 417.6975 293.2794 316.2794 -0.1544458 -0.1844666
Moved 417.7282 256.1404 278.962 -0.2404158 -0.2804477
Moved 417.7589 220 250.5 -0.3240741 -0.3536523
Moved 417.7897 194.5674 234.3783 -0.3829459 -0.3951176
Moved 417.8204 179.9739 226.9913 -0.4167271 -0.4141169
Ended 417.8511 179.9739 226.9913 -0.4167271 -0.4141169
Candidates 417.9433 13 of if off good high is god food id goods odd his odds
Began 418.3121 171 292 -0.4375 -0.2469136
Moved 418.3428 202.5115 285.6163 -0.3645566 -0.2633325
Moved 418.3736 248.5479 273.5848 -0.257991 -0.2942779
Moved 418.4043 304.589 260.8528 -0.1282663 -0.3270248
Ended 418.435 304.589 260.8528 -0.1282663 -0.3270248
Accept 418.4965 0 of
Began 418.5272 281 250 -0.1828704 -0.3549383
Stationary 418.558 281 250 -0.1828704 -0.3549383
Moved 418.5887 258.4371 276.8444 -0.2350993 -0.2858942
Moved 418.6195 235.9348 333.0806 -0.2871879 -0.1412536
Moved 418.6502 235 368.3312 -0.2893518 -0.05058862
Moved 418.681 235 386.6163 -0.2893518 -0.003558893
Moved 418.7117 235 389.5 -0.2893518 0.003857946
Moved 418.7424 258.5532 360.1149 -0.2348305 -0.07172109
Moved 418.7731 291.4912 283.0222 -0.1585851 -0.2700048
Moved 418.8038 306.8997 236.8337 -0.1229172 -0.3888022
Moved 418.8346 309.0066 231.9801 -0.1180403 -0.4012858
Moved 418.8653 310 228.5 -0.1157407 -0.4102367
Moved 418.8961 321.1446 256.577 -0.08994301 -0.3380223
Moved 418.9268 366.2057 368.567 0.01436502 -0.04998203
Moved 418.9575 379.3075 395.9612 0.04469325 0.02047633
Moved 418.9883 382.0739 401.1477 0.05109688 0.03381599
Moved 419.019 382 402.4776 0.05092591 0.03723655
Moved 419.0498 355.3098 379.3099 -0.01085684 -0.02235122
Moved 419.0804 283.6253 313.4065 -0.1767933 -0.1918558
Moved 419.1112 240.9698 280.7789 -0.2755328 -0.2757745
Moved 419.142 203.8656 257.654 -0.3614222 -0.3352521
Moved 419.1727 178.5258 244.7629 -0.4200793 -0.3684081
Ended 419.2034 175 244 -0.4282407 -0.3703704
Candidates 419.3263 13 this third rid helps thus whoa enjoys food rigid helped enjoyed studied ethics
Began 419.6337 147 311 -0.4930556 -0.1980453
Moved 419.6644 162.1245 311 -0.4580452 -0.1980453
Moved 419.6952 221.0006 311 -0.3217578 -0.1980453
Moved 419.7259 292.3213 311 -0.1566637 -0.1980453
Moved 419.7566 334.0873 311 -0.05998308 -0.1980453
Ended 419.7874 354.268 311 -0.01326849 -0.1980453
Accept 419.8488 0 this
Began 419.941 194 374 -0.3842593 -0.03600823
Moved 419.9717 212.8914 374 -0.3405292 -0.03600823
Moved 420.0025 266.589 374 -0.2162291 -0.03600823
Moved 420.0332 336.9701 392.2413 -0.05331004 0.01090862
Moved 420.0639 407.8064 408.0853 0.110663 0.05165975
Moved 420.0946 452.6676 419.6669 0.2145083 0.08144759
Ended 420.1254 474.8541 425.2135 0.2658659 0.0957137
PhraseEnd 420.1868
