this is a non profit organization
this is a non profit organization
Basic
Radial

0.6 0.6
432 388.8
Began 1062.476 377 518 0.03935188 0.3343621
Stationary 1062.507 377 518 0.03935188 0.3343621
Moved 1062.537 377 492.4562 0.03935188 0.2686629
Moved 1062.568 397.4836 422.743 0.08676768 0.08935955
Moved 1062.599 410.7963 364.182 0.1175841 -0.06126026
Moved 1062.63 419 325 0.1365741 -0.1620371
Moved 1062.66 422.37 313.8899 0.1443751 -0.1906125
Moved 1062.691 423.1195 314 0.14611 -0.1903292
Moved 1062.722 438.7484 392.9935 0.1822879 0.01284325
Moved 1062.752 457.4857 462.457 0.2256612 0.1915045
Moved 1062.783 461.4918 478.4753 0.2349347 0.232704
Moved 1062.814 462 483.0406 0.2361111 0.2444461
Moved 1062.845 448.1894 486.9207 0.204142 0.2544256
Moved 1062.875 382.0749 458.5612 0.05109926 0.1814844
Moved 1062.906 322.7121 419.7023 -0.08631457 0.08153883
Moved 1062.937 285.8407 391.4331 -0.171665 0.008829924
Moved 1062.968 259.4013 374.6674 -0.2328674 -0.03429185
Moved 1062.998 243.2939 360.2351 -0.270153 -0.07141184
Ended 1063.029 237.5277 355.8958 -0.2835006 -0.08257273
Candidates 1063.121 13 this thus united units ibid good ethnic third food bid tennis unless fluid
Began 1063.551 346 361 -0.03240739 -0.06944452
Moved 1063.582 364.6729 361 0.01081675 -0.06944452
Moved 1063.613 414.829 361 0.1269191 -0.06944452
Moved 1063.644 465.1517 361 0.2434068 -0.06944452
Moved 1063.674 492.2507 361 0.3061358 -0.06944452
Moved 1063.705 510.905 361 0.3493171 -0.06944452
Ended 1063.736 513 361 0.3541666 -0.06944452
Accept 1063.797 0 this
Began 1063.982 477 503 0.2708333 0.2957818
Moved 1064.012 469.4144 495.4144 0.253274 0.2762714
Moved 1064.043 439.0526 469.9699 0.1829922 0.2108279
Moved 1064.074 401.5 441.5 0.0960648 0.1376028
Moved 1064.105 367.6909 420.8013 0.01780291 0.08436536
Moved 1064.135 328.1953 398.7607 -0.07362197 0.02767661
Moved 1064.166 298.1541 384.9574 -0.1431617 -0.007825663
Moved 1064.197 283.7309 378.4924 -0.1765487 -0.02445386
Moved 1064.228 274.4022 375 -0.198143 -0.03343629
Moved 1064.258 271.9324 374 -0.2038603 -0.03600823
Ended 1064.289 271 374 -0.2060186 -0.03600823
Candidates 1064.381 13 is odds if odd id of off igf pigs ps kids pd hugs
Began 1064.811 308 421 -0.1203704 0.08487643
Stationary 1064.842 308 421 -0.1203704 0.08487643
Moved 1064.873 341.412 421 -0.04302765 0.08487643
Moved 1064.904 412.7154 421 0.1220263 0.08487643
Moved 1064.934 453.0679 426.9029 0.215435 0.1000588
Moved 1064.965 480.3026 431.6147 0.2784784 0.1121776
Moved 1064.996 495 433.5 0.3125 0.1170266
Ended 1065.026 495 433.5 0.3125 0.1170266
Accept 1065.088 0 is
Began 1065.211 261 414 -0.2291666 0.06687239
Stationary 1065.242 261 414 -0.2291666 0.06687239
Ended 1065.272 261 414 -0.2291666 0.06687239
Candidates 1065.334 9 d s a f e g r w t
Began 1065.979 367 359 0.01620372 -0.07458848
Stationary 1066.01 367 359 0.01620372 -0.07458848
Moved 1066.041 347.9273 377.0726 -0.02794598 -0.02810537
Moved 1066.071 314.9646 412.8976 -0.1042487 0.06403711
Moved 1066.102 286.2388 452.602 -0.1707435 0.1661573
Ended 1066.133 278 473 -0.1898148 0.2186213
Accept 1066.225 2 a
Began 1066.379 425 261 0.150463 -0.3266461
Stationary 1066.409 425 261 0.150463 -0.3266461
Stationary 1066.44 425 261 0.150463 -0.3266461
Moved 1066.471 448.2206 351.6801 0.2042143 -0.09341542
Moved 1066.502 477.3917 433.3813 0.27174 0.1167215
Moved 1066.532 497.4008 471.201 0.3180574 0.2139944
Moved 1066.563 503.5437 483.8155 0.332277 0.246439
Moved 1066.594 506.1441 487.144 0.3382965 0.2550001
Moved 1066.625 506 470.8324 0.337963 0.2130462
Moved 1066.655 462.0795 356.6617 0.2362951 -0.08060267
Moved 1066.686 447.6801 306.1605 0.2029633 -0.2104926
Moved 1066.717 439.0551 284.1286 0.182998 -0.267159
Moved 1066.747 430.3068 262.9205 0.1627473 -0.3217067
Moved 1066.778 425.2862 250.8584 0.1511254 -0.3527305
Ended 1066.809 424 247 0.1481481 -0.3626543
Candidates 1066.901 13 non bomb noon nov moon boom mom bon min noun mob bob jon
Began 1067.424 313 375 -0.1087963 -0.03343629
Moved 1067.454 330.3773 375 -0.06857096 -0.03343629
Moved 1067.485 392.9163 375 0.07619501 -0.03343629
Moved 1067.516 460.459 375 0.232544 -0.03343629
Moved 1067.546 493.4903 375 0.3090053 -0.03343629
Ended 1067.577 509 375 0.3449074 -0.03343629
Accept 1067.639 0 non
Began 1067.854 561 507 0.4652777 0.3060699
Moved 1067.884 556.3329 507 0.4544744 0.3060699
Moved 1067.915 537.2787 494.5012 0.4103673 0.2739227
Moved 1067.946 513.2513 490.5004 0.3547484 0.2636326
Moved 1067.977 493.6355 488.2336 0.3093413 0.2578025
Moved 1068.007 473.6623 488 0.2631071 0.2572016
Moved 1068.038 447.5 488 0.2025463 0.2572016
Moved 1068.069 424.6297 488 0.1496059 0.2572016
Moved 1068.1 400.5294 488 0.09381801 0.2572016
Moved 1068.13 381.287 488 0.04927536 0.2572016
Moved 1068.161 359.8736 487.3193 -0.0002926091 0.2554507
Moved 1068.192 343.8432 486 -0.03740007 0.2520575
Moved 1068.223 334.724 485 -0.05850931 0.2494856
Moved 1068.253 331.039 485 -0.06703928 0.2494856
Stationary 1068.284 331 485 -0.06712963 0.2494856
Moved 1068.315 405.9067 510.972 0.1062655 0.3162859
Moved 1068.345 458.0426 520.6085 0.2269505 0.3410712
Moved 1068.376 488.6731 523 0.2978544 0.3472221
Moved 1068.407 500.1301 523 0.3243752 0.3472221
Moved 1068.438 502 503.789 0.3287037 0.2978111
Moved 1068.468 433.1763 419.7332 0.1693896 0.08161815
Moved 1068.499 369.4467 362.8909 0.02186735 -0.06458118
Moved 1068.53 337.8547 340.0762 -0.05126218 -0.1232609
Moved 1068.561 319.5645 328.7823 -0.09360065 -0.152309
Moved 1068.591 313.5193 325.5193 -0.1075942 -0.1607014
Moved 1068.622 311.5 326 -0.1122685 -0.1594652
Moved 1068.653 375.7016 386.8601 0.03634631 -0.002931861
Moved 1068.683 420.4655 426.8879 0.1399665 0.1000203
Moved 1068.714 440.6387 447.2983 0.1866637 0.1525163
Moved 1068.745 446.1406 454.2811 0.1993995 0.1704761
Moved 1068.776 447 459.1024 0.2013889 0.1828764
Moved 1068.806 428.6434 473.571 0.1588968 0.2200901
Moved 1068.837 395.9749 489.21 0.08327534 0.2603137
Moved 1068.868 363.1036 499.5301 0.007184347 0.2868572
Moved 1068.899 342.098 504.1804 -0.04143978 0.2988178
Moved 1068.929 320.706 505 -0.09095833 0.3009258
Moved 1068.96 310.6096 505 -0.1143297 0.3009258
Ended 1068.991 310 505 -0.1157407 0.3009258
Candidates 1069.114 13 profit provide print printer opportunity price provider profile right prohibited policy printed private
Began 1069.667 294 419 -0.1527778 0.07973251
Stationary 1069.698 294 419 -0.1527778 0.07973251
Moved 1069.728 328.8415 419 -0.07212609 0.07973251
Moved 1069.759 388.9089 429.1818 0.06691883 0.1059201
Moved 1069.79 460.3135 444.817 0.2322072 0.1461341
Moved 1069.821 494.9415 452.6976 0.3123645 0.1664031
Moved 1069.851 509.1546 454 0.3452654 0.169753
Ended 1069.882 513.46 454 0.3552314 0.169753
Accept 1069.943 0 profit
Began 1070.251 502 479 0.3287037 0.2340534
Stationary 1070.281 502 479 0.3287037 0.2340534
Moved 1070.312 478.3163 467.9329 0.2738803 0.2055885
Moved 1070.343 448.0347 468 0.203784 0.2057612
Moved 1070.374 405.1862 467 0.1045976 0.2031892
Moved 1070.404 366.4983 477.6159 0.01504242 0.2304935
Moved 1070.435 333.2345 486.059 -0.06195724 0.2522094
Moved 1070.466 317.8771 490.0246 -0.09750664 0.2624089
Moved 1070.497 308.2924 492.9025 -0.1196935 0.269811
Moved 1070.527 303.2267 495.7734 -0.1314198 0.2771949
Moved 1070.558 301.7957 497.2043 -0.1347323 0.2808754
Stationary 1070.589 301.7957 497.2043 -0.1347323 0.2808754
Moved 1070.62 319.4846 474.3337 -0.09378567 0.2220516
