just in time for the party
just in time for the party
Basic
Radial

0.6 0.6
432 388.8
Began 1127.937 445 315 0.1967593 -0.1877573
Stationary 1127.967 445 315 0.1967593 -0.1877573
Stationary 1127.998 445 315 0.1967593 -0.1877573
Moved 1128.029 445 337.1703 0.1967593 -0.1307349
Moved 1128.059 463.6626 408.3129 0.2399597 0.05224502
Moved 1128.09 467.0423 441.381 0.2477832 0.1372968
Moved 1128.121 468 459.6701 0.25 0.1843366
Moved 1128.151 468 467.978 0.25 0.2057047
Moved 1128.182 468 476.6323 0.25 0.2279636
Moved 1128.213 468 482.3755 0.25 0.2427353
Moved 1128.244 468 487.1232 0.25 0.2549465
Moved 1128.274 464.0326 490.1335 0.2408162 0.2626891
Moved 1128.305 456.13 493.435 0.2225231 0.2711804
Moved 1128.336 446.7379 498.631 0.2007822 0.2845449
Moved 1128.366 435.6321 502.7893 0.1750742 0.2952399
Moved 1128.397 412.1084 506.7365 0.1206212 0.305392
Moved 1128.428 372.5927 507 0.02914975 0.3060699
Moved 1128.458 301.7903 489.5631 -0.1347446 0.2612219
Moved 1128.489 269.0551 477.0276 -0.2105206 0.2289803
Moved 1128.52 242.0101 456.8839 -0.2731248 0.1771703
Moved 1128.551 221.5387 438.7951 -0.3205124 0.1306457
Moved 1128.581 208 419.5 -0.3518518 0.08101848
Moved 1128.612 198.4543 394.1812 -0.3739482 0.01589795
Moved 1128.643 195.942 379.6523 -0.3797638 -0.02147046
Moved 1128.673 196 369.2219 -0.3796296 -0.04829767
Moved 1128.704 196 363.3273 -0.3796296 -0.06345858
Moved 1128.735 216.032 361 -0.3332592 -0.06944452
Moved 1128.766 243.8691 361 -0.2688214 -0.06944452
Moved 1128.796 271.686 375.2744 -0.2044306 -0.03273049
Moved 1128.827 296.6097 393.0334 -0.1467368 0.01294603
Moved 1128.858 314.7311 409.7311 -0.104789 0.05589277
Moved 1128.888 330.5985 425.9182 -0.06805901 0.09752615
Moved 1128.919 340.7108 441.5181 -0.04465083 0.1376493
Moved 1128.95 346.7447 454.2342 -0.03068352 0.1703554
Moved 1128.981 349.6116 465.4464 -0.02404719 0.1991933
Moved 1129.011 351.4819 477.4456 -0.01971791 0.2300555
Moved 1129.042 353 488.0194 -0.01620372 0.2572515
Moved 1129.073 353 496.6467 -0.01620372 0.2794411
Moved 1129.103 353 502.5109 -0.01620372 0.2945238
Moved 1129.134 353 507 -0.01620372 0.3060699
Moved 1129.165 353 508 -0.01620372 0.3086419
Ended 1129.196 353 508 -0.01620372 0.3086419
Candidates 1129.318 13 just murray list first must mortgage guest page least bureau thursday judy however
Began 1130.086 306 359 -0.125 -0.07458848
Stationary 1130.117 306 359 -0.125 -0.07458848
Stationary 1130.148 306 359 -0.125 -0.07458848
Moved 1130.178 325.8611 359 -0.07902528 -0.07458848
Moved 1130.209 347.0654 368.3065 -0.0299413 -0.05065211
Moved 1130.24 370.9951 371.285 0.02545158 -0.04299132
Moved 1130.27 388.7598 372 0.06657372 -0.04115226
Moved 1130.301 403.1168 373.0292 0.09980738 -0.03850529
Moved 1130.332 411.5 373 0.119213 -0.03858032
Moved 1130.363 416.4037 373 0.1305642 -0.03858032
Moved 1130.393 421.5352 374.2676 0.1424425 -0.03532009
Moved 1130.424 423.8625 374 0.1478299 -0.03600823
Moved 1130.455 426 374 0.1527777 -0.03600823
Ended 1130.485 427.1212 374 0.1553732 -0.03600823
Accept 1130.577 0 just
Began 1130.823 488 542 0.2962963 0.3960905
Stationary 1130.854 488 542 0.2962963 0.3960905
Stationary 1130.885 488 542 0.2962963 0.3960905
Moved 1130.915 488 531.0251 0.2962963 0.367863
Moved 1130.946 466.1775 495.3549 0.2457811 0.2761185
Moved 1130.977 442.0288 438.5757 0.1898815 0.1300814
Moved 1131.007 418.3414 372.4039 0.1350494 -0.04011334
Moved 1131.038 410.5218 344.0872 0.1169486 -0.1129446
Moved 1131.069 406.1884 327.7538 0.1069177 -0.1549543
Moved 1131.099 404 318.6218 0.1018518 -0.178442
Moved 1131.13 403 313.8806 0.09953707 -0.1906363
Moved 1131.161 401.9278 312 0.09705503 -0.1954732
Moved 1131.192 402 309.0258 0.09722222 -0.203123
Moved 1131.222 402 307.626 0.09722222 -0.2067231
Moved 1131.253 402 306.8579 0.09722222 -0.2086989
Moved 1131.284 402 305.778 0.09722222 -0.2114764
