learn to walk before you run
learn to walk before you run
Basic
Radial

0.6 0.6
432 388.8
Began 2322.399 569 339 0.4837963 -0.1260288
Stationary 2322.429 569 339 0.4837963 -0.1260288
Stationary 2322.46 569 339 0.4837963 -0.1260288
Stationary 2322.491 569 339 0.4837963 -0.1260288
Moved 2322.521 556.8517 348.1483 0.4556753 -0.1024993
Moved 2322.552 549.2438 353.5042 0.4380645 -0.08872397
Moved 2322.583 539.8099 359.595 0.4162267 -0.07305812
Moved 2322.614 522.3729 369.642 0.3758632 -0.04721724
Moved 2322.645 498.2809 380.5737 0.3200945 -0.01910049
Moved 2322.675 452.3666 400.0032 0.2138115 0.03087248
Moved 2322.706 416.188 410.703 0.1300649 0.05839245
Moved 2322.737 385.5181 417.4512 0.05906969 0.07574905
Moved 2322.767 365.0614 423.1816 0.01171609 0.09048752
Moved 2322.798 336.4995 433.2002 -0.05439937 0.1162556
Moved 2322.829 315.8912 445.9348 -0.1021036 0.1490093
Moved 2322.86 303.3861 455.4911 -0.1310507 0.1735881
Moved 2322.89 292.5163 462.8902 -0.1562123 0.1926188
Moved 2322.921 282.1907 468.8729 -0.1801141 0.2080063
Moved 2322.952 273.5289 472.4904 -0.2001647 0.2173105
Moved 2322.982 263.8272 474.0432 -0.2226221 0.2213044
Moved 2323.013 253.9934 474 -0.2453856 0.2211934
Moved 2323.044 243.9883 474 -0.2685456 0.2211934
Moved 2323.075 232.245 474 -0.2957292 0.2211934
Moved 2323.105 221.5416 458.4333 -0.3205056 0.1811556
Moved 2323.136 212.5345 445.1854 -0.3413554 0.1470816
Moved 2323.167 203.2272 422.0681 -0.3628999 0.08762363
Moved 2323.198 197.7504 403.2525 -0.3755779 0.03922961
Moved 2323.228 195 379.0463 -0.3819444 -0.023029
Moved 2323.259 195 364.8911 -0.3819444 -0.05943643
Moved 2323.29 195 353.2627 -0.3819444 -0.08934492
Moved 2323.321 195 346.6323 -0.3819444 -0.1063984
Moved 2323.351 208.9875 344.3354 -0.349566 -0.112306
Moved 2323.382 227.4923 344 -0.3067307 -0.1131688
