the postal service is very slow
the postal service is very slow
Basic
Radial

0.6 0.6
432 388.8
Began 1494.622 293 492 -0.1550926 0.2674896
Stationary 1494.653 293 492 -0.1550926 0.2674896
Stationary 1494.683 293 492 -0.1550926 0.2674896
Moved 1494.714 301.5481 464.5889 -0.1353053 0.1969877
Moved 1494.745 306.9244 446.3024 -0.1228602 0.1499546
Moved 1494.776 313.4095 429.362 -0.1078483 0.1063837
Moved 1494.806 320.9506 412.0988 -0.09039214 0.06198247
Moved 1494.837 327.5 402 -0.07523149 0.03600815
Moved 1494.868 337.7805 390.0244 -0.05143404 0.005206551
Moved 1494.899 350.7241 380.2299 -0.02147193 -0.01998485
Moved 1494.929 365.7132 370.1434 0.01322488 -0.04592746
Moved 1494.96 380.1607 362.9196 0.04666825 -0.06450724
Moved 1494.991 401.5688 352.6134 0.09622395 -0.09101498
Moved 1495.021 421.4626 344.3265 0.1422746 -0.1123289
Moved 1495.052 441.1915 336.0608 0.1879432 -0.1335885
Moved 1495.083 453.8907 332.4437 0.2173397 -0.1428916
Moved 1495.114 463.5842 328.4719 0.2397782 -0.1531073
Moved 1495.144 470.6038 327 0.2560272 -0.1568931
Moved 1495.175 472.0284 327 0.2593249 -0.1568931
Stationary 1495.206 472 327 0.2592593 -0.1568931
Moved 1495.236 449.7545 347.4969 0.2077652 -0.1041746
Moved 1495.267 418.9178 362.0316 0.1363839 -0.06679111
Moved 1495.298 382 376 0.05092591 -0.03086435
Moved 1495.329 342.0961 390.7323 -0.0414442 0.00702748
Moved 1495.359 307.2938 404.4609 -0.1220052 0.04233776
Moved 1495.39 282.9427 412.8965 -0.1783734 0.06403416
Moved 1495.421 264.5464 421.1944 -0.2209573 0.08537641
Moved 1495.452 248.8178 427.6729 -0.2573663 0.1020393
Moved 1495.482 236.2482 434.1678 -0.2864624 0.1187444
Moved 1495.513 228.0051 439.6633 -0.3055438 0.1328787
Moved 1495.544 223.5092 443.4908 -0.315951 0.1427232
Moved 1495.574 218.0041 447.4979 -0.3286942 0.1530296
Moved 1495.605 215.7467 453.5066 -0.3339197 0.1684839
Ended 1495.636 215 457 -0.3356481 0.1774691
