good jobs for those with education
good jobs for those with education
Basic
Radial

0.6 0.6
432 388.8
Began 955.3262 356 330 -0.009259283 -0.149177
Stationary 955.3569 356 330 -0.009259283 -0.149177
Stationary 955.3877 356 330 -0.009259283 -0.149177
Stationary 955.4184 356 330 -0.009259283 -0.149177
Stationary 955.4491 356 330 -0.009259283 -0.149177
Stationary 955.4799 356 330 -0.009259283 -0.149177
Moved 955.5106 378.5 349.5 0.04282405 -0.09902263
Moved 955.5413 427.1032 381.8023 0.1553314 -0.01594065
Moved 955.572 461.1053 408.2256 0.2340401 0.05202062
Moved 955.6028 486.5536 434.409 0.2929482 0.1193646
Moved 955.6335 502.5131 452.9319 0.3298914 0.1670059
Moved 955.6642 512.8767 464.8356 0.3538813 0.1976224
Moved 955.695 521.9902 474.9902 0.3749774 0.2237403
Moved 955.7257 525.8074 482.6147 0.3838134 0.2433506
Moved 955.7564 529.368 490.1041 0.3920556 0.2626133
Moved 955.7872 531 492.9208 0.3958333 0.2698581
Moved 955.8179 531 495.1833 0.3958333 0.2756772
Moved 955.8486 531 496.4517 0.3958333 0.2789393
Moved 955.8793 531 497 0.3958333 0.2803498
Moved 955.9101 510.047 497 0.3473311 0.2803498
Moved 955.9409 482.7892 488.3542 0.2842344 0.2581128
Moved 955.9716 406.0298 462.9138 0.1065505 0.1926795
Moved 956.0023 354.6631 445.9572 -0.01235406 0.1490669
Moved 956.033 315.8596 436.6199 -0.1021768 0.125051
Moved 956.0638 303.7836 433.9567 -0.1301305 0.1182013
Moved 956.0944 287.7007 428.4252 -0.1673596 0.1039742
Moved 956.1252 279.7362 428 -0.1857958 0.1028806
Ended 956.1559 278 428 -0.1898148 0.1028806
Candidates 956.2174 13 good god flood food boss bid code hood this blood boys books coffee
Began 956.6476 398 418 0.08796295 0.07716041
Moved 956.6784 426.8095 418 0.1546516 0.07716041
Moved 956.7091 480.0552 418 0.2779056 0.07716041
Moved 956.7398 507.1355 418 0.3405914 0.07716041
Ended 956.7706 514 418 0.3564815 0.07716041
Accept 956.832 0 good
Began 957.6003 465 385 0.2430555 -0.007716127
Stationary 957.631 465 385 0.2430555 -0.007716127
Stationary 957.6617 465 385 0.2430555 -0.007716127
Stationary 957.6925 465 385 0.2430555 -0.007716127
Stationary 957.7232 465 385 0.2430555 -0.007716127
Moved 957.754 478.0656 417.1312 0.2732999 0.07492575
Moved 957.7847 496.045 447.6422 0.314919 0.1534005
Moved 957.8154 509.0846 468.1692 0.3451032 0.2061964
Moved 957.8461 515.4914 479.9827 0.3599338 0.236581
Moved 957.8769 517.4747 486.4241 0.3645248 0.2531484
Moved 957.9076 518 490.0385 0.3657407 0.2624445
Moved 957.9383 519.3096 491.3096 0.3687722 0.265714
Moved 957.9691 519 492.3335 0.3680556 0.2683474
Stationary 957.9998 519 492 0.3680556 0.2674896
Stationary 958.0306 519 492 0.3680556 0.2674896
Moved 958.0613 504.6401 482.8881 0.334815 0.2440537
Moved 958.092 459.0651 418.0515 0.2293172 0.07729295
Moved 958.1227 412.31 326.9509 0.1210879 -0.1570193
Moved 958.1534 402.4186 297.1511 0.09819119 -0.2336649
Moved 958.1842 393.6935 271.6449 0.07799418 -0.2992673
Moved 958.2149 388.9937 252.9779 0.06711502 -0.3472791
Moved 958.2457 386.7159 242.8635 0.0618423 -0.3732934
Moved 958.2764 385 235.4714 0.05787035 -0.392306
Moved 958.3071 382.5963 230.5963 0.05230615 -0.4048449
Moved 958.3378 381.0423 228 0.04870912 -0.4115227
Moved 958.3686 377.5575 227 0.04064232 -0.4140947
Moved 958.3993 359.6908 237.085 -0.0007157524 -0.388156
Moved 958.4301 323.1657 265.4615 -0.08526455 -0.315171
Moved 958.4608 275.5204 308.581 -0.1955546 -0.204267
Moved 958.4915 244.2493 342.8758 -0.2679416 -0.1160603
Moved 958.5222 222.1873 370.5002 -0.319011 -0.04500966
Moved 958.553 210.0782 385.1523 -0.3470412 -0.007324453
Ended 958.5837 205 390 -0.3587963 0.005143954
Candidates 958.6451 13 jobs kinds kind kinda linda gonna pbs lions kings ins pond tina guns
Began 959.0754 346 395 -0.03240739 0.01800408
Moved 959.1062 371.0632 395 0.02560924 0.01800408
Moved 959.1369 431.9294 409.1243 0.1665034 0.05433204
Moved 959.1677 470.3752 411.125 0.2554982 0.0594778
Moved 959.1983 487.9431 412 0.2961645 0.06172835
Ended 959.2291 487.9431 412 0.2961645 0.06172835
Accept 959.2905 0 jobs
Began 959.7823 323 394 -0.08564815 0.01543206
Stationary 959.813 323 394 -0.08564815 0.01543206
Stationary 959.8438 323 394 -0.08564815 0.01543206
Moved 959.8745 341.0924 418.2745 -0.04376759 0.07786637
Moved 959.9052 371.0757 446.1323 0.02563824 0.1495172
Moved 959.9359 426.5791 490.4474 0.1541182 0.2634965
Moved 959.9666 449.6775 508.9235 0.2075868 0.311017
Moved 959.9974 465.848 519.424 0.2450186 0.3380247
Moved 960.0281 477.9973 528.1984 0.2731419 0.3605924
Moved 960.0588 486.8613 532.9075 0.2936605 0.3727044
Moved 960.0896 490.5 535.5 0.3020833 0.3793723
Moved 960.1203 493.0577 537 0.3080039 0.3832304
Stationary 960.151 493 537 0.3078704 0.3832304
Stationary 960.1817 493 537 0.3078704 0.3832304
Moved 960.2125 430.0468 525.7617 0.1621455 0.3543253
Moved 960.2432 347.6927 508.1506 -0.02848913 0.3090291
Moved 960.274 307.85 500.3447 -0.1207176 0.2889524
Moved 960.3047 287.0634 497.2127 -0.1688347 0.2808968
Ended 960.3354 281.744 495.936 -0.1811481 0.2776132
Candidates 960.489 13 for fire door die fit fort sort support got dirt foot dirty site
Began 960.8886 393 453 0.07638891 0.167181
Moved 960.9193 410.5984 453 0.1171258 0.167181
Moved 960.9501 456.5967 444.7487 0.2236035 0.1459586
