my watch fell in the water
my watch fell in the water
FixStart
Radial

0.6 0.6
432 388.8
Began 1884.219 410 477 0.1157407 0.2289094
Stationary 1884.25 410 477 0.1157407 0.2289094
Stationary 1884.28 410 477 0.1157407 0.2289094
Moved 1884.311 410 461.2344 0.1157407 0.1883601
Moved 1884.342 403.3746 444.2028 0.1004042 0.1445545
Moved 1884.373 398.3498 414.1478 0.08877257 0.0672526
Moved 1884.403 397 391.8787 0.0856481 0.0099761
Moved 1884.434 395.6792 373.0751 0.08259068 -0.03838723
Moved 1884.465 396 361.2862 0.08333336 -0.06870843
Moved 1884.495 396 350.5552 0.08333336 -0.09630863
Moved 1884.526 406.3695 342.3152 0.1073369 -0.117502
Moved 1884.557 414.5 337.5 0.1261574 -0.1298869
Moved 1884.588 426.2147 331.8926 0.1532748 -0.1443091
Moved 1884.618 439.7373 327.0657 0.1845772 -0.1567242
Moved 1884.649 447.6276 323.1862 0.2028416 -0.1667021
Moved 1884.68 453.5406 318.4594 0.2165293 -0.1788598
Moved 1884.71 461.4344 312.5656 0.234802 -0.1940187
Moved 1884.741 467.1005 307.799 0.2479179 -0.2062784
Moved 1884.772 471.9723 304.0277 0.2591951 -0.2159782
Moved 1884.803 476.9796 301.5102 0.2707862 -0.2224533
Moved 1884.833 481.3681 299.6319 0.2809447 -0.2272843
Moved 1884.864 488.7133 300 0.2979474 -0.2263375
Moved 1884.895 499.5777 300 0.3230965 -0.2263375
Moved 1884.926 510.0273 311.3515 0.3472853 -0.1971412
Moved 1884.956 520.6472 318.6472 0.3718684 -0.1783767
Moved 1884.987 525.4193 322.4193 0.3829151 -0.1686747
Moved 1885.018 527.9582 324.9582 0.3887922 -0.1621446
Moved 1885.048 529.8354 326 0.3931376 -0.1594652
Moved 1885.079 531.2699 327.2699 0.3964581 -0.1561989
Moved 1885.11 532.374 327 0.3990137 -0.1568931
Moved 1885.141 533 328.5 0.4004629 -0.1530351
Stationary 1885.171 533 328.5 0.4004629 -0.1530351
Moved 1885.202 533 333.523 0.4004629 -0.1401157
Moved 1885.233 511.7041 348.2959 0.3511669 -0.1021197
Moved 1885.263 483.6671 372.0737 0.2862665 -0.04096286
Moved 1885.294 469.2851 393.0009 0.2529747 0.01286236
Moved 1885.325 459.032 408.96 0.2292408 0.05390932
Moved 1885.356 450.434 424.1321 0.2093379 0.09293222
Moved 1885.386 443.2019 437.5961 0.1925971 0.127562
Moved 1885.417 436.4634 450.3416 0.1769986 0.1603435
Moved 1885.448 430.2326 457.6511 0.1625755 0.1791436
Moved 1885.479 424.2884 465.4232 0.1488158 0.1991336
Moved 1885.509 418.8334 472.1666 0.1361885 0.2164777
Moved 1885.54 414.0844 479.3735 0.1251953 0.235014
Moved 1885.571 409.0139 487.9814 0.1134582 0.2571539
Moved 1885.601 404.266 496.6011 0.1024675 0.2793237
Moved 1885.632 399.5237 506.2145 0.09149006 0.3040495
Moved 1885.663 396.5 513.5 0.08449078 0.3227879
Moved 1885.693 396 519.2366 0.08333336 0.3375425
Moved 1885.724 396 527.9695 0.08333336 0.3600037
Moved 1885.755 396 539.3234 0.08333336 0.3892061
Moved 1885.786 405.6189 548.2379 0.1055994 0.4121343
Moved 1885.816 410.2861 556.5722 0.116403 0.4335704
Moved 1885.847 415.1654 565.4963 0.1276978 0.4565234
Moved 1885.878 420.0301 572.0301 0.1389585 0.4733284
Moved 1885.908 425.0708 578.0708 0.1506269 0.4888651
Moved 1885.939 430.7982 586.1973 0.1638848 0.5097667
Moved 1885.97 439.8359 593.8359 0.1848053 0.5294132
Moved 1886.001 444.7725 600.7725 0.1962326 0.5472543
Moved 1886.031 448.7249 606.4498 0.2053817 0.5618563
Moved 1886.062 451.5979 610.1958 0.2120322 0.5714911
Moved 1886.093 454.471 613.4709 0.2186828 0.5799149
Moved 1886.124 456.0069 616.0068 0.2222381 0.5864373
Moved 1886.154 457.8781 618 0.2265698 0.5915637
Moved 1886.185 459 620.7551 0.2291666 0.5986498
Moved 1886.216 461.5 622.5 0.2349537 0.6031378
Moved 1886.246 462 624.1351 0.2361111 0.6073434
Moved 1886.277 464.0035 626.0035 0.2407488 0.6121488
Moved 1886.308 465 627.8702 0.2430555 0.6169499
Moved 1886.339 466.3208 629.3209 0.2461131 0.6206812
Moved 1886.369 466 630.3755 0.2453704 0.6233938
Moved 1886.4 466 631.0413 0.2453704 0.6251062
Moved 1886.431 466 632.0126 0.2453704 0.6276042
Stationary 1886.461 466 632 0.2453704 0.6275719
Ended 1886.492 466 632 0.2453704 0.6275719
Candidates 1886.615 13 by my buy mr ny but nt mt nr nyt mgi no nmt
Began 1887.414 303 484 -0.1319445 0.2469135
Stationary 1887.444 303 484 -0.1319445 0.2469135
Stationary 1887.475 303 484 -0.1319445 0.2469135
Moved 1887.506 326.5958 507.3617 -0.07732461 0.3070001
Moved 1887.537 352.5768 530.2516 -0.01718332 0.3658735
Moved 1887.567 379.8052 555.4041 0.04584541 0.4305659
Moved 1887.598 398.4111 569.3289 0.08891464 0.4663808
Moved 1887.629 410.1046 578.1046 0.1159828 0.4889519
Moved 1887.66 416.954 583.954 0.131838 0.5039968
Moved 1887.69 420.3488 586.3488 0.1396962 0.5101562
Moved 1887.721 422.2198 589.2198 0.1440274 0.5175405
Moved 1887.752 423.7234 590.7234 0.1475078 0.5214078
Moved 1887.782 425 591.5984 0.150463 0.5236584
Moved 1887.813 426.2361 593.2361 0.1533243 0.5278705
Moved 1887.844 427.3729 594.3729 0.1559557 0.5307943
Moved 1887.875 427.888 595 0.1571482 0.5324073
Moved 1887.905 428 596 0.1574074 0.5349793
Stationary 1887.936 428 596 0.1574074 0.5349793
Moved 1887.967 428 597 0.1574074 0.5375513
Ended 1887.997 428 597 0.1574074 0.5375513
Accept 1888.059 1 my
Began 1888.458 357 383 -0.006944438 -0.01286016
Stationary 1888.489 357 383 -0.006944438 -0.01286016
Moved 1888.52 352.7221 383 -0.01684695 -0.01286016
Moved 1888.55 337.7382 383 -0.05153189 -0.01286016
Moved 1888.581 320.4093 398.6725 -0.09164512 0.02744996
Moved 1888.612 306.8141 408.593 -0.1231155 0.0529653
Moved 1888.643 296.5 416.5 -0.1469907 0.07330243
Moved 1888.673 287.3998 422.4001 -0.168056 0.08847762
Moved 1888.704 279.8633 428.0683 -0.1855015 0.1030563
Moved 1888.735 272.1198 436.8203 -0.2034263 0.1255665
Moved 1888.766 265.6662 442.3338 -0.2183654 0.1397473
Moved 1888.796 258.0381 449.6412 -0.2360229 0.1585421
Moved 1888.827 254.8187 455.3626 -0.2434752 0.1732577
Moved 1888.858 250.9471 459.1057 -0.2524371 0.182885
Moved 1888.888 248.4071 463.1857 -0.2583168 0.1933788
Moved 1888.919 245.5323 467.9354 -0.2649715 0.205595
Moved 1888.95 242.6661 475.0016 -0.2716062 0.2237696
Moved 1888.98 237.4207 483.869 -0.2837485 0.2465766
Moved 1889.011 233.8492 491.3016 -0.2920156 0.2656933
Moved 1889.042 231.4132 494.1736 -0.2976547 0.2730803
Moved 1889.073 227.5424 500.4576 -0.3066148 0.2892426
Moved 1889.103 223.9477 505.0522 -0.3149358 0.3010603
Moved 1889.134 221.091 509.818 -0.3215486 0.3133178
Moved 1889.165 217.2248 513.5503 -0.330498 0.3229174
Moved 1889.196 214.5 516.5 -0.3368055 0.3305041
Moved 1889.226 210.8293 520.1707 -0.3453026 0.3399452
Moved 1889.257 206.9493 523 -0.3542841 0.3472221
Moved 1889.288 205 525.924 -0.3587963 0.3547426
Moved 1889.318 202.5727 528.4273 -0.364415 0.3611813
Moved 1889.349 202 530.1525 -0.3657407 0.3656185
Moved 1889.38 199.825 531 -0.3707754 0.3677982
Moved 1889.411 200 533.0226 -0.3703704 0.3730005
Moved 1889.441 199 534 -0.3726852 0.3755144
Moved 1889.472 199 535 -0.3726852 0.3780863
Moved 1889.503 197.8231 535 -0.3754095 0.3780863
Stationary 1889.533 198 535 -0.375 0.3780863
Moved 1889.564 197 521.0414 -0.3773148 0.3421845
Moved 1889.595 196.389 504.9451 -0.3787291 0.3007848
Moved 1889.626 196 489.5931 -0.3796296 0.2612991
Moved 1889.656 196 477.6587 -0.3796296 0.2306035
Moved 1889.687 196 461.4049 -0.3796296 0.1887986
Moved 1889.718 196 447.0498 -0.3796296 0.1518769
Moved 1889.748 196 432.5 -0.3796296 0.1144546
Moved 1889.779 196 414.653 -0.3796296 0.06855172
Moved 1889.81 196 401.6039 -0.3796296 0.03498945
Moved 1889.841 196 394.1212 -0.3796296 0.01574371
Moved 1889.871 196 385.7131 -0.3796296 -0.005882012
Moved 1889.902 196 377.0677 -0.3796296 -0.02811793
Moved 1889.933 196 368.2855 -0.3796296 -0.05070603
Moved 1889.964 196 361.8605 -0.3796296 -0.06723113
Moved 1889.994 196 356.8176 -0.3796296 -0.0802018
Moved 1890.025 196 352.0826 -0.3796296 -0.09238011
Moved 1890.056 196 345.3516 -0.3796296 -0.1096923
Moved 1890.086 196 342.119 -0.3796296 -0.1180069
Moved 1890.117 196 338.2841 -0.3796296 -0.1278701
Moved 1890.148 196 334.5 -0.3796296 -0.1376029
Moved 1890.178 196 333.7682 -0.3796296 -0.1394851
Stationary 1890.209 196 333.7682 -0.3796296 -0.1394851
Stationary 1890.24 196 333.7682 -0.3796296 -0.1394851
