we run the risk of failure
Began 741.7212 334 460 -0.06018519 0.1851851
Stationary 741.7519 334 460 -0.06018519 0.1851851
Moved 741.7826 334 470.7331 -0.06018519 0.2127908
Moved 741.8133 346.7142 480.4571 -0.03075411 0.2378011
Moved 741.8441 355.1484 489.1484 -0.01123061 0.2601552
Moved 741.8748 403 529.5 0.09953707 0.3639403
Moved 741.9055 443.7611 558.5074 0.1938914 0.4385477
Moved 741.9362 465.3347 572.477 0.2438305 0.4744777
Moved 741.967 479.4878 578.8292 0.2765921 0.4908158
Moved 741.9977 490.7166 582.4291 0.3025848 0.5000748
Moved 742.0284 499.9519 584.984 0.3239627 0.506646
Moved 742.0591 507.5 586.5 0.3414352 0.5105452
Moved 742.0898 511.6625 587.8312 0.3510706 0.5139691
Moved 742.1206 514.3212 588 0.3572249 0.5144032
Moved 742.1514 516 589 0.3611111 0.5169753
Moved 742.1821 517 589 0.3634259 0.5169753
Stationary 742.2128 517 589 0.3634259 0.5169753
Stationary 742.2435 517 589 0.3634259 0.5169753
Moved 742.2742 508.9575 589 0.3448091 0.5169753
Moved 742.3051 491.4123 589 0.3041952 0.5169753
Moved 742.3358 468.8691 583.2953 0.2520118 0.5023026
Moved 742.3665 440.3225 573.4409 0.1859318 0.4769568
Moved 742.3972 415.7992 561.5268 0.1291648 0.4463136
Moved 742.4279 392.2892 545.8917 0.07474363 0.4060998
Moved 742.4586 375 531.5 0.03472219 0.3690843
Moved 742.4894 357.5048 512.5048 -0.005776038 0.3202282
Moved 742.5201 343.7914 497.1497 -0.03752003 0.2807346
Moved 742.5509 333.189 483.9862 -0.06206259 0.246878
Moved 742.5816 325.5 475 -0.07986113 0.2237653
Moved 742.6123 318.9779 466.9779 -0.0949585 0.2031324
Moved 742.643 312.8537 458.8538 -0.1091349 0.182237
Moved 742.6738 307.7503 453.8752 -0.1209483 0.169432
Moved 742.7045 304.5 449.5 -0.1284722 0.158179
Moved 742.7352 302.076 446.076 -0.1340834 0.1493723
Moved 742.7659 300.7981 446 -0.1370415 0.1491768
Moved 742.7966 301 445 -0.1365741 0.1466049
Ended 742.8274 301 445 -0.1365741 0.1466049
Candidates 742.9503 13 of off good if god food odd high pig goods is hood oh
Began 743.2883 332 491 -0.06481484 0.2649176
Stationary 743.319 332 491 -0.06481484 0.2649176
Moved 743.3499 359.5542 491 -0.001031955 0.2649176
Moved 743.3804 407.9132 491 0.1109102 0.2649176
Moved 743.4113 456.6591 491 0.2237479 0.2649176
Moved 743.442 523 505 0.3773148 0.3009258
Ended 743.4727 542 504.5 0.4212962 0.2996398
Accept 743.5342 0 of
Began 744.0259 334 456 -0.06018519 0.174897
Stationary 744.0566 334 456 -0.06018519 0.174897
Stationary 744.0873 334 456 -0.06018519 0.174897
Moved 744.1181 317.4521 464.9175 -0.09849042 0.197833
Moved 744.1488 310.8795 466.747 -0.1137049 0.2025385
Moved 744.1795 303.8228 472.1182 -0.1300399 0.2163532
Moved 744.2102 293.1639 480.2241 -0.1547131 0.2372017
Moved 744.241 285.5044 486.3304 -0.1724434 0.2529073
Moved 744.2717 278.9781 489.3406 -0.1875506 0.2606497
Moved 744.3025 270.0228 492.9924 -0.2082805 0.270042
Moved 744.3332 262.5 494.5 -0.2256944 0.2739197
Moved 744.3639 254.7066 494 -0.2437348 0.2726337
Moved 744.3946 248.2322 494 -0.2587217 0.2726337
Moved 744.4254 238.308 494 -0.2816945 0.2726337
Moved 744.4561 229.6581 494 -0.3017174 0.2726337
Moved 744.4868 223.9865 494 -0.3148462 0.2726337
Moved 744.5176 219.5452 485.7726 -0.3251269 0.2514727
Moved 744.5483 217.1492 484.1492 -0.3306732 0.2472972
Moved 744.579 215.7982 482.7982 -0.3338003 0.2438225
Stationary 744.6097 216 483 -0.3333333 0.2443414
Stationary 744.6405 216 483 -0.3333333 0.2443414
Moved 744.6712 214.2284 483 -0.3374342 0.2443414
Moved 744.702 210.3391 483 -0.3464373 0.2443414
Moved 744.7327 197.7813 483 -0.3755064 0.2443414
Moved 744.7634 183.3679 483 -0.4088707 0.2443414
Moved 744.7941 164.3425 490 -0.4529109 0.2623456
Moved 744.8249 152.0034 490 -0.4814736 0.2623456
Moved 744.8556 145.5322 490 -0.4964533 0.2623456
Moved 744.8864 143.996 490 -0.5000092 0.2623456
Moved 744.9171 141.7263 491.2737 -0.5052632 0.2656215
Moved 744.9478 154.117 494.2031 -0.4765811 0.273156
Moved 744.9785 169.9539 499.977 -0.4399215 0.2880066
Moved 745.0092 187.4851 508.7057 -0.3993401 0.3104571
Moved 745.04 207.2739 523.8062 -0.3535327 0.3492956
Moved 745.0707 230.144 541.0959 -0.3005927 0.3937652
Moved 745.1014 253.824 554.412 -0.2457778 0.4280143
Moved 745.1321 273.9949 565.4416 -0.1990859 0.4563826
Moved 745.1629 300.2938 577.6469 -0.1382088 0.4877749
Moved 745.1937 324.6947 585.8983 -0.08172517 0.5089974
Moved 745.2244 346.5 592 -0.03125002 0.5246913
Moved 745.2551 370.2469 599.2988 0.02371957 0.5434638
Moved 745.2858 389.3596 605.1058 0.06796211 0.5583995
Moved 745.3165 414.0836 614.2814 0.1251935 0.5819994
Moved 745.3472 431 621 0.1643519 0.5992797
Moved 745.378 443 627 0.1921296 0.6147118
Moved 745.4088 453.3318 632.1106 0.2160458 0.6278564
Moved 745.4395 456.6675 634 0.2237674 0.632716
Stationary 745.4702 457 634 0.2245371 0.632716
Stationary 745.5009 457 634 0.2245371 0.632716
Stationary 745.5316 457 634 0.2245371 0.632716
Moved 745.5624 457 628.9269 0.2245371 0.6196678
Moved 745.5931 457 610.9501 0.2245371 0.5734313
Moved 745.6238 457 586 0.2245371 0.5092591
Moved 745.6546 457 560.0812 0.2245371 0.4425955
Moved 745.6853 460.6477 537.8184 0.2329809 0.3853352
Moved 745.7161 467.6124 516.571 0.2491028 0.3306867
Moved 745.7468 473.5 500 0.2627315 0.2880658
Moved 745.7775 477.049 487.7548 0.2709468 0.256571
Moved 745.8082 484.1994 470.4017 0.2874987 0.2119384
Moved 745.839 494.2915 450.8475 0.3108599 0.1616448
Moved 745.8697 496 448.5 0.3148148 0.1556069
Moved 745.9005 503.8381 437.2023 0.3329586 0.1265492
Moved 745.9312 510.5 428 0.3483796 0.1028806
Moved 745.9619 516.1387 421.7919 0.3614322 0.08691328
Moved 745.9926 520 418 0.3703704 0.07716041
Moved 746.0233 523.7018 415.149 0.3789394 0.06982771
Moved 746.0541 526.4041 412.5959 0.3851947 0.06326102
Moved 746.0848 528.9598 411 0.3911106 0.05915629
Moved 746.1155 529 409.7637 0.3912036 0.05597644
Stationary 746.1462 529 410 0.3912036 0.05658428
Moved 746.177 506.0207 423.6552 0.3380109 0.09170559
Moved 746.2077 482.9384 440.2701 0.2845796 0.1344396
Moved 746.2385 458.5727 458.0991 0.2281776 0.1802958
Moved 746.2692 440.4963 474.8157 0.1863342 0.2232913
Moved 746.2999 421.3303 492.6697 0.1419682 0.269212
Moved 746.3306 408.0505 505.9495 0.111228 0.3033679
Moved 746.3614 398.9556 516.0444 0.09017497 0.3293322
Moved 746.3921 392.0926 526.5432 0.07428845 0.3563353
Moved 746.4229 384.2138 536.7862 0.05605042 0.3826804
Moved 746.4536 379.5 546.25 0.0451389 0.4070215
Moved 746.4843 375.6907 553.9278 0.03632118 0.426769
Moved 746.515 374.895 558.5252 0.0344791 0.4385936
Moved 746.5458 372.9969 568.0095 0.03008534 0.4629872
Moved 746.5765 373 574.5 0.0300926 0.479681
Moved 746.6072 373 580 0.0300926 0.4938271
Moved 746.6379 373 584.6367 0.0300926 0.5057526
Moved 746.6686 380.1288 589.6733 0.04659444 0.5187069
Moved 746.6994 384 593 0.0555556 0.5272633
Moved 746.7302 384 597 0.0555556 0.5375513
Moved 746.7609 384 598 0.0555556 0.5401233
Moved 746.7916 374.1494 600 0.03275335 0.5452674
Moved 746.8223 354.5 600 -0.0127315 0.5452674
Moved 746.853 337.5597 592.5598 -0.0519451 0.5261309
Moved 746.8837 317.2252 587.0751 -0.09901568 0.5120243
Moved 746.9146 290.0638 580.7325 -0.1618894 0.4957111
Moved 746.9453 283.9124 579.5825 -0.1761288 0.4927531
Moved 746.976 270.1404 575.0281 -0.2080084 0.4810392
Moved 747.0067 259.7008 571.4803 -0.2321741 0.4719143
Moved 747.0374 250.7365 570.1841 -0.2529248 0.4685805
Moved 747.0681 244.2575 569 -0.2679225 0.4655349
Moved 747.0989 238.1362 568 -0.2820921 0.4629629
Moved 747.1296 234.6223 568 -0.2902263 0.4629629
Moved 747.1603 231.2595 568 -0.2980104 0.4629629
Moved 747.1911 229.9818 568 -0.3009681 0.4629629
Moved 747.2218 228.7123 568 -0.3039067 0.4629629
Ended 747.2526 229 568 -0.3032407 0.4629629
Candidates 747.3754 13 stole settle failure woke style resulted applies hailed stroke spoke apply adults adult
Began 747.6828 359 531 -0.002314796 0.3677982
Stationary 747.7135 359 531 -0.002314796 0.3677982
Moved 747.7443 390.728 531 0.07112969 0.3677982
Moved 747.775 433.5418 531 0.1702356 0.3677982
Moved 747.8057 507.4244 531 0.3412602 0.3677982
Ended 747.8364 557.317 531 0.4567524 0.3677982
Accept 747.8979 0 stole
Began 748.8812 407 524 0.1087963 0.3497942
Stationary 748.912 407 524 0.1087963 0.3497942
Moved 748.9427 384.5755 524 0.05688776 0.3497942
Moved 748.9734 366.6583 524 0.01541267 0.3497942
Moved 749.0042 355.2365 524 -0.01102676 0.3497942
Moved 749.0349 344.2445 524 -0.03647099 0.3497942
Moved 749.0656 331.752 524 -0.06538898 0.3497942
Moved 749.0964 322.7686 524 -0.08618385 0.3497942
Moved 749.1271 310.1648 524 -0.1153593 0.3497942
Moved 749.1577 257.5186 509.1909 -0.2372256 0.3117049
Ended 749.1885 135.5 448.5 -0.5196759 0.1556069
Delete 749.2499 LeftSwipe
Began 750.1105 329 487 -0.07175927 0.2546296
Stationary 750.1412 329 487 -0.07175927 0.2546296
Moved 750.1719 347.187 502.8903 -0.02965962 0.2954995
Moved 750.2027 354.7196 508.8598 -0.01222322 0.3108533
Moved 750.2334 359.8129 512.4064 -0.0004330277 0.3199753
Moved 750.2641 361 513.6661 0.002314846 0.3232153
Moved 750.2949 362 516.2211 0.004629592 0.3297867
Moved 750.3256 363 518.7781 0.006944438 0.3363635
Moved 750.3563 363 523.6719 0.006944438 0.3489504
Moved 750.3871 363 528 0.006944438 0.3600822
Moved 750.4178 366.1179 539.5897 0.01416187 0.389891
Moved 750.4485 368.6699 549.6796 0.02006928 0.4158426
Moved 750.4792 369 557.6805 0.02083332 0.4364209
Moved 750.5099 369 561.9636 0.02083332 0.4474372
Moved 750.5407 369 564.0438 0.02083332 0.4527875
Moved 750.5714 342.831 564 -0.03974308 0.4526748
Moved 750.6021 333.8991 555.8991 -0.06041874 0.4318392
Moved 750.6329 315.7824 547.3912 -0.1023555 0.4099568
Moved 750.6636 294.2872 534.2154 -0.152113 0.3760683
Moved 750.6943 274.5 522 -0.1979167 0.3446501
Moved 750.7251 259.6703 509.6703 -0.2322446 0.312938
Moved 750.7558 248.2534 500.6028 -0.2586726 0.2896162
Moved 750.7865 240.2742 494.2742 -0.2771431 0.2733389
Moved 750.8173 235.5392 490.0784 -0.2881036 0.2625473
Moved 750.848 231.9771 487.9771 -0.2963493 0.2571427
Moved 750.8787 229.7241 485.7241 -0.3015645 0.2513479
Moved 750.9094 228.1671 484 -0.3051688 0.2469135
Moved 750.9401 228 481.6107 -0.3055556 0.2407681
Moved 750.9709 228 480.5 -0.3055556 0.2379114
Moved 751.0016 228 479 -0.3055556 0.2340534
Moved 751.0323 228 476.303 -0.3055556 0.2271167
Moved 751.0631 228 474.5 -0.3055556 0.2224794
Moved 751.0938 228 472.2292 -0.3055556 0.2166388
Moved 751.1246 228 470.9539 -0.3055556 0.2133588
Moved 751.1553 219.4749 470 -0.3252895 0.2109053
Moved 751.186 199.737 470 -0.3709792 0.2109053
Moved 751.2164 176.7958 478.3787 -0.4240837 0.2324555
Moved 751.2475 156.7866 482.8252 -0.4704015 0.2438919
Moved 751.2782 137.8158 487.9098 -0.5143152 0.2569695
Moved 751.309 123.9341 494.0264 -0.5464489 0.2727015
Moved 751.3397 114.5 498.5 -0.568287 0.2842077
Moved 751.3704 107.3238 502.6762 -0.5848987 0.294949
Moved 751.4012 104.6247 505.3752 -0.5911465 0.301891
Moved 751.4318 105 505 -0.5902778 0.3009258
Moved 751.4626 105 506.4694 -0.5902778 0.304705
Moved 751.4933 119.6335 507.7267 -0.5564041 0.3079389
Moved 751.524 136.9687 509 -0.5162761 0.3112139
Moved 751.5547 159.5698 512 -0.4639589 0.31893
Moved 751.5855 183.6428 513.4047 -0.4082343 0.322543
Moved 751.6163 202.4965 514 -0.3645913 0.324074
Moved 751.647 221.1322 514 -0.3214532 0.324074
Moved 751.6777 238.9025 514 -0.2803183 0.324074
Moved 751.7084 256.7585 504.4976 -0.2389851 0.2996336
Moved 751.7392 270.4005 502.5999 -0.2074062 0.2947527
Moved 751.7699 287.3459 501 -0.1681808 0.2906378
Moved 751.8007 303.1492 500 -0.1315991 0.2880658
Moved 751.8314 315.937 500 -0.1019977 0.2880658
Moved 751.8621 325.2734 513.9551 -0.08038556 0.3239585
Moved 751.8929 333.3799 527.9149 -0.06162052 0.3598632
Moved 751.9235 346 553 -0.03240739 0.4243826
Moved 751.9543 350.888 565.7387 -0.02109254 0.4571468
Moved 751.985 358.7697 578.3469 -0.00284796 0.4895754
Moved 752.0157 369.0026 591.0026 0.02083937 0.522126
Moved 752.0465 378.4099 602.7623 0.04261543 0.552372
Moved 752.0772 383.8223 607.8223 0.05514413 0.5653864
Moved 752.1079 388.275 612.275 0.06545126 0.5768388
Moved 752.1387 393.7353 616.7353 0.07809093 0.5883108
Moved 752.1694 399 618 0.09027779 0.5915637
Stationary 752.2001 399 618 0.09027779 0.5915637
Moved 752.2309 400 618 0.09259263 0.5915637
