a subject one can really enjoy
a subject one can really enjoy
Basic
Radial

0.6 0.6
432 388.8
Began 635.66 169 330 -0.4421296 -0.149177
Stationary 635.6907 169 330 -0.4421296 -0.149177
Stationary 635.7214 169 330 -0.4421296 -0.149177
Stationary 635.7521 169 330 -0.4421296 -0.149177
Stationary 635.7828 169 330 -0.4421296 -0.149177
Stationary 635.8136 169 330 -0.4421296 -0.149177
Stationary 635.8444 169 330 -0.4421296 -0.149177
Stationary 635.8751 169 330 -0.4421296 -0.149177
Stationary 635.9058 169 330 -0.4421296 -0.149177
Stationary 635.9365 169 330 -0.4421296 -0.149177
Moved 635.9673 169 340.0196 -0.4421296 -0.1234064
Moved 635.998 169 344.2233 -0.4421296 -0.1125944
Moved 636.0287 173.3192 350.8511 -0.4321314 -0.09554748
Moved 636.0594 179.9728 358.4592 -0.4167296 -0.0759795
Moved 636.0901 184.0907 365.1361 -0.4071974 -0.05880638
Moved 636.1209 189.86 373.7899 -0.3938427 -0.03654864
Moved 636.1516 192.8051 378.8051 -0.3870252 -0.02364947
Moved 636.1823 194 380.6682 -0.3842593 -0.01885771
Moved 636.2131 194 381.5 -0.3842593 -0.01671818
Stationary 636.2438 194 381.5 -0.3842593 -0.01671818
Stationary 636.2745 194 381.5 -0.3842593 -0.01671818
Moved 636.3052 194 381 -0.3842593 -0.01800419
Ended 636.3359 194 381 -0.3842593 -0.01800419
Candidates 636.4281 13 a as sa s ass add ad da casa sad ca cas dad
Began 636.8583 271 376 -0.2060186 -0.03086435
Stationary 636.889 271 376 -0.2060186 -0.03086435
Stationary 636.9198 271 376 -0.2060186 -0.03086435
Stationary 636.9506 271 376 -0.2060186 -0.03086435
Moved 636.9811 290.7423 376 -0.1603187 -0.03086435
Moved 637.0119 303.188 376 -0.1315092 -0.03086435
Moved 637.0427 315.9672 366.3552 -0.1019278 -0.05567079
Moved 637.0734 332.7046 356.3539 -0.06318381 -0.08139441
Moved 637.1041 347.3014 345.7488 -0.02939488 -0.1086708
Moved 637.1348 359.6734 339.1633 -0.0007559359 -0.1256089
Moved 637.1656 371.956 335.2088 0.02767583 -0.1357798
Moved 637.1963 391.5 335 0.07291664 -0.1363169
Moved 637.227 413.6999 346.7285 0.1243053 -0.106151
Moved 637.2578 431.7901 359.5643 0.1661807 -0.07313708
Moved 637.2885 443.9392 367.9595 0.1943038 -0.05154456
Moved 637.3192 449.0122 372.5061 0.2060468 -0.03985063
Moved 637.3499 451 374.3856 0.2106482 -0.03501657
Moved 637.3807 453 376.2579 0.2152778 -0.0302011
Moved 637.4114 455.129 377.129 0.220206 -0.02796047
Moved 637.4421 455.6315 377.6315 0.2213692 -0.02666795
Moved 637.4728 456 378 0.2222222 -0.02572024
Ended 637.5035 457 378 0.2245371 -0.02572024
Accept 637.565 0 a
Began 638.1795 234 384 -0.2916667 -0.01028807
Stationary 638.2103 234 384 -0.2916667 -0.01028807
Stationary 638.241 234 384 -0.2916667 -0.01028807
Stationary 638.2717 234 384 -0.2916667 -0.01028807
Stationary 638.3024 234 384 -0.2916667 -0.01028807
Stationary 638.3331 234 384 -0.2916667 -0.01028807
Stationary 638.3639 234 384 -0.2916667 -0.01028807
Stationary 638.3947 234 384 -0.2916667 -0.01028807
Stationary 638.4254 234 384 -0.2916667 -0.01028807
Stationary 638.4561 234 384 -0.2916667 -0.01028807
Stationary 638.4868 234 384 -0.2916667 -0.01028807
Stationary 638.5175 234 384 -0.2916667 -0.01028807
Stationary 638.5483 234 384 -0.2916667 -0.01028807
Moved 638.579 243.9643 396.9642 -0.2686012 0.02305604
Moved 638.6097 254.4007 404.0505 -0.2444427 0.04128217
Moved 638.6404 269.3113 410.6557 -0.2099275 0.05827079
Moved 638.6711 289.0482 421.024 -0.1642404 0.08493835
Moved 638.7019 310.7864 431.8932 -0.1139204 0.112894
Moved 638.7325 326.6906 440.3947 -0.07710502 0.1347599
Moved 638.7633 340.9923 448.9954 -0.0439993 0.156881
Moved 638.7941 353.5 457.625 -0.01504625 0.1790766
Moved 638.8248 365.7491 465.2495 0.01330823 0.1986867
Moved 638.8555 373.8938 471.8938 0.03216167 0.2157762
Moved 638.8862 383.5066 477.3378 0.05441348 0.2297781
Moved 638.9169 392.1098 483.0732 0.07432819 0.2445298
Moved 638.9477 400.6997 490.0248 0.09421238 0.2624094
Moved 638.9784 411.7045 499.2784 0.1196863 0.2862097
Moved 639.0092 423.2182 507.9136 0.1463384 0.3084198
Moved 639.0399 433.7442 515.3721 0.1707041 0.3276031
Moved 639.0705 442.2427 521.2427 0.1903765 0.3427023
Moved 639.1013 451.862 527.2413 0.2126435 0.3581309
Moved 639.132 458.9836 532.9836 0.2291287 0.3729001
Moved 639.1627 465.7131 536.3566 0.2447062 0.3815755
Moved 639.1935 468.8953 539.8953 0.2520724 0.390677
Moved 639.2242 471 541.7668 0.2569444 0.3954906
Moved 639.2549 473 543.6399 0.2615741 0.4003083
Moved 639.2855 474.0618 545.0618 0.264032 0.4039653
Stationary 639.3164 474 545 0.2638889 0.4038065
Stationary 639.3471 474 545 0.2638889 0.4038065
Stationary 639.3779 474 545 0.2638889 0.4038065
Stationary 639.4085 474 545 0.2638889 0.4038065
Moved 639.4393 461.4509 524.0848 0.2348401 0.3500124
Moved 639.47 452.8599 507.7198 0.2149535 0.3079213
Moved 639.5007 445.9401 493.8802 0.1989355 0.2723257
Moved 639.5314 437.6579 476.3159 0.1797637 0.2271498
Moved 639.5622 431.3704 457.1113 0.1652093 0.1777553
Moved 639.5928 426.8074 442.037 0.1546467 0.1389839
Moved 639.6237 421.4828 424.9312 0.1423213 0.09498741
Moved 639.6544 415.3737 406.8684 0.1281798 0.04852978
Moved 639.6851 410.4951 388.466 0.1168869 0.00119849
Moved 639.7158 405.2372 368.33 0.1047156 -0.05059159
Moved 639.7465 403.0872 354.4359 0.09973884 -0.08632738
Moved 639.7772 401.2176 342.8705 0.09541114 -0.1160737
Moved 639.808 400 332.0212 0.09259263 -0.1439783
Moved 639.8387 399 322.5281 0.09027779 -0.1683949
Moved 639.8694 398 311.8757 0.08796295 -0.1957929
Moved 639.9001 396.0921 301.3685 0.08354663 -0.2228176
Moved 639.9309 394.2258 294.4516 0.07922639 -0.240608
Moved 639.9616 392.6821 288.3641 0.0756529 -0.2562651
Moved 639.9923 389.8042 280.4125 0.06899108 -0.2767169
Moved 640.0231 387.9365 273.8094 0.06466776 -0.2937
Moved 640.0538 385.3049 265.2195 0.05857607 -0.3157934
Moved 640.0845 381.5399 253.1597 0.04986088 -0.3468116
Moved 640.1152 377.6676 241.6704 0.04089723 -0.3763621
Moved 640.1459 375.8006 235.8005 0.0365755 -0.3914595
Moved 640.1767 375.2327 232.2327 0.03526082 -0.4006362
Moved 640.2074 375 229.5 0.03472219 -0.4076646
Moved 640.2381 375 230 0.03472219 -0.4063786
Stationary 640.2689 375 230 0.03472219 -0.4063786
Stationary 640.2996 375 230 0.03472219 -0.4063786
Moved 640.3303 391.2012 256.6022 0.07222503 -0.3379574
Moved 640.361 402.0211 276.0421 0.09727101 -0.2879576
Moved 640.3917 410.4075 289.6793 0.1166841 -0.2528826
Moved 640.4225 421.1495 308.2243 0.1415498 -0.2051845
Moved 640.4532 428.8305 324.5763 0.1593299 -0.1631268
Moved 640.4839 434.7886 339.1546 0.1731219 -0.1256313
Moved 640.5146 439.6978 349.3955 0.1844855 -0.09929146
Moved 640.5454 443.1973 357.5919 0.1925864 -0.07821032
Moved 640.5761 448.1408 365.2112 0.2040297 -0.05861314
Moved 640.6068 451.699 371.398 0.2122662 -0.04270067
Moved 640.6376 456.9348 379.4023 0.2243862 -0.02211355
Moved 640.6683 460.3285 385.657 0.232242 -0.006026162
Moved 640.699 463.2093 390.2093 0.2389103 0.00568225
Moved 640.7297 464 393.7814 0.2407408 0.0148697
Moved 640.7604 465 397.3103 0.2430555 0.02394617
Moved 640.7911 465 402.0548 0.2430555 0.03614916
Moved 640.8219 465 406.3958 0.2430555 0.04731414
Moved 640.8526 465 411.8634 0.2430555 0.06137699
Moved 640.8834 459.401 416.5997 0.230095 0.0735589
Moved 640.9141 451.9883 422.3411 0.212936 0.08832586
Moved 640.9448 442.472 428.396 0.1909074 0.1038991
Moved 640.9755 415.4677 440.2419 0.1283974 0.134367
Moved 641.0062 389.7456 451.7018 0.06885548 0.1638419
Moved 641.037 358.888 463.1609 -0.002574076 0.193315
Moved 641.0677 331.5979 472.3608 -0.06574561 0.2169774
Moved 641.0984 307.0337 479.6555 -0.1226072 0.2357392
Moved 641.1292 288.3792 484.1774 -0.1657889 0.2473697
Moved 641.1599 273.4467 486.4213 -0.2003549 0.2531412
Moved 641.1906 261.0439 488.489 -0.2290651 0.2584593
Moved 641.2214 251.921 491.3597 -0.2501828 0.2658427
Moved 641.2521 244.5339 493.233 -0.2672826 0.270661
Moved 641.2828 239.4037 494.7982 -0.279158 0.2746866
Moved 641.3135 232.9861 496.6713 -0.2940136 0.2795044
Moved 641.3442 226.913 497.5435 -0.3080718 0.2817476
Moved 641.3749 220.1679 498 -0.3236855 0.2829217
Moved 641.4057 212.2055 498 -0.342117 0.2829217
Moved 641.4364 203.5282 498 -0.3622033 0.2829217
Moved 641.4672 196.3002 498.6998 -0.3789346 0.2847215
Moved 641.4979 192.8613 500.1387 -0.3868951 0.2884224
Moved 641.5286 192 501 -0.3888888 0.2906378
Moved 641.5593 192 502.4944 -0.3888888 0.2944814
Stationary 641.5901 192 502 -0.3888888 0.2932098
Stationary 641.6208 192 502 -0.3888888 0.2932098
Moved 641.6515 207.9757 490.0243 -0.3519081 0.2624081
Moved 641.6823 222.5016 471.2978 -0.3182833 0.2142432
Moved 641.713 233.8738 452.9709 -0.2919588 0.1671061
Moved 641.7437 247 430 -0.2615741 0.1080246
Moved 641.7744 259.0814 403.1162 -0.2336078 0.03887914
Moved 641.8051 267.6922 379.1541 -0.2136754 -0.022752
Moved 641.8359 272.5915 360.6341 -0.2023345 -0.07038563
Moved 641.8666 277.6728 341.2905 -0.1905722 -0.1201376
Moved 641.8973 281.547 322.7182 -0.1816042 -0.1679059
Moved 641.928 284.4168 306.9161 -0.1749611 -0.2085492
Moved 641.9587 285 293.2548 -0.1736111 -0.2436862
Moved 641.9894 285 282.6979 -0.1736111 -0.2708389
Moved 642.0202 286 274.2162 -0.1712963 -0.2926538
Moved 642.051 286 267.7072 -0.1712963 -0.3093953
Moved 642.0817 286 259.7908 -0.1712963 -0.3297561
Moved 642.1124 286 253.1185 -0.1712963 -0.3469174
Moved 642.1431 286 249.1877 -0.1712963 -0.3570275
Moved 642.1738 286 246.6455 -0.1712963 -0.3635661
Moved 642.2046 286 242.7714 -0.1712963 -0.3735304
Moved 642.2353 287.0479 240.9521 -0.1688707 -0.3782096
Stationary 642.266 287 241 -0.1689815 -0.3780865
Moved 642.2968 290.9698 241 -0.159792 -0.3780865
Moved 642.3275 296.718 257.795 -0.1464862 -0.3348895
Moved 642.3582 305.7059 278.6471 -0.1256808 -0.2812575
Moved 642.3889 312.3899 296.3731 -0.1102085 -0.2356659
Moved 642.4197 318.6711 321.6974 -0.09566887 -0.1705315
Moved 642.4503 322.5468 338.7337 -0.08669735 -0.1267138
Moved 642.4811 327.8258 354.0646 -0.07447724 -0.08728231
Moved 642.5118 330.9502 365.801 -0.06724487 -0.05709628
Moved 642.5425 335.6588 381.1471 -0.05634526 -0.01762586
Moved 642.5733 339.3987 395.4968 -0.04768819 0.01928172
Moved 642.6039 341.1493 405.5972 -0.04363581 0.04526032
Moved 642.6347 344.0755 415.2264 -0.03686234 0.07002658
Moved 642.6655 346.9465 427.7323 -0.03021647 0.1021921
Moved 642.6962 349.8206 441.1028 -0.0235635 0.1365813
Moved 642.7269 351 452.5215 -0.02083332 0.1659502
Moved 642.7576 352 465.9741 -0.01851852 0.2005504
Moved 642.7883 353 479.5506 -0.01620372 0.2354696
Moved 642.8191 353 488.1675 -0.01620372 0.2576325
Moved 642.8499 353 497.5 -0.01620372 0.2816358
Moved 642.8806 353 504.7487 -0.01620372 0.3002795
Moved 642.9113 353 509.2424 -0.01620372 0.3118374
Moved 642.942 346 513.812 -0.03240739 0.3235905
Moved 642.9727 344 517.6815 -0.03703703 0.3335428
Moved 643.0034 342 521.5554 -0.04166668 0.3435067
Moved 643.0342 340.5707 524.4293 -0.04497513 0.3508982
Moved 643.0649 341 525.3926 -0.04398147 0.3533759
Moved 643.0956 340 527 -0.04629632 0.3575102
Ended 643.1263 340 527 -0.04629632 0.3575102
Candidates 643.1878 13 subject assignment contract divorce efficiency efficient contact context agreement reflect select argument finest
Began 643.6487 289 413 -0.1643519 0.06430033
Stationary 643.6794 289 413 -0.1643519 0.06430033
Moved 643.7101 298.451 413 -0.1424745 0.06430033
Moved 643.7408 320.3635 413 -0.09175122 0.06430033
Moved 643.7715 343.1415 413 -0.0390243 0.06430033
Moved 643.8022 361.6702 413 0.003866156 0.06430033
Moved 643.833 377.9062 413 0.04144957 0.06430033
Moved 643.8638 389.5732 413 0.06845633 0.06430033
Moved 643.8945 399.6013 413 0.09166976 0.06430033
Moved 643.9252 405.5439 413 0.1054256 0.06430033
Moved 643.9559 409.1414 413 0.1137532 0.06430033
Moved 643.9867 411.4893 413 0.1191881 0.06430033
Moved 644.0174 413.5333 413 0.1239196 0.06430033
Stationary 644.0481 414 413 0.125 0.06430033
Moved 644.0789 415 413 0.1273148 0.06430033
Ended 644.1096 415 413 0.1273148 0.06430033
Accept 644.171 0 subject
Began 644.6934 394 429 0.07870366 0.1054526
Stationary 644.7241 394 429 0.07870366 0.1054526
Stationary 644.7549 394 429 0.07870366 0.1054526
Stationary 644.7856 394 429 0.07870366 0.1054526
Moved 644.8163 404.4598 445.811 0.1029163 0.1486909
Moved 644.847 410.0855 460.1426 0.1159388 0.1855519
Moved 644.8777 417.7165 476.433 0.133603 0.2274511
Moved 644.9084 427 494.5 0.1550926 0.2739197
Moved 644.9392 436.8723 510.1631 0.1779452 0.3142054
Moved 644.97 443.308 519.308 0.1928426 0.3377262
Moved 645.0006 449.031 526.0621 0.2060904 0.3550979
Moved 645.0314 454.7254 531.7253 0.2192717 0.3696638
Moved 645.0621 460.8879 537.8879 0.2335369 0.3855142
Moved 645.0928 466.6315 541.3157 0.2468322 0.3943305
Moved 645.1235 473.3815 545.1907 0.2624571 0.4042971
Moved 645.1542 483.8764 550.4382 0.286751 0.4177937
Moved 645.185 495.3434 553.5858 0.3132948 0.4258893
Moved 645.2158 504.3841 554 0.3342225 0.4269547
Moved 645.2464 512.061 554 0.3519931 0.4269547
Moved 645.2772 516.8989 554 0.3631919 0.4269547
Moved 645.3079 519.7706 554 0.3698394 0.4269547
Moved 645.3386 521 554 0.3726852 0.4269547
Moved 645.3694 522 554 0.375 0.4269547
Moved 645.4001 523.0172 554 0.3773545 0.4269547
Moved 645.4308 523 545.1459 0.3773148 0.4041819
Moved 645.4615 523 539.5 0.3773148 0.3896604
Moved 645.4923 523 529.7826 0.3773148 0.3646671
Moved 645.523 523 519.3137 0.3773148 0.3377408
Moved 645.5537 515.6755 510.8146 0.36036 0.3158811
Moved 645.5844 511.8106 501.0266 0.3514135 0.290706
Moved 645.6152 506.0684 490.6026 0.3381212 0.2638955
Moved 645.6459 500.3228 479.3068 0.3248212 0.2348426
Moved 645.6766 490.3543 465.139 0.301746 0.1984028
Moved 645.7074 486.5503 457.3757 0.2929404 0.1784353
Moved 645.7381 476.804 442.0099 0.2703795 0.1389143
Moved 645.7688 470.0537 429.1075 0.254754 0.105729
Moved 645.7996 462.9326 415.8315 0.23827 0.07158299
Moved 645.8302 456.1653 402.3306 0.2226049 0.03685834
Moved 645.861 452.2135 391.8541 0.2134572 0.009912601
Moved 645.8917 447.6751 379.0253 0.2029516 -0.023083
Moved 645.9224 443.8028 366.0142 0.193988 -0.05654786
Moved 645.9531 439.9299 354.7194 0.1850229 -0.08559819
Moved 645.9839 437.0583 343.233 0.1783756 -0.1151414
Moved 646.0146 433 333 0.1689814 -0.141461
Moved 646.0453 429.3619 321.7238 0.16056 -0.1704634
Moved 646.076 425.6193 308.8578 0.1518965 -0.203555
Moved 646.1068 422.9341 298.7364 0.1456808 -0.2295875
Moved 646.1375 421.3758 291.7516 0.1420736 -0.2475525
Moved 646.1682 420 285.027 0.1388889 -0.2648484
Moved 646.199 419 278.2766 0.1365741 -0.2822105
Moved 646.2297 419 272.5372 0.1365741 -0.2969722
Moved 646.2604 418 266.4854 0.1342593 -0.3125376
Moved 646.2911 418 259.1267 0.1342593 -0.3314643
Moved 646.3219 418 252.0033 0.1342593 -0.3497858
