where can my little dog be
where can my little dog be
Basic
Radial

0.6 0.6
432 388.8
Began 1544.151 196 483 -0.3796296 0.2443414
Stationary 1544.182 196 483 -0.3796296 0.2443414
Stationary 1544.213 196 483 -0.3796296 0.2443414
Stationary 1544.244 196 483 -0.3796296 0.2443414
Moved 1544.274 217.2309 483 -0.3304842 0.2443414
Moved 1544.305 234.708 483 -0.2900277 0.2443414
Moved 1544.336 250.7014 483 -0.2530059 0.2443414
Moved 1544.366 265.7192 474.7134 -0.2182425 0.2230283
Moved 1544.397 279.3073 466.8463 -0.1867885 0.2027939
Moved 1544.428 293.3619 457.1105 -0.1542549 0.1777532
Moved 1544.459 307.1543 446.0765 -0.122328 0.1493738
Moved 1544.489 319.9133 434.0867 -0.09279331 0.1185357
Moved 1544.52 331.5172 423.4828 -0.06593247 0.09126223
Moved 1544.551 342.5003 411.4997 -0.04050861 0.06044156
Moved 1544.582 351.6594 402.3406 -0.01930689 0.0368842
Moved 1544.612 360.0081 395.244 1.867612E-05 0.0186315
Moved 1544.643 370.3534 385.735 0.02396623 -0.005825733
Moved 1544.674 378.7023 379.1488 0.04329244 -0.0227655
Moved 1544.704 381.6104 375.3896 0.05002419 -0.03243419
Moved 1544.735 384.0248 374 0.05561302 -0.03600823
Moved 1544.766 385.5 373 0.05902777 -0.03858032
Moved 1544.797 385 373 0.05787035 -0.03858032
Stationary 1544.827 385 373 0.05787035 -0.03858032
Moved 1544.858 371.2321 390.5214 0.02600034 0.006485103
Moved 1544.889 356 408 -0.009259283 0.05144025
Moved 1544.92 340.6454 424.6255 -0.04480243 0.09420148
Moved 1544.95 324.3629 439.8642 -0.08249318 0.1333955
Moved 1544.981 308.7267 454.2733 -0.1186882 0.1704559
Moved 1545.012 297.1732 462.6201 -0.1454323 0.1919239
Moved 1545.042 288.1213 469.8787 -0.1663859 0.2105934
Moved 1545.073 282.4806 474.5193 -0.179443 0.2225291
Moved 1545.104 275.7701 480.2299 -0.1949765 0.2372167
Moved 1545.135 271.2862 483.7138 -0.205356 0.2461774
Moved 1545.165 267.3939 486 -0.2143659 0.2520575
Moved 1545.196 263.9061 488.0469 -0.2224397 0.2573223
Moved 1545.227 261.2019 490 -0.2286993 0.2623456
Moved 1545.258 258.4549 491.5451 -0.2350581 0.2663196
Moved 1545.288 255.7098 492 -0.2414125 0.2674896
Moved 1545.319 254.5 493 -0.244213 0.2700616
Moved 1545.35 253.9642 494.0358 -0.2454533 0.2727259
Moved 1545.38 254 495 -0.2453704 0.2752057
Moved 1545.411 254 496.5 -0.2453704 0.2790637
Moved 1545.442 277.0345 497 -0.1920496 0.2803498
Moved 1545.473 302.5 497 -0.1331019 0.2803498
Moved 1545.503 309.5251 497 -0.1168402 0.2803498
Moved 1545.534 318.9821 497 -0.09494896 0.2803498
Moved 1545.565 327.2166 497 -0.07588758 0.2803498
Moved 1545.596 331.8154 498 -0.0652422 0.2829217
Moved 1545.626 334.5592 498 -0.05889073 0.2829217
Moved 1545.657 336.5 498 -0.05439813 0.2829217
Moved 1545.688 337.1625 498 -0.05286455 0.2829217
Stationary 1545.719 337 498 -0.05324075 0.2829217
Stationary 1545.749 337 498 -0.05324075 0.2829217
Stationary 1545.78 337 498 -0.05324075 0.2829217
Moved 1545.811 324.5066 499 -0.08216058 0.2854938
Moved 1545.841 314.2056 500.1324 -0.1060056 0.2884062
Moved 1545.872 302.0718 500.6547 -0.134093 0.2897497
Moved 1545.903 288.545 502.291 -0.1654052 0.2939583
Moved 1545.934 273.8219 502 -0.1994863 0.2932098
Moved 1545.964 263.8529 502 -0.2225626 0.2932098
Moved 1545.995 255.2328 502 -0.2425167 0.2932098
Moved 1546.026 249.0066 502 -0.2569291 0.2932098
Moved 1546.057 244.5085 502 -0.2673415 0.2932098
Moved 1546.087 241.5081 502 -0.2742869 0.2932098
Ended 1546.118 242 502 -0.2731481 0.2932098
Candidates 1546.21 13 where the there what she free he whereas after sheet register refer age
Began 1546.763 187 410 -0.4004629 0.05658428
Stationary 1546.794 187 410 -0.4004629 0.05658428
Moved 1546.825 203.3022 410 -0.3627263 0.05658428
Moved 1546.855 226.5 410 -0.3090278 0.05658428
Moved 1546.886 251.3668 410 -0.2514657 0.05658428
Moved 1546.917 270.9702 410 -0.2060876 0.05658428
Moved 1546.948 284.7106 410 -0.174281 0.05658428
Moved 1546.978 294.924 410 -0.1506389 0.05658428
Moved 1547.009 303.1781 410 -0.1315321 0.05658428
Moved 1547.04 307.4716 420.3009 -0.1215936 0.08307837
Moved 1547.071 311.2215 417 -0.1129132 0.0745884
Moved 1547.101 312.6281 417 -0.1096571 0.0745884
Ended 1547.132 313 417 -0.1087963 0.0745884
Accept 1547.193 0 where
Began 1547.747 348 251 -0.0277778 -0.3523664
Stationary 1547.777 348 251 -0.0277778 -0.3523664
Stationary 1547.808 348 251 -0.0277778 -0.3523664
Stationary 1547.839 348 251 -0.0277778 -0.3523664
Stationary 1547.87 348 251 -0.0277778 -0.3523664
Moved 1547.9 322.3656 271.6343 -0.08711661 -0.2992944
Moved 1547.931 305.8793 286.4339 -0.1252794 -0.2612297
Moved 1547.962 290.7766 299.7787 -0.1602392 -0.2269067
Moved 1547.992 277.5737 308.6558 -0.1908016 -0.2040747
Moved 1548.023 259.5453 318.1819 -0.2325341 -0.1795733
Moved 1548.054 242.6946 327.1527 -0.2715402 -0.1565002
