win first prize in the contest
Accept 1945.353 0 win
Began 1945.783 281 336 -0.1828704 -0.1337449
Stationary 1945.814 281 336 -0.1828704 -0.1337449
Stationary 1945.844 281 336 -0.1828704 -0.1337449
Stationary 1945.875 281 336 -0.1828704 -0.1337449
Moved 1945.906 299.7935 357.7935 -0.1393668 -0.07769164
Moved 1945.937 312.5717 372.4004 -0.1097877 -0.04012245
Moved 1945.967 324.9049 388.8574 -0.08123865 0.002205068
Moved 1945.998 333.3745 399.166 -0.06163309 0.02871918
Moved 1946.029 343.8549 411.1399 -0.03737286 0.05951614
Moved 1946.06 353.3051 422.1313 -0.01549751 0.08778631
Moved 1946.09 362.1115 433.482 0.00488778 0.1169803
Moved 1946.121 371.8037 446.2056 0.02732346 0.1497058
Moved 1946.152 382.6067 458.6067 0.05233029 0.1816015
Moved 1946.182 392.7975 469.7975 0.07592002 0.2103844
Moved 1946.213 401.7369 477.7369 0.09661316 0.2308047
Moved 1946.244 409.5 485.5 0.1145834 0.2507715
Moved 1946.275 414.1182 491.1182 0.1252736 0.2652215
Moved 1946.305 416 493.5968 0.1296297 0.2715967
Moved 1946.336 417.5 495.5 0.1331019 0.2764916
Moved 1946.367 417 496.2203 0.1319444 0.2783443
Stationary 1946.397 417 496.2203 0.1319444 0.2783443
Moved 1946.428 417 497.0433 0.1319444 0.280461
Stationary 1946.459 417 497 0.1319444 0.2803498
Stationary 1946.49 417 497 0.1319444 0.2803498
Moved 1946.52 393.7994 497 0.07823934 0.2803498
Moved 1946.551 380.9225 497 0.04843166 0.2803498
Moved 1946.582 358.2977 487.2884 -0.003940513 0.2553713
Moved 1946.612 337.3023 483.1783 -0.05254089 0.2448
Moved 1946.643 318.3069 480.3296 -0.09651169 0.2374731
Moved 1946.674 302.6785 476.7797 -0.1326886 0.2283428
Moved 1946.705 290.1857 473.2371 -0.1616073 0.2192312
Moved 1946.735 278.7633 469.6908 -0.1880479 0.2101099
Moved 1946.766 270 465 -0.2083333 0.1980452
Moved 1946.797 261.6644 458.7483 -0.2276288 0.1819657
Moved 1946.828 252.0937 446.8228 -0.2497831 0.151293
Moved 1946.858 242.2609 426.1523 -0.2725441 0.09812837
Moved 1946.889 237.0579 403.2894 -0.2845883 0.03932443
Moved 1946.92 233.9791 381.7911 -0.291715 -0.01596953
Moved 1946.95 232 365.1722 -0.2962963 -0.05871353
Moved 1946.981 232 355.6622 -0.2962963 -0.08317327
Moved 1947.012 232 351.27 -0.2962963 -0.09447034
Moved 1947.043 244.6658 350 -0.2669774 -0.09773669
Moved 1947.073 263.7253 350 -0.2228581 -0.09773669
Moved 1947.104 294.0218 378.0172 -0.1527273 -0.02567605
Moved 1947.135 319.9004 403.9004 -0.0928231 0.04089595
Moved 1947.166 339.4159 429.737 -0.0476484 0.1073482
Moved 1947.196 354.6299 452.2819 -0.01243075 0.165334
Moved 1947.227 366.4839 470.2258 0.01500895 0.2114859
Moved 1947.258 375.7473 489.3452 0.03645211 0.2606613
Moved 1947.288 382.3981 502.7963 0.0518475 0.2952577
Moved 1947.319 386.5031 509.5031 0.06134977 0.3125079
Ended 1947.35 389 513.5 0.06712963 0.3227879
Candidates 1947.473 13 first direct dust fish guest stay thursday visit diary dish saturday study great
Began 1947.964 321 380 -0.09027779 -0.02057613
Stationary 1947.995 321 380 -0.09027779 -0.02057613
Moved 1948.026 336.8738 380 -0.05353286 -0.02057613
Moved 1948.056 363.361 392.8402 0.007779995 0.01244902
Moved 1948.087 383.2755 397.2834 0.05387852 0.02387714
Moved 1948.118 406.1351 402.4672 0.1067942 0.0372097
Moved 1948.148 421.4136 405.2827 0.1421612 0.04445135
Moved 1948.179 431.4842 407.8281 0.1654727 0.05099807
Moved 1948.21 437.1724 409 0.1786397 0.05401234
Moved 1948.241 441.3188 410 0.1882378 0.05658428
Ended 1948.271 442 410 0.1898148 0.05658428
Accept 1948.333 0 first
Began 1948.701 605 491 0.5671296 0.2649176
Stationary 1948.732 605 491 0.5671296 0.2649176
Stationary 1948.763 605 491 0.5671296 0.2649176
Moved 1948.794 588.7333 491 0.5294752 0.2649176
Moved 1948.824 571.9865 491 0.4907093 0.2649176
Moved 1948.855 539.1251 491 0.4146415 0.2649176
Moved 1948.886 501.6186 484.3093 0.3278207 0.247709
Moved 1948.917 463.5516 484 0.2397029 0.2469135
Moved 1948.947 433.9406 484 0.1711587 0.2469135
Moved 1948.978 402.6214 484 0.09866068 0.2469135
Moved 1949.009 373.0758 484 0.03026804 0.2469135
Moved 1949.039 352.3151 484 -0.0177892 0.2469135
Moved 1949.07 331.8995 484 -0.06504744 0.2469135
Moved 1949.101 313.7886 484 -0.1069708 0.2469135
Moved 1949.132 299.9886 484 -0.1389152 0.2469135
Moved 1949.162 292.0799 484 -0.1572224 0.2469135
Moved 1949.193 289.5 484 -0.1631944 0.2469135
Moved 1949.224 286.9255 484 -0.1691539 0.2469135
Moved 1949.254 285.6628 484 -0.172077 0.2469135
Moved 1949.285 283.8303 484 -0.1763187 0.2469135
Stationary 1949.316 283.8303 484 -0.1763187 0.2469135
Stationary 1949.347 284 484 -0.1759259 0.2469135
Moved 1949.377 284 494.0541 -0.1759259 0.2727728
Moved 1949.408 299.4708 501.269 -0.140114 0.2913296
Moved 1949.439 322 508.5 -0.08796295 0.3099279
Moved 1949.469 346.6609 513.7322 -0.03087759 0.3233851
Moved 1949.5 369.6195 516.4022 0.0222674 0.3302524
Moved 1949.531 399.3756 518.9479 0.09114722 0.3368002
Moved 1949.562 426.8517 521.4852 0.1547493 0.3433259
Moved 1949.592 443.0472 521 0.192239 0.3420781
Moved 1949.623 457.2895 521 0.2252072 0.3420781
Moved 1949.654 466.6288 521 0.2468259 0.3420781
Moved 1949.685 472.7383 521 0.2609684 0.3420781
Moved 1949.715 474 504.598 0.2638889 0.2998918
Moved 1949.746 474 473.0693 0.2638889 0.2187997
Moved 1949.777 445.0481 429.5421 0.1968707 0.1068468
Moved 1949.807 427.3387 398.5081 0.1558767 0.02702697
Moved 1949.838 416.5 378.5 0.130787 -0.02443423
Moved 1949.869 410.8734 367.8312 0.1177626 -0.05187446
Moved 1949.9 408.4213 362.4213 0.1120864 -0.06578877
Moved 1949.93 406.8799 358.8799 0.1085184 -0.07489734
Moved 1949.961 406 356.6116 0.1064815 -0.08073147
Moved 1949.992 405 355.0723 0.1041667 -0.08469059
Moved 1950.022 405 353.7689 0.1041667 -0.08804313
Moved 1950.053 403.5 354 0.1006944 -0.08744855
Moved 1950.084 402.8953 351.8953 0.09929478 -0.09286182
Stationary 1950.115 402.8953 351.8953 0.09929478 -0.09286182
Moved 1950.145 403 350.7799 0.09953707 -0.09573068
Moved 1950.176 401.8347 349.8347 0.09683966 -0.09816181
Stationary 1950.207 401.8347 349.8347 0.09683966 -0.09816181
Moved 1950.238 401.3837 349 0.09579568 -0.1003086
Moved 1950.268 399.8424 347.8424 0.09222776 -0.1032861
Moved 1950.299 395.5606 344.2803 0.0823162 -0.1124479
Moved 1950.33 382.1478 334.1149 0.05126804 -0.1385934
Moved 1950.36 353.5 314.5 -0.0150463 -0.1890433
Moved 1950.391 329.2607 295.4086 -0.07115567 -0.2381468
Moved 1950.422 309.1138 281.9461 -0.1177922 -0.2727724
Moved 1950.453 291.318 272.5858 -0.1589862 -0.2968473
Moved 1950.483 275.6258 264.8129 -0.1953107 -0.3168394
Moved 1950.514 266.179 259.1193 -0.2171783 -0.3314832
Moved 1950.545 259.0349 255.5175 -0.2337155 -0.3407473
Moved 1950.575 254.4863 254.2432 -0.2442448 -0.3440248
Moved 1950.606 250.4169 254 -0.2536646 -0.3446502
Moved 1950.637 248.1519 254 -0.2589075 -0.3446502
Moved 1950.668 245.6036 254 -0.2648064 -0.3446502
Moved 1950.698 243.3551 254 -0.2700114 -0.3446502
Moved 1950.729 239.8111 262.3221 -0.278215 -0.3232457
Moved 1950.76 235.5165 266.4835 -0.2881563 -0.3125424
Moved 1950.79 231.7033 276.4834 -0.296983 -0.2868226
Moved 1950.821 231 287.9345 -0.2986111 -0.2573702
Moved 1950.852 241.5423 320.8135 -0.2742076 -0.1728048
Moved 1950.883 254.4303 348.4681 -0.2443743 -0.1016767
Moved 1950.913 274.0876 385.0199 -0.1988712 -0.007664911
Moved 1950.944 288.9218 407.2031 -0.1645329 0.04939052
Moved 1950.975 306.6976 433.5464 -0.1233851 0.1171461
Moved 1951.005 317.9908 450.9862 -0.09724354 0.1620015
Moved 1951.036 323.1075 463.2151 -0.0853992 0.1934544
Moved 1951.067 325.2118 475.0588 -0.0805283 0.2239166
Moved 1951.098 325 487.3026 -0.08101851 0.2554078
Moved 1951.128 325 497.4795 -0.08101851 0.2815829
Moved 1951.159 315.185 503.7225 -0.1037385 0.2976402
Moved 1951.19 310.7104 508.2897 -0.1140964 0.309387
Moved 1951.221 302.7822 513.4786 -0.1324487 0.3227329
Ended 1951.251 295.9566 520.0433 -0.1482485 0.3396176
Candidates 1951.374 13 price prize private prince prove privacy officer probe office printer justice predict primary
Began 1952.603 339 380 -0.04861111 -0.02057613
Stationary 1952.634 339 380 -0.04861111 -0.02057613
Stationary 1952.664 339 380 -0.04861111 -0.02057613
Moved 1952.695 339 385.8444 -0.04861111 -0.005544419
Moved 1952.726 339 397.6157 -0.04861111 0.0247318
Moved 1952.757 349.4491 410.7963 -0.02442345 0.0586324
Moved 1952.787 356.9583 427.9028 -0.007040848 0.1026307
Moved 1952.818 363 441.5 0.006944438 0.1376028
Moved 1952.849 370.4213 454.0355 0.02412339 0.1698444
Moved 1952.88 378.1684 467.7526 0.04205644 0.205125
Moved 1952.91 384.4969 475.3293 0.05670587 0.2246123
Moved 1952.941 389.3727 484.1182 0.0679924 0.2472174
Moved 1952.972 394.7063 490.4126 0.08033862 0.2634068
Moved 1953.002 398.3441 495.3441 0.08875936 0.2760906
Moved 1953.033 399.7076 497.7076 0.09191582 0.2821698
Moved 1953.064 401 500.2446 0.09490739 0.2886948
Moved 1953.094 402.5 502.5 0.09837966 0.2944958
Moved 1953.125 403.011 502 0.09956259 0.2932098
Ended 1953.156 403 502 0.09953707 0.2932098
Accept 1953.248 1 prize
Began 1953.463 473 527 0.2615741 0.3575102
Stationary 1953.494 473 527 0.2615741 0.3575102
Stationary 1953.525 473 527 0.2615741 0.3575102
Moved 1953.555 459.9557 504.0428 0.2313791 0.2984639
Moved 1953.586 437.8688 461.5916 0.1802519 0.1892786
Moved 1953.617 408.6253 388.5634 0.1125586 0.001448878
Moved 1953.647 394.7837 352.2377 0.08051783 -0.09198137
Moved 1953.678 386.9919 320.9556 0.06248136 -0.1724393
Moved 1953.709 383.8004 302.0038 0.05509347 -0.2211835
Moved 1953.74 381.181 288.724 0.04903009 -0.2553396
Moved 1953.77 380 277.5266 0.04629632 -0.2841395
Moved 1953.801 379 271.1873 0.04398147 -0.3004444
Moved 1953.832 378 265.6883 0.04166663 -0.3145878
Moved 1953.863 378 263.311 0.04166663 -0.3207023
Ended 1953.893 378 263 0.04166663 -0.3215021
Candidates 1953.985 13 in iv un inn ibm pub on pc ic uv young hiv inc
Began 1954.538 344 332 -0.03703703 -0.144033
Stationary 1954.569 344 332 -0.03703703 -0.144033
Moved 1954.6 357.0989 339.1731 -0.006715506 -0.1255837
Moved 1954.63 375.6544 345.7454 0.03623704 -0.1086795
Moved 1954.661 393.5097 350.6688 0.07756869 -0.0960164
Moved 1954.692 411.7443 353.392 0.1197784 -0.08901235
Moved 1954.723 424.6231 354.9246 0.1495906 -0.08507049
Moved 1954.753 435.8976 357.4744 0.1756889 -0.07851227
Moved 1954.784 440.4103 358 0.1861351 -0.07716057
Ended 1954.815 444 359 0.1944444 -0.07458848
Accept 1954.876 0 in
Began 1955.398 267 527 -0.2152778 0.3575102
Stationary 1955.429 267 527 -0.2152778 0.3575102
Stationary 1955.46 267 527 -0.2152778 0.3575102
Stationary 1955.491 267 527 -0.2152778 0.3575102
Stationary 1955.521 267 527 -0.2152778 0.3575102
Moved 1955.552 300.3171 502.1625 -0.1381548 0.2936279
Moved 1955.583 333.379 464.5865 -0.06162261 0.1969818
Moved 1955.614 358.029 433.0931 -0.004562438 0.11598
Moved 1955.644 369.6053 410.0526 0.02223442 0.05671952
Moved 1955.675 377.7787 392.0533 0.04115433 0.01042519
Moved 1955.706 380.9287 380.2139 0.04844606 -0.02002614
Moved 1955.736 382 375.0346 0.05092591 -0.03334728
Moved 1955.767 382 372.4474 0.05092591 -0.04000149
Moved 1955.798 362.2716 371 0.005258421 -0.04372435
Moved 1955.829 315.9472 398.507 -0.101974 0.02702415
Moved 1955.859 269.8487 433.1261 -0.2086837 0.116065
Moved 1955.89 245.4005 453.9086 -0.2652766 0.169518
Moved 1955.921 220.794 473.0552 -0.3222361 0.2187634
Moved 1955.952 202.8038 486.7975 -0.3638801 0.2541087
Moved 1955.982 192.0363 494.7228 -0.3888049 0.2744927
Moved 1956.013 186.5 501.5 -0.4016204 0.2919238
Moved 1956.044 181.9585 506.0415 -0.412133 0.3036046
Ended 1956.074 180.716 508.5679 -0.4150092 0.3101026
Candidates 1956.197 13 the refer there else these withdraw threw where tennessee egfr refuse use rude
Began 1956.658 311 416 -0.113426 0.07201634
Stationary 1956.689 311 416 -0.113426 0.07201634
Moved 1956.72 346.9768 416 -0.03014634 0.07201634
Moved 1956.75 380.5442 416 0.04755596 0.07201634
Moved 1956.781 401.0986 416 0.09513567 0.07201634
Moved 1956.812 419.7427 416 0.1382934 0.07201634
Moved 1956.842 431.9673 416 0.1665909 0.07201634
Moved 1956.873 437.4276 416 0.1792305 0.07201634
Moved 1956.904 440.3453 416 0.1859846 0.07201634
Ended 1956.935 442 416 0.1898148 0.07201634
Accept 1957.027 0 the
Began 1957.488 300 204 -0.1388889 -0.473251
Stationary 1957.518 300 204 -0.1388889 -0.473251
Stationary 1957.549 300 204 -0.1388889 -0.473251
Moved 1957.58 323.4268 242.3943 -0.08466019 -0.3745004
Moved 1957.61 354.36 284.9101 -0.01305545 -0.265149
Moved 1957.641 392.1168 339.1751 0.07434438 -0.1255784
Moved 1957.672 430.8326 396.8474 0.1639643 0.02275545
Moved 1957.703 455.2296 435.0238 0.2204388 0.1209459
Moved 1957.733 472.4368 460.4572 0.2602703 0.1863609
Moved 1957.764 488.7747 486.2395 0.2980896 0.2526736
Moved 1957.795 499.8351 503.5439 0.3236925 0.2971808
Moved 1957.825 506.5041 514.0081 0.3391297 0.3240948
Moved 1957.856 509.7305 518.7305 0.3465984 0.336241
Moved 1957.887 510.028 521 0.3472869 0.3420781
Moved 1957.918 510 522 0.3472221 0.3446501
Stationary 1957.948 510 522 0.3472221 0.3446501
Moved 1957.979 499.6064 503.6064 0.323163 0.2973416
Moved 1958.01 484.331 455.9378 0.2878032 0.1747371
Moved 1958.041 469.5269 402.6021 0.2535344 0.03755683
Moved 1958.071 451.795 349.3032 0.2124886 -0.0995289
Moved 1958.102 440.8746 318.074 0.1872097 -0.179851
Moved 1958.133 434.1513 293.0591 0.1716466 -0.2441897
Moved 1958.163 428.7749 276.1414 0.1592011 -0.2877024
Moved 1958.194 426.0624 265.2496 0.1529223 -0.315716
Moved 1958.225 423.8868 257.6605 0.1478862 -0.3352354
Moved 1958.256 422 251.6343 0.1435185 -0.3507349
Moved 1958.286 419.7827 247.7827 0.138386 -0.3606412
Moved 1958.317 419 245.2384 0.1365741 -0.3671851
Moved 1958.348 418 242.9861 0.1342593 -0.3729783
Moved 1958.378 416.7191 241.7191 0.1312941 -0.3762368
Moved 1958.409 415.9678 240.9678 0.1295551 -0.3781693
Stationary 1958.44 415.9678 240.9678 0.1295551 -0.3781693
Moved 1958.471 414.7801 241 0.1268058 -0.3780865
Moved 1958.501 408.7478 241 0.1128421 -0.3780865
Moved 1958.532 397.1915 259.7127 0.08609146 -0.329957
Moved 1958.563 380.5684 281.412 0.04761209 -0.2741461
Moved 1958.594 365.4296 304.8557 0.01256843 -0.2138487
Moved 1958.624 348.1208 335.4452 -0.02749811 -0.135172
Moved 1958.655 332.8309 357.0306 -0.06289144 -0.07965378
Moved 1958.686 313.744 385.884 -0.1070741 -0.00544238
Moved 1958.716 300.3272 402.1419 -0.1381315 0.03637314
Moved 1958.747 285.9238 426.9372 -0.1714728 0.100147
Moved 1958.778 277.7055 448.3538 -0.1904964 0.1552308
Moved 1958.809 271.3536 463.939 -0.2051999 0.1953163
Moved 1958.839 268.3463 470.3074 -0.2121613 0.2116959
Moved 1958.87 265.9183 476.1635 -0.2177818 0.2267578
Moved 1958.901 263.3762 479.6238 -0.2236663 0.2356579
Moved 1958.931 262 481.1718 -0.2268519 0.2396393
Moved 1958.962 259.5 481 -0.2326389 0.2391974
Moved 1958.993 254.0753 481 -0.245196 0.2391974
Moved 1959.024 242.5 462 -0.2719907 0.1903292
Moved 1959.054 228.7068 430.267 -0.3039195 0.1087112
Moved 1959.085 220.5 398.5 -0.3229167 0.02700609
Moved 1959.116 218.1651 367.981 -0.3283215 -0.05148938
Moved 1959.146 218 343.1367 -0.3287037 -0.1153892
Moved 1959.177 218 321.7672 -0.3287037 -0.170352
Moved 1959.208 218 306.7659 -0.3287037 -0.2089354
Moved 1959.239 227.5001 297.7498 -0.3067127 -0.2321249
Moved 1959.269 233.6171 291.3829 -0.2925531 -0.2485007
Moved 1959.3 240.5678 287.144 -0.2764635 -0.2594033
Moved 1959.331 252.4206 287 -0.2490264 -0.2597736
Moved 1959.362 273.542 301.5954 -0.2001344 -0.2222341
Moved 1959.392 294.3611 316.9722 -0.1519418 -0.1826846
Moved 1959.423 312.4492 339.9323 -0.1100712 -0.1236309
Moved 1959.454 326.7333 359.3111 -0.07700622 -0.07378833
Moved 1959.484 341 387.5 -0.04398147 -0.001286047
Moved 1959.515 352.1838 415.5972 -0.01809309 0.07098044
Moved 1959.546 361.3742 440.9354 0.003181 0.1361507
Moved 1959.577 367.2952 463.3285 0.01688709 0.193746
Moved 1959.607 371.7907 480.7674 0.02729327 0.2385992
Moved 1959.638 373 495.853 0.0300926 0.2773995
Moved 1959.669 373 505.5 0.0300926 0.3022119
Moved 1959.699 373 513.1818 0.0300926 0.3219697
Ended 1959.73 373 516.0421 0.0300926 0.3293262
Candidates 1959.853 13 contract context contact connect constant content coverage contrary consent comment comedy conduct commerce
Began 1962.434 427 360 0.1550926 -0.07201654
Stationary 1962.464 427 360 0.1550926 -0.07201654
Stationary 1962.495 427 360 0.1550926 -0.07201654
Ended 1962.526 427 360 0.1550926 -0.07201654
NextCandidatePanel 1962.587
Began 1964.062 431 358 0.1643519 -0.07716057
Stationary 1964.093 431 358 0.1643519 -0.07716057
Stationary 1964.123 431 358 0.1643519 -0.07716057
Ended 1964.154 431 358 0.1643519 -0.07716057
NextCandidatePanel 1964.246
Began 1965.137 465 326 0.2430555 -0.1594652
Stationary 1965.168 465 326 0.2430555 -0.1594652
Moved 1965.199 451.5373 326 0.2118919 -0.1594652
Moved 1965.229 431.0656 326 0.1645039 -0.1594652
Moved 1965.26 414.4737 326 0.1260965 -0.1594652
Moved 1965.291 398.5971 334.6367 0.08934518 -0.1372513
Moved 1965.321 389.6798 334 0.06870329 -0.1388889
Moved 1965.352 385.6896 334 0.05946656 -0.1388889
Ended 1965.383 384.5 335.5 0.05671293 -0.1350309
Cancel 1965.506
Began 1966.397 344 256 -0.03703703 -0.3395062
Stationary 1966.427 344 256 -0.03703703 -0.3395062
Stationary 1966.458 344 256 -0.03703703 -0.3395062
Stationary 1966.489 344 256 -0.03703703 -0.3395062
Stationary 1966.52 344 256 -0.03703703 -0.3395062
Stationary 1966.55 344 256 -0.03703703 -0.3395062
Stationary 1966.581 344 256 -0.03703703 -0.3395062
Stationary 1966.612 344 256 -0.03703703 -0.3395062
Stationary 1966.642 344 256 -0.03703703 -0.3395062
Stationary 1966.673 344 256 -0.03703703 -0.3395062
Moved 1966.704 354.8742 275.8113 -0.01186525 -0.2885513
Moved 1966.735 364.9306 290.4133 0.0114135 -0.2509947
Moved 1966.765 377.7579 311.2632 0.04110624 -0.1973683
Moved 1966.796 405.2031 359.5326 0.1046367 -0.07321872
Moved 1966.827 426.8523 397.0325 0.1547507 0.02323162
Moved 1966.857 448.4256 434.7093 0.2046888 0.120137
Moved 1966.888 462.4409 456.7098 0.2371318 0.1767226
Moved 1966.919 477.0603 478.5905 0.2709729 0.2330002
Moved 1966.95 495.0213 501.0212 0.3125493 0.2906924
Moved 1966.98 498.8428 506.1237 0.3213954 0.3038161
Moved 1967.011 506.5127 512.1345 0.3391497 0.3192759
Moved 1967.042 514.1317 517.0439 0.3567863 0.3319029
Moved 1967.073 520.1772 520.5886 0.3707805 0.34102
Moved 1967.103 525.1361 523.1361 0.3822595 0.3475722
Moved 1967.134 528.3029 524.3029 0.3895899 0.3505731
Moved 1967.165 530.5 525.5 0.3946759 0.3536522
Moved 1967.195 531.1036 525 0.3960732 0.3523662
Moved 1967.226 532 525 0.3981481 0.3523662
Moved 1967.257 532 496.6232 0.3981481 0.2793806
Moved 1967.288 503.6284 438.7996 0.3324731 0.1306572
Moved 1967.318 478.2351 380.3408 0.2736924 -0.01969961
Moved 1967.349 454.4553 338.6829 0.2186465 -0.1268443
Moved 1967.38 443.3617 317.883 0.1929669 -0.1803421
Moved 1967.411 434.6903 304.1505 0.1728942 -0.2156623
Moved 1967.441 429.3539 296.0309 0.1605414 -0.2365461
Moved 1967.472 425.256 289.3839 0.1510555 -0.2536422
Moved 1967.503 421.9049 284.8098 0.1432984 -0.2654069
Moved 1967.533 418.3315 280.6631 0.1350267 -0.2760725
Moved 1967.564 414.7878 276.5755 0.1268235 -0.2865857
Moved 1967.595 414 275.24 0.125 -0.2900207
Moved 1967.625 412.971 273.971 0.1226181 -0.2932844
Moved 1967.656 410.5 273 0.1168981 -0.295782
Moved 1967.687 409.9695 270.9694 0.1156701 -0.3010046
Moved 1967.718 409.3944 270.3944 0.114339 -0.3024836
Moved 1967.748 409 270 0.113426 -0.303498
Moved 1967.779 407.5911 269 0.1101647 -0.30607
Stationary 1967.81 408 269 0.1111111 -0.30607
Moved 1967.841 406.5 268 0.1076389 -0.308642
Stationary 1967.871 406.5 268 0.1076389 -0.308642
Moved 1967.902 405.9936 267 0.1064666 -0.311214
Moved 1967.933 406 265.779 0.1064815 -0.3143544
Moved 1967.963 404.9527 266 0.1040572 -0.3137861
Moved 1967.994 401.5727 266 0.09623299 -0.3137861
Moved 1968.025 394.4281 280.2877 0.07969459 -0.2770379
Moved 1968.056 376.7459 309.2587 0.03876378 -0.2025238
Moved 1968.086 359.1818 342.6365 -0.001894087 -0.1166757
Moved 1968.117 349 367 -0.02546296 -0.05401234
Moved 1968.148 341.6931 394.9207 -0.04237706 0.0178
Moved 1968.178 337.3548 410.8714 -0.0524195 0.05882557
Moved 1968.209 333.8118 428.5056 -0.06062085 0.1041809
Moved 1968.24 330.5 442 -0.06828706 0.1388888
Moved 1968.271 326.0798 451.8403 -0.07851889 0.1641983
Moved 1968.301 322 460.5 -0.08796295 0.1864711
Moved 1968.332 321 466.2104 -0.09027779 0.2011585
Moved 1968.363 318.5 472 -0.0960648 0.2160493
Moved 1968.394 317 475.7603 -0.09953702 0.2257208
Moved 1968.424 314.5789 480.8423 -0.1051415 0.2387918
Moved 1968.455 314 483.9621 -0.1064815 0.246816
Moved 1968.486 314 488 -0.1064815 0.2572016
Moved 1968.516 313 489.475 -0.1087963 0.2609952
Moved 1968.547 313 492.2816 -0.1087963 0.268214
Moved 1968.578 313 493.8284 -0.1087963 0.2721922
Moved 1968.609 311.6277 495 -0.1119728 0.2752057
Stationary 1968.639 311.6277 495 -0.1119728 0.2752057
Moved 1968.67 309.8179 496 -0.1161624 0.2777777
Moved 1968.701 306.5468 496 -0.1237342 0.2777777
Moved 1968.731 299.2146 496 -0.1407069 0.2777777
Moved 1968.762 291 496 -0.1597222 0.2777777
Moved 1968.793 281.696 486.848 -0.1812594 0.2542385
Moved 1968.824 271.522 482.761 -0.2048101 0.2437269
Moved 1968.854 262.5046 476.6697 -0.2256838 0.2280599
Moved 1968.885 252.0989 468.4791 -0.2497711 0.2069936
Moved 1968.916 243.2666 458.2665 -0.2702163 0.1807266
Moved 1968.947 235.6148 448.1531 -0.2879287 0.1547147
Moved 1968.977 228.9608 438.9478 -0.3033314 0.1310384
Moved 1969.008 223.1834 428.639 -0.316705 0.1045242
Moved 1969.039 218.3626 414.9064 -0.3278645 0.0692037
Moved 1969.069 214.2704 404.5408 -0.3373371 0.04254309
Moved 1969.1 212.0768 396.307 -0.3424149 0.02136568
Moved 1969.131 210.8389 388.3557 -0.3452803 0.0009148601
Moved 1969.162 210 379.1805 -0.3472222 -0.02268403
Moved 1969.192 210 370.2701 -0.3472222 -0.04560172
Moved 1969.223 210 360.6066 -0.3472222 -0.07045636
Moved 1969.254 210 352.7138 -0.3472222 -0.09075674
Moved 1969.284 215.1551 346.0668 -0.3352891 -0.107853
Moved 1969.315 225.9821 340.6071 -0.3102265 -0.1218953
Moved 1969.346 243.6649 340 -0.2692943 -0.1234569
Moved 1969.377 264.8352 346.8846 -0.2202889 -0.1057494
Moved 1969.407 287.5 358.5 -0.1678241 -0.07587456
Moved 1969.438 307.6634 372.4976 -0.1211495 -0.03987261
Moved 1969.469 323.1342 389.761 -0.08533747 0.004529403
Moved 1969.5 332.3993 402.0989 -0.06389052 0.03626262
Moved 1969.53 343.9317 416.318 -0.03719518 0.07283422
Moved 1969.561 351.7957 433.4553 -0.01899138 0.1169116
