are you sure you want this
are you sure you want this
Basic
List

0.6 0.6
432 388.8
Began 999.8679 139 359 -0.511574 -0.07458848
Stationary 999.8986 139 359 -0.511574 -0.07458848
Stationary 999.9293 139 359 -0.511574 -0.07458848
Moved 999.96 169.0392 401.2497 -0.4420388 0.03407839
Moved 999.9907 201.0348 441.4708 -0.3679751 0.1375276
Moved 1000.021 227.6687 473.5859 -0.3063224 0.2201282
Moved 1000.052 253.2831 500.2831 -0.24703 0.2887939
Moved 1000.083 271.3195 518.3195 -0.205279 0.3351838
Moved 1000.114 281.7375 527.7375 -0.1811631 0.3594072
Moved 1000.144 285 531.6498 -0.1736111 0.3694697
Moved 1000.175 285 534.4102 -0.1736111 0.3765693
Moved 1000.206 285 537.1696 -0.1736111 0.3836665
Moved 1000.236 267.9659 539.5763 -0.2130418 0.3898566
Moved 1000.267 243.8234 542.353 -0.2689273 0.3969983
Moved 1000.298 223.3883 545.0874 -0.3162307 0.4040313
Moved 1000.329 206.3865 545 -0.3555867 0.4038065
Moved 1000.359 192.4533 545 -0.3878396 0.4038065
Moved 1000.39 178.6777 545 -0.4197275 0.4038065
Moved 1000.421 166.7646 539.3381 -0.4473042 0.3892439
Ended 1000.451 158.4522 534.8174 -0.4665458 0.3776166
Candidates 1000.513 13 are see date we aw se e w ate drew were sq re
Began 1001.557 363 513 0.006944438 0.321502
Stationary 1001.588 363 513 0.006944438 0.321502
Moved 1001.619 420.8354 522.3059 0.1408226 0.3454369
Moved 1001.649 488.9123 530.5179 0.2984081 0.3665585
Moved 1001.68 529.9307 533 0.393358 0.3729423
Moved 1001.711 556.1529 534 0.4540577 0.3755144
Moved 1001.742 568.3209 534 0.4822242 0.3755144
Moved 1001.772 573.3934 534 0.4939663 0.3755144
Stationary 1001.803 573 534 0.4930556 0.3755144
Stationary 1001.834 573 534 0.4930556 0.3755144
Moved 1001.864 530.1008 534 0.3937519 0.3755144
Moved 1001.895 483.5204 534 0.2859268 0.3755144
Moved 1001.926 450.8566 534 0.2103162 0.3755144
Moved 1001.956 429.4373 534 0.1607344 0.3755144
Moved 1001.987 421.2302 534 0.1417366 0.3755144
Ended 1002.018 421 534 0.1412037 0.3755144
Accept 1002.11 0 are
Candidates 1002.11 13 you toy to root tour roy your too report i yo utility reply
Began 1003.308 219 358 -0.3263889 -0.07716057
Stationary 1003.339 219 358 -0.3263889 -0.07716057
Moved 1003.37 222.9443 363.0712 -0.3172585 -0.06411736
Moved 1003.4 252.3423 395.6525 -0.2492077 0.01968223
Moved 1003.431 283.4574 425.4574 -0.177182 0.09634092
Moved 1003.462 322.8997 457.4212 -0.08588036 0.1785523
Moved 1003.492 367.0062 487.5039 0.01621813 0.2559256
Moved 1003.523 407.16 511.0853 0.1091667 0.3165774
Moved 1003.554 431.3674 523.5306 0.1652022 0.348587
Moved 1003.585 457.2717 531.3633 0.2251659 0.3687328
Moved 1003.615 466.8342 534.9447 0.2473014 0.3779441
Moved 1003.646 471 536 0.2569444 0.3806583
Stationary 1003.677 471 536 0.2569444 0.3806583
Stationary 1003.707 471 536 0.2569444 0.3806583
Stationary 1003.738 471 536 0.2569444 0.3806583
Moved 1003.769 435.9606 536 0.1758348 0.3806583
Moved 1003.799 400.8577 536 0.09457806 0.3806583
Moved 1003.83 367.3724 528 0.0170658 0.3600822
Moved 1003.861 334.4393 525.6199 -0.05916824 0.3539606
Moved 1003.892 309.9921 523.1102 -0.1157591 0.3475056
Moved 1003.922 282.2943 520.7808 -0.1798742 0.3415142
Moved 1003.953 261.4956 518.6422 -0.2280194 0.3360138
Moved 1003.984 244.4431 517 -0.2674929 0.33179
Moved 1004.015 229.7528 515.4588 -0.3014981 0.327826
Ended 1004.045 220 513 -0.3240741 0.321502
Accept 1004.168 0 you
Candidates 1004.168 13 sure suite air site die store sites stores sue support diet sir arrow
Began 1005.12 330 513 -0.06944443 0.321502
Moved 1005.151 336.3967 513 -0.05463729 0.321502
Moved 1005.182 372.4566 525.6318 0.02883484 0.3539912
Moved 1005.212 462.0026 532.5457 0.2361172 0.3717738
Moved 1005.243 507.1423 535 0.3406072 0.3780863
Moved 1005.274 534.9805 536 0.4050475 0.3806583
Moved 1005.305 555.5704 536 0.4527093 0.3806583
Moved 1005.335 570.3311 536 0.4868775 0.3806583
Moved 1005.366 577.5366 536 0.503557 0.3806583
Stationary 1005.397 578 536 0.5046296 0.3806583
Stationary 1005.427 578 536 0.5046296 0.3806583
Moved 1005.458 522 536 0.375 0.3806583
Moved 1005.489 462.3645 529.0945 0.2369548 0.3628972
Moved 1005.52 418.2112 528 0.134748 0.3600822
Moved 1005.55 389.5 527 0.06828706 0.3575102
Moved 1005.581 375.053 527 0.03484488 0.3575102
Ended 1005.612 368.1371 527 0.01883596 0.3575102
Accept 1005.734 0 sure
Candidates 1005.734 13 you toy your root report type tour i roy support error rope output
Began 1006.871 206 505 -0.3564815 0.3009258
Stationary 1006.902 206 505 -0.3564815 0.3009258
Moved 1006.932 206 489.5249 -0.3564815 0.2611237
Moved 1006.963 177.3595 444.5991 -0.422779 0.1455737
Moved 1006.994 159.6677 410.9185 -0.4637321 0.05894672
Moved 1007.025 137.9415 370.0153 -0.5140244 -0.04625713
Moved 1007.055 125.4695 344.8217 -0.5428946 -0.1110554
Moved 1007.086 117.7354 328.8384 -0.5607977 -0.1521647
Moved 1007.117 113.9143 320.8715 -0.5696428 -0.1726557
Moved 1007.148 111.1997 313.5992 -0.5759266 -0.1913603
Moved 1007.178 110 307.3558 -0.5787036 -0.2074182
Moved 1007.209 110 300.0831 -0.5787036 -0.2261238
Moved 1007.24 135.0687 283.9656 -0.5206742 -0.2675782
Moved 1007.27 206.7086 259.9332 -0.3548411 -0.3293899
Moved 1007.301 269.796 232.3655 -0.2088056 -0.4002945
Moved 1007.332 301.9797 215.5101 -0.1343062 -0.4436468
Moved 1007.362 332.3286 196.4028 -0.06405408 -0.4927911
Moved 1007.393 351.2434 184.1118 -0.0202699 -0.5244039
Moved 1007.424 361.8236 178.1176 0.0042214 -0.5398211
Moved 1007.455 370.2707 174.6824 0.0237747 -0.5486564
Moved 1007.485 382.7047 173 0.05255719 -0.5529835
Moved 1007.516 389.8553 173 0.0691094 -0.5529835
Moved 1007.547 393 186.9644 0.07638891 -0.5170671
Moved 1007.578 381.4447 228.1106 0.04964053 -0.4112382
Moved 1007.608 357.9242 287.9667 -0.004805029 -0.2572873
Moved 1007.639 336.3716 335.2568 -0.05469536 -0.1356565
Moved 1007.67 321.504 369.8241 -0.08911118 -0.04674872
Moved 1007.7 310.7655 393.2776 -0.1139688 0.01357396
Moved 1007.731 301.2941 421.6862 -0.1358932 0.08664142
Moved 1007.762 294.0951 446.7146 -0.1525576 0.1510148
Moved 1007.792 291.1852 462.0741 -0.1592936 0.1905197
