I listen to the tape everyday
I listen to the tape everyday
FixStart
Radial

0.6 0.6
432 388.8
Began 3247.144 426 406 0.1527777 0.04629618
Moved 3247.175 426 412.3832 0.1527777 0.06271389
Moved 3247.205 426 440.4175 0.1527777 0.1348187
Moved 3247.236 438.7172 463.01 0.1822157 0.1929269
Moved 3247.267 451.4345 492.1821 0.2116539 0.267958
Moved 3247.297 463.685 512.8083 0.2400115 0.3210089
Moved 3247.328 470.8414 523.2621 0.2565773 0.3478963
Moved 3247.359 474.9707 529.9707 0.2661359 0.3651509
Moved 3247.39 481.5796 538.2994 0.2814342 0.3865724
Moved 3247.42 489.4632 547.1948 0.2996832 0.4094514
Moved 3247.451 492.5 551.5 0.306713 0.4205247
Moved 3247.482 496.1382 554.1382 0.3151348 0.4273103
Moved 3247.512 499.0109 558.0218 0.3217845 0.4372987
Moved 3247.543 500 559.8855 0.324074 0.4420922
Moved 3247.574 501 560 0.3263889 0.4423867
Moved 3247.605 503.1329 561 0.3313261 0.4449587
Ended 3247.635 503 561 0.3310186 0.4449587
Candidates 3247.728 13 u I y to guy it you ii t iii yo too top
Began 3248.219 354 515 -0.01388888 0.326646
Stationary 3248.25 354 515 -0.01388888 0.326646
Stationary 3248.281 354 515 -0.01388888 0.326646
Moved 3248.311 366.9257 546.849 0.01603176 0.4085621
Moved 3248.342 389.6588 592.2492 0.06865451 0.5253323
Moved 3248.373 412.6497 640.6306 0.1218743 0.6497698
Moved 3248.404 433.4513 679.488 0.1700262 0.7497119
Moved 3248.434 454.6697 711.8371 0.2191427 0.8329141
Ended 3248.465 470.7858 727.7858 0.2564487 0.8739345
Accept 3248.526 1 I
Began 3248.956 413 491 0.1226852 0.2649176
Stationary 3248.987 413 491 0.1226852 0.2649176
Moved 3249.018 440.7575 480.2468 0.1869386 0.2372601
Moved 3249.049 469.0492 472.7503 0.2524287 0.2179791
Moved 3249.079 500.7599 461.296 0.3258331 0.1885184
Moved 3249.11 525.8302 453.9056 0.3838662 0.1695103
Moved 3249.141 542.5397 449.1534 0.4225456 0.1572876
Moved 3249.171 554.8182 447.0364 0.4509681 0.1518424
Moved 3249.202 568.3467 444.1633 0.4822841 0.1444529
Moved 3249.233 578.8213 443 0.5065308 0.1414608
Moved 3249.263 586.5 442 0.5243056 0.1388888
Moved 3249.294 593.2316 441 0.539888 0.1363167
Moved 3249.325 596.5 441 0.5474536 0.1363167
Moved 3249.356 597 441 0.548611 0.1363167
Moved 3249.386 583.0376 451.8079 0.5162907 0.164115
Moved 3249.417 559.0563 466.2148 0.4607786 0.2011697
Moved 3249.448 536.1956 484.905 0.4078602 0.2492411
Moved 3249.479 518.1312 503.8688 0.3660445 0.2980163
Moved 3249.509 504.5512 520.4283 0.3346093 0.3406078
Moved 3249.54 490.5316 543.9368 0.3021564 0.4010721
Moved 3249.571 482.2539 556.9948 0.2829952 0.4346572
Moved 3249.602 479.1466 564.5602 0.2758023 0.4541157
Moved 3249.632 475.3217 570.3565 0.2669484 0.4690239
Moved 3249.663 472.4535 573.5466 0.260309 0.4772287
Moved 3249.694 469.5789 576.421 0.253655 0.4846219
Moved 3249.724 467.0388 578 0.2477751 0.488683
Moved 3249.755 464.1699 579 0.241134 0.4912551
Moved 3249.786 461.306 580 0.2345045 0.4938271
Moved 3249.816 453 580 0.2152778 0.4938271
Moved 3249.847 415.0294 539.1041 0.1273829 0.3886421
Moved 3249.878 385.5245 506.577 0.05908449 0.3049818
Moved 3249.909 345.1821 462.9224 -0.03430063 0.1927017
Moved 3249.939 326.3791 446.1821 -0.07782619 0.1496451
