that is a very odd question
that is a very odd question
Basic
List

0.6 0.6
432 388.8
Began 1622.847 412 511 0.1203704 0.3163579
Stationary 1622.878 412 511 0.1203704 0.3163579
Stationary 1622.909 412 511 0.1203704 0.3163579
Stationary 1622.939 412 511 0.1203704 0.3163579
Stationary 1622.97 412 511 0.1203704 0.3163579
Stationary 1623.001 412 511 0.1203704 0.3163579
Stationary 1623.032 412 511 0.1203704 0.3163579
Stationary 1623.062 412 511 0.1203704 0.3163579
Stationary 1623.093 412 511 0.1203704 0.3163579
Stationary 1623.124 412 511 0.1203704 0.3163579
Stationary 1623.154 412 511 0.1203704 0.3163579
Stationary 1623.185 412 511 0.1203704 0.3163579
Stationary 1623.216 412 511 0.1203704 0.3163579
Stationary 1623.247 412 511 0.1203704 0.3163579
Stationary 1623.277 412 511 0.1203704 0.3163579
Stationary 1623.308 412 511 0.1203704 0.3163579
Moved 1623.339 394.1204 511 0.07898241 0.3163579
Moved 1623.369 385.5988 511 0.05925656 0.3163579
Moved 1623.4 376.3703 511 0.03789425 0.3163579
Moved 1623.431 370.154 511 0.02350469 0.3163579
Moved 1623.462 362.9244 511 0.006769399 0.3163579
Moved 1623.492 358.7898 511 -0.002801468 0.3163579
Moved 1623.523 354.1488 511 -0.01354446 0.3163579
Moved 1623.554 350.6966 511 -0.02153576 0.3163579
Moved 1623.584 345.9376 511 -0.03255188 0.3163579
Moved 1623.615 341.3437 511 -0.04318585 0.3163579
Moved 1623.646 338.5 511 -0.04976853 0.3163579
Moved 1623.677 335.9961 511 -0.05556459 0.3163579
Moved 1623.707 333.2454 511 -0.06193196 0.3163579
Moved 1623.738 331.8743 511 -0.06510586 0.3163579
Moved 1623.769 330.6433 511 -0.0679552 0.3163579
Moved 1623.799 329.6934 511 -0.07015417 0.3163579
Stationary 1623.83 329.6934 511 -0.07015417 0.3163579
Stationary 1623.861 330 511 -0.06944443 0.3163579
Moved 1623.892 330 501.8199 -0.06944443 0.2927465
Moved 1623.922 342.1501 496.3 -0.04131933 0.2785492
Moved 1623.953 347.2012 488.7988 -0.02962679 0.259256
Moved 1623.984 355.5534 480.4466 -0.01029303 0.2377741
Moved 1624.014 364.046 470.6925 0.009365679 0.2126864
Moved 1624.045 373.0331 459.9669 0.03016929 0.1850998
Moved 1624.076 381.2974 448.7026 0.0492995 0.156128
Moved 1624.107 389.5 439.5 0.06828706 0.1324588
Moved 1624.137 395.9214 428.1309 0.08315146 0.1032173
Moved 1624.168 403.2029 413.3284 0.1000069 0.0651451
Moved 1624.199 407.498 402.0078 0.1099492 0.03602828
Moved 1624.229 411.9457 392.1629 0.1202447 0.01070698
Moved 1624.26 415.6706 382.3177 0.128867 -0.01461492
Moved 1624.291 418.414 375.1719 0.1352177 -0.03299407
Moved 1624.322 419 369.842 0.1365741 -0.04670265
Moved 1624.352 420 366.4469 0.1388889 -0.05543493
Moved 1624.383 420 363.7034 0.1388889 -0.06249133
Moved 1624.414 420 363 0.1388889 -0.06430049
Stationary 1624.444 420 363 0.1388889 -0.06430049
Moved 1624.475 411.671 363 0.1196087 -0.06430049
Moved 1624.506 402.0817 363 0.09741136 -0.06430049
Moved 1624.537 391.2897 363 0.07242978 -0.06430049
Moved 1624.567 378.5 375 0.04282405 -0.03343629
Moved 1624.598 363.6609 374.8112 0.008474191 -0.03392192
Moved 1624.629 349.0925 378.6512 -0.02524883 -0.02404523
Moved 1624.659 336.0007 382.3998 -0.05555391 -0.01440378
Moved 1624.69 322.6832 385.8861 -0.08638154 -0.005437003
Moved 1624.721 308.9831 388.6034 -0.1180947 0.001551899
Moved 1624.752 295.1876 391.3625 -0.1500288 0.008648334
Moved 1624.782 282.4782 393.1044 -0.1794485 0.01312844
Moved 1624.813 271.3275 393 -0.2052605 0.01285996
Moved 1624.844 257.5547 393 -0.237142 0.01285996
Moved 1624.874 247.8306 393 -0.2596515 0.01285996
Moved 1624.905 239.6396 393 -0.278612 0.01285996
Moved 1624.936 234.6263 393 -0.2902168 0.01285996
Moved 1624.967 228.1132 393 -0.3052936 0.01285996
Moved 1624.997 220.906 393 -0.3219768 0.01285996
Moved 1625.028 214.1082 393 -0.3377124 0.01285996
Moved 1625.059 208.2178 393 -0.3513476 0.01285996
Moved 1625.089 203.7119 393 -0.361778 0.01285996
Moved 1625.12 200.5975 393 -0.3689872 0.01285996
Moved 1625.151 198.1382 393 -0.3746802 0.01285996
Moved 1625.182 195.4329 393 -0.3809423 0.01285996
Moved 1625.212 193.5 393 -0.3854167 0.01285996
Moved 1625.243 191.9254 393 -0.3890616 0.01285996
Stationary 1625.274 192 393 -0.3888888 0.01285996
Stationary 1625.304 192 393 -0.3888888 0.01285996
Moved 1625.335 192 395.0342 -0.3888888 0.01809214
Moved 1625.366 203.2411 404.2411 -0.3628678 0.04177235
Moved 1625.396 222.3388 416.4033 -0.3186601 0.07305373
