the bathroom is good for reading
Moved 1916.219 360 259.0845 0 -0.3315729
Moved 1916.25 360 263.8312 0 -0.3193643
Moved 1916.281 360 269 0 -0.30607
Moved 1916.312 349.4516 276.6371 -0.02441754 -0.2864273
Moved 1916.343 344.6273 284.5591 -0.03558506 -0.2660517
Moved 1916.373 336.8246 291.1754 -0.05364666 -0.2490346
Moved 1916.404 328.7747 301.2253 -0.07228081 -0.2231861
Moved 1916.435 317.2615 316.1732 -0.09893179 -0.1847398
Moved 1916.466 305.7787 332.5266 -0.1255122 -0.1426785
Moved 1916.496 288.6648 351.0014 -0.1651278 -0.09516107
Moved 1916.527 272.9802 363.5856 -0.2014346 -0.06279431
Moved 1916.558 253.8633 375.3638 -0.2456867 -0.03250043
Moved 1916.589 234.8162 384.3645 -0.2897773 -0.0093506
Moved 1916.619 222.0684 389.9829 -0.3192861 0.005100038
Moved 1916.65 209.7847 393.6861 -0.3477206 0.01462469
Moved 1916.681 200.574 396.713 -0.3690416 0.02240997
Moved 1916.712 195.4208 400.1583 -0.3809703 0.03127133
Moved 1916.742 194 404.2858 -0.3842593 0.04188718
Moved 1916.773 194 414.0441 -0.3842593 0.06698581
Moved 1916.804 210.5077 425.3846 -0.346047 0.09615383
Moved 1916.834 222.5 441.5 -0.318287 0.1376028
Moved 1916.865 243.9484 459.67 -0.268638 0.1843364
Moved 1916.896 261.8912 476.8912 -0.2271037 0.2286297
Moved 1916.927 278.0761 493.0913 -0.1896386 0.2702965
Moved 1916.957 288.5869 505.5869 -0.165308 0.3024354
Moved 1916.988 302.557 518.557 -0.1329699 0.3357947
Moved 1917.019 315.2742 525.7645 -0.103532 0.3543324
Moved 1917.05 324.3558 533.2372 -0.08250962 0.3735524
Moved 1917.08 332.315 538.6575 -0.06408557 0.3874936
Moved 1917.111 340.0631 545.0631 -0.04615013 0.4039688
Moved 1917.142 348.2065 553.2065 -0.02729967 0.4249139
Moved 1917.173 352.8836 557.8835 -0.01647318 0.4369431
Moved 1917.203 356.7901 562.7901 -0.007430265 0.449563
Moved 1917.234 358.6593 565.6593 -0.003103415 0.4569425
Moved 1917.265 359 567.5 -0.002314796 0.4616768
Stationary 1917.296 359 567.5 -0.002314796 0.4616768
Moved 1917.326 359 567 -0.002314796 0.4603909
Stationary 1917.357 359 567 -0.002314796 0.4603909
Stationary 1917.388 359 567 -0.002314796 0.4603909
Moved 1917.418 359 542.8129 -0.002314796 0.3981813
Moved 1917.449 359 534.1951 -0.002314796 0.3760162
Moved 1917.48 359 518.0134 -0.002314796 0.3343966
Moved 1917.511 359 504.7671 -0.002314796 0.3003268
Moved 1917.541 361.3714 483.4 0.003174643 0.2453702
Moved 1917.572 364.2588 464.4475 0.009858211 0.1966242
Moved 1917.603 369.1071 449.4647 0.02108117 0.158088
Moved 1917.634 373.6549 438.3804 0.03160854 0.1295792
Moved 1917.664 379.0451 424.3873 0.04408578 0.09358872
Moved 1917.695 382.3959 411.4165 0.05184234 0.06022763
Moved 1917.726 385.9363 404.1274 0.06003777 0.04147989
Moved 1917.757 388.7814 397.4372 0.06662358 0.02427262
Moved 1917.787 390.6461 394.3539 0.07093996 0.01634241
Moved 1917.818 392 391.4848 0.07407407 0.00896285
Moved 1917.849 392 391 0.07407407 0.007715971
Moved 1917.88 380.2759 403.7241 0.04693498 0.04044246
Moved 1917.91 367.072 420.5706 0.01637042 0.08377205
Moved 1917.941 352 438 -0.01851852 0.1286007
Moved 1917.972 336.8998 457.3203 -0.05347272 0.1782927
Moved 1918.002 321.494 475.6072 -0.08913437 0.2253271
Moved 1918.033 311.084 489.86 -0.1132315 0.2619856
Moved 1918.064 303.9763 500.365 -0.1296846 0.2890045
Moved 1918.095 299.6704 509.9888 -0.1396519 0.3137572
Moved 1918.125 300 515.2012 -0.1388889 0.3271635
Moved 1918.156 300 518.5 -0.1388889 0.335648
Moved 1918.187 308.212 520.606 -0.1198796 0.3410648
Moved 1918.218 315.9477 522 -0.101973 0.3446501
Moved 1918.248 325.0259 525.342 -0.08095845 0.3532457
Moved 1918.279 331.697 527 -0.06551613 0.3575102
Moved 1918.31 338.4698 529 -0.04983848 0.3626543
Moved 1918.341 344.2035 529 -0.03656606 0.3626543
Moved 1918.371 352.4009 529 -0.01759047 0.3626543
Moved 1918.402 364.2154 529 0.009757778 0.3626543
Moved 1918.433 376.7278 521.0908 0.03872166 0.3423116
Moved 1918.464 392.6646 515.4451 0.07561257 0.3277909
Moved 1918.494 408 510 0.1111111 0.3137859
Moved 1918.525 422.9292 506.8141 0.1456695 0.3055919
Moved 1918.556 438.324 504.946 0.1813055 0.3007869
Moved 1918.587 451.6711 504.0822 0.2122017 0.2985653
Moved 1918.617 460.2388 504 0.2320342 0.2983539
Moved 1918.648 468.868 503 0.2520091 0.2957818
Moved 1918.679 474.326 502 0.2646436 0.2932098
Moved 1918.709 478.0568 499.9716 0.2732795 0.2879927
Moved 1918.74 481.1462 497.4269 0.280431 0.2814479
Moved 1918.771 484.4328 494.5673 0.2880388 0.2740927
Moved 1918.802 487.3026 490.6974 0.294682 0.2641393
Moved 1918.832 489.8679 486.1321 0.3006201 0.2523974
Moved 1918.863 493 480.6203 0.3078704 0.2382209
Moved 1918.894 494.562 477.438 0.3114861 0.2300359
Moved 1918.925 495 474.5524 0.3125 0.222614
Moved 1918.955 495 466.9711 0.3125 0.2031148
Moved 1918.986 480.4532 454.5665 0.2788268 0.17121
Moved 1919.017 468.949 438.6607 0.2521967 0.1303001
Moved 1919.047 459 419 0.2291666 0.07973251
Moved 1919.078 452.5142 396.8664 0.2141531 0.02280439
Moved 1919.109 448.9702 370.7014 0.2059494 -0.04449232
Moved 1919.14 448 348.6542 0.2037037 -0.1011982
Moved 1919.171 448 331.5961 0.2037037 -0.1450718
Moved 1919.201 458.5607 307.0375 0.2281498 -0.208237
Moved 1919.232 463.3036 288.9372 0.2391289 -0.2547912
Moved 1919.263 467.0213 276.9147 0.2477345 -0.2857132
Moved 1919.293 470.5635 264.7458 0.2559341 -0.3170118
Moved 1919.324 472.4408 254.6775 0.2602797 -0.3429077
Moved 1919.355 474 246.0867 0.2638889 -0.3650036
Moved 1919.386 476.8694 238.392 0.2705309 -0.3847944
Moved 1919.416 478.6868 231.6263 0.274738 -0.4021956
Moved 1919.447 480.5589 226.441 0.2790716 -0.4155324
Moved 1919.478 482.4293 222.5707 0.2834012 -0.4254869
Moved 1919.509 486.0172 221 0.2917064 -0.4295268
Ended 1919.539 486.0172 221 0.2917064 -0.4295268
Accept 1919.632 0 the
Candidates 1919.632 13 bathroom nation begun criterion variation version main bedroom creation bargain vein cartoon margin
Began 1920.308 469 478 0.2523148 0.2314814
Stationary 1920.339 469 478 0.2523148 0.2314814
Stationary 1920.369 469 478 0.2523148 0.2314814
Stationary 1920.4 469 478 0.2523148 0.2314814
Moved 1920.431 454.2573 478 0.2181881 0.2314814
Moved 1920.461 452.3878 470.1938 0.2138606 0.2114039
Moved 1920.492 447.3209 468.3209 0.2021317 0.2065867
Moved 1920.523 441.61 464.74 0.1889119 0.1973764
Moved 1920.554 432.8438 460.9479 0.1686198 0.1876233
Moved 1920.584 422.3085 457.1542 0.1442326 0.1778658
Moved 1920.615 414.6275 454.2092 0.1264525 0.170291
Moved 1920.646 408.336 451.668 0.111889 0.1637551
Moved 1920.677 398.3702 447.79 0.08881986 0.1537809
Moved 1920.707 387.6823 444.9206 0.06407946 0.1464006
Moved 1920.738 377.8904 442.2968 0.04141281 0.1396523
Moved 1920.769 364.6189 438.5238 0.01069178 0.1299479
Moved 1920.8 347.2641 431.3057 -0.02948125 0.1113828
Moved 1920.83 333.1189 426.7797 -0.06222486 0.09974201
Moved 1920.861 321.0312 422.2062 -0.09020567 0.08797893
Moved 1920.892 309.3477 417.3369 -0.1172507 0.07545498
Moved 1920.922 298.4098 412.9399 -0.1425698 0.0641457
Moved 1920.953 286.3913 408.1956 -0.1703905 0.05194338
Moved 1920.984 273.313 401.1252 -0.2006643 0.03375811
Moved 1921.015 258.9543 392.3817 -0.233902 0.01126976
Moved 1921.045 246.2833 385.6417 -0.2632332 -0.006065722
Moved 1921.076 238.5895 380.7263 -0.2810429 -0.01870803
Moved 1921.107 229.8538 373.9025 -0.3012643 -0.03625901
Moved 1921.138 223.1594 370.0797 -0.3167606 -0.04609127
Moved 1921.168 219.2078 366.2078 -0.3259079 -0.05604991
Moved 1921.199 217 364.6631 -0.3310185 -0.06002277
Moved 1921.23 216 365 -0.3333333 -0.05915646
Stationary 1921.261 216 365 -0.3333333 -0.05915646
Ended 1921.291 216 365 -0.3333333 -0.05915646
Accept 1921.383 0 bathroom
Candidates 1921.383 13 is us odds usa id pass pa if his its offers oa psa
Began 1921.968 361 332 0.002314846 -0.144033
Stationary 1921.998 361 332 0.002314846 -0.144033
Stationary 1922.029 361 332 0.002314846 -0.144033
Stationary 1922.06 361 332 0.002314846 -0.144033
Stationary 1922.091 361 332 0.002314846 -0.144033
Stationary 1922.121 361 332 0.002314846 -0.144033
Stationary 1922.152 361 332 0.002314846 -0.144033
Stationary 1922.183 361 332 0.002314846 -0.144033
Moved 1922.213 361 343.3457 0.002314846 -0.1148516
Moved 1922.244 361 347.3947 0.002314846 -0.1044377
Moved 1922.275 361 351.0693 0.002314846 -0.09498651
Moved 1922.306 365.2116 354.6017 0.01206398 -0.0859011
Moved 1922.336 370.4734 358.4734 0.02424389 -0.07594293
Moved 1922.367 375.3414 365.6828 0.03551254 -0.05740028
Moved 1922.398 381.6089 373.6089 0.05002062 -0.03701418
Moved 1922.429 388.4214 383.8428 0.06579021 -0.01069253
Moved 1922.459 397.7346 394.3129 0.08734872 0.01623672
Moved 1922.49 406.8228 406.2784 0.1083861 0.04701241
Moved 1922.521 420.9605 418.9605 0.1411124 0.07963082
Moved 1922.552 438.9594 436.108 0.1827763 0.1237345
Moved 1922.582 453.62 451.62 0.216713 0.1636316
Moved 1922.613 465.3756 463.3756 0.243925 0.1938673
Moved 1922.644 476.5577 473.4462 0.2698095 0.219769
Moved 1922.674 487.9165 481.9374 0.2961031 0.2416086
Moved 1922.705 495.6887 489.6887 0.3140941 0.2615448
Moved 1922.736 501 497.5 0.3263889 0.2816358
Moved 1922.767 505.567 504.8505 0.3369606 0.3005412
Moved 1922.797 509.3058 510.3058 0.3456153 0.3145724
Moved 1922.828 512.0261 517.0522 0.3519123 0.3319244
Moved 1922.859 513.5609 522.1219 0.3554651 0.3449636
Moved 1922.89 517.8658 529.2987 0.3654302 0.3634225
Moved 1922.92 519 534.6023 0.3680556 0.3770634
Moved 1922.951 521 538.1772 0.3726852 0.3862583
Moved 1922.982 522 539.6755 0.375 0.3901119
Stationary 1923.013 522 540 0.375 0.3909464
Stationary 1923.043 522 540 0.375 0.3909464
Moved 1923.074 513.2388 540 0.3547196 0.3909464
Moved 1923.105 500.8022 528.3209 0.325931 0.3609074
Moved 1923.135 485.7267 524.5756 0.2910339 0.3512746
Moved 1923.166 464.1209 517.6484 0.2410205 0.3334577
Moved 1923.197 439.8778 509.5511 0.1849023 0.3126313
Moved 1923.228 413.1835 498.0734 0.1231099 0.2831104
Moved 1923.259 391.0659 487.4568 0.0719118 0.2558044
Moved 1923.289 375 478.5 0.03472219 0.2327674
Moved 1923.32 362.8369 470.1276 0.006566743 0.2112336
Moved 1923.351 351.527 462.527 -0.01961336 0.1916847
Moved 1923.381 339.8931 454.8931 -0.04654378 0.1720501
Moved 1923.412 331.2885 450.4295 -0.06646191 0.1605696
Moved 1923.443 324.1322 446.5661 -0.08302733 0.1506329
Moved 1923.474 315.0666 440.3777 -0.1040126 0.1347162
Moved 1923.504 306.4489 436.8163 -0.1239609 0.1255562
Moved 1923.535 299.9547 432.3182 -0.1389938 0.1139871
Moved 1923.566 291.8855 427.8855 -0.1576725 0.1025861
Moved 1923.597 286.1447 423.1447 -0.1709614 0.09039254
Moved 1923.627 281.0545 420.0273 -0.1827442 0.08237462
Moved 1923.658 275.4828 415.3219 -0.1956416 0.07027229
Moved 1923.689 270.2921 410.2921 -0.2076571 0.05733568
Moved 1923.719 265.4206 405.8412 -0.2189337 0.04588794
Moved 1923.75 261.9013 402.9013 -0.2270802 0.03832632
Moved 1923.781 260.0336 400.0336 -0.2314036 0.03095069
Moved 1923.812 260 399 -0.2314815 0.02829214
Stationary 1923.842 260 399 -0.2314815 0.02829214
Ended 1923.873 260 399 -0.2314815 0.02829214
Accept 1923.965 0 is
Candidates 1923.965 13 good goods god boys this for his hood gods foods hour ships bid
Began 1924.703 368 369 0.01851857 -0.04886839
Stationary 1924.734 368 369 0.01851857 -0.04886839
Stationary 1924.765 368 369 0.01851857 -0.04886839
Stationary 1924.795 368 369 0.01851857 -0.04886839
Stationary 1924.826 368 369 0.01851857 -0.04886839
Stationary 1924.857 368 369 0.01851857 -0.04886839
Stationary 1924.888 368 369 0.01851857 -0.04886839
Stationary 1924.918 368 369 0.01851857 -0.04886839
Stationary 1924.949 368 369 0.01851857 -0.04886839
Stationary 1924.98 368 369 0.01851857 -0.04886839
Stationary 1925.01 368 369 0.01851857 -0.04886839
Stationary 1925.041 368 369 0.01851857 -0.04886839
Stationary 1925.072 368 369 0.01851857 -0.04886839
Stationary 1925.103 368 369 0.01851857 -0.04886839
Stationary 1925.133 368 369 0.01851857 -0.04886839
Moved 1925.164 360.9128 381.0125 0.002112885 -0.01797209
Moved 1925.195 356.2438 384.8781 -0.008694828 -0.008029624
Moved 1925.226 351.4903 388.7549 -0.01969839 0.001941493
Moved 1925.256 344.0495 392.6337 -0.03692244 0.01191779
Moved 1925.287 336.629 395.1855 -0.05409946 0.01848111
Moved 1925.318 336 395 -0.05555556 0.01800408
Stationary 1925.349 336 395 -0.05555556 0.01800408
Stationary 1925.379 336 395 -0.05555556 0.01800408
Moved 1925.41 353.2365 398.3091 -0.01565615 0.0265152
Moved 1925.441 365.7 406.525 0.01319438 0.04764647
Moved 1925.472 377.052 416.3767 0.03947228 0.07298532
Moved 1925.502 393.2375 429.6979 0.07693857 0.1072475
Moved 1925.533 404.2245 440.2245 0.1023716 0.1343223
Moved 1925.564 415.1608 450.1608 0.1276871 0.1598786
Moved 1925.594 425.3297 460.3297 0.1512261 0.1860331
Moved 1925.625 434.0884 468.0884 0.1715008 0.2059885
Moved 1925.656 440.6974 474.6974 0.1867995 0.222987
Moved 1925.687 448.2557 483.2557 0.2042957 0.2449992
Moved 1925.717 454.9346 491.9019 0.2197561 0.2672372
Moved 1925.748 458.8265 496.8265 0.2287651 0.2799036
Moved 1925.779 462.6905 501.6905 0.2377095 0.2924137
Moved 1925.81 464.2632 506.5265 0.2413501 0.304852
Moved 1925.84 467.132 510.2641 0.2479909 0.3144652
Moved 1925.871 469.0002 513.0002 0.2523152 0.3215024
Moved 1925.902 470 515.6515 0.2546296 0.3283216
Moved 1925.933 471 518.4099 0.2569444 0.3354162
Moved 1925.963 472 521.2706 0.2592593 0.342774
Moved 1925.994 473.3734 523.7468 0.2624384 0.349143
Moved 1926.025 474 524.6424 0.2638889 0.3514464
Moved 1926.056 475 526 0.2662037 0.3549381
Moved 1926.086 476.386 527 0.2694121 0.3575102
Moved 1926.117 476 529.1261 0.2685185 0.3629785
Stationary 1926.148 476 529 0.2685185 0.3626543
Moved 1926.178 476 530 0.2685185 0.3652262
Moved 1926.209 467.9319 530 0.2498424 0.3652262
Moved 1926.24 455.7979 530 0.2217544 0.3652262
Moved 1926.271 439.407 531.9322 0.1838126 0.3701959
Moved 1926.302 421.4007 534.7999 0.1421313 0.3775717
Moved 1926.332 403.6687 537.6663 0.1010849 0.3849439
Moved 1926.363 391.8282 539.2344 0.07367631 0.3889773
Moved 1926.394 381.5399 539 0.04986098 0.3883744
Moved 1926.424 372.0392 540 0.02786845 0.3909464
Moved 1926.455 365.7271 540 0.01325717 0.3909464
Moved 1926.486 359.2119 540 -0.0018242 0.3909464
Moved 1926.517 350.2476 540 -0.02257511 0.3909464
Moved 1926.547 341.6479 540 -0.04248162 0.3909464
Moved 1926.578 335.7663 540 -0.05609661 0.3909464
Moved 1926.609 330.0218 540 -0.06939401 0.3909464
Moved 1926.64 325.277 540 -0.08037731 0.3909464
Moved 1926.67 321.7663 540 -0.08850401 0.3909464
Moved 1926.701 319.5 540 -0.09375001 0.3909464
Moved 1926.732 317.5 540 -0.09837966 0.3909464
Moved 1926.762 316.9671 540 -0.09961326 0.3909464
Stationary 1926.793 316.9671 540 -0.09961326 0.3909464
Stationary 1926.824 316.9671 540 -0.09961326 0.3909464
Stationary 1926.855 316.9671 540 -0.09961326 0.3909464
Stationary 1926.885 316.9671 540 -0.09961326 0.3909464
Stationary 1926.916 316.9671 540 -0.09961326 0.3909464
Stationary 1926.947 317 540 -0.09953702 0.3909464
Stationary 1926.978 317 540 -0.09953702 0.3909464
Stationary 1927.008 317 540 -0.09953702 0.3909464
Ended 1927.039 327.5638 540 -0.07508382 0.3909464
Accept 1927.162 0 good
Candidates 1927.162 13 for fit got fort foot door guy dot fire sort hit site die
Began 1928.238 358 472 -0.004629641 0.2160493
Stationary 1928.269 358 472 -0.004629641 0.2160493
Stationary 1928.299 358 472 -0.004629641 0.2160493
Stationary 1928.33 358 472 -0.004629641 0.2160493
Moved 1928.361 353.4176 472 -0.01523703 0.2160493
Moved 1928.392 345.624 472 -0.03327772 0.2160493
Moved 1928.422 339.5042 472 -0.04744391 0.2160493
Moved 1928.453 336.2058 472 -0.05507916 0.2160493
Moved 1928.484 332.3351 472 -0.06403903 0.2160493
Moved 1928.515 330.4691 472 -0.06835867 0.2160493
Moved 1928.545 328.8022 472 -0.07221718 0.2160493
Stationary 1928.576 329 472 -0.07175927 0.2160493
Stationary 1928.607 329 472 -0.07175927 0.2160493
Stationary 1928.638 329 472 -0.07175927 0.2160493
Moved 1928.668 328 480.1556 -0.07407407 0.2370255
Moved 1928.699 326.9217 481.0783 -0.07657016 0.2393988
Moved 1928.73 324.0504 483.9496 -0.08321678 0.246784
Moved 1928.76 321.1813 485.8187 -0.08985808 0.2515911
Moved 1928.791 319.649 487 -0.09340519 0.2546296
Moved 1928.822 315.7746 490 -0.1023736 0.2623456
Moved 1928.853 312.9013 493.0987 -0.1090248 0.2703154
Moved 1928.883 309.2997 494 -0.1173618 0.2726337
Moved 1928.914 301.6315 495 -0.1351123 0.2752057
Moved 1928.945 283.7001 497.3286 -0.1766201 0.2811948
Moved 1928.976 264.5018 497 -0.2210606 0.2803498
Moved 1929.006 247.4363 497 -0.260564 0.2803498
Moved 1929.037 223.3193 479.2128 -0.3163905 0.2346008
Moved 1929.068 202.9885 460.9885 -0.3634526 0.1877274
Moved 1929.099 187.1619 440.059 -0.4000883 0.1338966
Moved 1929.129 173.6748 422.0122 -0.4313083 0.08747991
Moved 1929.16 164.484 407.2101 -0.4525832 0.04940861
Moved 1929.191 158.7406 398.111 -0.4658782 0.02600552
Moved 1929.222 152.7392 388.1088 -0.4797705 0.000279666
Moved 1929.252 149.8596 382.7192 -0.4864361 -0.01358244
Moved 1929.283 146.055 376.1099 -0.4952432 -0.03058155
Moved 1929.314 143 370.3707 -0.5023148 -0.04534286
Moved 1929.345 142 367.6634 -0.5046296 -0.05230617
Moved 1929.375 142 365.5 -0.5046296 -0.05787045
Moved 1929.406 142 364 -0.5046296 -0.06172839
Moved 1929.437 152.0493 362.3169 -0.4813672 -0.06605744
Moved 1929.467 161.3418 359.5527 -0.459857 -0.07316691
Moved 1929.498 171.9347 360 -0.4353362 -0.07201654
Moved 1929.529 184.8987 360 -0.4053272 -0.07201654
Moved 1929.56 201.0798 360 -0.3678709 -0.07201654
Moved 1929.59 219.5824 370.7912 -0.3250406 -0.0442614
Moved 1929.621 236.782 379.391 -0.2852269 -0.02214259
Moved 1929.652 257.6242 394.6401 -0.2369809 0.01707842
Moved 1929.683 271.0605 406.3737 -0.2058784 0.04725742
Moved 1929.713 293.5963 424.5963 -0.1537123 0.09412628
Moved 1929.744 299.3485 429.7614 -0.1403969 0.107411
Moved 1929.775 312.5571 439.4457 -0.1098216 0.132319
Moved 1929.806 329.0627 452.0471 -0.07161403 0.16473
Moved 1929.836 342.4334 461.66 -0.04066348 0.1894548
Moved 1929.867 356.7927 471.2756 -0.007424305 0.2141862
Moved 1929.898 369.4376 479.8625 0.02184629 0.2362719
Moved 1929.929 387.1273 490.6442 0.06279458 0.2640024
Moved 1929.959 401.1151 499.0691 0.09517392 0.2856715
Moved 1929.99 412.2614 505.9568 0.1209756 0.3033868
Moved 1930.021 422.5646 513.1734 0.1448254 0.321948
Moved 1930.052 432.8025 517.2675 0.1685242 0.3324782
Moved 1930.082 442.4147 522.1382 0.1907748 0.3450057
Moved 1930.113 450.3719 526.6859 0.2091942 0.3567024
Moved 1930.144 458.1044 529 0.2270935 0.3626543
Moved 1930.174 462.846 529 0.2380695 0.3626543
Moved 1930.205 465.2948 529 0.243738 0.3626543
Moved 1930.236 466.2715 529 0.2459989 0.3626543
Moved 1930.267 467 520.3196 0.2476852 0.3403281
Moved 1930.297 467 514.9096 0.2476852 0.3264135
Moved 1930.328 467 509.822 0.2476852 0.313328
Moved 1930.359 467 504.0069 0.2476852 0.2983715
Moved 1930.39 467 498.269 0.2476852 0.2836137
Moved 1930.42 467 490.8064 0.2476852 0.2644196
Moved 1930.451 458.119 481.9252 0.2271275 0.241577
Moved 1930.482 455.7181 466.2952 0.2215696 0.2013764
Moved 1930.513 452.988 451.9402 0.2152501 0.1644552
Moved 1930.543 449.3523 440.7613 0.206834 0.1357029
Moved 1930.574 445.2245 427.0612 0.1972789 0.1004661
Moved 1930.605 440.4998 412.7494 0.186342 0.06365579
Moved 1930.635 436.5 395 0.1770833 0.01800408
Moved 1930.666 435.3326 389.3303 0.1743809 0.003421336
Moved 1930.697 431.4603 375.3016 0.1654174 -0.03266056
Moved 1930.728 426.1761 358.5283 0.1531854 -0.07580188
Moved 1930.758 421.4292 345.8585 0.1421973 -0.1083887
Moved 1930.789 418.4039 333.8077 0.1351942 -0.1393834
Moved 1930.82 413.6741 319.3482 0.1242456 -0.1765735
Moved 1930.851 409.4656 305.3281 0.1145038 -0.2126335
Moved 1930.881 405.9111 296.7334 0.1062758 -0.2347393
Moved 1930.912 403.0255 288.0765 0.09959598 -0.2570049
Moved 1930.943 401.156 283.3121 0.09526858 -0.2692591
Moved 1930.974 400 278.2843 0.09259263 -0.2821907
Moved 1931.004 398.7501 275.7501 0.08969932 -0.2887088
Moved 1931.035 399 272.8866 0.09027779 -0.2960736
Moved 1931.066 398 271.0192 0.08796295 -0.3008766
Stationary 1931.097 398 271 0.08796295 -0.300926
Moved 1931.127 396.6853 271 0.08491973 -0.300926
Moved 1931.158 392.5431 271 0.07533113 -0.300926
Moved 1931.189 383.6346 292.5482 0.05470961 -0.2455039
Moved 1931.219 376.723 307.1926 0.03871053 -0.2078381
Moved 1931.25 373.5 320.5 0.03125002 -0.1736112
Moved 1931.281 370.6184 333.908 0.02457966 -0.1391256
Moved 1931.312 370 344.9855 0.02314816 -0.1106341
Moved 1931.343 369 354.2585 0.02083332 -0.0867838
Moved 1931.373 369 362.8831 0.02083332 -0.06460119
Moved 1931.404 369 369.9968 0.02083332 -0.04630469
Moved 1931.435 369 374.0485 0.02083332 -0.03588343
Moved 1931.465 369 379.8657 0.02083332 -0.02092149
Moved 1931.496 369 383.5965 0.02083332 -0.01132588
Moved 1931.527 369 387.6617 0.02083332 -0.0008700414
Moved 1931.558 369 390.3884 0.02083332 0.006142918
Moved 1931.588 377.5363 394.1341 0.04059335 0.01577691
Ended 1931.619 389 403 0.06712963 0.03858017
Accept 1931.711 0 for
Candidates 1931.711 13 reading trading treating testing using featuring hearing heating rating assessing taking eating heading
Began 1932.142 193 370 -0.3865741 -0.04629637
Stationary 1932.172 193 370 -0.3865741 -0.04629637
Moved 1932.203 209.8168 370 -0.3476464 -0.04629637
Moved 1932.234 236.8336 361.3471 -0.2851075 -0.06855167
Moved 1932.265 265.6242 361 -0.2184625 -0.06944452
Moved 1932.295 298.6248 361 -0.1420722 -0.06944452
Moved 1932.326 326.1818 361 -0.07828295 -0.06944452
Moved 1932.357 354.1567 373.0314 -0.01352608 -0.03849963
Moved 1932.388 384.8768 380.663 0.05758524 -0.01887082
Moved 1932.418 411.8695 385.5266 0.1200684 -0.006361792
Moved 1932.449 437.0407 390.2602 0.178335 0.005813253
Moved 1932.48 463.7464 396.4366 0.2401538 0.02169899
Moved 1932.51 494.0795 403.0239 0.3103691 0.03864155
Moved 1932.541 530.4556 411.6436 0.3945732 0.06081165
Moved 1932.572 557 418 0.4560185 0.07716041
Moved 1932.603 578.5355 428.2678 0.5058693 0.1035692
