that is a very nasty cut
Began 1842.609 460 434 0.2314815 0.1183127
Stationary 1842.639 460 434 0.2314815 0.1183127
Stationary 1842.67 460 434 0.2314815 0.1183127
Moved 1842.701 441.4187 434 0.1884693 0.1183127
Moved 1842.732 432.7 434 0.1682872 0.1183127
Moved 1842.762 421.8244 425.7061 0.1431121 0.09698062
Moved 1842.793 412.5248 422.8416 0.1215851 0.08961312
Moved 1842.824 403.6958 420.2319 0.1011478 0.08290098
Moved 1842.855 394.3069 418.4357 0.07941425 0.07828096
Moved 1842.885 385.6623 415.5541 0.05940348 0.0708695
Moved 1842.916 377.3787 414 0.04022837 0.06687239
Moved 1842.947 366.7741 410.1935 0.01568089 0.05708215
Moved 1842.978 356.3067 406.6533 -0.008549391 0.04797661
Moved 1843.008 346.9058 404 -0.0303106 0.04115226
Moved 1843.039 340.1707 403 -0.04590119 0.03858017
Moved 1843.07 332.0789 401.0395 -0.06463205 0.03353778
Moved 1843.1 321.6823 398.1706 -0.08869842 0.02615885
Moved 1843.131 310.9106 395.3035 -0.1136329 0.01878475
Moved 1843.162 302.5213 392.8405 -0.1330525 0.01244973
Moved 1843.193 292.832 389.916 -0.1554814 0.004927906
Moved 1843.223 285.0959 388.048 -0.173389 0.0001233497
Moved 1843.254 279.3587 387 -0.1866697 -0.002572055
Moved 1843.285 274.2296 386 -0.1985425 -0.005144111
Moved 1843.316 269.4895 384.7448 -0.2095151 -0.008372593
Moved 1843.346 265.7555 385 -0.2181587 -0.007716127
Moved 1843.377 263.2563 384 -0.2239438 -0.01028807
Moved 1843.408 259.4724 382.4724 -0.2327027 -0.01421705
Moved 1843.438 253.2063 380.6031 -0.2472075 -0.0190249
Moved 1843.469 244.1772 377.7257 -0.2681084 -0.02642565
Moved 1843.5 236.4626 374.2313 -0.2859663 -0.0354135
Moved 1843.531 229.7251 371.3625 -0.3015623 -0.04279187
Moved 1843.562 225.4967 369.4966 -0.3113503 -0.04759094
Moved 1843.592 222.6263 367.6263 -0.3179946 -0.05240146
Moved 1843.623 223 368 -0.3171296 -0.05144041
Ended 1843.654 223 368 -0.3171296 -0.05144041
Accept 1843.777 0 that
Candidates 1843.777 13 is hs has kda odds la jihad las had gifts us glad his
Began 1844.637 156 389 -0.4722222 0.002572016
Stationary 1844.668 156 389 -0.4722222 0.002572016
Stationary 1844.699 156 389 -0.4722222 0.002572016
Ended 1844.729 156 389 -0.4722222 0.002572016
Accept 1844.791 0 is
Candidates 1844.791 4 a s d q
Began 1845.59 398 195 0.08796295 -0.4963993
Stationary 1845.621 398 195 0.08796295 -0.4963993
Stationary 1845.651 398 195 0.08796295 -0.4963993
Stationary 1845.682 398 195 0.08796295 -0.4963993
Stationary 1845.713 398 195 0.08796295 -0.4963993
Stationary 1845.744 398 195 0.08796295 -0.4963993
Stationary 1845.774 398 195 0.08796295 -0.4963993
Stationary 1845.805 398 195 0.08796295 -0.4963993
Stationary 1845.836 398 195 0.08796295 -0.4963993
Stationary 1845.867 398 195 0.08796295 -0.4963993
Stationary 1845.897 398 195 0.08796295 -0.4963993
Moved 1845.928 387.1678 205.8322 0.06288847 -0.4685387
Moved 1845.959 378.7459 213.2542 0.04339327 -0.4494492
Moved 1845.989 363.3349 232.5311 0.007719696 -0.3998685
Moved 1846.02 349.0733 253.89 -0.02529328 -0.3449332
Moved 1846.051 326.1519 295.6963 -0.07835219 -0.2374067
Moved 1846.082 307.2795 334.8013 -0.1220382 -0.1368279
Moved 1846.112 295.8156 366.553 -0.1485749 -0.05516201
Moved 1846.143 282.464 401.4293 -0.1794815 0.03454036
Moved 1846.174 272.0721 441.1037 -0.2035369 0.1365835
Moved 1846.205 261.456 480.4042 -0.2281112 0.237665
Moved 1846.235 257.4246 499.3016 -0.2374431 0.2862696
Moved 1846.266 255.286 506.9981 -0.2423936 0.306065
Moved 1846.297 253.4171 517.7488 -0.2467197 0.333716
Moved 1846.328 253 525.9012 -0.2476852 0.3546842
Moved 1846.358 253 532.0411 -0.2476852 0.370476
Moved 1846.389 253 536.7893 -0.2476852 0.3826885
Moved 1846.42 253 540.7624 -0.2476852 0.3929073
Moved 1846.45 253 544.5 -0.2476852 0.4025204
Moved 1846.481 260 550.3315 -0.2314815 0.4175192
Moved 1846.512 262 554.0288 -0.2268519 0.4270287
Moved 1846.543 264 556.8979 -0.2222222 0.434408
Moved 1846.573 265 559.2936 -0.2199074 0.4405699
Moved 1846.604 268.2601 561.2601 -0.2123609 0.4456279
Moved 1846.635 272.257 561 -0.2031088 0.4449587
Moved 1846.666 276.0035 561 -0.1944364 0.4449587
Moved 1846.696 282.6386 561 -0.1790773 0.4449587
Moved 1846.727 291.2458 551.0931 -0.1591532 0.419478
Moved 1846.758 300.8482 548.4346 -0.1369255 0.4126402
Moved 1846.788 312.3872 544.1532 -0.1102148 0.4016286
Moved 1846.819 322.9989 539.6674 -0.08565064 0.3900908
Moved 1846.85 331.5977 537 -0.06574611 0.3832304
Moved 1846.881 338.79 535 -0.04909729 0.3780863
Moved 1846.911 343.9153 533.0424 -0.03723308 0.3730513
Moved 1846.942 347.8298 532.1702 -0.02817169 0.370808
Moved 1846.973 350.7014 532 -0.02152463 0.3703703
Moved 1847.004 351 531 -0.02083332 0.3677982
Ended 1847.034 353.0584 529.9416 -0.01606852 0.365076
Accept 1847.127 0 a
Candidates 1847.127 13 very better bet betty beer net matter cry newer battery master vary marry
Began 1848.079 436 220 0.1759259 -0.4320988
Stationary 1848.11 436 220 0.1759259 -0.4320988
Stationary 1848.141 436 220 0.1759259 -0.4320988
Stationary 1848.172 436 220 0.1759259 -0.4320988
Stationary 1848.202 436 220 0.1759259 -0.4320988
Moved 1848.233 425.6121 220 0.1518799 -0.4320988
Moved 1848.264 423.9718 220 0.148083 -0.4320988
Moved 1848.294 421.4302 227 0.1421995 -0.4140947
Moved 1848.325 418.5598 227 0.1355552 -0.4140947
Moved 1848.356 417 228 0.1319444 -0.4115227
Moved 1848.387 415 228 0.1273148 -0.4115227
Moved 1848.417 412.5 228 0.1215278 -0.4115227
Moved 1848.448 411.9354 228 0.1202209 -0.4115227
Moved 1848.479 411 228 0.1180555 -0.4115227
Moved 1848.51 409.5 228 0.1145834 -0.4115227
Moved 1848.54 404.2578 235.6133 0.1024486 -0.3919412
Moved 1848.571 391.2906 249.4513 0.07243186 -0.3563496
Moved 1848.602 367.1229 277.4867 0.01648823 -0.2842421
Moved 1848.633 330.2576 309.3094 -0.06884813 -0.2023936
Moved 1848.663 290.7682 341.1783 -0.1602588 -0.1204263
Moved 1848.694 259.3079 358.4055 -0.2330835 -0.07611749
Moved 1848.725 231 373 -0.2986111 -0.03858032
Moved 1848.755 207.891 381.7909 -0.3521042 -0.01597
Moved 1848.786 190.2321 390.384 -0.3929814 0.006131615
Moved 1848.817 179.0143 395.9952 -0.4189484 0.02056389
Moved 1848.848 171.3801 401.08 -0.4366202 0.03364178
Moved 1848.878 165.1768 404.4116 -0.4509796 0.04221068
Moved 1848.909 160.7204 407.2795 -0.4612953 0.04958722
Moved 1848.94 158.8602 409 -0.4656014 0.05401234
Moved 1848.971 157.3373 411 -0.4691267 0.05915629
Moved 1849.001 157 412.0933 -0.4699074 0.06196823
Moved 1849.032 156 414.1996 -0.4722222 0.06738576
Stationary 1849.063 156 414.1996 -0.4722222 0.06738576
Moved 1849.094 156 415.0914 -0.4722222 0.06967936
Moved 1849.124 172.404 416 -0.43425 0.07201634
Moved 1849.155 175.7096 416 -0.4265981 0.07201634
Moved 1849.186 183.4168 416 -0.4087573 0.07201634
Moved 1849.217 194.8518 416 -0.3822875 0.07201634
Moved 1849.247 205.5331 416 -0.3575622 0.07201634
Moved 1849.278 213.5 416 -0.3391204 0.07201634
Moved 1849.309 223.6521 416 -0.31562 0.07201634
Moved 1849.339 234.3149 416 -0.2909377 0.07201634
Moved 1849.37 246.7765 416 -0.2620915 0.07201634
Moved 1849.401 257.4969 416 -0.2372757 0.07201634
Moved 1849.432 276.5548 428.8249 -0.1931602 0.1050022
Moved 1849.462 292.2242 446.4691 -0.1568884 0.1503832
Moved 1849.493 305.3095 463.5158 -0.1265984 0.1942278
Moved 1849.524 314.2438 474.4877 -0.1059171 0.2224477
Moved 1849.555 319.9883 483.4825 -0.09261955 0.2455824
Moved 1849.585 323.3619 494.4474 -0.08481045 0.2737845
Moved 1849.616 325.937 500.874 -0.07884949 0.2903138
Moved 1849.647 327.7921 508.5843 -0.07455523 0.3101447
Moved 1849.677 328.6647 515.3294 -0.07253543 0.3274932
Moved 1849.708 329.5294 521.0589 -0.07053371 0.3422295
Moved 1849.739 330 524.0593 -0.06944443 0.3499466
Moved 1849.77 331 528.9348 -0.06712963 0.3624864
Moved 1849.8 332.7966 531 -0.06297077 0.3677982
Moved 1849.831 334 533.5 -0.06018519 0.3742283
Moved 1849.862 337.1709 536.1708 -0.05284523 0.3810977
Moved 1849.893 338.5 537 -0.04976853 0.3832304
Moved 1849.923 340 538 -0.04629632 0.3858024
Moved 1849.954 342.3444 538 -0.04086952 0.3858024
Moved 1849.985 346.6377 538 -0.03093128 0.3858024
Moved 1850.016 351.3638 538 -0.01999115 0.3858024
Moved 1850.046 358.1461 538 -0.004291385 0.3858024
Moved 1850.077 364.1297 534.046 0.009559592 0.3756325
Moved 1850.108 370.8568 530 0.0251316 0.3652262
Moved 1850.139 374.2949 527.7051 0.03309011 0.3593237
Moved 1850.169 378.7841 527 0.04348158 0.3575102
Moved 1850.2 386.6491 524.2702 0.06168773 0.3504891
Ended 1850.231 390.5 523.5 0.0706019 0.3485081
Accept 1850.323 0 very
Candidates 1850.323 13 may nasty bay mary master barry bar matter bat matt marry best vary
Began 1851.276 361 378.8924 0.002314846 -0.02342491
Moved 1851.307 354.9717 399.1671 -0.0116395 0.0287218
Moved 1851.337 348.5382 422.8472 -0.02653191 0.08962752
Moved 1851.368 340.4109 442.1781 -0.04534503 0.139347
Moved 1851.399 327.3545 461.9036 -0.07556827 0.1900812
Moved 1851.429 316.983 477.0283 -0.09957637 0.2289822
Moved 1851.46 310.2449 486.6326 -0.1151739 0.2536846
Moved 1851.491 305.2422 494.1367 -0.1267542 0.2729853
Moved 1851.522 302.7516 498.2485 -0.1325196 0.2835608
Moved 1851.552 301 503.1154 -0.1365741 0.2960785
Moved 1851.583 299.2566 506 -0.1406097 0.3034978
Moved 1851.614 298.473 508.527 -0.1424237 0.3099974
Moved 1851.645 296.6051 511.3949 -0.1467474 0.3173736
Moved 1851.675 297 512.3729 -0.1458333 0.319889
Moved 1851.706 295.6502 513.3499 -0.1489579 0.3224018
Moved 1851.737 295.356 515.644 -0.1496389 0.3283025
Moved 1851.767 295 517.517 -0.150463 0.3331198
Moved 1851.798 293.6151 520.3849 -0.1536688 0.3404962
Moved 1851.829 294 525.8566 -0.1527778 0.3545692
Moved 1851.86 291.1814 535.2744 -0.1593023 0.3787921
Moved 1851.89 289 548.4396 -0.1643519 0.4126531
Moved 1851.921 288 563.1606 -0.1666667 0.4505158
Moved 1851.952 286.908 577.4603 -0.1691945 0.4872948
Moved 1851.983 287 589.8276 -0.1689815 0.5191038
Moved 1852.013 287 600.4615 -0.1689815 0.5464544
Moved 1852.044 287 605.6387 -0.1689815 0.5597703
Moved 1852.075 287 611.3886 -0.1689815 0.5745591
Moved 1852.106 287 614.0635 -0.1689815 0.5814389
Moved 1852.136 287 616.7011 -0.1689815 0.588223
Moved 1852.167 287 618.2376 -0.1689815 0.5921748
Moved 1852.198 287 619.3734 -0.1689815 0.5950961
Moved 1852.229 287 620 -0.1689815 0.5967077
Moved 1852.259 287 621.2162 -0.1689815 0.5998358
Stationary 1852.29 287 621.2162 -0.1689815 0.5998358
Stationary 1852.321 287 621 -0.1689815 0.5992797
Stationary 1852.351 287 621 -0.1689815 0.5992797
Moved 1852.382 297.5 622.5 -0.1446759 0.6031378
Ended 1852.413 297.5 622.5 -0.1446759 0.6031378
Expand 1852.444
Accept 1852.536 1 nasty
Began 1853.427 305 235 -0.1273148 -0.3935186
Stationary 1853.458 305 235 -0.1273148 -0.3935186
Stationary 1853.489 305 235 -0.1273148 -0.3935186
Stationary 1853.519 305 235 -0.1273148 -0.3935186
Stationary 1853.55 305 235 -0.1273148 -0.3935186
Moved 1853.581 305 245.3728 -0.1273148 -0.3668396
Moved 1853.612 305 247.2566 -0.1273148 -0.3619944
Moved 1853.642 305 249.8069 -0.1273148 -0.355435
Moved 1853.673 305 252.6022 -0.1273148 -0.3482456
Moved 1853.704 315.2943 255.4706 -0.1034853 -0.3408679
Moved 1853.734 313 259.3398 -0.1087963 -0.3309162
Moved 1853.765 313 262.8853 -0.1087963 -0.3217971
Moved 1853.796 314.7511 269.2532 -0.1047429 -0.3054188
Moved 1853.827 316 275.863 -0.1018519 -0.2884183
Moved 1853.857 317.4913 284.4739 -0.09839977 -0.2662708
Moved 1853.888 318.4321 294.8643 -0.09622192 -0.2395466
Moved 1853.919 318 300.503 -0.09722222 -0.2250437
Moved 1853.95 319.7407 312.9626 -0.09319291 -0.1929974
Moved 1853.98 323.4797 327.1993 -0.08453771 -0.1563804
Moved 1854.011 329.3346 343.8365 -0.07098471 -0.1135894
Moved 1854.042 334.0704 356.1761 -0.06002212 -0.08185154
Moved 1854.072 344.6435 373.3761 -0.03554747 -0.03761299
Moved 1854.103 356.2658 388.719 -0.008643916 0.001849186
Moved 1854.134 367.2108 404.5135 0.01669159 0.04247288
Moved 1854.165 374.528 414.528 0.03362963 0.06823041
Moved 1854.196 380.2675 424.0234 0.04691551 0.0926526
Moved 1854.226 387.6034 436.1378 0.06389667 0.1238112
Moved 1854.257 392.4095 446.6378 0.07502189 0.1508173
Moved 1854.288 396.2805 457.122 0.08398265 0.1777828
Moved 1854.318 399.8217 467.4649 0.09217978 0.204385
Moved 1854.349 403.6926 478.7704 0.1011402 0.2334628
Moved 1854.38 406.5607 489.682 0.1077793 0.2615277
Moved 1854.411 409.4312 499.7249 0.1144241 0.2873581
Moved 1854.441 410.9352 504.8055 0.1179055 0.3004257
Moved 1854.472 411.8075 509.6149 0.1199246 0.3127955
Moved 1854.503 412 513.6753 0.1203704 0.3232388
Moved 1854.534 412 517.1871 0.1203704 0.3322712
Moved 1854.564 412 519.1103 0.1203704 0.3372177
Stationary 1854.595 412 519 0.1203704 0.3369341
Stationary 1854.626 412 519 0.1203704 0.3369341
Moved 1854.656 402.6828 519 0.09880284 0.3369341
Moved 1854.687 398.5145 519 0.08915404 0.3369341
Moved 1854.718 392.6487 519 0.07557581 0.3369341
Moved 1854.749 385.5573 513.9506 0.05916049 0.323947
Moved 1854.779 377.0586 512 0.03948738 0.31893
Moved 1854.81 368.9158 512 0.02063841 0.31893
Moved 1854.841 362.5408 512 0.005881588 0.31893
Moved 1854.872 359.2266 512 -0.001790375 0.31893
Moved 1854.902 358 512 -0.004629641 0.31893
Moved 1854.933 358 527.5 -0.004629641 0.3587962
Ended 1854.964 358 527.5 -0.004629641 0.3587962
Candidates 1855.056 13 cut city by but buy cute cure cy ci butt court ct cite
Began 1855.732 204 400 -0.3611111 0.03086416
Moved 1855.763 212.6843 400 -0.3410085 0.03086416
Moved 1855.794 241.717 400 -0.2738033 0.03086416
Moved 1855.824 259.2237 400 -0.2332785 0.03086416
Moved 1855.855 305.7556 389.437 -0.1255658 0.003696017
Moved 1855.886 371.2607 386.3547 0.0260663 -0.00423188
Moved 1855.917 417.7536 386 0.1336888 -0.005144111
Moved 1855.947 451.2018 386 0.2111153 -0.005144111
Moved 1855.978 477.5287 386 0.2720572 -0.005144111
Moved 1856.009 503.3361 394.8151 0.3317966 0.01752861
Moved 1856.04 530.1595 396.6844 0.3938876 0.02233631
Moved 1856.07 551.1492 400.1642 0.4424749 0.0312864
Moved 1856.101 573.6682 404.0955 0.4946022 0.04139774
Moved 1856.132 588.7643 405.9607 0.5295471 0.04619512
Moved 1856.162 603.1747 406.835 0.5629044 0.04844371
Moved 1856.193 619.3304 409.3329 0.6003018 0.05486845
Moved 1856.224 636.9523 413.1587 0.6410933 0.06470849
Moved 1856.255 659.1606 421.0688 0.6925014 0.08505353
Ended 1856.285 678 430 0.7361111 0.1080246
Accept 1856.347 0 cut
PhraseEnd 1856.347
