why do you ask silly questions
why do you ask silly questions
Basic
List

0.6 0.6
432 388.8
Began 2743.92 296 447 -0.1481481 0.1517489
Stationary 2743.951 296 447 -0.1481481 0.1517489
Stationary 2743.981 296 447 -0.1481481 0.1517489
Stationary 2744.012 296 447 -0.1481481 0.1517489
Stationary 2744.043 296 447 -0.1481481 0.1517489
Stationary 2744.074 296 447 -0.1481481 0.1517489
Stationary 2744.104 296 447 -0.1481481 0.1517489
Stationary 2744.135 296 447 -0.1481481 0.1517489
Stationary 2744.166 296 447 -0.1481481 0.1517489
Stationary 2744.197 296 447 -0.1481481 0.1517489
Stationary 2744.228 296 447 -0.1481481 0.1517489
Stationary 2744.258 296 447 -0.1481481 0.1517489
Stationary 2744.289 296 447 -0.1481481 0.1517489
Stationary 2744.32 296 447 -0.1481481 0.1517489
Stationary 2744.35 296 447 -0.1481481 0.1517489
Stationary 2744.381 296 447 -0.1481481 0.1517489
Moved 2744.412 287.266 447 -0.1683657 0.1517489
Moved 2744.443 284.1566 447 -0.1755636 0.1517489
Moved 2744.473 280.1609 447 -0.1848127 0.1517489
Moved 2744.504 276.7046 447 -0.1928134 0.1517489
Moved 2744.535 273.8366 455.1436 -0.1994522 0.1726942
Moved 2744.566 271.227 456 -0.2054931 0.174897
Moved 2744.596 269 457 -0.2106481 0.1774691
Moved 2744.627 268 458.4324 -0.212963 0.1811532
Moved 2744.658 267 459.1483 -0.2152778 0.1829946
Moved 2744.688 266 459 -0.2175926 0.1826131
Stationary 2744.719 266 459 -0.2175926 0.1826131
Moved 2744.75 275.6942 459 -0.1951524 0.1826131
Moved 2744.781 297.8392 440.8671 -0.1438907 0.135975
Moved 2744.812 318.6863 424.2745 -0.09563361 0.0932985
Moved 2744.842 338.8589 404.9781 -0.04893785 0.04366796
Moved 2744.873 355.4979 386.8026 -0.01042162 -0.003079858
Moved 2744.904 365.6628 374.3372 0.01310845 -0.03514113
Moved 2744.935 378.5251 359.58 0.04288206 -0.07309682
Moved 2744.965 389.8993 349.1007 0.06921133 -0.1000496
Moved 2744.996 397.6994 341.3007 0.08726706 -0.1201115
Moved 2745.027 402.4198 336.5802 0.09819389 -0.1322526
Moved 2745.057 406.2932 333.7068 0.1071601 -0.1396429
Moved 2745.088 408.0822 333 0.1113012 -0.141461
Moved 2745.119 409.374 333 0.1142916 -0.141461
Moved 2745.15 410 350.1083 0.1157407 -0.09745805
Moved 2745.18 410 378.7879 0.1157407 -0.02369366
Moved 2745.211 402 402.1514 0.09722222 0.03639763
Moved 2745.242 401 430.9493 0.09490739 0.1104662
Moved 2745.272 398.3094 453.1436 0.08867919 0.1675502
Moved 2745.303 396.4494 467.2022 0.08437365 0.2037093
Moved 2745.334 393.5832 478.2503 0.07773896 0.2321252
Moved 2745.365 391.0283 489.9151 0.07182479 0.2621272
Moved 2745.396 389.1563 500.3748 0.06749143 0.2890298
Moved 2745.427 388 508.4217 0.06481478 0.3097265
Moved 2745.457 387 514.3537 0.06250004 0.3249837
Moved 2745.488 384.8997 520.2006 0.05763829 0.340022
Moved 2745.519 385 524.9566 0.05787035 0.3522545
Moved 2745.549 385 527.8511 0.05787035 0.3596993
Moved 2745.58 385 529.1826 0.05787035 0.363124
Moved 2745.611 385 531.5 0.05787035 0.3690843
Ended 2745.642 385 532 0.05787035 0.3703703
Candidates 2745.703 13 why rent enter entry shy who went senior enjoy deny debut sent any
Began 2746.841 219 334 -0.3263889 -0.1388889
Stationary 2746.871 219 334 -0.3263889 -0.1388889
Stationary 2746.902 219 334 -0.3263889 -0.1388889
