they might find your comment offensive
they might find your comment offensive
Basic
Radial

0.6 0.6
432 388.8
Began 1298.265 394 548 0.07870366 0.4115225
Stationary 1298.295 394 548 0.07870366 0.4115225
Moved 1298.326 404.86 510.9641 0.1038425 0.3162655
Moved 1298.357 421.8513 471.6554 0.1431744 0.215163
Moved 1298.388 431.4706 443.5881 0.1654413 0.1429733
Moved 1298.418 433 416.7681 0.1689814 0.07399186
Moved 1298.449 425.7717 401.4824 0.1522493 0.03467673
Moved 1298.48 404.2701 390.454 0.102477 0.006311675
Moved 1298.51 372.0341 390 0.02785683 0.005143954
Moved 1298.541 332.2392 427.3361 -0.06426111 0.1011729
Moved 1298.572 300.2235 462.8541 -0.1383715 0.192526
Moved 1298.603 278.7229 488.99 -0.1881414 0.2597478
Moved 1298.633 267.5527 501.9297 -0.2139983 0.293029
Moved 1298.664 263.6553 507.6894 -0.2230201 0.307843
Moved 1298.695 263 509.5 -0.2245371 0.3124999
Moved 1298.726 284.5701 510 -0.1746063 0.3137859
Moved 1298.756 318.9744 502.4026 -0.09496673 0.2942452
Moved 1298.787 345.1969 498.5337 -0.03426641 0.2842944
Moved 1298.818 372.3678 499 0.0286292 0.2854938
Ended 1298.849 381.1341 499 0.04892141 0.2854938
Candidates 1298.941 13 they key offer let that tiger today jet other her jerry highest post
Began 1299.371 297 421 -0.1458333 0.08487643
Moved 1299.402 314.8733 421 -0.10446 0.08487643
Moved 1299.432 367.2643 421 0.01681556 0.08487643
Moved 1299.463 421.751 421 0.1429422 0.08487643
Moved 1299.494 449.7425 421 0.2077373 0.08487643
Ended 1299.525 471 421 0.2569444 0.08487643
Accept 1299.586 0 they
Began 1299.709 457 234 0.2245371 -0.3960905
Moved 1299.74 446.8666 252.2401 0.2010801 -0.3491767
Moved 1299.771 425.4579 343.9938 0.1515229 -0.1131848
Moved 1299.801 431.7762 430.0582 0.1661486 0.1081743
Moved 1299.832 447.9179 469.7947 0.2035137 0.2103773
Moved 1299.863 458.5549 494.4799 0.2281364 0.2738679
Moved 1299.894 460 503.1837 0.2314815 0.2962542
Moved 1299.924 460 505.6956 0.2314815 0.302715
Moved 1299.955 430.6337 491.0281 0.163504 0.26499
Moved 1299.986 383.005 449.338 0.05325238 0.1577623
Moved 1300.016 332.8866 402.0923 -0.0627625 0.03624555
Moved 1300.047 317.1656 386.457 -0.09915368 -0.003968659
Moved 1300.078 311.425 380.4249 -0.1124422 -0.01948329
Moved 1300.109 311 378.5641 -0.113426 -0.02426917
Moved 1300.139 335.1083 379 -0.05761966 -0.02314815
Moved 1300.17 370.4075 395.4209 0.0240915 0.01908667
Moved 1300.201 397.0775 406.1761 0.08582761 0.04674911
Moved 1300.232 405.5979 409 0.1055507 0.05401234
Moved 1300.262 407.0282 409 0.1088616 0.05401234
Moved 1300.293 407 410.2313 0.1087963 0.05717905
Moved 1300.324 377.4751 428.8199 0.04045159 0.1049895
Moved 1300.355 347.573 456.7128 -0.02876614 0.1767305
Moved 1300.385 327.9394 478.355 -0.07421438 0.2323944
