I just cannot figure this out
Moved 1761.3 378.0253 303.9747 0.04172514 -0.2161144
Moved 1761.331 385.1116 294.3325 0.05812873 -0.2409144
Moved 1761.362 391.8493 286.1508 0.07372518 -0.261958
Moved 1761.392 395.9497 280.0503 0.08321693 -0.2776485
Moved 1761.423 398.849 276.1509 0.08992831 -0.2876777
Moved 1761.454 401.7219 273.2781 0.09657849 -0.2950667
Moved 1761.484 403.1783 270.8217 0.09994984 -0.3013847
Moved 1761.515 404.3734 269.6266 0.1027162 -0.3044584
Moved 1761.546 405.5 269 0.1053241 -0.30607
Moved 1761.577 405 267.7903 0.1041667 -0.3091814
Moved 1761.607 406 266.5 0.1064815 -0.3125
Moved 1761.638 407.2494 267 0.1093736 -0.311214
Moved 1761.669 407 265.6303 0.1087963 -0.3147369
Moved 1761.7 409.1466 280.9062 0.1137654 -0.2754471
Moved 1761.73 412.013 311.1563 0.1204005 -0.1976435
Moved 1761.761 414.9165 329.1242 0.1271215 -0.1514296
Moved 1761.792 421.632 372.7399 0.1426666 -0.03924923
Moved 1761.822 428.5059 397.5178 0.1585786 0.02447991
Moved 1761.853 434.3971 416.8897 0.1722154 0.0743048
Moved 1761.884 446.8878 449.9307 0.2011291 0.1592866
Moved 1761.915 457.3578 476.1682 0.2253653 0.2267698
Moved 1761.945 461.003 487.009 0.2338032 0.2546526
Moved 1761.976 466.6319 499.3865 0.2468332 0.2864879
Moved 1762.007 475.2352 513.9803 0.2667482 0.3240233
Moved 1762.037 480.396 521.594 0.2786944 0.3436059
Moved 1762.068 484.1398 527.2796 0.2873607 0.3582293
Moved 1762.099 486.0145 530.0145 0.2917002 0.3652634
Moved 1762.13 486.8862 532.8862 0.2937181 0.3726495
Moved 1762.16 487 534 0.2939814 0.3755144
Moved 1762.191 488.5 535.5 0.2974537 0.3793723
Moved 1762.222 488 536.2495 0.2962963 0.3813
Stationary 1762.253 488 536.2495 0.2962963 0.3813
Moved 1762.283 489 537.1921 0.2986111 0.3837244
Stationary 1762.314 489 537 0.2986111 0.3832304
Moved 1762.345 490.2492 537 0.3015027 0.3832304
Moved 1762.375 491.2499 537 0.3038193 0.3832304
Stationary 1762.406 491 537 0.3032407 0.3832304
Moved 1762.437 491 538 0.3032407 0.3858024
Moved 1762.468 465.629 538 0.2445116 0.3858024
Moved 1762.498 437.4916 538 0.1793787 0.3858024
Moved 1762.529 403.7521 530.0752 0.1012781 0.3654196
Moved 1762.56 374.8382 526.2042 0.03434757 0.3554634
Moved 1762.59 357.3618 525 -0.006106844 0.3523662
Moved 1762.621 340.1086 523.3695 -0.04604493 0.3481726
Moved 1762.652 332.0061 523 -0.06480078 0.3472221
Moved 1762.682 327.95 523 -0.0741898 0.3472221
Moved 1762.713 325 523 -0.08101851 0.3472221
Moved 1762.744 322.6229 523 -0.08652105 0.3472221
Moved 1762.775 320.874 523 -0.09056955 0.3472221
Moved 1762.805 319.5 523 -0.09375001 0.3472221
Moved 1762.836 318.6795 523 -0.09564921 0.3472221
Moved 1762.867 317.7503 523 -0.09780015 0.3472221
Stationary 1762.897 318 523 -0.09722222 0.3472221
Stationary 1762.928 318 523 -0.09722222 0.3472221
Ended 1762.959 318 523 -0.09722222 0.3472221
Candidates 1763.082 13 about senior favor admit vanity habit family shut enjoy rabbit review value harbor
Began 1763.543 380 522 0.04629632 0.3446501
Stationary 1763.573 380 522 0.04629632 0.3446501
Ended 1763.604 380 522 0.04629632 0.3446501
Began 1763.635 407 518 0.1087963 0.3343621
Stationary 1763.666 407 518 0.1087963 0.3343621
NextCandidatePanel 1763.666
Stationary 1763.696 407 518 0.1087963 0.3343621
Stationary 1763.727 407 518 0.1087963 0.3343621
Stationary 1763.758 407 518 0.1087963 0.3343621
Stationary 1763.788 407 518 0.1087963 0.3343621
Moved 1763.819 403.2784 507.9367 0.1001815 0.3084791
Moved 1763.85 399 501.176 0.09027779 0.2910905
Moved 1763.88 396.0294 497.0588 0.0834014 0.280501
Moved 1763.911 394 489.4402 0.07870366 0.2609059
Moved 1763.942 393 487.5615 0.07638891 0.2560736
Moved 1763.973 392 484.5 0.07407407 0.2481995
Moved 1764.003 389.8682 480.8682 0.0691393 0.2388583
Moved 1764.034 390 478.5 0.06944448 0.2327674
Moved 1764.065 389 476.1162 0.06712963 0.2266363
Moved 1764.096 389 475.5 0.06712963 0.2250513
Moved 1764.126 388 473.7363 0.06481478 0.220515
Moved 1764.157 388 472.6255 0.06481478 0.2176582
Moved 1764.188 388 471.7508 0.06481478 0.2154084
Moved 1764.219 387 470.5 0.06250004 0.2121912
Moved 1764.249 387 469.854 0.06250004 0.2105298
Stationary 1764.28 387 469.854 0.06250004 0.2105298
Moved 1764.311 386.1238 469 0.06047169 0.2083333
Moved 1764.341 385.5 469 0.05902777 0.2083333
Moved 1764.372 386 468 0.06018519 0.2057612
Stationary 1764.403 386 468 0.06018519 0.2057612
Moved 1764.433 386 467 0.06018519 0.2031892
Stationary 1764.464 386 467 0.06018519 0.2031892
Stationary 1764.495 386 467 0.06018519 0.2031892
Stationary 1764.526 386 467 0.06018519 0.2031892
Stationary 1764.556 386 467 0.06018519 0.2031892
Moved 1764.587 397.1096 476.1096 0.08590201 0.2266193
Moved 1764.618 400.9266 479.8533 0.0947376 0.2362481
Moved 1764.649 405.6272 483.6272 0.1056185 0.2459547
Moved 1764.679 410.6006 489.3004 0.1171312 0.2605461
Moved 1764.71 414.3526 493.1763 0.1258162 0.2705152
Moved 1764.741 418.0977 497.0977 0.1344854 0.2806009
Moved 1764.771 420.5948 499.5948 0.1402657 0.2870236
Moved 1764.802 423.4678 502.4678 0.1469162 0.2944131
Moved 1764.833 425 504.3394 0.150463 0.2992267
Moved 1764.864 427.8961 506.8961 0.1571668 0.3058025
Moved 1764.894 430 508.7403 0.162037 0.310546
Moved 1764.925 432.6112 511 0.1680815 0.3163579
Moved 1764.956 435.4856 513.4856 0.1747352 0.322751
Moved 1764.986 436.5 514 0.1770833 0.324074
Moved 1765.017 437.5 515 0.1793981 0.326646
Moved 1765.048 437 516.2495 0.1782407 0.3298596
Stationary 1765.079 437 516.2495 0.1782407 0.3298596
Moved 1765.109 437 517.215 0.1782407 0.3323429
Stationary 1765.14 437 517 0.1782407 0.33179
Stationary 1765.171 437 517 0.1782407 0.33179
Stationary 1765.201 437 517 0.1782407 0.33179
Ended 1765.232 437 517 0.1782407 0.33179
NextCandidatePanel 1765.294
Began 1765.509 392 485 0.07407407 0.2494856
Stationary 1765.539 392 485 0.07407407 0.2494856
Stationary 1765.57 392 485 0.07407407 0.2494856
Ended 1765.601 392 485 0.07407407 0.2494856
NextCandidatePanel 1765.662
Began 1766.307 389 490 0.06712963 0.2623456
Stationary 1766.338 389 490 0.06712963 0.2623456
Ended 1766.369 389 490 0.06712963 0.2623456
NextCandidatePanel 1766.43
Began 1767.075 425 453 0.150463 0.167181
Stationary 1767.106 425 453 0.150463 0.167181
Ended 1767.137 425 453 0.150463 0.167181
NextCandidatePanel 1767.198
Began 1767.413 455 428 0.2199073 0.1028806
Stationary 1767.444 455 428 0.2199073 0.1028806
Moved 1767.475 432.9973 428 0.1689752 0.1028806
Moved 1767.505 419.6644 428 0.138112 0.1028806
Moved 1767.536 400.9365 428 0.09476037 0.1028806
Moved 1767.567 376.8512 428 0.03900737 0.1028806
Moved 1767.598 363.1012 428 0.007178586 0.1028806
Moved 1767.628 355.5679 428 -0.0102595 0.1028806
Moved 1767.659 348.8218 428 -0.02587547 0.1028806
Moved 1767.69 343.5332 428 -0.03811752 0.1028806
Moved 1767.72 338.4049 428 -0.04998858 0.1028806
Moved 1767.751 335.7285 428 -0.05618398 0.1028806
Moved 1767.782 331.7011 428 -0.0655067 0.1028806
Moved 1767.813 328.8398 428 -0.07213021 0.1028806
Moved 1767.843 322.968 428 -0.08572225 0.1028806
Moved 1767.874 319.0968 428 -0.09468327 0.1028806
Moved 1767.905 317.6589 428 -0.09801175 0.1028806
Moved 1767.935 317 428 -0.09953702 0.1028806
Moved 1767.966 316 428 -0.1018519 0.1028806
Ended 1767.997 316 428 -0.1018519 0.1028806
Cancel 1768.089
Began 1768.55 432 288 0.1666667 -0.2572017
Stationary 1768.581 432 288 0.1666667 -0.2572017
Stationary 1768.611 432 288 0.1666667 -0.2572017
Stationary 1768.642 432 288 0.1666667 -0.2572017
Stationary 1768.673 432 288 0.1666667 -0.2572017
Stationary 1768.703 432 288 0.1666667 -0.2572017
Stationary 1768.734 432 288 0.1666667 -0.2572017
Stationary 1768.765 432 288 0.1666667 -0.2572017
Moved 1768.796 432 278.9294 0.1666667 -0.2805315
Stationary 1768.826 432 278.9294 0.1666667 -0.2805315
Stationary 1768.857 432 278.9294 0.1666667 -0.2805315
Moved 1768.888 432 277.9126 0.1666667 -0.2831466
Stationary 1768.918 432 277.9126 0.1666667 -0.2831466
Stationary 1768.949 432 277.9126 0.1666667 -0.2831466
Moved 1768.98 432 276.9066 0.1666667 -0.2857342
Moved 1769.011 421.838 277 0.1431434 -0.2854939
Moved 1769.041 404.5277 291.6984 0.1030734 -0.2476893
Moved 1769.072 389.9966 299.402 0.06943653 -0.2278754
Moved 1769.103 378.4086 302.3183 0.04261245 -0.2203747
Moved 1769.133 365.0425 306.1915 0.01167258 -0.2104129
Moved 1769.164 356.823 307.059 -0.007354121 -0.2081818
Moved 1769.195 348.121 307 -0.02749776 -0.2083334
Moved 1769.226 339.981 307 -0.04634023 -0.2083334
Moved 1769.256 333.2532 307 -0.06191388 -0.2083334
Moved 1769.287 326.2331 307 -0.07816404 -0.2083334
Moved 1769.318 322.2068 307 -0.08748437 -0.2083334
Moved 1769.349 317.3347 307 -0.09876231 -0.2083334
Moved 1769.379 314.4615 307 -0.1054131 -0.2083334
Moved 1769.41 311.6519 307 -0.1119169 -0.2083334
Stationary 1769.441 311.6519 307 -0.1119169 -0.2083334
Moved 1769.471 309.5 307 -0.1168982 -0.2083334
Stationary 1769.502 309.5 307 -0.1168982 -0.2083334
Moved 1769.533 308.8127 307 -0.118489 -0.2083334
Moved 1769.564 307.5 307 -0.1215278 -0.2083334
Stationary 1769.594 307.5 307 -0.1215278 -0.2083334
Stationary 1769.624 307.5 307 -0.1215278 -0.2083334
Moved 1769.656 308 307 -0.1203704 -0.2083334
Moved 1769.686 307 307 -0.1226852 -0.2083334
Stationary 1769.717 307 307 -0.1226852 -0.2083334
Stationary 1769.748 307 307 -0.1226852 -0.2083334
Moved 1769.779 306 307 -0.125 -0.2083334
Moved 1769.809 303.6024 307 -0.13055 -0.2083334
Moved 1769.84 297.4548 308.2726 -0.1447805 -0.2050603
Moved 1769.871 285.1222 316.2519 -0.1733283 -0.1845374
Moved 1769.901 265.5359 325.049 -0.2186668 -0.161911
Moved 1769.932 241.0612 337.2507 -0.2753212 -0.1305279
Moved 1769.963 214.5 347 -0.3368055 -0.1054527
Moved 1769.994 202.5234 351.7383 -0.3645291 -0.09326582
Moved 1770.024 198.6047 353.7985 -0.3736002 -0.08796707
Moved 1770.055 190.6646 356 -0.3919801 -0.0823046
Moved 1770.086 186.842 358.158 -0.4008288 -0.07675406
Moved 1770.116 181.9188 360.0812 -0.4122249 -0.07180768
Moved 1770.147 179.0457 361.9543 -0.4188757 -0.06699016
Moved 1770.178 179 363.8235 -0.4189815 -0.06218231
Moved 1770.209 177.5 365.5 -0.4224537 -0.05787045
Moved 1770.239 178 367.1097 -0.4212963 -0.05373032
Moved 1770.27 178 368 -0.4212963 -0.05144041
Moved 1770.301 178 369.374 -0.4212963 -0.04790647
Moved 1770.332 182.2444 370 -0.4114713 -0.04629637
Moved 1770.362 205.7262 370 -0.3571152 -0.04629637
Moved 1770.393 254.4859 370 -0.2442457 -0.04629637
Moved 1770.424 293.4896 347.0759 -0.1539593 -0.1052575
Moved 1770.454 323.5168 332.2416 -0.08445188 -0.1434117
Moved 1770.485 344.8964 320.7735 -0.03496199 -0.1729077
Moved 1770.516 366.4571 303.5429 0.01494686 -0.2172251
Moved 1770.547 380.5203 291.8598 0.04750073 -0.2472742
Moved 1770.577 388.7488 284.2512 0.06654829 -0.2668438
Moved 1770.608 392.0646 282.6236 0.07422368 -0.2710299
Moved 1770.639 398.5262 277.6492 0.08918107 -0.2838242
Moved 1770.669 402.1085 274.8915 0.09747346 -0.290917
Moved 1770.7 404.9774 272.0225 0.1041144 -0.298296
Moved 1770.731 407.5 270.5 0.1099537 -0.302212
Moved 1770.762 408.3177 269.6823 0.1118466 -0.3043153
Moved 1770.792 410.2408 269 0.1162981 -0.30607
Moved 1770.823 411.0569 267.9432 0.1181872 -0.3087881
Moved 1770.854 412 268 0.1203704 -0.308642
Moved 1770.884 412.5561 267 0.1216576 -0.311214
Moved 1770.915 413 265.5723 0.1226852 -0.3148861
Moved 1770.946 414 266 0.125 -0.3137861
Stationary 1770.977 414 266 0.125 -0.3137861
Moved 1771.007 415.3536 266 0.1281334 -0.3137861
Moved 1771.038 415 297.0756 0.1273148 -0.2338592
Moved 1771.069 415 318.8834 0.1273148 -0.1777692
Moved 1771.099 415 343.5737 0.1273148 -0.1142652
Moved 1771.13 415 368.9729 0.1273148 -0.04893809
Moved 1771.161 421.3849 397.8472 0.1420947 0.02532704
Moved 1771.192 427.5334 416.4223 0.1563272 0.07310259
Moved 1771.222 445.9352 447.2859 0.1989242 0.1524842
Moved 1771.253 470.7248 471.7798 0.2563074 0.2154831
Moved 1771.284 499.5928 494.0619 0.3231316 0.2727928
Moved 1771.314 514.7833 504.4266 0.3582947 0.2994512
Moved 1771.345 521.4692 509.4692 0.3737713 0.3124207
Moved 1771.376 524.1062 512.1062 0.3798755 0.3192031
Moved 1771.407 525.5 513.5 0.3831019 0.3227879
Moved 1771.437 526 514.1098 0.3842592 0.3243564
Moved 1771.468 527 516.2131 0.3865741 0.329766
Stationary 1771.499 527 516.2131 0.3865741 0.329766
Moved 1771.53 527 517.1832 0.3865741 0.3322613
Stationary 1771.56 527 517.1832 0.3865741 0.3322613
Moved 1771.591 528.2876 518 0.3895546 0.3343621
Stationary 1771.622 528.2876 518 0.3895546 0.3343621
Moved 1771.652 529 519 0.3912036 0.3369341
Stationary 1771.683 529 519 0.3912036 0.3369341
Stationary 1771.714 529 519 0.3912036 0.3369341
Stationary 1771.745 529 519 0.3912036 0.3369341
Moved 1771.775 521.9401 519 0.3748612 0.3369341
Moved 1771.806 491.2579 519 0.3038378 0.3369341
Moved 1771.837 446.9334 512.9667 0.2012348 0.3214164
Moved 1771.867 406.6979 509.6157 0.108097 0.3127974
Moved 1771.898 378.018 506.503 0.04170835 0.3047915
Moved 1771.929 351.838 502.8709 -0.01889343 0.2954498
Moved 1771.96 331.6238 499.232 -0.0656857 0.2860904
Moved 1771.99 315.1626 496.4325 -0.1037904 0.2788901
Moved 1772.021 298.3869 493 -0.1426228 0.2700616
Moved 1772.052 295.3721 493 -0.1496016 0.2700616
Moved 1772.083 290.1535 492 -0.1616817 0.2674896
Moved 1772.113 286.2886 492 -0.1706282 0.2674896
Moved 1772.144 285 492 -0.1736111 0.2674896
Moved 1772.175 283.975 492 -0.1759839 0.2674896
Stationary 1772.205 283.975 492 -0.1759839 0.2674896
Moved 1772.236 282.9268 492 -0.1784102 0.2674896
Stationary 1772.267 282.9268 492 -0.1784102 0.2674896
Stationary 1772.297 283 492 -0.1782407 0.2674896
Ended 1772.328 283 492 -0.1782407 0.2674896
Candidates 1772.482 13 major vanity about labor make babies value vampire favor habit jamie male ballot
Began 1773.403 392 517 0.07407407 0.33179
Stationary 1773.434 392 517 0.07407407 0.33179
Ended 1773.465 392 517 0.07407407 0.33179
NextCandidatePanel 1773.526
Began 1774.018 413 477 0.1226852 0.2289094
Stationary 1774.049 413 477 0.1226852 0.2289094
Stationary 1774.079 413 477 0.1226852 0.2289094
Ended 1774.11 413 477 0.1226852 0.2289094
NextCandidatePanel 1774.171
Began 1774.386 530 423 0.3935185 0.09002049
Stationary 1774.417 530 423 0.3935185 0.09002049
Moved 1774.448 507.5145 423 0.3414688 0.09002049
Moved 1774.479 489.3236 423 0.2993602 0.09002049
Moved 1774.509 467.8442 423 0.2496393 0.09002049
Moved 1774.54 445.3885 431 0.1976586 0.1105966
Moved 1774.571 418.1387 432.5328 0.1345804 0.1145391
Moved 1774.601 388.5 434 0.06597221 0.1183127
Moved 1774.632 382.2975 435 0.05161464 0.1208847
Moved 1774.663 362.3409 435 0.005418658 0.1208847
Moved 1774.694 338 435 -0.05092591 0.1208847
Moved 1774.724 310.235 435 -0.1151967 0.1208847
Moved 1774.755 295.7436 435 -0.1487418 0.1208847
Moved 1774.786 282.3054 435 -0.1798487 0.1208847
Moved 1774.817 273.9072 435 -0.1992888 0.1208847
Moved 1774.847 267.6505 435 -0.2137721 0.1208847
Moved 1774.878 263.7799 435 -0.2227318 0.1208847
Moved 1774.909 260.9083 435 -0.229379 0.1208847
Moved 1774.939 259.4146 436 -0.2328366 0.1234567
Moved 1774.97 257.7544 436 -0.2366796 0.1234567
Moved 1775.001 256.6533 436 -0.2392284 0.1234567
Stationary 1775.032 256.6533 436 -0.2392284 0.1234567
Ended 1775.062 257 437.362 -0.2384259 0.1269598
Cancel 1775.124
Began 1775.584 365 270 0.01157403 -0.303498
Stationary 1775.615 365 270 0.01157403 -0.303498
Stationary 1775.646 365 270 0.01157403 -0.303498
Stationary 1775.677 365 270 0.01157403 -0.303498
Stationary 1775.707 365 270 0.01157403 -0.303498
Stationary 1775.738 365 270 0.01157403 -0.303498
Stationary 1775.769 365 270 0.01157403 -0.303498
Stationary 1775.8 365 270 0.01157403 -0.303498
Stationary 1775.83 365 270 0.01157403 -0.303498
Stationary 1775.861 365 270 0.01157403 -0.303498
Stationary 1775.892 365 270 0.01157403 -0.303498
Stationary 1775.922 365 270 0.01157403 -0.303498
Stationary 1775.953 365 270 0.01157403 -0.303498
Stationary 1775.984 365 270 0.01157403 -0.303498
Stationary 1776.015 365 270 0.01157403 -0.303498
Stationary 1776.045 365 270 0.01157403 -0.303498
Stationary 1776.076 365 270 0.01157403 -0.303498
Moved 1776.107 353.2831 270 -0.01554827 -0.303498
Moved 1776.137 346.5 270 -0.03125002 -0.303498
Moved 1776.168 338.4904 270 -0.04979084 -0.303498
Moved 1776.199 327.8549 270 -0.07440984 -0.303498
Moved 1776.23 318.3451 270 -0.09642337 -0.303498
Moved 1776.26 309.646 270 -0.1165601 -0.303498
Moved 1776.291 302.3487 270 -0.133452 -0.303498
Moved 1776.322 295.5896 270 -0.1490981 -0.303498
Moved 1776.353 292.9249 270 -0.1552664 -0.303498
Moved 1776.383 291.4217 270 -0.1587462 -0.303498
Moved 1776.414 290.5 270 -0.1608796 -0.303498
Moved 1776.445 289.7506 270 -0.1626144 -0.303498
Moved 1776.475 289 276.3344 -0.1643519 -0.287206
Moved 1776.506 288.2508 277 -0.1660861 -0.2854939
Stationary 1776.537 288 277 -0.1666667 -0.2854939
Moved 1776.568 286.7533 277 -0.1695526 -0.2854939
Stationary 1776.598 287 277 -0.1689815 -0.2854939
