this is a non profit organization
this is a non profit organization
FixStart
List

0.6 0.6
432 388.8
Began 118.4011 319 363 -0.09490739 -0.06430049
Stationary 118.4319 319 363 -0.09490739 -0.06430049
Moved 118.4626 300.4073 404.5411 -0.1379461 0.042544
Moved 118.4933 289.0616 444.7329 -0.1642092 0.1459178
Moved 118.524 285.5139 468.8615 -0.1724216 0.2079769
Moved 118.5548 285 484.7527 -0.1736111 0.2488495
Moved 118.5855 285 489.4565 -0.1736111 0.2609479
Moved 118.6162 296.1207 491 -0.1478687 0.2649176
Moved 118.6469 323.7768 466.2976 -0.08385003 0.2013827
Moved 118.6777 349 420.5 -0.02546296 0.08359041
Moved 118.7085 357.7481 379.5116 -0.005212774 -0.02183239
Moved 118.7392 360.8917 366.4332 0.002064109 -0.05547025
Moved 118.7699 361 361 0.002314846 -0.06944452
Moved 118.8006 362.2514 371.3857 0.005211632 -0.0427323
Moved 118.8313 379.5 430.5 0.0451389 0.1093106
Moved 118.8621 390.1891 457.4411 0.06988207 0.1786036
Moved 118.8928 393 468.7881 0.07638891 0.2077882
Moved 118.9235 393 472.7924 0.07638891 0.2180874
Moved 118.9543 376.7753 474 0.03883183 0.2211934
Moved 118.985 288.5301 424.6339 -0.1654397 0.09422282
Moved 119.0157 248.111 395.3333 -0.2590024 0.01886117
Moved 119.0465 222.5342 377.3205 -0.3182079 -0.02746794
Moved 119.0772 199.9581 359.8563 -0.3704673 -0.072386
Moved 119.1079 187.7343 350.0507 -0.3987631 -0.09760617
Moved 119.1386 182.8217 349 -0.4101351 -0.1003086
Ended 119.1693 182.8217 349 -0.4101351 -0.1003086
Candidates 119.2615 13 this thus third us is did toys if thread gross road his ross
Began 119.4152 226 365 -0.3101852 -0.05915646
Stationary 119.4459 226 365 -0.3101852 -0.05915646
Stationary 119.4767 226 365 -0.3101852 -0.05915646
Moved 119.5074 274.2421 412.9179 -0.1985137 0.06408915
Moved 119.5381 330.916 466.916 -0.06732395 0.2029732
Moved 119.5688 344.1298 476.8474 -0.03673653 0.2285168
Moved 119.5995 350.2959 480.1479 -0.0224631 0.2370059
Moved 119.6303 351.6695 481 -0.01928359 0.2391974
Moved 119.661 352 481 -0.01851852 0.2391974
Moved 119.6918 302.5839 454.6779 -0.1329077 0.1714965
Moved 119.7225 237.8779 419.1544 -0.28269 0.08012963
Moved 119.7532 198.8573 396.0834 -0.3730154 0.02079073
Moved 119.7839 165.0379 374.9332 -0.451301 -0.03360795
Moved 119.8146 142.0769 360.2461 -0.5044517 -0.07138358
Moved 119.8454 130.6441 352.7331 -0.5309165 -0.09070714
Moved 119.8761 122.0259 347.0129 -0.550866 -0.1054195
Ended 119.9068 119 345 -0.5578703 -0.1105968
Accept 119.999 0 this
Candidates 119.999 13 is goods odds good gods foods god if odd hood id kids ps
Began 120.2141 312 378 -0.1111111 -0.02572024
Moved 120.2449 295.5543 378 -0.1491799 -0.02572024
Moved 120.2756 252.7937 378 -0.2481626 -0.02572024
Moved 120.3063 205 378 -0.3587963 -0.02572024
Moved 120.337 151.9076 367.4543 -0.4816953 -0.05284384
Moved 120.3678 127.7824 366.8478 -0.5375407 -0.05440402
Moved 120.3985 113.9282 362.9761 -0.5696107 -0.06436203
Moved 120.4292 111 363 -0.5763888 -0.06430049
Ended 120.4599 111 363 -0.5763888 -0.06430049
Accept 120.5509 0 is
Candidates 120.5509 13 a as sa ga aaa da faa aa fda dad sd fas gas
Began 120.798 223 425 -0.3171296 0.09516452
Moved 120.8288 234.0903 401.5872 -0.2914577 0.03494628
Moved 120.8595 260.6769 355.9808 -0.2299145 -0.0823539
Moved 120.8901 290.1434 302.6062 -0.1617052 -0.2196343
Moved 120.9209 307.8948 271.2103 -0.1206138 -0.300385
Moved 120.9515 313.5962 260.8077 -0.1074163 -0.3271407
Moved 120.9824 314 259 -0.1064815 -0.3317901
Moved 121.0131 325.1966 326.9585 -0.08056343 -0.1569998
Moved 121.0438 365.411 465.0213 0.01252552 0.1981
Moved 121.0746 394.2988 534.1301 0.07939527 0.3758488
Moved 121.1053 402 553.5 0.09722222 0.4256686
Moved 121.136 403 557.1718 0.09953707 0.4351126
Moved 121.1668 403 558 0.09953707 0.4372427
Moved 121.1975 346.9943 468.4723 -0.03010586 0.206976
Moved 121.2282 296.6525 355.5225 -0.1466378 -0.08353284
Moved 121.2589 282.8982 322.2454 -0.1784765 -0.1691219
Moved 121.2896 274.5781 300.1563 -0.1977358 -0.2259356
Moved 121.3204 270.9906 287.9718 -0.2060403 -0.2572742
Moved 121.3511 270 284 -0.2083333 -0.2674897
Ended 121.3819 270 284 -0.2083333 -0.2674897
Accept 121.4433 0 a
Candidates 121.4433 13 non moon mob nov mom noon min noun bomb boom bloom bob bon
Began 121.7198 213 371 -0.3402778 -0.04372435
Stationary 121.7505 213 371 -0.3402778 -0.04372435
Stationary 121.7813 213 371 -0.3402778 -0.04372435
Moved 121.812 252.0972 405.2778 -0.2497749 0.04443867
Moved 121.8428 338.0535 478.5714 -0.05080218 0.2329509
Moved 121.8735 366.5036 500.6029 0.01505474 0.2896164
Moved 121.9043 392.5943 516.1215 0.07544974 0.3295304
