the postal service is very slow
the postal service is very slow
FixStart
Radial

0.6 0.6
432 388.8
Began 134.4181 415 264 0.1273148 -0.31893
Stationary 134.4487 415 264 0.1273148 -0.31893
Stationary 134.4795 415 264 0.1273148 -0.31893
Stationary 134.5102 415 264 0.1273148 -0.31893
Moved 134.5409 409.8154 287.7031 0.1153133 -0.2579654
Moved 134.5716 394.4633 319.2258 0.07977624 -0.1768885
Moved 134.6024 385.4657 342.6029 0.05894839 -0.1167621
Moved 134.6331 378.2733 353.5901 0.04229923 -0.08850286
Moved 134.6638 372.6184 365.4539 0.02920936 -0.05798897
Moved 134.6945 367.8703 376.6945 0.01821836 -0.02907796
Moved 134.7252 364.5663 387.7347 0.01057019 -0.0006824462
Moved 134.7559 364 393.9177 0.009259283 0.01522048
Moved 134.7866 364 400.7062 0.009259283 0.03268046
Moved 134.8174 364 406.7234 0.009259283 0.04815694
Moved 134.8481 364 410.5 0.009259283 0.05787029
Moved 134.8788 364 414.183 0.009259283 0.06734294
Moved 134.9095 372 415.9647 0.02777775 0.07192553
Moved 134.9402 373.374 416 0.03095826 0.07201634
Stationary 134.971 373 416 0.0300926 0.07201634
Moved 135.0017 377.4921 403.5396 0.04049093 0.03996806
Moved 135.0324 390.6297 381.8665 0.07090211 -0.01577542
Moved 135.0631 402.9904 356.0192 0.09951483 -0.08225515
Moved 135.0938 411.5227 332.9244 0.1192654 -0.1416554
Moved 135.1245 419.1317 311.3593 0.1368791 -0.1971213
Moved 135.1552 423.2492 294.754 0.1464102 -0.2398304
Moved 135.186 427.7172 281.7069 0.1567529 -0.2733876
Moved 135.2167 430 270.6395 0.162037 -0.3018533
Moved 135.2474 431 263.8842 0.1643519 -0.3192279
Moved 135.2781 432 259.5734 0.1666667 -0.3303152
Moved 135.3088 432 257.5 0.1666667 -0.3356482
Moved 135.3395 432 257 0.1666667 -0.3369342
Moved 135.3703 409.0351 268.2556 0.1135072 -0.3079846
Moved 135.401 389.5 286.5 0.06828706 -0.2610596
Moved 135.4317 372.4005 303.5995 0.0287048 -0.2170794
Moved 135.4624 353.2511 326.6652 -0.01562248 -0.157754
Moved 135.4931 339.8398 344.8243 -0.04666716 -0.1110486
Moved 135.5238 331.1274 356.4542 -0.06683464 -0.08113633
Moved 135.5546 316.9893 372.2634 -0.0995619 -0.0404748
Moved 135.5853 304.5032 389.621 -0.1284648 0.004169323
Moved 135.616 293.9917 403.0111 -0.1527971 0.0386087
Moved 135.6467 286.9686 413.5785 -0.1690542 0.06578822
Moved 135.6774 281.2457 424.1315 -0.1823017 0.09293065
Moved 135.7081 277.7485 433.7546 -0.1903971 0.1176814
Moved 135.7389 275.1386 440.7227 -0.1964383 0.1356037
Moved 135.7696 274 444.687 -0.199074 0.1457998
Ended 135.8003 273 445 -0.2013889 0.1466049
Candidates 135.9232 13 the there where e refer further re he these tiger huge r threw
Began 136.261 194 352 -0.3842593 -0.09259266
Stationary 136.2918 194 352 -0.3842593 -0.09259266
Moved 136.3225 216.6228 352 -0.3318916 -0.09259266
Moved 136.3532 267.0133 340.8414 -0.215247 -0.1212927
Moved 136.384 326.6357 341 -0.07723208 -0.1208849
Moved 136.4147 389.697 339.4293 0.06874312 -0.1249247
Moved 136.4454 460.3218 337 0.2322264 -0.1311728
Moved 136.4761 515.1176 336 0.3590685 -0.1337449
Moved 136.5068 581.7917 335 0.5134068 -0.1363169
Moved 136.5375 614.7128 335 0.5896129 -0.1363169
Ended 136.5683 635.5639 335 0.6378794 -0.1363169
Accept 136.6296 0 the
Began 137.0291 356 281 -0.009259283 -0.2752058
Stationary 137.0597 356 281 -0.009259283 -0.2752058
Moved 137.0905 367.85 294.85 0.01817127 -0.2395834
Moved 137.1212 392.3395 312.6716 0.07485987 -0.1937459
Moved 137.1519 426.7913 343.0674 0.1546095 -0.1155674
Moved 137.1826 467.7315 379.512 0.2493784 -0.02183145
Moved 137.2133 503.1452 408.9543 0.3313546 0.05389488
Moved 137.244 527.8844 426.6777 0.3886213 0.09947973
Moved 137.2747 548.6244 443.5746 0.4366305 0.1429388
Moved 137.3055 564.032 454.2192 0.4722963 0.1703167
Moved 137.3362 577.074 461.537 0.5024861 0.1891382
Moved 137.3669 588.2391 467.6196 0.5283313 0.2047827
Moved 137.3976 596.0576 471.6859 0.5464296 0.2152413
Moved 137.4283 601.1052 474.5526 0.5581139 0.2226146
Moved 137.4591 605.4191 476 0.5680998 0.2263374
Moved 137.4898 607 477.9148 0.5717592 0.2312623
Moved 137.5205 608.3487 478 0.5748812 0.2314814
Moved 137.5512 609 479.3209 0.576389 0.2348788
Stationary 137.5819 609 479.3209 0.576389 0.2348788
Moved 137.6126 600.5944 479 0.5569314 0.2340534
Moved 137.6434 580.7063 472.5494 0.5108942 0.2174623
Moved 137.6741 552.0337 461.0168 0.4445224 0.1878004
Moved 137.7048 516.2473 445.782 0.3616835 0.1486163
Moved 137.7355 489.5029 432.0643 0.2997752 0.1133341
Moved 137.7662 465.6064 420.7751 0.2444594 0.08429794
Moved 137.797 446.4478 410.8687 0.2001108 0.05881871
Moved 137.8277 431.5098 401.0078 0.1655318 0.03345619
Moved 137.8584 416.2287 391.5829 0.130159 0.009215359
Moved 137.8891 399.6142 382.0761 0.09169947 -0.01523642
Moved 137.9198 386.3645 373.9097 0.06102899 -0.03624057
Moved 137.9505 372.7813 364.425 0.02958636 -0.06063524
Moved 137.9813 355.9224 352.4354 -0.009438842 -0.09147282
Moved 138.012 337.7315 339.4877 -0.05154749 -0.1247745
Moved 138.0427 324.5485 330.4388 -0.08206368 -0.1480485
Moved 138.0734 310.2048 320.7229 -0.1152666 -0.1730379
Moved 138.1041 296.5101 312.1326 -0.1469674 -0.1951324
Moved 138.1349 286.4633 305.7317 -0.1702237 -0.2115954
Moved 138.1655 274.8565 296.9044 -0.1970914 -0.2342995
Moved 138.1963 266.2439 291.1626 -0.217028 -0.2490674
Moved 138.227 257.6346 286.4231 -0.2369568 -0.2612574
Moved 138.2577 251.0897 282.3931 -0.2521072 -0.2716227
Moved 138.2884 242.4779 278.826 -0.2720419 -0.2807974
Moved 138.3192 234.905 273.905 -0.2895716 -0.2934542
Moved 138.3499 229.5807 271.2903 -0.3018964 -0.3001792
Moved 138.3806 226.5064 271 -0.3090129 -0.300926
Moved 138.4113 225 271 -0.3125 -0.300926
Moved 138.442 225 282.0925 -0.3125 -0.2723958
Moved 138.4727 239.3925 299.9333 -0.2791839 -0.2265091
Moved 138.5035 259.4815 326.0424 -0.2326818 -0.1593561
Moved 138.5342 278.6706 348.6706 -0.1882625 -0.101156
Moved 138.5649 296.6537 367.6537 -0.146635 -0.05233113
Moved 138.5956 312.4178 383.4178 -0.110144 -0.01178561
Moved 138.6264 324.2925 397.0567 -0.08265615 0.02329391
Moved 138.657 333.9068 406.9068 -0.06040101 0.04862859
Moved 138.6878 340.2642 414.2642 -0.04568483 0.06755173
Moved 138.7185 344.0425 419.0425 -0.03693863 0.07984188
Moved 138.7492 345 422 -0.03472224 0.08744851
Moved 138.7799 345 423.3416 -0.03472224 0.09089897
Stationary 138.8107 345 423 -0.03472224 0.09002049
Moved 138.8414 334.4832 423 -0.05906657 0.09002049
Moved 138.8721 319.731 402.7758 -0.09321526 0.03800353
Moved 138.9028 303.0692 385.3649 -0.1317842 -0.00677768
Moved 138.9335 279.1989 360.1989 -0.1870397 -0.071505
Moved 138.9642 259.4531 338.8169 -0.2327475 -0.1264998
Moved 138.995 244.0734 320.8418 -0.2683485 -0.1727321
Moved 139.0257 230.9818 304.4727 -0.2986533 -0.2148338
Moved 139.0564 220.1288 289.5051 -0.3237759 -0.2533306
Moved 139.0871 211.5259 278.0345 -0.3436901 -0.2828332
Moved 139.1178 203.9086 268.5447 -0.3613228 -0.307241
Moved 139.1485 198.2728 261.2728 -0.3743685 -0.3259446
Moved 139.1792 193.5376 254.5376 -0.3853297 -0.3432676
Moved 139.21 192 250.4016 -0.3888888 -0.3539054
Moved 139.2407 191 248.8987 -0.3912037 -0.3577709
Stationary 139.2714 191 249 -0.3912037 -0.3575103
Moved 139.3021 211.6453 255.1379 -0.3434137 -0.3417235
Moved 139.3328 253.9905 265.2482 -0.2453923 -0.3157196
Moved 139.3636 309.3609 275.5229 -0.1172202 -0.2892929
Moved 139.3943 379.3211 291.6895 0.04472484 -0.2477122
Moved 139.425 395.9828 294.9969 0.08329342 -0.2392056
Moved 139.4557 422.6553 299.665 0.1450355 -0.227199
Moved 139.4864 450.0949 304.91 0.208553 -0.2137089
Moved 139.5172 483.0586 309.3058 0.284858 -0.2024027
Moved 139.5478 511.5387 314.3419 0.3507841 -0.1894498
Moved 139.5786 531.9766 315.7109 0.3980938 -0.1859286
Moved 139.6093 546.7444 317.5815 0.4322788 -0.1811177
Moved 139.64 556.368 318 0.4545556 -0.1800412
Moved 139.6707 561.6503 319 0.4667831 -0.1774692
Moved 139.7014 564.8319 320 0.4741479 -0.1748972
Moved 139.7321 567.5 321.5 0.4803241 -0.1710391
Ended 139.7629 567.5 321.5 0.4803241 -0.1710391
Candidates 139.8243 13 postal goal ideal portal partial total oak peak overall oral distal park spatial
Began 140.5001 225 318 -0.3125 -0.1800412
Moved 140.5308 238.043 318 -0.282308 -0.1800412
Moved 140.5615 288.3355 328.5807 -0.16589 -0.1528274
Moved 140.5922 361.7432 341.6238 0.004035135 -0.1192803
Moved 140.623 423.6405 346.47 0.147316 -0.1068158
Moved 140.6537 455.4008 347 0.2208351 -0.1054527
Moved 140.6844 483.9302 347 0.2868755 -0.1054527
Moved 140.7151 501.0891 347 0.3265952 -0.1054527
Moved 140.7458 515.4227 347 0.3597748 -0.1054527
Moved 140.7766 524.9456 347 0.3818184 -0.1054527
Moved 140.8072 532.1061 347 0.3983937 -0.1054527
Moved 140.838 539.7221 347 0.4160235 -0.1054527
Moved 140.8687 546.5715 347 0.4318784 -0.1054527
Moved 140.8994 556.9708 348 0.4559508 -0.1028807
Ended 140.9302 558 348 0.4583333 -0.1028807
Accept 141.0223 0 postal
Began 141.698 515 335 0.3587963 -0.1363169
Stationary 141.7287 515 335 0.3587963 -0.1363169
Moved 141.7595 502.0369 335 0.3287892 -0.1363169
Moved 141.7902 482.6482 335 0.2839079 -0.1363169
Moved 141.8209 451.5627 335 0.2119508 -0.1363169
Moved 141.8517 418.1771 335 0.1346691 -0.1363169
Moved 141.8823 393.704 335 0.07801851 -0.1363169
Moved 141.9131 380.466 341.3477 0.04737496 -0.1199907
Moved 141.9438 367.8899 344 0.01826366 -0.1131688
Moved 141.9745 361.6948 347.3052 0.003923178 -0.1046677
Moved 142.0052 357 350.5 -0.006944438 -0.09645069
Moved 142.036 355.9573 358.1281 -0.009358079 -0.07683114
Moved 142.0666 356 366.7432 -0.009259283 -0.05467285
Moved 142.0974 356 378.9279 -0.009259283 -0.02333362
Moved 142.1281 356 390.3593 -0.009259283 0.006067998
Moved 142.1588 365.2287 401.9148 0.01210352 0.035789
Moved 142.1896 369.0889 410.1778 0.02103915 0.05704161
Moved 142.2203 372.9605 420.8815 0.0300012 0.08457179
Moved 142.251 376.9926 432.4815 0.03933479 0.1144071
Moved 142.2817 380.3693 443.1078 0.04715105 0.1417381
Moved 142.3124 384.4746 451.712 0.05665421 0.1638681
Moved 142.3431 386.8153 457.6306 0.06207237 0.1790908
Moved 142.3738 388 461.6142 0.06481478 0.1893368
Moved 142.4045 389 463.4839 0.06712963 0.1941459
Moved 142.4353 389 464 0.06712963 0.1954732
Moved 142.466 389 465.3213 0.06712963 0.1988715
Stationary 142.4967 389 465 0.06712963 0.1980452
Moved 142.5275 389 439.6682 0.06712963 0.1328913
Moved 142.5582 395.5 406.5 0.08217593 0.04758226
Moved 142.5889 408.1042 368.6526 0.1113524 -0.04976178
Moved 142.6196 418.5393 337.4973 0.1355077 -0.129894
Moved 142.6503 425.2995 309.3351 0.1511562 -0.2023274
Moved 142.681 432.7619 285.7143 0.1684303 -0.2630806
Moved 142.7117 440.4156 261.5455 0.1861471 -0.325243
Moved 142.7424 448.1672 239.4148 0.2040908 -0.3821637
Moved 142.7731 454.8862 224.3413 0.219644 -0.4209328
Moved 142.8038 462.4391 209.1218 0.2371275 -0.4600776
Moved 142.8346 467.7091 196.5817 0.2493267 -0.4923311
Moved 142.8654 470.2188 190.5625 0.255136 -0.5078125
Moved 142.896 473 186.2073 0.2615741 -0.5190142
Moved 142.9267 475.5836 182.4164 0.2675546 -0.5287645
Moved 142.9575 477 179.5444 0.2708333 -0.5361511
Moved 142.9882 478 177.8389 0.2731481 -0.540538
Stationary 143.0189 478 178 0.2731481 -0.5401235
Moved 143.0496 448.8977 225.7468 0.2057818 -0.4173178
Moved 143.0803 430.877 259.246 0.164067 -0.3311574
Moved 143.1111 415.667 292.5992 0.1288588 -0.2453724
Moved 143.1418 403.0764 321.8089 0.099714 -0.1702447
Moved 143.1725 394.2829 346.0099 0.07935852 -0.1079992
Moved 143.2032 386.5536 366.7855 0.06146679 -0.05456422
Moved 143.2339 381.5604 384.3188 0.04990836 -0.009468258
Moved 143.2646 376.844 399.6241 0.03899068 0.02989745
Moved 143.2954 373.9703 414.1483 0.0323387 0.06725385
Moved 143.3261 370.0984 430.4099 0.02337585 0.1090788
Moved 143.3568 367.5462 444.2691 0.01746804 0.144725
Moved 143.3875 366 457.6011 0.01388888 0.1790151
Moved 143.4182 363.822 466.534 0.008847217 0.2019907
Moved 143.4489 363.2314 473.3059 0.007479986 0.2194081
Moved 143.4796 363 478.552 0.006944438 0.2329012
Moved 143.5104 363 481.4236 0.006944438 0.2402871
Moved 143.541 361.5 483.5 0.003472269 0.2456274
Moved 143.5718 362 484.3651 0.004629592 0.2478524
Moved 143.6025 361 485.7082 0.002314846 0.251307
Moved 143.6332 361 486.5 0.002314846 0.2533436
Moved 143.664 360 487.2242 0 0.2552062
Moved 143.6947 358.6819 487 -0.003051261 0.2546296
Stationary 143.7254 358.6819 487 -0.003051261 0.2546296
Moved 143.7561 357.813 487 -0.005062471 0.2546296
Moved 143.7868 356.9478 487 -0.007065187 0.2546296
Stationary 143.8176 356.9478 487 -0.007065187 0.2546296
Stationary 143.8483 357 487 -0.006944438 0.2546296
Stationary 143.879 357 487 -0.006944438 0.2546296
Moved 143.9097 355.6799 487 -0.01000017 0.2546296
Stationary 143.9404 355.6799 487 -0.01000017 0.2546296
Stationary 143.9711 356 487 -0.009259283 0.2546296
Stationary 144.0018 356 487 -0.009259283 0.2546296
Stationary 144.0325 356 487 -0.009259283 0.2546296
Moved 144.0633 354.7949 487 -0.01204893 0.2546296
Stationary 144.094 355 487 -0.01157408 0.2546296
Stationary 144.1247 355 487 -0.01157408 0.2546296
Stationary 144.1554 355 487 -0.01157408 0.2546296
Stationary 144.1861 355 487 -0.01157408 0.2546296
Stationary 144.2169 355 487 -0.01157408 0.2546296
Stationary 144.2476 355 487 -0.01157408 0.2546296
Stationary 144.2783 355 487 -0.01157408 0.2546296
Stationary 144.309 355 487 -0.01157408 0.2546296
Stationary 144.3397 355 487 -0.01157408 0.2546296
Moved 144.3705 353.8593 487 -0.01421462 0.2546296
Stationary 144.4012 354 487 -0.01388888 0.2546296
Stationary 144.4318 354 487 -0.01388888 0.2546296
Stationary 144.4626 354 487 -0.01388888 0.2546296
Stationary 144.4933 354 487 -0.01388888 0.2546296
Moved 144.524 352.9799 487 -0.01625016 0.2546296
Moved 144.5548 352.2518 487 -0.01793573 0.2546296
Moved 144.5854 347.4233 478.4233 -0.0291127 0.2325701
Moved 144.6162 335.0204 464.6245 -0.05782316 0.1970793
Moved 144.6469 318.6968 451.9574 -0.09560932 0.1644994
Moved 144.6776 293.0219 434.2866 -0.155042 0.1190499
Moved 144.7084 269.5358 418.5849 -0.2094079 0.07866479
Moved 144.7391 248.0809 402.7206 -0.2590719 0.0378615
Moved 144.7699 228.4982 388.9152 -0.3044022 0.002353849
Moved 144.8005 214.3224 380.2579 -0.3372165 -0.0199128
Moved 144.8312 204.565 375.1884 -0.3598032 -0.03295176
Moved 144.862 197.6416 370.3208 -0.3758297 -0.04547119
Moved 144.8927 193.8141 367.8141 -0.3846897 -0.0519185
Moved 144.9234 189.8903 365.8903 -0.3937724 -0.05686653
Moved 144.9541 189 366 -0.3958333 -0.05658444
Ended 144.9848 189 366 -0.3958333 -0.05658444
Delete 145.0462 LeftSwipe
Began 146.3671 382 366 0.05092591 -0.05658444
Stationary 146.3978 382 366 0.05092591 -0.05658444
Moved 146.4285 396.9304 370.4919 0.08548697 -0.04503124
Moved 146.4593 427.2106 388.0396 0.1555801 0.0001016468
Moved 146.4899 534.402 445.5643 0.4037083 0.1480562
