are you sure you want this
are you sure you want this
Basic
List

0.6 0.6
432 388.8
Began 4125.559 347 394 -0.0300926 0.01543206
Stationary 4125.589 347 394 -0.0300926 0.01543206
Moved 4125.62 336.8394 394 -0.05361259 0.01543206
Moved 4125.65 330.1423 394 -0.06911496 0.01543206
Moved 4125.681 319.24 394 -0.09435182 0.01543206
Moved 4125.712 309.1674 394 -0.117668 0.01543206
Moved 4125.743 302.0223 394 -0.1342077 0.01543206
Moved 4125.773 294.3509 394 -0.1519655 0.01543206
Moved 4125.804 286.3687 394 -0.1704428 0.01543206
Moved 4125.835 277.9408 394 -0.1899518 0.01543206
Moved 4125.866 270.3003 387.7006 -0.2076383 -0.0007701214
Moved 4125.896 262.652 387 -0.2253427 -0.002572055
Moved 4125.927 253.2485 386 -0.2471099 -0.005144111
Moved 4125.958 243.2843 385 -0.2701751 -0.007716127
Moved 4125.989 233.1436 384.2287 -0.2936492 -0.009699888
Moved 4126.02 221.9987 384 -0.3194473 -0.01028807
Moved 4126.05 207.0159 383 -0.3541299 -0.01286016
Moved 4126.081 192.9938 380.9988 -0.3865884 -0.01800741
Moved 4126.112 175.2064 380 -0.4277629 -0.02057613
Moved 4126.143 160.068 380 -0.4628055 -0.02057613
Moved 4126.173 151.5893 380 -0.4824321 -0.02057613
Moved 4126.204 140.5979 380 -0.5078753 -0.02057613
Moved 4126.235 134.3341 380 -0.5223747 -0.02057613
Moved 4126.265 132.2509 380 -0.5271971 -0.02057613
Moved 4126.296 129.7493 380 -0.5329877 -0.02057613
Moved 4126.327 128 389.7935 -0.5370371 0.004612801
Moved 4126.357 128 396.0184 -0.5370371 0.0206233
Moved 4126.388 133.5276 403.7638 -0.5242415 0.0405447
Moved 4126.419 145.7493 413.5994 -0.4959507 0.06584211
Moved 4126.45 164.5327 435.2242 -0.4524707 0.1214614
Moved 4126.48 185.8438 455.6133 -0.4031392 0.1739025
Moved 4126.511 204 471.5 -0.3611111 0.2147633
Moved 4126.542 219.1115 484.1115 -0.3261307 0.2472003
Moved 4126.573 231 492.5 -0.2986111 0.2687756
Moved 4126.604 246.4426 503.2655 -0.2628645 0.2964647
Moved 4126.634 257 509 -0.2384259 0.3112139
Moved 4126.665 264.5388 512.6926 -0.220975 0.3207113
Moved 4126.696 272.1602 516.3867 -0.2033329 0.3302127
Moved 4126.727 276.9251 519.925 -0.192303 0.3393133
Moved 4126.757 284.4015 522.4672 -0.1749965 0.3458517
Moved 4126.788 291.153 526.4353 -0.1593681 0.3560578
Moved 4126.818 299.7942 529.2647 -0.1393653 0.3633351
Moved 4126.849 307.4529 531 -0.1216367 0.3677982
Moved 4126.88 315.0965 533.3655 -0.1039433 0.3738823
Moved 4126.911 323.8099 534 -0.08377338 0.3755144
Moved 4126.941 329.3069 534 -0.07104879 0.3755144
Moved 4126.972 331.5 534 -0.06597221 0.3755144
Moved 4127.003 332.3302 534 -0.06405056 0.3755144
Stationary 4127.034 332 534 -0.06481484 0.3755144
Moved 4127.064 332 524.8624 -0.06481484 0.3520124
Moved 4127.095 322.5795 519.1846 -0.08662145 0.337409
Moved 4127.126 310.2898 511.5739 -0.1150699 0.3178339
Moved 4127.157 291.1986 504.8596 -0.1592626 0.3005646
Moved 4127.188 275.5612 502.1603 -0.1954603 0.2936222
Moved 4127.218 257.75 498.0714 -0.2366898 0.2831054
Moved 4127.249 236.1463 497.2084 -0.2866985 0.2808858
Ended 4127.28 235 497 -0.2893518 0.2803498
Candidates 4127.341 13 date see rate gate fare fat dare fate fast far career are hard
Began 4128.878 20 384 -0.787037 -0.01028807
Stationary 4128.909 20 384 -0.787037 -0.01028807
Stationary 4128.939 20 384 -0.787037 -0.01028807
Stationary 4128.97 20 384 -0.787037 -0.01028807
Stationary 4129.001 20 384 -0.787037 -0.01028807
Ended 4129.032 20 384 -0.787037 -0.01028807
Accept 4129.093 0 date
Delete 4129.093 LeftSwipe
Began 4130.046 357 376 -0.006944438 -0.03086435
Stationary 4130.077 357 376 -0.006944438 -0.03086435
Stationary 4130.107 357 376 -0.006944438 -0.03086435
Stationary 4130.138 357 376 -0.006944438 -0.03086435
Stationary 4130.169 357 376 -0.006944438 -0.03086435
Moved 4130.2 344.674 376 -0.03547673 -0.03086435
Moved 4130.23 339.5891 380.9384 -0.04724756 -0.01816275
Moved 4130.261 333.25 386.5 -0.06192128 -0.003858064
Moved 4130.292 326.5 388.5 -0.07754628 0.00128589
Moved 4130.323 319.8103 392.0632 -0.09303173 0.01045062
Moved 4130.353 312.1816 395.6061 -0.1106908 0.01956312
Moved 4130.384 302.4267 399.1433 -0.1332715 0.0286607
Moved 4130.415 292.4073 403.7963 -0.1564645 0.04062833
Moved 4130.445 279.3367 405 -0.1867207 0.04372424
Moved 4130.476 266.6458 406 -0.2160977 0.04629618
Moved 4130.507 251.9984 408 -0.2500036 0.05144025
Moved 4130.538 238.4582 409.2203 -0.2813468 0.05457882
Moved 4130.568 223.8523 409 -0.3151567 0.05401234
Moved 4130.599 209.9131 409 -0.3474234 0.05401234
Moved 4130.63 197.2085 409 -0.3768321 0.05401234
Moved 4130.661 187.9446 409 -0.3982764 0.05401234
Moved 4130.691 177 397 -0.4236111 0.02314815
Moved 4130.722 170.6912 398.8971 -0.4382147 0.02802747
Moved 4130.753 165.7127 397.3563 -0.4497391 0.02406462
Moved 4130.784 162.247 396.1235 -0.4577617 0.02089359
Moved 4130.814 159.5801 394.5801 -0.463935 0.01692403
Moved 4130.845 158 394.0366 -0.4675925 0.01552625
Moved 4130.876 157 394 -0.4699074 0.01543206
Moved 4130.907 157 392.7081 -0.4699074 0.01210911
Moved 4130.937 170.2695 393 -0.439191 0.01285996
Moved 4130.968 185.1159 406.3685 -0.4048244 0.04724396
Moved 4130.999 209.1389 423.8973 -0.3492154 0.09232835
Moved 4131.029 230.9137 445.2542 -0.298811 0.1472587
Moved 4131.06 250.1964 463.3958 -0.254175 0.1939192
Moved 4131.091 266.6909 476.9527 -0.2159933 0.2287877
Moved 4131.122 278.4054 488.1243 -0.1888765 0.2575212
Moved 4131.152 286.5029 497.8786 -0.1701323 0.2826095
Moved 4131.183 295.1077 504.1077 -0.1502136 0.2986309
Moved 4131.214 302.7241 510.1494 -0.1325832 0.3141701
Moved 4131.245 310.3737 514.1246 -0.1148757 0.3243944
Moved 4131.275 312.3035 516.3035 -0.1104085 0.3299987
Moved 4131.306 314.945 516.945 -0.104294 0.3316486
Moved 4131.337 315.5 517.5 -0.1030092 0.3330761
Moved 4131.368 316 517 -0.1018519 0.33179
Stationary 4131.398 316 517 -0.1018519 0.33179
Stationary 4131.429 316 517 -0.1018519 0.33179
Stationary 4131.459 316 517 -0.1018519 0.33179
Moved 4131.49 298 506.5 -0.1435185 0.3047839
Moved 4131.521 282.4872 503.8077 -0.1794279 0.2978592
