just in time for the party
just in time for the party
FixStart
List

0.6 0.6
432 388.8
Began 1347.2 482 590 0.2824074 0.5195472
Stationary 1347.231 482 590 0.2824074 0.5195472
Stationary 1347.262 482 590 0.2824074 0.5195472
Stationary 1347.292 482 590 0.2824074 0.5195472
Stationary 1347.323 482 590 0.2824074 0.5195472
Stationary 1347.354 482 590 0.2824074 0.5195472
Stationary 1347.384 482 590 0.2824074 0.5195472
Stationary 1347.415 482 590 0.2824074 0.5195472
Stationary 1347.446 482 590 0.2824074 0.5195472
Moved 1347.477 482 600.5 0.2824074 0.5465534
Moved 1347.507 482 601.7742 0.2824074 0.5498306
Moved 1347.538 482 603.1161 0.2824074 0.5532822
Moved 1347.569 482 605.1478 0.2824074 0.5585077
Moved 1347.6 482 607.0079 0.2824074 0.5632917
Moved 1347.63 482 608.8882 0.2824074 0.5681279
Moved 1347.661 482 611.433 0.2824074 0.5746733
Moved 1347.692 482 613.3095 0.2824074 0.5794997
Moved 1347.722 482 615.1819 0.2824074 0.5843154
Stationary 1347.753 482 615.1819 0.2824074 0.5843154
Moved 1347.784 482 616.2229 0.2824074 0.586993
Moved 1347.815 482 617.2492 0.2824074 0.5896327
Stationary 1347.845 482 617.2492 0.2824074 0.5896327
Moved 1347.876 482 618.1245 0.2824074 0.591884
Stationary 1347.907 482 618.1245 0.2824074 0.591884
Stationary 1347.938 482 618.1245 0.2824074 0.591884
Moved 1347.968 482 619.0471 0.2824074 0.5942568
Stationary 1347.999 482 619 0.2824074 0.5941358
Stationary 1348.03 482 619 0.2824074 0.5941358
Moved 1348.06 473.259 619 0.2621735 0.5941358
Moved 1348.091 473.9484 619 0.2637695 0.5941358
Stationary 1348.122 474 619 0.2638889 0.5941358
Moved 1348.153 473 619 0.2615741 0.5941358
Stationary 1348.183 473 619 0.2615741 0.5941358
Moved 1348.214 472 619 0.2592593 0.5941358
Moved 1348.245 470.6947 619 0.2562378 0.5941358
Stationary 1348.276 471 619 0.2569444 0.5941358
Moved 1348.306 470 619 0.2546296 0.5941358
Moved 1348.337 468.5 619 0.2511574 0.5941358
Moved 1348.368 467.8526 619 0.2496587 0.5941358
Moved 1348.398 466.6895 619 0.2469666 0.5941358
Stationary 1348.429 466.6895 619 0.2469666 0.5941358
Moved 1348.46 464.626 619 0.2421899 0.5941358
Moved 1348.491 462.3711 621 0.2369702 0.5992797
Moved 1348.521 460.5078 623.4922 0.2326568 0.6056898
Moved 1348.552 458.9855 625.0145 0.2291331 0.609605
Moved 1348.583 456.5 626.5 0.2233796 0.6134259
Moved 1348.614 454.2303 626 0.2181258 0.6121398
Moved 1348.644 452.7969 626 0.2148077 0.6121398
Moved 1348.675 449.8609 626 0.2080113 0.6121398
Moved 1348.706 446.9849 626 0.2013538 0.6121398
Moved 1348.736 445.1134 626 0.1970217 0.6121398
Moved 1348.767 442.5667 626 0.1911268 0.6121398
Moved 1348.798 442 626 0.1898148 0.6121398
Moved 1348.829 441 626 0.1875 0.6121398
Moved 1348.859 440 626 0.1851852 0.6121398
Stationary 1348.89 440 626 0.1851852 0.6121398
Stationary 1348.921 440 626 0.1851852 0.6121398
Moved 1348.951 440 629.3107 0.1851852 0.6206549
Moved 1348.982 448.5 631.5 0.2048611 0.6262859
Moved 1349.013 449.7433 633 0.2077392 0.6301439
Moved 1349.044 451.6095 635 0.2120589 0.6352879
Moved 1349.074 454.4951 637.4951 0.2187386 0.6417055
Moved 1349.105 457.0119 639.0118 0.2245645 0.6456065
Moved 1349.136 459.8958 641 0.2312402 0.65072
Moved 1349.167 462.7552 643 0.2378594 0.6558642
Moved 1349.197 465.1903 644 0.243496 0.6584361
Moved 1349.228 467.0641 646.0641 0.2478336 0.6637451
Moved 1349.259 469.0009 647 0.2523169 0.6661521
Moved 1349.289 470.3745 647 0.2554965 0.6661521
Moved 1349.32 471.1289 647 0.2572428 0.6661521
Moved 1349.351 471 648.3745 0.2569444 0.6696873
Moved 1349.382 473 648 0.2615741 0.6687242
Moved 1349.412 477.5379 649 0.2720784 0.6712963
Moved 1349.443 484.6838 649 0.2886199 0.6712963
Moved 1349.474 492.2969 649 0.3062428 0.6712963
Moved 1349.505 501.8989 639.9025 0.3284697 0.6478974
Moved 1349.535 510.5758 635.4241 0.3485551 0.6363788
Moved 1349.566 520.9393 626.7955 0.3725446 0.614186
Moved 1349.597 530.4282 618.1788 0.3945096 0.5920236
Moved 1349.627 540.4534 610.5466 0.4177161 0.5723935
Moved 1349.658 550.0618 604.9691 0.4399577 0.558048
Moved 1349.689 558.6371 599.2419 0.4598082 0.5433174
Moved 1349.72 568.0021 594.499 0.4814863 0.5311186
Moved 1349.75 575.5466 589.6356 0.4989504 0.51861
Moved 1349.781 583.3245 583.7837 0.5169548 0.5035588
Moved 1349.812 587.9632 579.0368 0.5276926 0.4913497
Moved 1349.843 591.8527 575.2946 0.536696 0.4817247
Moved 1349.873 595.8018 570.1982 0.5458374 0.4686168
Moved 1349.904 599.5423 565.4577 0.554496 0.456424
Moved 1349.935 603 559.414 0.5624999 0.4408795
Moved 1349.965 603.7556 559 0.5642489 0.4398148
Moved 1349.996 604 557.8973 0.5648147 0.4369787
Stationary 1350.027 604 557.8973 0.5648147 0.4369787
Moved 1350.058 586.9344 570.5328 0.5253111 0.4694771
Moved 1350.088 570.1597 583.8403 0.4864807 0.5037044
Moved 1350.119 555.1541 601.269 0.4517455 0.5485313
Moved 1350.15 543.2574 616.4852 0.4242069 0.5876676
Moved 1350.181 534.6425 630.2625 0.4042651 0.6231029
Moved 1350.211 528.0587 643.8826 0.3890248 0.6581342
Moved 1350.242 524.1371 656.4516 0.3799469 0.6904618
Moved 1350.273 521.2691 667.9235 0.3733081 0.7199677
Moved 1350.303 521 678.6859 0.3726852 0.7476486
Moved 1350.334 521 690.3868 0.3726852 0.7777438
Moved 1350.365 521 701.9002 0.3726852 0.8073563
Moved 1350.396 530.6876 712.3752 0.3951102 0.8342984
Moved 1350.426 537.1702 721.5602 0.4101161 0.8579222
Moved 1350.457 544.5205 730.7808 0.4271308 0.8816377
Moved 1350.488 552.3653 739.487 0.44529 0.9040302
Moved 1350.519 558.2108 746.2108 0.4588211 0.9213239
Moved 1350.549 562 753.0305 0.4675925 0.9388645
Moved 1350.58 563 756.3865 0.4699074 0.9474962
Moved 1350.611 563 758.1273 0.4699074 0.9519733
Stationary 1350.641 563 758 0.4699074 0.951646
Moved 1350.672 544.8237 758 0.4278326 0.951646
Moved 1350.703 531.1465 747.288 0.3961726 0.9240945
Moved 1350.734 514.3494 735.7912 0.3572903 0.8945245
Moved 1350.764 499.1283 726.0855 0.3220562 0.8695614
Moved 1350.795 481.0742 712.7673 0.2802642 0.8353065
Moved 1350.826 464.9225 701.3732 0.2428761 0.8060009
Moved 1350.856 451.1921 691.3537 0.2110928 0.7802305
Moved 1350.887 434.6033 678.6033 0.1726928 0.7474363
Moved 1350.918 422.1017 669.1017 0.143754 0.7229981
Moved 1350.949 410.6358 660.4769 0.1172125 0.7008148
Moved 1350.979 402.8704 653.8704 0.09923697 0.6838229
Moved 1351.01 393.2202 646.2202 0.07689873 0.6641466
Moved 1351.041 384.7356 639.7356 0.05725841 0.647468
Moved 1351.072 377.514 634.514 0.04054179 0.6340381
Moved 1351.102 372.9575 629.9575 0.02999415 0.6223186
Moved 1351.133 368.6031 626.6031 0.01991471 0.6136912
Moved 1351.164 366.739 623.739 0.01559953 0.6063245
Moved 1351.194 365 622.1588 0.01157403 0.60226
Moved 1351.225 363.2863 618.5726 0.007607142 0.5930364
Moved 1351.256 362 615.411 0.004629592 0.5849047
Moved 1351.287 362 612.5387 0.004629592 0.5775171
Moved 1351.317 361 607.9809 0.002314846 0.5657943
Moved 1351.348 361 603.1181 0.002314846 0.5532872
