want to join us for lunch
want to join us for lunch
Basic
List

0.6 0.6
432 388.8
Began 1934.491 302 476 -0.1342593 0.2263374
Stationary 1934.521 302 476 -0.1342593 0.2263374
Stationary 1934.552 302 476 -0.1342593 0.2263374
Moved 1934.583 285.5889 454.4244 -0.172248 0.1708445
Moved 1934.614 272.9242 435.3862 -0.2015644 0.1218781
Moved 1934.644 260.0706 414.1413 -0.2313179 0.06723581
Moved 1934.675 249.1322 400.1762 -0.2566386 0.03131729
Moved 1934.706 241.5 391.5 -0.2743055 0.009002057
Moved 1934.737 233.7788 381.7788 -0.2921786 -0.01600108
Moved 1934.767 224.6249 372.6249 -0.3133683 -0.03954506
Moved 1934.798 216.5 366 -0.3321759 -0.05658444
Moved 1934.829 210.1558 358.1558 -0.3468617 -0.07675995
Moved 1934.859 205.3833 354.3833 -0.357909 -0.0864627
Moved 1934.89 202.6611 350.6611 -0.3642104 -0.09603633
Moved 1934.921 201 348.9429 -0.3680556 -0.1004556
Moved 1934.952 201 347.7946 -0.3680556 -0.103409
Moved 1934.982 210.5558 343.611 -0.3459356 -0.1141692
Moved 1935.013 236.1488 337.1548 -0.2866925 -0.1307748
Moved 1935.044 269.3199 329.44 -0.2099075 -0.1506173
Moved 1935.075 293.2088 321.9374 -0.1546092 -0.1699142
Moved 1935.105 314.2592 314.746 -0.1058814 -0.1884105
Moved 1935.136 329.857 307.5715 -0.06977548 -0.2068634
Moved 1935.167 343.7812 302.8047 -0.03754362 -0.2191238
Moved 1935.198 353.5269 298.7365 -0.01498391 -0.2295872
Moved 1935.228 364.4038 294.649 0.01019398 -0.2401002
Moved 1935.259 373.2995 288.8503 0.0307858 -0.2550147
Moved 1935.29 380.5 284 0.04745374 -0.2674897
Moved 1935.32 387.6016 280.7995 0.0638925 -0.2757215
Moved 1935.351 391.8497 278.0752 0.07372607 -0.2827286
Moved 1935.382 396.2964 276.3518 0.0840195 -0.287161
Moved 1935.413 399.0164 275 0.09031574 -0.2906379
Moved 1935.443 402.4821 275 0.09833813 -0.2906379
Moved 1935.474 404 289.5867 0.1018518 -0.2531206
Moved 1935.505 388.9046 329.7386 0.0669087 -0.1498494
Moved 1935.536 378.0573 363.0051 0.04179935 -0.06428722
Moved 1935.566 362.8386 400.3228 0.006570915 0.03169429
Moved 1935.597 345.8277 436.3446 -0.03280625 0.124343
Moved 1935.628 331.9655 460.3104 -0.06489465 0.1859834
Moved 1935.658 319.1191 479.3214 -0.09463172 0.23488
Moved 1935.689 308.5383 494.3271 -0.1191243 0.2734749
Moved 1935.72 300.8619 504.1381 -0.1368938 0.298709
Moved 1935.751 295.4189 510.5811 -0.1494933 0.3152806
Ended 1935.781 293.434 511.283 -0.1540879 0.3170857
Candidates 1935.904 13 range want game danger rant and table teacher randy danny frame any jane
Began 1936.918 427 368 0.1550926 -0.05144041
Stationary 1936.949 427 368 0.1550926 -0.05144041
Stationary 1936.98 427 368 0.1550926 -0.05144041
Moved 1937.011 416.0992 388.7023 0.1298592 0.00180633
Moved 1937.041 412.237 406.1707 0.1209189 0.04673518
Moved 1937.072 406.8607 428.1271 0.1084737 0.1032074
Moved 1937.103 402.4106 445.4736 0.09817262 0.1478228
Moved 1937.134 399.9892 461.0543 0.0925675 0.1878967
Moved 1937.164 396.749 473.5059 0.08506715 0.2199224
Moved 1937.195 393.7842 485.5395 0.07820418 0.2508731
Moved 1937.226 391.5202 493.9596 0.07296343 0.2725298
Moved 1937.256 388.5409 503.3773 0.06606699 0.2967522
Moved 1937.287 387.1302 509.7397 0.06280124 0.3131164
Moved 1937.318 385.4166 515.7502 0.05883475 0.3285755
Moved 1937.349 384 522.935 0.0555556 0.3470549
Moved 1937.379 379.9294 532.1058 0.046133 0.3706425
Moved 1937.41 376.1616 541.6768 0.03741106 0.3952592
Moved 1937.441 372.8575 550.4277 0.02976259 0.4177665
Moved 1937.472 368.2751 558.5873 0.01915534 0.4387533
Moved 1937.502 364 564 0.009259283 0.4526748
Moved 1937.533 359.9511 570.0489 -0.0001132488 0.4682327
Moved 1937.564 354.5129 576.4871 -0.01270165 0.4847919
Moved 1937.594 348.5926 582.4075 -0.0264061 0.5000191
Moved 1937.625 343.2008 586.7992 -0.03888711 0.5113147
Moved 1937.656 336.208 590.5974 -0.05507415 0.5210837
Moved 1937.687 330.3586 593.3207 -0.06861448 0.5280882
Moved 1937.717 323.903 595.0323 -0.08355781 0.5324906
Moved 1937.748 320.5678 596.2161 -0.0912783 0.5355352
Moved 1937.779 313.9409 597 -0.1066184 0.5375513
Moved 1937.81 309.5031 598 -0.116891 0.5401233
Moved 1937.84 306.5299 598 -0.1237734 0.5401233
Moved 1937.871 304.114 598 -0.1293657 0.5401233
Moved 1937.902 302.3935 599 -0.1333484 0.5426954
Moved 1937.932 302 599 -0.1342593 0.5426954
Moved 1937.963 299.9729 599 -0.1389515 0.5426954
Stationary 1937.994 299.9729 599 -0.1389515 0.5426954
Ended 1938.025 299 600 -0.1412037 0.5452674
Expand 1938.025
Accept 1938.178 1 want
Began 1938.916 304 439 -0.1296296 0.1311728
Stationary 1938.947 304 439 -0.1296296 0.1311728
Stationary 1938.977 304 439 -0.1296296 0.1311728
Moved 1939.008 319.2994 439 -0.09421437 0.1311728
Moved 1939.039 349.1921 443.9537 -0.02501825 0.1439137
Moved 1939.07 381.4862 452.6973 0.0497366 0.1664023
Moved 1939.1 411.797 458.1449 0.1199004 0.1804138
Moved 1939.131 434.2531 462.6076 0.1718821 0.1918919
Moved 1939.162 454.4552 467.4158 0.2186462 0.2042586
Moved 1939.193 470.4843 469.9263 0.2557506 0.2107158
Moved 1939.223 487.5607 472.6516 0.2952793 0.2177251
Ended 1939.254 495.0573 474.0115 0.3126327 0.2212228
Candidates 1939.377 13 do go to so full who di sp gi fill dip soil shop
Began 1940.145 430 408 0.162037 0.05144025
Stationary 1940.176 430 408 0.162037 0.05144025
Stationary 1940.207 430 408 0.162037 0.05144025
Moved 1940.237 430 430.0884 0.162037 0.108252
Moved 1940.268 430 446.9857 0.162037 0.1517121
Moved 1940.299 430 464.0061 0.162037 0.1954889
Moved 1940.33 425.9558 477.8887 0.1526755 0.231195
Moved 1940.36 422 493.5622 0.1435185 0.2715077
Moved 1940.391 420.3044 504.0869 0.1395934 0.2985774
Moved 1940.422 419 512.2354 0.1365741 0.3195353
Moved 1940.453 416.8699 520.3904 0.1316432 0.3405102
Moved 1940.483 416 529.6504 0.1296297 0.364327
Moved 1940.514 413.7107 538.868 0.1243302 0.3880348
Moved 1940.545 413 547.0259 0.1226852 0.4090172
Moved 1940.575 411 553.4694 0.1180555 0.4255899
Moved 1940.606 409.8914 557.2172 0.1154894 0.4352293
Moved 1940.637 410 561.7447 0.1157407 0.4468741
Moved 1940.668 409 565.1852 0.113426 0.4557231
Moved 1940.698 409 569.3199 0.113426 0.4663576
Moved 1940.729 409 571.6871 0.113426 0.4724462
Moved 1940.76 409 576.7602 0.113426 0.4854942
Moved 1940.791 409 579.2645 0.113426 0.4919352
Moved 1940.821 409 583.6954 0.113426 0.5033317
Moved 1940.852 409 587.5325 0.113426 0.5132007
Moved 1940.883 416.9906 592.9813 0.1319228 0.5272151
Moved 1940.913 419.7104 598.7104 0.1382186 0.5419506
Moved 1940.944 422.4404 603.8807 0.1445379 0.5552487
Moved 1940.975 423.823 606.823 0.1477385 0.5628163
Moved 1941.006 425.5488 609.5488 0.1517334 0.5698271
Moved 1941.036 427.2732 612.2731 0.1557249 0.5768341
Moved 1941.067 427 613.5 0.1550926 0.5799896
Moved 1941.098 428 615.0721 0.1574074 0.5840332
Moved 1941.129 429 616.5 0.1597223 0.5877057
Moved 1941.159 430 617.8838 0.162037 0.5912648
