players must know all the rules
Stationary 197.0528 379 496.5 0.04398147 0.2790637
Moved 197.0835 305.2161 471.2864 -0.1268146 0.214214
Moved 197.1142 227.0644 440.2531 -0.3077214 0.1343957
Moved 197.1449 172.3335 421.8473 -0.4344131 0.08705578
Moved 197.1756 134.5908 416.5082 -0.5217807 0.07332366
Moved 197.2064 111.1179 417 -0.576116 0.0745884
Moved 197.2371 101.032 417 -0.599463 0.0745884
Ended 197.2678 99.93687 417 -0.601998 0.0745884
Candidates 197.36 13 know include more knife mid miss includes included united mood nor blood knows
Began 197.7901 153 375 -0.4791667 -0.03343629
Moved 197.8209 194.3705 375 -0.3834015 -0.03343629
Moved 197.8517 270.9261 375 -0.2061897 -0.03343629
Moved 197.8824 324 375 -0.08333336 -0.03343629
Ended 197.9131 372.5295 383 0.02900342 -0.01286016
Accept 197.9745 0 know
Began 198.0359 341 306 -0.04398147 -0.2109054
Stationary 198.0667 341 306 -0.04398147 -0.2109054
Moved 198.0974 322.8447 306 -0.08600771 -0.2109054
Moved 198.1282 262.7509 306 -0.2251137 -0.2109054
Moved 198.1586 205.2622 316 -0.3581894 -0.1851853
Moved 198.1896 166.8542 316 -0.4470966 -0.1851853
Moved 198.2203 156.5438 316 -0.4709633 -0.1851853
Moved 198.2511 152.0129 316 -0.4814517 -0.1851853
Stationary 198.2818 152 316 -0.4814814 -0.1851853
Moved 198.3125 183.1233 325.7808 -0.4094369 -0.1600288
Moved 198.3432 233.0411 329 -0.2938863 -0.151749
Moved 198.3739 305.3635 329 -0.1264734 -0.151749
Moved 198.4047 378.8851 329 0.04371554 -0.151749
Moved 198.4354 422.9613 329.9135 0.1457438 -0.1493996
Moved 198.4662 449.7271 333.3454 0.2077016 -0.1405725
Moved 198.4969 474.9562 337.4396 0.2661023 -0.1300423
Ended 198.5276 481 338 0.2800926 -0.1286009
Candidates 198.6198 13 all ask al fall ago hall gal so dark deal who sell gap
Began 198.9578 282 283 -0.1805555 -0.2700618
Stationary 198.9885 282 283 -0.1805555 -0.2700618
Moved 199.0192 339.7971 283 -0.04676586 -0.2700618
Moved 199.05 409.0878 283 0.1136292 -0.2700618
Moved 199.0807 452.3369 283 0.2137428 -0.2700618
Moved 199.1114 486.9297 283 0.2938188 -0.2700618
Ended 199.1421 489 283 0.2986111 -0.2700618
Accept 199.2036 0 all
Began 199.2958 336 277 -0.05555556 -0.2854939
Moved 199.3265 312.5529 310.4807 -0.1098311 -0.1993811
Moved 199.3572 294.1609 362.3566 -0.1524054 -0.06595541
Moved 199.3879 292 399 -0.1574074 0.02829214
Moved 199.4186 292 411.4891 -0.1574074 0.0604144
Moved 199.4494 308.1721 416 -0.119972 0.07201634
Moved 199.4801 341.3861 389.3366 -0.04308765 0.00343774
Moved 199.5108 372.572 343.9705 0.02910177 -0.1132448
Moved 199.5416 389.6658 279.0078 0.06867081 -0.2803299
Moved 199.5723 390 250.4272 0.06944448 -0.3538394
Moved 199.603 377.7536 237.5571 0.04109621 -0.3869415
Moved 199.6337 338.6598 254.3883 -0.04939864 -0.3436515
Moved 199.6645 265.8797 332.5925 -0.2178711 -0.1425091
Moved 199.6952 253.2915 353.5142 -0.2470104 -0.08869814
Moved 199.7259 233.6945 383.4583 -0.2923738 -0.01168153
Ended 199.7567 229.5758 390.7423 -0.3019078 0.007053186
Candidates 199.8488 13 the rights rubber there river tune time right that driver times trigger tribe
Began 200.1561 202 360 -0.3657407 -0.07201654
Moved 200.1868 241.8044 360 -0.2736009 -0.07201654
Moved 200.2176 332.8049 360 -0.06295169 -0.07201654
Moved 200.2483 403.5 360 0.1006944 -0.07201654
Ended 200.279 422 360 0.1435185 -0.07201654
Accept 200.3404 0 the
Began 200.4326 270 256 -0.2083333 -0.3395062
Moved 200.4633 257.8247 271.4958 -0.236517 -0.2996507
Moved 200.4941 233.5336 320.5145 -0.2927463 -0.1735738
Moved 200.5248 222.5 383.5 -0.318287 -0.01157415
Moved 200.5555 233.2668 412.2371 -0.2933639 0.06233823
Moved 200.5863 261.0678 440.7119 -0.2290098 0.1355757
Moved 200.617 288.392 449 -0.1657593 0.156893
Moved 200.6476 320.8055 439.1296 -0.09072791 0.1315062
Moved 200.6785 368.1521 400.5914 0.01887063 0.03238513
Moved 200.7092 407.6678 358.7864 0.1103421 -0.07513784
Moved 200.7399 437.1735 311.9246 0.1786424 -0.1956671
Moved 200.7706 453.4721 277.9725 0.2163706 -0.2829925
Moved 200.8013 461.9071 249.4647 0.235896 -0.3563151
Moved 200.8321 462 226.2429 0.2361111 -0.4160419
Moved 200.8628 436.2213 211.0851 0.1764382 -0.4550281
Moved 200.8935 343.5441 250.4225 -0.03809229 -0.3538517
Moved 200.9242 319.0204 273.9796 -0.09486015 -0.2932625
Moved 200.955 281.1479 323.8066 -0.1825281 -0.1651064
Moved 200.9857 255 356 -0.2430556 -0.0823046
Moved 201.0164 224.765 387.0586 -0.313044 -0.002421391
Moved 201.0472 214.1499 396.8501 -0.3376159 0.02276256
Moved 201.0779 209.306 400 -0.3488287 0.03086416
Moved 201.1086 204.8659 401 -0.3591068 0.03343609
Moved 201.1393 191.2366 381.3186 -0.3906561 -0.01718474
Moved 201.1701 170.6096 327.4384 -0.4384037 -0.1557656
Moved 201.2008 163.2672 292.7022 -0.4554002 -0.2451075
Moved 201.2316 160.2044 269.8392 -0.4624899 -0.3039116
Moved 201.2622 159 253.249 -0.4652778 -0.3465818
Moved 201.293 157.6985 244.397 -0.4682905 -0.3693494
Ended 201.3237 157.6985 244.397 -0.4682905 -0.3693494
Candidates 201.3851 13 rules roles replied told rulers files rights titled giles tools rolled times followed
Began 201.7539 188 314 -0.3981482 -0.1903292
Moved 201.7846 223.3479 305.4376 -0.3163242 -0.2123519
Moved 201.8153 292.405 291.1026 -0.1564699 -0.2492218
Moved 201.8461 354.5 286.5 -0.0127315 -0.2610596
Ended 201.8768 362 287 0.004629592 -0.2597736
Accept 201.9383 0 rules
Began 202.0612 186 329 -0.4027778 -0.151749
Moved 202.0919 216.0894 329 -0.3331264 -0.151749
Moved 202.1226 289.4779 350.2368 -0.1632455 -0.0971276
Moved 202.1532 357.3076 364.3558 -0.00623246 -0.06081342
Moved 202.1841 427.5159 378.6438 0.1562869 -0.02406438
Moved 202.2148 507.726 390.7147 0.3419582 0.006982073
Moved 202.2455 552.7537 391 0.446189 0.007715971
Ended 202.2763 554 391 0.4490741 0.007715971
PhraseEnd 202.3377
