the facts get in the way
Moved 1504.986 110.0975 412 -0.578478 0.06172835
Moved 1505.017 106.5 412 -0.5868056 0.06172835
Moved 1505.047 103.6286 412 -0.5934523 0.06172835
Moved 1505.078 102 412 -0.5972223 0.06172835
Stationary 1505.109 102 412 -0.5972223 0.06172835
Moved 1505.14 110.9588 401.2407 -0.5764842 0.03405531
Moved 1505.17 138.624 376.376 -0.5124445 -0.02989702
Moved 1505.201 166.4467 346.5533 -0.44804 -0.1066017
Moved 1505.232 195.7608 313.4863 -0.3801833 -0.1916507
Moved 1505.262 219.5697 288.4303 -0.3250701 -0.256095
Moved 1505.293 238.4227 268.2082 -0.281429 -0.3081065
Moved 1505.324 254.3577 249.0826 -0.2445423 -0.3572977
Moved 1505.354 267.2906 234.6368 -0.2146052 -0.3944526
Moved 1505.385 282.8149 221.1481 -0.1786692 -0.429146
Moved 1505.416 294.4897 208.6803 -0.1516441 -0.4612133
Moved 1505.447 301.4033 200.8951 -0.1356406 -0.4812367
Moved 1505.477 306.4124 196.5876 -0.1240453 -0.4923158
Moved 1505.508 310.0844 192.9156 -0.1155454 -0.5017602
Moved 1505.539 311.9574 190.0426 -0.1112098 -0.5091497
Moved 1505.57 313.3861 188.6139 -0.1079026 -0.5128244
Moved 1505.6 315.5 188 -0.1030092 -0.5144033
Moved 1505.631 317.1248 187 -0.09924819 -0.5169753
Moved 1505.662 319.1237 187 -0.09462094 -0.5169753
Moved 1505.692 321 205.7733 -0.09027779 -0.4686901
Moved 1505.723 321 239 -0.09027779 -0.3832304
Moved 1505.754 321 279.6819 -0.09027779 -0.278596
Moved 1505.785 321 320.9504 -0.09027779 -0.1724527
Moved 1505.815 323.6882 345.5968 -0.08405516 -0.1090617
Moved 1505.846 327.7141 373.1415 -0.07473578 -0.03821644
Moved 1505.877 333.77 397.9 -0.06071756 0.02546295
Moved 1505.907 339.1791 416.7164 -0.04819652 0.07385905
Moved 1505.938 348.0014 443.0058 -0.02777447 0.1414757
Moved 1505.969 356.4659 468.6647 -0.008180737 0.2074709
Moved 1506 362.4882 489.2085 0.005759597 0.2603098
Moved 1506.03 366.5099 506.7845 0.01506915 0.3055156
Moved 1506.061 373.2299 528.8046 0.03062477 0.3621517
Moved 1506.092 377.9726 544.9316 0.04160335 0.4036305
Moved 1506.123 382.305 558.2626 0.05163202 0.437918
Moved 1506.153 385.4028 569.6112 0.05880276 0.4671069
Moved 1506.184 387 575.5568 0.06250004 0.4823991
Moved 1506.215 388 579.1502 0.06481478 0.4916414
Moved 1506.245 388 581.4897 0.06481478 0.4976586
Moved 1506.276 388 582.5 0.06481478 0.5002571
Moved 1506.307 378.1536 582 0.04202217 0.4989711
Moved 1506.338 373.4109 582 0.03104389 0.4989711
Moved 1506.368 368.2737 575.9578 0.01915197 0.4834304
Moved 1506.399 360.799 566.0654 0.001849532 0.457987
Moved 1506.43 351.1545 554.5394 -0.02047559 0.4283419
Moved 1506.46 341.6641 543.5522 -0.04244417 0.4000826
Moved 1506.491 327.8926 522.8389 -0.07432272 0.3468077
Moved 1506.522 316.3977 503.696 -0.1009312 0.2975721
Moved 1506.553 307.6921 487.1535 -0.1210831 0.2550244
Moved 1506.583 301.1675 473.335 -0.1361864 0.2194828
Moved 1506.614 294.6848 458.3695 -0.1511927 0.1809915
Moved 1506.645 289.9679 447.8716 -0.1621113 0.1539907
Moved 1506.675 286.3224 439.9673 -0.1705499 0.1336608
Moved 1506.706 282.5594 429.2377 -0.1792606 0.1060641
Moved 1506.737 277.3707 416.4268 -0.1912715 0.07311416
Moved 1506.768 274.8049 405.2197 -0.1972108 0.04428938
Moved 1506.798 273 397.1351 -0.2013889 0.02349555
Moved 1506.829 270.4198 385.0989 -0.2073616 -0.007461579
Moved 1506.86 269 367.8661 -0.2106481 -0.05178467
Moved 1506.891 269 349.7239 -0.2106481 -0.09844673
Moved 1506.921 269 334.5589 -0.2106481 -0.1374515
Moved 1506.952 278.5401 312.8395 -0.1885645 -0.1933142
Moved 1506.983 285.2907 295.4186 -0.1729382 -0.238121
Moved 1507.013 290.2787 286.582 -0.1613919 -0.260849
Moved 1507.044 294.049 277.8529 -0.1526642 -0.2833002
Moved 1507.075 297.924 272.1519 -0.1436943 -0.2979632
Moved 1507.106 299.7986 268.2014 -0.1393552 -0.308124
Moved 1507.136 302.2988 264.7012 -0.1335676 -0.3171267
Moved 1507.167 304 260.8207 -0.1296296 -0.3271072
Moved 1507.198 306 256.9495 -0.125 -0.337064
Moved 1507.228 308 254.302 -0.1203704 -0.3438736
Moved 1507.259 309.2344 252.7656 -0.1175129 -0.3478251
Moved 1507.29 310.3463 252 -0.1149392 -0.3497943
Moved 1507.321 311.2163 251 -0.1129252 -0.3523664
Moved 1507.351 311 249.5 -0.113426 -0.3562243
Moved 1507.382 312 248.5 -0.1111111 -0.3587964
Moved 1507.413 313.1604 249 -0.1084249 -0.3575103
Moved 1507.443 313 247.5 -0.1087963 -0.3613684
Moved 1507.474 314 246.5 -0.1064815 -0.3639403
Stationary 1507.505 314 246.5 -0.1064815 -0.3639403
Moved 1507.536 315 246 -0.1041667 -0.3652264
Moved 1507.566 315 244.912 -0.1041667 -0.3680248
Moved 1507.597 316 243.9596 -0.1018519 -0.3704744
Stationary 1507.628 316 244 -0.1018519 -0.3703704
Moved 1507.658 317 243 -0.09953702 -0.3729424
Stationary 1507.689 317 243 -0.09953702 -0.3729424
Moved 1507.72 317 241.829 -0.09953702 -0.3759542
Moved 1507.751 318.3246 242 -0.09647081 -0.3755144
Moved 1507.781 318 240.8129 -0.09722222 -0.3785677
Stationary 1507.812 318 240.8129 -0.09722222 -0.3785677
Moved 1507.843 319.3836 240 -0.09401942 -0.3806585
Stationary 1507.874 319.3836 240 -0.09401942 -0.3806585
Stationary 1507.904 319.3836 240 -0.09401942 -0.3806585
Moved 1507.935 319.6519 240 -0.0933983 -0.3806585
Moved 1507.966 320.5 240 -0.09143516 -0.3806585
Moved 1507.996 320 238.7506 -0.09259259 -0.3838719
Stationary 1508.027 320 238.7506 -0.09259259 -0.3838719
Stationary 1508.058 320 238.7506 -0.09259259 -0.3838719
Stationary 1508.089 320 239 -0.09259259 -0.3832304
Moved 1508.119 321.1084 239 -0.09002686 -0.3832304
Stationary 1508.15 321 239 -0.09027779 -0.3832304
Stationary 1508.181 321 239 -0.09027779 -0.3832304
Stationary 1508.211 321 239 -0.09027779 -0.3832304
Stationary 1508.242 321 239 -0.09027779 -0.3832304
Stationary 1508.273 321 239 -0.09027779 -0.3832304
Moved 1508.304 311.9193 248.1351 -0.1112978 -0.3597348
Moved 1508.334 307.4784 254.2825 -0.1215779 -0.3439237
Moved 1508.365 297.1989 268.3614 -0.145373 -0.3077125
Moved 1508.396 285.2712 289.4575 -0.1729832 -0.253453
Moved 1508.427 270.1362 316.4169 -0.208018 -0.1841129
Moved 1508.457 259.6692 342.4944 -0.2322473 -0.1170411
Moved 1508.488 245.4803 376.1512 -0.2650919 -0.03047535
Moved 1508.519 235.8416 401.8961 -0.2874038 0.03574081
Moved 1508.549 229.0722 420.7834 -0.3030736 0.08431937
Moved 1508.58 224.9625 434.0749 -0.3125867 0.1185053
Moved 1508.611 222.1054 441.7892 -0.3192005 0.1383467
Moved 1508.641 220.5 444.5 -0.3229167 0.1453189
Ended 1508.672 220.5 444.5 -0.3229167 0.1453189
Candidates 1508.795 13 describe tactics extends acted describes facts decide says accuse reached acts device achieve
Began 1509.809 384 438 0.0555556 0.1286007
Moved 1509.839 378.0364 438 0.04175097 0.1286007
Moved 1509.87 340.7692 438 -0.04451583 0.1286007
Moved 1509.901 282.2302 438 -0.1800226 0.1286007
Moved 1509.932 247.7252 438 -0.2598953 0.1286007
Moved 1509.962 221.496 438 -0.3206111 0.1286007
Moved 1509.993 208.9997 438 -0.3495377 0.1286007
Ended 1510.024 208 438 -0.3518518 0.1286007
Cancel 1510.085
Began 1511.161 425 433 0.150463 0.1157406
Stationary 1511.191 425 433 0.150463 0.1157406
Stationary 1511.222 425 433 0.150463 0.1157406
Stationary 1511.253 425 433 0.150463 0.1157406
Moved 1511.283 414.8901 433 0.1270603 0.1157406
Moved 1511.314 402.8114 433 0.09910057 0.1157406
Moved 1511.345 393.2877 433 0.0770548 0.1157406
Moved 1511.376 373.2548 433 0.03068238 0.1157406
Moved 1511.406 355.1532 433 -0.01121953 0.1157406
Moved 1511.437 337.5 433 -0.05208333 0.1157406
Moved 1511.468 319.0076 433 -0.0948898 0.1157406
Moved 1511.498 301.9475 433 -0.1343808 0.1157406
Moved 1511.529 287.3452 433 -0.1681824 0.1157406
Moved 1511.56 274.4206 433 -0.1981006 0.1157406
Moved 1511.591 261.8014 433 -0.2273117 0.1157406
Moved 1511.621 250.3115 433 -0.2539085 0.1157406
Moved 1511.652 241.9058 433 -0.2733662 0.1157406
Moved 1511.683 232.3399 433 -0.2955095 0.1157406
Moved 1511.714 224.1501 433 -0.3144673 0.1157406
Moved 1511.744 214.0866 426 -0.3377626 0.09773654
Moved 1511.775 206.4538 425 -0.355431 0.09516452
Moved 1511.806 198.5489 424.2745 -0.3737293 0.0932985
Moved 1511.836 189.6104 424 -0.3944203 0.09259254
Moved 1511.867 180.1139 422.5284 -0.4164031 0.08880768
Moved 1511.898 173.007 423 -0.4328542 0.09002049
Moved 1511.928 165.3919 423 -0.4504817 0.09002049
Moved 1511.959 159.5064 423 -0.4641056 0.09002049
Moved 1511.99 155.5 423 -0.4733796 0.09002049
Moved 1512.021 151.8069 423 -0.4819286 0.09002049
Moved 1512.051 148.9341 423 -0.4885785 0.09002049
Moved 1512.082 146.051 423 -0.4952523 0.09002049
Moved 1512.113 145 432.5632 -0.4976852 0.1146173
Moved 1512.144 154.574 417.6906 -0.4755232 0.0763647
Moved 1512.174 182.3587 384.1696 -0.4112067 -0.009852083
Moved 1512.205 213.1479 344.7373 -0.3399354 -0.1112724
Moved 1512.236 234.6522 320.5217 -0.290157 -0.1735552
Moved 1512.266 251.9804 299.5228 -0.2500453 -0.2275648
Moved 1512.297 267.1804 284.183 -0.2148603 -0.267019
Moved 1512.328 275.7772 274.2228 -0.1949602 -0.2926369
Moved 1512.359 284.3224 267.4517 -0.1751795 -0.3100523
Moved 1512.389 289.6483 261.7034 -0.1628512 -0.3248369
Moved 1512.42 292.518 258.482 -0.1562082 -0.3331225
Moved 1512.451 295.0352 257 -0.1503814 -0.3369342
Moved 1512.481 296.9129 255.087 -0.1460349 -0.3418544
Moved 1512.512 298.3734 253.6266 -0.1426541 -0.3456107
Moved 1512.543 299.2187 254 -0.1406974 -0.3446502
Moved 1512.574 300.0721 254 -0.138722 -0.3446502
Moved 1512.604 302 278.0076 -0.1342593 -0.2829023
Moved 1512.635 305.968 329.6957 -0.1250742 -0.1499598
Moved 1512.666 314.5598 388.5788 -0.1051857 0.001488635
Moved 1512.697 333.6606 472.0225 -0.06097088 0.2161071
Moved 1512.727 356.9015 549.2479 -0.007172426 0.4147321
Moved 1512.758 368.5132 574.1548 0.01970659 0.4787931
Moved 1512.789 374.2714 589.1784 0.03303558 0.517434
Moved 1512.819 376.5089 598.0178 0.03821512 0.5401691
Moved 1512.85 377 601 0.03935188 0.5478393
Moved 1512.881 377 603 0.03935188 0.5529835
Stationary 1512.911 377 603 0.03935188 0.5529835
Moved 1512.942 359.2682 590.9442 -0.001694063 0.5219756
Moved 1512.973 328.3891 561.3892 -0.07317329 0.4459597
Moved 1513.004 293.8498 519.4664 -0.1531255 0.3381336
Moved 1513.034 257.663 472.8438 -0.2368912 0.2182196
Moved 1513.065 237.9444 442.7 -0.282536 0.1406892
Moved 1513.096 227 423.5 -0.3078704 0.09130646
Moved 1513.126 222.7458 414.2374 -0.3177181 0.0674829
Moved 1513.157 221 409.8858 -0.3217593 0.05629056
Ended 1513.188 221 410 -0.3217593 0.05658428
Candidates 1513.28 13 facts reacted faced reached teaches extra fracture erected traced attracted teachers gave drafted
Began 1513.925 481 487 0.2800926 0.2546296
Stationary 1513.956 481 487 0.2800926 0.2546296
Moved 1513.987 518.4931 487 0.3668821 0.2546296
Moved 1514.017 554.1818 487 0.4494949 0.2546296
Moved 1514.048 581.6498 479.0389 0.5130784 0.2341534
Ended 1514.079 607 475 0.5717592 0.2237653
Accept 1514.202 0 facts
Began 1514.97 359 374 -0.002314796 -0.03600823
Stationary 1515 359 374 -0.002314796 -0.03600823
Stationary 1515.031 359 374 -0.002314796 -0.03600823
Stationary 1515.062 359 374 -0.002314796 -0.03600823
Moved 1515.093 339.2296 395.5947 -0.04807959 0.01953368
Moved 1515.123 317.1638 420.527 -0.09915774 0.08366004
Moved 1515.154 291.5166 452.6042 -0.1585264 0.1661631
Moved 1515.185 264.6495 490.5258 -0.2207187 0.2636978
Moved 1515.215 239.223 525.7026 -0.2795763 0.3541733
Moved 1515.246 222.5568 548.304 -0.3181556 0.4123043
Moved 1515.277 214.5487 559.177 -0.3366928 0.44027
Moved 1515.308 210.8191 564.3618 -0.345326 0.4536053
Moved 1515.338 207.88 568.12 -0.3521296 0.4632715
Moved 1515.369 205.008 570.992 -0.3587778 0.4706583
Moved 1515.4 204 573.8641 -0.3611111 0.4780453
Moved 1515.431 203 576.4385 -0.3634259 0.4846668
Moved 1515.461 216.1524 584.9457 -0.3329805 0.5065476
Moved 1515.492 252.805 589.187 -0.2481367 0.5174562
Moved 1515.523 303.8409 589 -0.1299978 0.5169753
Moved 1515.553 327.1874 579.9531 -0.07595499 0.4937065
Moved 1515.584 339.6129 576.1935 -0.04719247 0.4840368
Moved 1515.615 343.9978 574.6674 -0.0370421 0.4801116
Ended 1515.646 353 568 -0.01620372 0.4629629
Candidates 1515.768 13 get feet fewer free ferry here grey set hey her street dry deer
Began 1516.444 396 506 0.08333336 0.3034978
Moved 1516.475 417.6941 506 0.1335512 0.3034978
Moved 1516.506 468.332 506 0.2507686 0.3034978
Moved 1516.536 528.0129 506 0.3889187 0.3034978
Moved 1516.567 570.7273 496.303 0.4877947 0.2785571
Ended 1516.598 595 493 0.5439815 0.2700616
Accept 1516.721 0 get
Began 1517.182 463 607 0.2384259 0.5632715
Stationary 1517.212 463 607 0.2384259 0.5632715
Moved 1517.243 452.2482 578.6825 0.2135374 0.4904384
Moved 1517.274 430.5955 530.3682 0.1634154 0.3661734
Moved 1517.304 398.7231 459.0391 0.08963694 0.1827137
Moved 1517.335 377.2969 401.991 0.04003903 0.03598511
Moved 1517.366 367.0494 358.2141 0.01631806 -0.07661003
Moved 1517.397 362 310.0723 0.004629592 -0.2004315
Moved 1517.427 361 299.04 0.002314846 -0.2288067
Moved 1517.458 361 280.2206 0.002314846 -0.2772104
Moved 1517.489 361 262.1678 0.002314846 -0.3236423
Moved 1517.52 361 254.8669 0.002314846 -0.3424205
Ended 1517.55 361 254 0.002314846 -0.3446502
Candidates 1517.612 13 uv iv pub ic in porn turn un hiv topic eric run ogc
Began 1519.117 384 464 0.0555556 0.1954732
Stationary 1519.148 384 464 0.0555556 0.1954732
Moved 1519.178 355.7508 428.1375 -0.009836058 0.1032341
Moved 1519.209 320.0235 377.4976 -0.09253825 -0.02701237
Moved 1519.24 297.9175 341.0015 -0.1437094 -0.1208809
Moved 1519.271 283.6006 310.2683 -0.1768504 -0.1999272
Ended 1519.301 277.3143 290.6001 -0.1914021 -0.2505142
Accept 1519.363 4 in
Began 1520.161 368 615 0.01851857 0.5838476
Stationary 1520.192 368 615 0.01851857 0.5838476
Stationary 1520.223 368 615 0.01851857 0.5838476
Moved 1520.254 389.3481 576.4199 0.06793529 0.484619
Moved 1520.284 426.4103 502.3759 0.1537275 0.2941766
Moved 1520.315 433.7078 483.5598 0.1706198 0.2457813
Moved 1520.346 443.8848 457.0092 0.1941777 0.1774927
Moved 1520.376 450.5862 429.8621 0.2096903 0.1076698
Moved 1520.407 455 404.3746 0.2199073 0.04211567
Moved 1520.438 455 388.8967 0.2199073 0.002306283
Moved 1520.469 455 382.1891 0.2199073 -0.01494568
Moved 1520.499 433.5934 379 0.1703549 -0.02314815
Moved 1520.53 386.4065 403.0278 0.06112605 0.03865179
Moved 1520.561 349.0887 432.2258 -0.02525767 0.1137495
Moved 1520.591 323.5497 457.4503 -0.08437574 0.1786273
Moved 1520.622 294.5374 489.5287 -0.1515338 0.2611334
Moved 1520.653 272.565 513.4351 -0.2023959 0.322621
Moved 1520.684 257.8168 527.1832 -0.2365351 0.3579813
Moved 1520.714 246.6595 539.3405 -0.2623622 0.38925
Moved 1520.745 230.9356 554.0644 -0.2987602 0.4271203
Moved 1520.776 215.7123 565.2158 -0.3339994 0.4558019
Moved 1520.807 207.6034 570.6983 -0.3527699 0.469903
Ended 1520.837 199.0989 574.9506 -0.3724562 0.4808398
Candidates 1520.929 13 the other there threw trigger higher tiger else time tyler ride tougher either
Began 1521.482 456 450 0.2222222 0.1594649
Moved 1521.513 473.5356 450 0.2628139 0.1594649
Moved 1521.544 510.6807 450 0.3487978 0.1594649
Moved 1521.574 554.7832 444.3186 0.4508871 0.1448523
Moved 1521.605 593.2689 438.0355 0.5399744 0.1286921
Moved 1521.636 617.7719 432.4937 0.5966943 0.1144385
Moved 1521.667 631.4535 429.8866 0.6283645 0.1077329
Moved 1521.697 642.2503 429 0.6533572 0.1054526
Ended 1521.728 642.2503 429 0.6533572 0.1054526
Accept 1521.882 0 the
Began 1522.281 215 584 -0.3356481 0.5041152
Stationary 1522.312 215 584 -0.3356481 0.5041152
Moved 1522.342 215 574.8674 -0.3356481 0.4806259
Moved 1522.373 215 547 -0.3356481 0.4089505
Moved 1522.404 202.4441 494.7188 -0.3647128 0.2744825
Moved 1522.435 195.6688 420.9086 -0.3803964 0.08464146
Moved 1522.465 194 375.9631 -0.3842593 -0.03095925
Moved 1522.496 193 331.7017 -0.3865741 -0.1448001
Moved 1522.527 191.6733 321.7133 -0.389645 -0.1704904
Moved 1522.557 192 311.3941 -0.3888888 -0.1970316
Moved 1522.588 191 303.7794 -0.3912037 -0.2166168
Stationary 1522.619 191 303.7794 -0.3912037 -0.2166168
Moved 1522.65 191 302.625 -0.3912037 -0.2195859
Moved 1522.68 191 313.4977 -0.3912037 -0.1916211
Moved 1522.711 218.4471 342.2397 -0.3276688 -0.1176961
Moved 1522.742 270.4284 409.3123 -0.2073416 0.05481563
Moved 1522.773 308.4261 455.4261 -0.119384 0.1734211
Moved 1522.803 353.4295 500.9056 -0.01520942 0.2903951
Moved 1522.834 420.367 566.3965 0.1397383 0.4588388
Moved 1522.865 432.4022 576.4769 0.1675977 0.4847657
Moved 1522.895 454.9392 594.7044 0.2197667 0.531647
Moved 1522.926 458.5 597 0.2280092 0.5375513
Ended 1522.957 460 598 0.2314815 0.5401233
Candidates 1523.049 13 way easy wary radio day ratio ready essay ray treasury treaty wrap ay
Began 1523.694 387 465 0.06250004 0.1980452
Stationary 1523.725 387 465 0.06250004 0.1980452
Moved 1523.756 426.3164 465 0.1535103 0.1980452
Moved 1523.786 463.4363 465 0.2394358 0.1980452
Moved 1523.817 499.6063 456.4904 0.3231628 0.1761583
Moved 1523.848 525.5361 453.2142 0.3831854 0.1677319
Ended 1523.878 547 453 0.4328704 0.167181
Accept 1523.94 0 way
Began 1524.308 508 463 0.3425926 0.1929011
Moved 1524.339 526.0211 463 0.3843081 0.1929011
Moved 1524.37 560.6306 463 0.4644227 0.1929011
Moved 1524.401 599.0931 463 0.5534563 0.1929011
Moved 1524.431 623.841 463 0.6107431 0.1929011
Moved 1524.461 652.5461 463 0.67719 0.1929011
Moved 1524.493 675.2011 451.3416 0.7296321 0.1629156
Ended 1524.524 685.0664 451.9778 0.7524685 0.164552
PhraseEnd 1524.585
