this is a non profit organization
this is a non profit organization
FixStart
Radial

0.6 0.6
432 388.8
Began 1500.175 441 338 0.1875 -0.1286009
Stationary 1500.206 441 338 0.1875 -0.1286009
Stationary 1500.236 441 338 0.1875 -0.1286009
Moved 1500.267 441 351.9022 0.1875 -0.09284408
Moved 1500.298 425.42 379.1921 0.151435 -0.02265412
Moved 1500.328 415.8564 404.0497 0.1292972 0.04128001
Moved 1500.359 409.4873 421.538 0.114554 0.08626023
Moved 1500.39 405.8664 430.2672 0.1061723 0.1087117
Moved 1500.421 405 436.2985 0.1041667 0.1242246
Moved 1500.451 405 442.0438 0.1041667 0.1390014
Moved 1500.482 405 446.7841 0.1041667 0.1511935
Moved 1500.513 405 449.945 0.1041667 0.1593235
Moved 1500.544 405 455.5356 0.1041667 0.1737028
Moved 1500.574 417.1485 464.1485 0.1322882 0.1958551
Moved 1500.605 420.5901 469.1801 0.1402548 0.2087965
Moved 1500.636 422 471.1297 0.1435185 0.2138108
Moved 1500.667 424.001 474.001 0.1481504 0.2211958
Moved 1500.697 424.8708 475 0.1501639 0.2237653
Moved 1500.728 425 476.37 0.150463 0.2272891
Moved 1500.759 426.1228 477.1229 0.1530621 0.2292254
Stationary 1500.789 426 477 0.1527777 0.2289094
Moved 1500.82 427.5 478.5 0.15625 0.2327674
Moved 1500.851 427.5396 479 0.1563416 0.2340534
Stationary 1500.882 428 479 0.1574074 0.2340534
Moved 1500.912 428 480 0.1574074 0.2366254
Moved 1500.943 429 480 0.1597223 0.2366254
Moved 1500.974 429 481.5 0.1597223 0.2404835
Moved 1501.005 429 481 0.1597223 0.2391974
Stationary 1501.035 429 481 0.1597223 0.2391974
Moved 1501.066 429.9911 482 0.1620165 0.2417695
Stationary 1501.097 430 482 0.162037 0.2417695
Stationary 1501.127 430 482 0.162037 0.2417695
Stationary 1501.158 430 482 0.162037 0.2417695
Moved 1501.189 431.1341 483 0.1646623 0.2443414
Stationary 1501.22 431.1341 483 0.1646623 0.2443414
Stationary 1501.25 431.1341 483 0.1646623 0.2443414
Moved 1501.281 432.1245 483 0.1669548 0.2443414
Moved 1501.312 433.0439 483 0.1690832 0.2443414
Moved 1501.342 434.0353 483 0.171378 0.2443414
Stationary 1501.373 434.0353 483 0.171378 0.2443414
Moved 1501.404 437.5169 483 0.1794374 0.2443414
Moved 1501.435 441.3879 470.8362 0.188398 0.2130561
Moved 1501.465 445.2713 460.9147 0.1973873 0.1875377
Moved 1501.496 448.1428 450.4287 0.2040344 0.1605676
Moved 1501.527 450.6585 440.3658 0.2098577 0.1346857
Moved 1501.557 453.5224 428.8654 0.2164871 0.1051065
Moved 1501.588 456.4036 413.9821 0.2231565 0.06682639
Moved 1501.619 458.9784 402.0866 0.2291166 0.03623087
Moved 1501.65 461.8456 390.463 0.2357538 0.006334869
Moved 1501.68 464.7092 377.4541 0.2423823 -0.02712422
Moved 1501.711 466.5949 365.2152 0.2467476 -0.05860285
Moved 1501.742 469.1352 353.189 0.2526277 -0.08953455
Moved 1501.773 473.993 334.0353 0.2638726 -0.1387983
Moved 1501.803 477.8641 319.6796 0.2728335 -0.1757213
Moved 1501.834 480.5 311.5 0.2789353 -0.1967593
Moved 1501.865 482.2376 306.7624 0.2829574 -0.2089445
Moved 1501.896 483.1084 301.8915 0.2849732 -0.2214724
Moved 1501.926 483 299.0201 0.2847222 -0.2288577
Moved 1501.957 483 297.5833 0.2847222 -0.2325534
Moved 1501.988 483 295.7989 0.2847222 -0.2371428
Moved 1502.018 483 291.4377 0.2847222 -0.2483597
Moved 1502.049 484 286.6998 0.287037 -0.2605458
Moved 1502.08 485.6687 282.3313 0.2908999 -0.2717816
Moved 1502.111 486 277.4579 0.2916667 -0.2843161
Moved 1502.141 486 276 0.2916667 -0.288066
Stationary 1502.172 486 276 0.2916667 -0.288066
Moved 1502.203 470.3986 317.5386 0.2555523 -0.181228
Moved 1502.234 466.2585 348.8978 0.2459688 -0.1005715
Moved 1502.264 466 377.2921 0.2453704 -0.02754101
Moved 1502.295 466 397.0436 0.2453704 0.02326012
Moved 1502.326 480.0258 416.0431 0.2778376 0.07212721
Moved 1502.356 487.6826 428.471 0.2955617 0.104092
Moved 1502.387 498 438 0.3194444 0.1286007
Moved 1502.418 508.085 448.085 0.3427893 0.1545394
Moved 1502.449 516.4195 455.4195 0.3620821 0.173404
Moved 1502.479 523.011 463.011 0.3773404 0.1929296
Moved 1502.51 527.6464 467.6464 0.3880704 0.2048518
Moved 1502.541 536.2381 476.2381 0.4079585 0.2269497
Moved 1502.572 542.5782 482.5782 0.4226347 0.2432566
Moved 1502.602 545.1717 486.1717 0.4286382 0.2524991
Moved 1502.633 547.6783 487.6783 0.4344406 0.2563742
Moved 1502.664 549.5493 489 0.4387714 0.2597736
Moved 1502.694 552.4348 489 0.4454508 0.2597736
Moved 1502.725 556.0002 489 0.4537041 0.2597736
Moved 1502.756 559.8755 489 0.4626749 0.2597736
Moved 1502.787 563.7443 489 0.4716304 0.2597736
Moved 1502.817 566 489 0.4768519 0.2597736
Moved 1502.848 568.147 489 0.4818218 0.2597736
Moved 1502.879 570.0092 489 0.4861323 0.2597736
