I listen to the tape everyday
Moved 806.4561 471.852 494 0.2589166 0.2726337
Moved 806.4868 481.7615 494 0.2818553 0.2726337
Moved 806.5176 489.1009 494 0.2988446 0.2726337
Ended 806.5483 490 494 0.300926 0.2726337
Accept 806.6097 0 listen
Began 807.1625 329 543 -0.07175927 0.3986624
Stationary 807.1932 329 543 -0.07175927 0.3986624
Stationary 807.2239 329 543 -0.07175927 0.3986624
Stationary 807.2546 329 543 -0.07175927 0.3986624
Stationary 807.2853 329 543 -0.07175927 0.3986624
Stationary 807.3161 329 543 -0.07175927 0.3986624
Stationary 807.3469 329 543 -0.07175927 0.3986624
Stationary 807.3775 329 543 -0.07175927 0.3986624
Stationary 807.4082 329 543 -0.07175927 0.3986624
Stationary 807.4389 329 543 -0.07175927 0.3986624
Stationary 807.4697 329 543 -0.07175927 0.3986624
Stationary 807.5003 329 543 -0.07175927 0.3986624
Moved 807.531 337.4776 543 -0.05213509 0.3986624
Moved 807.5618 362.2406 533.8278 0.005186598 0.3750715
Moved 807.5925 398.0526 525.3895 0.08808483 0.3533679
Moved 807.6232 436.7885 519.7019 0.1777511 0.3387395
Moved 807.6539 461.1304 515.9814 0.2340981 0.3291701
Moved 807.6846 478.3587 513.1069 0.2739785 0.3217769
Moved 807.7153 493.9094 510.5844 0.3099754 0.3152888
Moved 807.7461 504.8677 507.7108 0.335342 0.307898
Moved 807.7768 511.3164 507 0.3502695 0.3060699
Moved 807.8075 514.7924 506 0.3583156 0.3034978
Moved 807.8382 517.5 505 0.3645833 0.3009258
Moved 807.869 519.4792 503.5208 0.3691648 0.2971213
Moved 807.8997 520.5 504 0.3715278 0.2983539
Moved 807.9304 521.5 504 0.3738426 0.2983539
Moved 807.9611 522 503 0.375 0.2957818
Ended 807.9918 522 503 0.375 0.2957818
Candidates 808.0532 13 to too top tip trip rio rip tp rp yo you ep will
Began 808.6061 441 482 0.1875 0.2417695
Stationary 808.6368 441 482 0.1875 0.2417695
Moved 808.6675 474.1856 482 0.2643186 0.2417695
Moved 808.6982 507 482 0.3402778 0.2417695
Moved 808.7289 530.0049 482 0.3935299 0.2417695
Moved 808.7596 549.8744 482 0.439524 0.2417695
Moved 808.7903 564.4357 482 0.4732309 0.2417695
Moved 808.821 570.9149 482 0.4882288 0.2417695
Moved 808.8517 575.5705 482 0.4990058 0.2417695
Moved 808.8825 578.1639 482 0.5050091 0.2417695
Moved 808.9132 580.0144 482 0.5092925 0.2417695
Ended 808.9439 581.0728 482 0.5117425 0.2417695
Accept 809.0053 0 to
Began 809.4661 361 542 0.002314846 0.3960905
Stationary 809.4968 361 542 0.002314846 0.3960905
Stationary 809.5275 361 542 0.002314846 0.3960905
Stationary 809.5582 361 542 0.002314846 0.3960905
Stationary 809.5889 361 542 0.002314846 0.3960905
Stationary 809.6196 361 542 0.002314846 0.3960905
Stationary 809.6503 361 542 0.002314846 0.3960905
Stationary 809.681 361 542 0.002314846 0.3960905
Stationary 809.7117 361 542 0.002314846 0.3960905
Stationary 809.7418 361 542 0.002314846 0.3960905
Stationary 809.7733 361 542 0.002314846 0.3960905
Stationary 809.8039 361 542 0.002314846 0.3960905
Moved 809.8346 367.4363 516.9546 0.01721372 0.3316732
Moved 809.8654 377.0121 488.293 0.03937989 0.2579551
Moved 809.8961 384.5 458 0.05671293 0.180041
Moved 809.9267 391.1946 432.319 0.07220963 0.113989
Moved 809.9574 397.9549 411.1579 0.08785853 0.05956249
Moved 809.9882 401.8517 400.4449 0.09687901 0.03200837
Moved 810.0189 403.2744 395.4512 0.1001723 0.01916446
Moved 810.0496 405.243 391.757 0.1047292 0.009662918
Moved 810.0803 406.1158 389.8843 0.1067494 0.004846314
Moved 810.111 406 388.0143 0.1064815 3.673412E-05
Moved 810.1418 407 386.5 0.1087963 -0.003858064
Moved 810.1725 407 385.626 0.1087963 -0.006105949
Moved 810.2032 407 385 0.1087963 -0.007716127
Stationary 810.2339 407 385 0.1087963 -0.007716127
Stationary 810.2646 407 385 0.1087963 -0.007716127
Moved 810.2953 395.6761 390.2287 0.08258362 0.005732171
Moved 810.326 377.271 408.2629 0.03997912 0.05211633
Moved 810.3568 354.4745 424.6442 -0.01279061 0.09424931
Moved 810.3875 336.8258 437.5045 -0.05364403 0.1273263
Moved 810.4182 326.8709 445.129 -0.07668763 0.1469367
Moved 810.4489 317 451 -0.09953702 0.162037
Moved 810.4797 303.5027 461.373 -0.1307808 0.1887164
Moved 810.5104 288.9936 471.0038 -0.1643666 0.2134872
Moved 810.5411 274.6235 482.5012 -0.1976308 0.2430584
Moved 810.5718 267.1196 487.5869 -0.2150009 0.256139
Moved 810.6025 262.7271 491.2728 -0.2251687 0.2656193
Moved 810.6332 257.7075 494.1462 -0.2367882 0.2730098
Moved 810.6639 256 497.0207 -0.2407407 0.2804029
Moved 810.6946 254 498 -0.2453704 0.2829217
Moved 810.7253 252.9773 499.0226 -0.2477376 0.285552
Moved 810.7561 251.6239 500.3761 -0.2508706 0.2890331
Moved 810.7868 251 501.5 -0.2523148 0.2919238
Moved 810.8175 250 502 -0.2546296 0.2932098
Stationary 810.8482 250 502 -0.2546296 0.2932098
Moved 810.879 248.9748 503.0252 -0.2570028 0.2958467
Stationary 810.9097 248.9748 503.0252 -0.2570028 0.2958467
Moved 810.9404 249 504.0809 -0.2569445 0.298562
Ended 810.971 249 504 -0.2569445 0.2983539
Candidates 811.0632 13 the threw other there offer rugged others this where higher else turned trigger
Began 811.6161 367 523 0.01620372 0.3472221
Moved 811.6469 379.8058 523 0.0458468 0.3472221
Moved 811.6776 403.5052 523 0.1007065 0.3472221
Moved 811.7083 430.4095 523 0.1629848 0.3472221
Moved 811.739 450.3973 523 0.2092529 0.3472221
Moved 811.7697 465.8034 523 0.2449153 0.3472221
Moved 811.8004 474.7042 516 0.265519 0.329218
Moved 811.8311 477.8227 515 0.2727377 0.326646
Moved 811.8618 482 514 0.2824074 0.324074
Moved 811.8925 483.5069 513 0.2858957 0.321502
Moved 811.9232 485.1902 513 0.2897921 0.321502
Moved 811.954 486.955 512.045 0.2938773 0.3190457
Ended 811.9846 487 512 0.2939814 0.31893
Accept 812.0461 0 the
Began 812.5989 370 536 0.02314816 0.3806583
Stationary 812.6296 370 536 0.02314816 0.3806583
Stationary 812.6603 370 536 0.02314816 0.3806583
Stationary 812.691 370 536 0.02314816 0.3806583
Stationary 812.7218 370 536 0.02314816 0.3806583
Stationary 812.7525 370 536 0.02314816 0.3806583
Stationary 812.7832 370 536 0.02314816 0.3806583
Stationary 812.8139 370 536 0.02314816 0.3806583
Stationary 812.8447 370 536 0.02314816 0.3806583
Stationary 812.8753 370 536 0.02314816 0.3806583
Stationary 812.9061 370 536 0.02314816 0.3806583
Stationary 812.9368 370 536 0.02314816 0.3806583
Stationary 812.9675 370 536 0.02314816 0.3806583
Stationary 812.9982 370 536 0.02314816 0.3806583
Stationary 813.0289 370 536 0.02314816 0.3806583
Moved 813.0596 354.6544 519.6544 -0.01237412 0.3386171
Moved 813.0903 327.3897 494.4142 -0.0754868 0.273699
Moved 813.1211 295.287 464.6797 -0.1497986 0.1972215
Moved 813.1517 264.7052 436.7053 -0.2205897 0.1252706
Moved 813.1826 237.2326 408.4087 -0.2841838 0.05249141
Moved 813.2133 220.4955 390.4955 -0.322927 0.006418463
Moved 813.244 208 378 -0.3518518 -0.02572024
Moved 813.2747 197.5743 366.4679 -0.3759853 -0.055381
Moved 813.3054 190.0674 357.0898 -0.3933625 -0.0795015
Moved 813.3361 184.2907 351.2907 -0.4067345 -0.09441697
Moved 813.3668 179.2242 346.4828 -0.4184625 -0.106783
Moved 813.3975 175.7704 341.7704 -0.4264573 -0.1189032
Moved 813.4282 175 339.899 -0.4282407 -0.1237164
Moved 813.4589 173.5 340 -0.4317129 -0.1234569
Moved 813.4897 174 339 -0.4305556 -0.1260288
Stationary 813.5203 174 339 -0.4305556 -0.1260288
Moved 813.5511 206.7549 366.636 -0.3547342 -0.05494851
Moved 813.5818 267.4154 404.0583 -0.2143162 0.0413023
Moved 813.6125 315.3759 425.688 -0.1032964 0.09693401
Moved 813.6432 354.6583 440.7057 -0.01236508 0.1355598
Moved 813.674 400.2272 453.2454 0.09311855 0.1678122
Moved 813.7047 433.8049 458.9675 0.1708448 0.1825294
Moved 813.7354 460.7335 462.8593 0.2331793 0.1925392
Moved 813.7661 485.1094 464.7299 0.2896051 0.1973505
Moved 813.7968 504.5 465 0.3344907 0.1980452
Moved 813.8275 520.6795 468.1359 0.3719433 0.2061108
Moved 813.8583 532.0255 470.0085 0.3982072 0.2109271
Moved 813.889 537.7694 470 0.4115032 0.2109053
Moved 813.9197 541.5623 471 0.420283 0.2134772
Moved 813.9504 543.5 471 0.4247685 0.2134772
Moved 813.9811 545.5 472 0.4293981 0.2160493
Moved 814.0118 546.5 473 0.4317129 0.2186213
Moved 814.0425 546 474.1665 0.4305556 0.2216215
Stationary 814.0732 546 474.1665 0.4305556 0.2216215
Moved 814.1039 547 475 0.4328704 0.2237653
Moved 814.1346 547.8722 475.8722 0.4348893 0.2260087
Moved 814.1654 548.5 476.5 0.4363426 0.2276234
Moved 814.1961 548 478.1277 0.4351853 0.2318098
Moved 814.2268 522.0656 486.3224 0.3751518 0.2528868
Moved 814.2575 445.5908 490 0.1981268 0.2623456
Moved 814.2883 399.1873 490.8921 0.09071132 0.2646401
Moved 814.319 364.7914 491 0.01109133 0.2649176
Moved 814.3497 333 491 -0.06249999 0.2649176
Moved 814.3804 306.7716 482.8245 -0.1232139 0.2438901
Moved 814.4111 286.6535 482 -0.1697836 0.2417695
Moved 814.4418 272.3949 480 -0.2027896 0.2366254
Moved 814.4725 259.4655 479 -0.2327188 0.2340534
Moved 814.5032 246.8193 478 -0.2619924 0.2314814
Moved 814.5339 237.4856 476.8285 -0.2835982 0.2284683
Moved 814.5646 228.7633 475.8817 -0.3037887 0.226033
Moved 814.5954 227.4111 476 -0.3069187 0.2263374
Moved 814.6261 224.5415 476 -0.3135613 0.2263374
Moved 814.6568 222.6679 476 -0.3178983 0.2263374
Moved 814.6875 221.5 476 -0.3206019 0.2263374
Moved 814.7182 219.6387 476 -0.3249104 0.2263374
Stationary 814.7489 219.6387 476 -0.3249104 0.2263374
Moved 814.7797 218.8129 476 -0.326822 0.2263374
Moved 814.8104 217.9837 476 -0.3287414 0.2263374
Stationary 814.8411 218 476 -0.3287037 0.2263374
Stationary 814.8718 218 476 -0.3287037 0.2263374
Ended 814.9025 218 476 -0.3287037 0.2263374
Candidates 815.0252 13 tape despite takes talked tapes rapid rape resort results trailer retailer trapped result
Began 815.7011 312 518 -0.1111111 0.3343621
Moved 815.7318 344.3619 518 -0.03619929 0.3343621
Moved 815.7626 377.5132 518 0.0405398 0.3343621
Moved 815.7932 403.3422 518 0.1003291 0.3343621
Moved 815.8239 429.4052 518 0.1606601 0.3343621
Moved 815.8547 444.585 518 0.1957987 0.3343621
Moved 815.8854 452.6168 518 0.2143907 0.3343621
Moved 815.9161 456.3129 518 0.2229466 0.3343621
Moved 815.9468 459.1918 518 0.2296107 0.3343621
Moved 815.9775 460 518 0.2314815 0.3343621
Ended 816.0082 461.4989 518 0.2349512 0.3343621
Accept 816.0696 0 tape
Began 816.5304 272 533 -0.2037037 0.3729423
Stationary 816.5611 272 533 -0.2037037 0.3729423
Stationary 816.5919 272 533 -0.2037037 0.3729423
Stationary 816.6226 272 533 -0.2037037 0.3729423
Stationary 816.6532 272 533 -0.2037037 0.3729423
Stationary 816.6839 272 533 -0.2037037 0.3729423
Stationary 816.7146 272 533 -0.2037037 0.3729423
Stationary 816.7454 272 533 -0.2037037 0.3729423
Stationary 816.7761 272 533 -0.2037037 0.3729423
Stationary 816.8068 272 533 -0.2037037 0.3729423
Stationary 816.8375 272 533 -0.2037037 0.3729423
Stationary 816.8682 272 533 -0.2037037 0.3729423
Moved 816.8989 272 521.7759 -0.2037037 0.3440738
Moved 816.9297 285.1951 509.444 -0.1731595 0.3123558
Moved 816.9604 309.5325 442.173 -0.1168229 0.1393339
Moved 816.9911 319.2953 408.9666 -0.09422392 0.05392627
Moved 817.0218 337.8302 359.6416 -0.05131906 -0.07293834
Moved 817.0524 354.7559 322.4882 -0.01213913 -0.1684974
Moved 817.0831 368.5577 297.5077 0.01980941 -0.2327477
Moved 817.1139 375.7892 285.4217 0.03654897 -0.2638332
Moved 817.1447 380.7345 277.5311 0.04799644 -0.284128
Moved 817.1754 382.6055 274.3945 0.05232752 -0.2921952
Moved 817.2061 384.4829 271.5171 0.05667329 -0.299596
Moved 817.2368 386.004 268.996 0.06019453 -0.3060804
Moved 817.2675 387 267.1172 0.06250004 -0.3109125
Moved 817.2982 387 266.5 0.06250004 -0.3125
Moved 817.3289 387 265.9537 0.06250004 -0.3139052
Stationary 817.3596 387 266 0.06250004 -0.3137861
Stationary 817.3903 387 266 0.06250004 -0.3137861
Moved 817.4211 364.4611 302.1355 0.01032651 -0.220845
Moved 817.4518 345.77 338.46 -0.03293986 -0.1274177
Moved 817.4825 326.8349 378.4127 -0.07677098 -0.02465888
Moved 817.5132 310.093 414.2676 -0.1155256 0.06756056
Moved 817.5439 293.4203 448.0627 -0.1541196 0.1544821
Moved 817.5746 281.5535 467.2814 -0.1815892 0.203913
Moved 817.6053 271.5437 483.4272 -0.2047599 0.2454403
Moved 817.636 262.9247 500.5092 -0.2247114 0.2893753
Moved 817.6668 253.2296 516.5408 -0.2471537 0.3306091
Moved 817.6975 246.4588 530.853 -0.2628268 0.3674203
Moved 817.7282 243.3557 541.2887 -0.2700101 0.3942609
Moved 817.7589 240.4825 548.5525 -0.2766609 0.4129435
Moved 817.7896 237.9642 554.0715 -0.2824903 0.4271386
Moved 817.8204 238 556.9006 -0.2824074 0.4344149
Moved 817.851 238 559.777 -0.2824074 0.4418132
Moved 817.8818 238 565.5677 -0.2824074 0.456707
Moved 817.9125 238 567.2211 -0.2824074 0.4609595
Moved 817.9432 254.4747 572.0949 -0.2442715 0.4734951
Moved 817.9738 269.8606 575 -0.2086561 0.480967
Moved 818.0046 278.542 576 -0.1885601 0.483539
Moved 818.0353 286.1854 577 -0.1708672 0.4861111
Moved 818.0661 290.2672 577 -0.1614184 0.4861111
Moved 818.0968 293.1389 577 -0.1547711 0.4861111
Moved 818.1275 295.5 577 -0.1493056 0.4861111
Moved 818.1582 296.0401 577 -0.1480552 0.4861111
Moved 818.1889 298 567.2301 -0.1435185 0.4609827
Moved 818.2196 300 562.1845 -0.1388889 0.4480054
Moved 818.2504 301 548.9074 -0.1365741 0.4138564
Moved 818.2811 301 530.157 -0.1365741 0.36563
Moved 818.3118 301 513.1779 -0.1365741 0.3219596
Moved 818.3425 301 501.634 -0.1365741 0.2922685
Moved 818.3732 301 494.0762 -0.1365741 0.2728297
Moved 818.4039 301 486.4759 -0.1365741 0.2532816
Moved 818.4346 301 481 -0.1365741 0.2391974
Moved 818.4653 301 473.1481 -0.1365741 0.2190023
Moved 818.4961 294 464.3738 -0.1527778 0.1964345
Moved 818.5268 289.9663 451.8317 -0.1621149 0.1641762
Moved 818.5574 289 433.8546 -0.1643519 0.1179387
Moved 818.5881 289 406.8486 -0.1643519 0.04847876
Moved 818.6189 299.6401 390.0797 -0.139722 0.005348817
Moved 818.6496 306.3967 375.0082 -0.1240817 -0.0334151
Moved 818.6804 316.7859 359.5177 -0.1000327 -0.07325702
Moved 818.7111 327.7509 346.2491 -0.07465074 -0.107384
Moved 818.7418 333.9153 340.0847 -0.06038114 -0.1232391
Moved 818.7725 337.0023 336.9977 -0.05323539 -0.1311788
Moved 818.8032 338.8772 335 -0.04889533 -0.1363169
Moved 818.8338 339 333.6837 -0.04861111 -0.1397025
Moved 818.8646 341.3079 331.6921 -0.04326885 -0.1448248
Stationary 818.8953 341 332 -0.04398147 -0.144033
Moved 818.9261 342.5 331 -0.04050925 -0.146605
Stationary 818.9568 342.5 331 -0.04050925 -0.146605
Moved 818.9875 343 344.5 -0.03935183 -0.1118828
Moved 819.0182 333.6859 378.6365 -0.06091232 -0.02408322
Moved 819.049 331.7854 396.2876 -0.06531159 0.02131584
Moved 819.0796 327.8477 425.1423 -0.07442663 0.0955305
Moved 819.1104 321.5169 454.3116 -0.08908124 0.1705546
Moved 819.1411 312.5424 477.401 -0.1098555 0.2299408
Moved 819.1718 305.9247 486.0753 -0.1251743 0.2522511
Moved 819.2025 293.8367 493.4653 -0.1531559 0.2712585
Moved 819.2332 269.1566 495 -0.2102857 0.2752057
Moved 819.2638 235.6532 490.1021 -0.2878399 0.2626083
Moved 819.2946 210.658 482.0351 -0.3456991 0.2418598
Moved 819.3253 195.8476 475.9492 -0.3799825 0.2262066
Moved 819.3561 178.461 467.2766 -0.4202291 0.2039007
Moved 819.3868 167.6634 461.4423 -0.4452237 0.1888946
Moved 819.4174 160.6993 456.6993 -0.4613442 0.1766956
Moved 819.4482 156.8232 453.8232 -0.4703166 0.1692984
Moved 819.4789 154.5 452.5 -0.4756944 0.165895
Moved 819.5096 154 452 -0.4768519 0.164609
Moved 819.5403 152.5 452 -0.4803241 0.164609
Moved 819.571 151.888 450.8881 -0.4817406 0.1617491
Moved 819.6018 152 447.7631 -0.4814814 0.1537117
Moved 819.6325 151 439.7708 -0.4837963 0.1331551
Moved 819.6632 151 428.384 -0.4837963 0.1038683
Moved 819.6939 151 419.4276 -0.4837963 0.08083226
Moved 819.7247 151 414.5974 -0.4837963 0.06840886
Moved 819.7554 151 412.5 -0.4837963 0.06301432
Moved 819.7861 151 412 -0.4837963 0.06172835
Moved 819.8168 165.5731 417.2264 -0.4500623 0.07517064
Moved 819.8475 198.9744 444.3907 -0.3727443 0.1450377
Moved 819.8782 249.1909 487.0208 -0.2565025 0.254683
Moved 819.9089 279.4651 512.5186 -0.1864233 0.3202638
Moved 819.9396 299.7341 527.0958 -0.1395045 0.3577565
Moved 819.9703 318.5363 537.0761 -0.09598065 0.3834261
Moved 820.0011 341.1137 544.6341 -0.04371832 0.4028654
Moved 820.0318 361.4998 547 0.003471772 0.4089505
Moved 820.0625 374.8416 548 0.03435562 0.4115225
Moved 820.0933 388.5234 548 0.06602634 0.4115225
Moved 820.1239 407.8726 538.1793 0.1108163 0.3862634
Moved 820.1547 420.0921 534.727 0.1391021 0.3773841
Moved 820.1854 427.2914 531.8543 0.155767 0.3699956
Moved 820.2161 435.0439 528.3187 0.1737127 0.3609019
Moved 820.2468 440.5555 525.4446 0.1864709 0.3535096
Moved 820.2775 443.4269 522.5731 0.1931179 0.3461242
Moved 820.3082 445.3063 522 0.1974684 0.3446501
Ended 820.3389 446.2596 520.7404 0.1996751 0.3414103
Candidates 820.4311 13 get unnecessary everyday they best that necessary jersey very target start great what
Began 821.8133 384 380 0.0555556 -0.02057613
Moved 821.844 379.5027 394.373 0.04514516 0.01639134
Moved 821.8747 354.8354 428.6076 -0.011955 0.1044433
Moved 821.9055 342.4615 449.0771 -0.04059846 0.1570912
Moved 821.9362 334.6679 459.9982 -0.05863915 0.1851804
Moved 821.9669 328.9233 466.0767 -0.0719367 0.2008144
Moved 821.9976 322 474 -0.08796295 0.2211934
Moved 822.0283 322.066 475.868 -0.08781016 0.2259979
Moved 822.059 319.1946 478.8054 -0.09445697 0.233553
Moved 822.0897 318 480.6788 -0.09722222 0.2383714
Moved 822.1205 316.5 481 -0.1006944 0.2391974
