healthy food is good for you
healthy food is good for you
Basic
List

0.6 0.6
432 388.8
Began 480.3203 378 377 0.04166663 -0.02829226
Stationary 480.351 378 377 0.04166663 -0.02829226
Stationary 480.3817 378 377 0.04166663 -0.02829226
Stationary 480.4125 378 377 0.04166663 -0.02829226
Stationary 480.4432 378 377 0.04166663 -0.02829226
Stationary 480.4739 378 377 0.04166663 -0.02829226
Moved 480.5046 364.7247 390.4129 0.01093686 0.006205986
Moved 480.5353 354.7392 406.3912 -0.01217773 0.04730236
Moved 480.5661 339.2113 427.7042 -0.04812206 0.1021199
Moved 480.5968 324.6423 447.0366 -0.08184651 0.1518429
Moved 480.6276 311.8722 462.837 -0.1114069 0.192482
Moved 480.6583 298.3018 477.6982 -0.1428199 0.2307053
Moved 480.689 286.3729 488.4703 -0.1704332 0.2584113
Moved 480.7197 276.904 497.096 -0.1923519 0.2805967
Moved 480.7505 270.9813 503.0187 -0.2060619 0.29583
Moved 480.7812 266.1236 507.8763 -0.2173064 0.3083239
Moved 480.8119 263.6826 509.3174 -0.222957 0.3120303
Moved 480.8426 260.8124 512.1876 -0.2296008 0.3194124
Moved 480.8734 259.3065 512 -0.2330868 0.31893
Moved 480.9041 257.433 513 -0.2374236 0.321502
Moved 480.9348 253.5617 513 -0.2463849 0.321502
Moved 480.9655 244.4403 498.5686 -0.2674994 0.2843842
Moved 480.9962 225.9375 470.4732 -0.3103299 0.2121224
Moved 481.027 211.2887 434.3506 -0.3442392 0.1192144
Moved 481.0577 202.7742 408.7096 -0.3639487 0.05326542
Moved 481.0884 197.8087 392.5217 -0.3754429 0.01162976
Moved 481.1192 192.9904 377.9713 -0.3865962 -0.02579402
Moved 481.1499 190.1167 365.4667 -0.3932484 -0.057956
Moved 481.1806 189 359.2444 -0.3958333 -0.07395999
Moved 481.2114 189 355.3475 -0.3958333 -0.08398275
Moved 481.2421 189 353.8993 -0.3958333 -0.08770758
Moved 481.2728 189 352.975 -0.3958333 -0.09008501
Moved 481.3035 204.3634 353 -0.3602699 -0.09002065
Moved 481.3343 257.6157 366.4199 -0.2370008 -0.05550439
Moved 481.3649 324.0899 373.7354 -0.08312528 -0.03668875
Moved 481.3957 380.5923 375 0.04766722 -0.03343629
Moved 481.4264 415.1394 376 0.1276375 -0.03086435
Moved 481.4572 451.2968 377 0.2113352 -0.02829226
Moved 481.4879 478.2845 377 0.2738067 -0.02829226
Moved 481.5186 494.7883 378 0.31201 -0.02572024
Moved 481.5493 503.69 378.8967 0.3326158 -0.023414
Moved 481.58 510.5252 379 0.348438 -0.02314815
Moved 481.6108 513.6337 379 0.3556336 -0.02314815
Moved 481.6415 515.0686 379 0.3589551 -0.02314815
Moved 481.6721 516 379 0.3611111 -0.02314815
Moved 481.7029 517 379 0.3634259 -0.02314815
Stationary 481.7337 517 379 0.3634259 -0.02314815
Stationary 481.7644 517 379 0.3634259 -0.02314815
Moved 481.7951 507.6655 379 0.3418182 -0.02314815
Moved 481.8258 480.3482 380.0593 0.2785839 -0.0204237
Moved 481.8566 444.2048 396.8976 0.1949185 0.02288469
Moved 481.8873 408.7679 419.8052 0.1128887 0.08180339
Moved 481.918 384.9434 442.3994 0.05773922 0.1399161
Moved 481.9488 370.953 460.2563 0.02535423 0.1858445
Moved 481.9795 363.8233 474.3534 0.008850197 0.2221023
Moved 482.0102 355.2194 491.5612 -0.01106615 0.2663609
Moved 482.0409 348.0482 504.4276 -0.02766609 0.2994536
Moved 482.0717 338.9771 516.0229 -0.04866416 0.3292768
Moved 482.1024 331.3239 522.7841 -0.06637976 0.3466667
Moved 482.1331 325.4669 527.7665 -0.07993782 0.3594818
Moved 482.1638 322.3577 529 -0.08713503 0.3626543
Moved 482.1945 319.8848 530 -0.09285927 0.3652262
Moved 482.2253 318 530 -0.09722222 0.3652262
Moved 482.256 316.5348 530 -0.1006139 0.3652262
Stationary 482.2867 317 530 -0.09953702 0.3652262
