exercise is good for the mind
exercise is good for the mind
FixStart
Radial

0.6 0.6
432 388.8
Began 368.3715 310 260 -0.1157407 -0.3292181
Stationary 368.4022 310 260 -0.1157407 -0.3292181
Moved 368.4329 270.2274 294.2297 -0.207807 -0.2411787
Moved 368.4637 220.4074 345.8796 -0.3231311 -0.1083343
Moved 368.4944 192.638 382.8345 -0.3874121 -0.0132859
Moved 368.5251 177.0134 399.9866 -0.4235802 0.03082982
Moved 368.5559 169.4653 404.2674 -0.4410526 0.04183996
Moved 368.5866 161.9775 397.1993 -0.4583855 0.02366078
Moved 368.6173 150.1224 303.7646 -0.4858278 -0.2166548
Moved 368.648 159.4449 213.0138 -0.4642479 -0.4500675
Moved 368.6787 161.9543 177.5488 -0.4584392 -0.5412839
Moved 368.7095 162 157.7697 -0.4583334 -0.5921562
Moved 368.7403 162 150.8354 -0.4583334 -0.6099911
Stationary 368.771 162 151 -0.4583334 -0.6095679
Moved 368.8017 143 260.7807 -0.5023148 -0.3272101
Moved 368.8324 160.6967 367.7719 -0.4613503 -0.05202705
Moved 368.8632 179.4272 422.8544 -0.4179926 0.089646
Moved 368.8939 191.0097 436.8058 -0.3911813 0.1255292
Moved 368.9246 209.3784 439 -0.3486611 0.1311728
Moved 368.9554 235.5165 409.4703 -0.2881562 0.0552219
Moved 368.9861 244 327 -0.2685185 -0.1568931
Moved 369.0168 222.0979 229.12 -0.3192178 -0.4086421
Moved 369.0474 214.6742 200.9214 -0.3364024 -0.4811693
Moved 369.0783 209.532 181.5958 -0.3483056 -0.5308749
Moved 369.109 208 175.769 -0.3518518 -0.5458615
Moved 369.1397 208 175 -0.3518518 -0.5478395
Moved 369.1705 244.5542 220.097 -0.2672357 -0.4318491
Moved 369.2012 309.0203 311.8621 -0.1180087 -0.195828
Moved 369.232 358.4248 386.5997 -0.003646265 -0.003601553
Moved 369.2626 392.1237 433.811 0.07436036 0.1178265
Moved 369.2934 402.4178 445.4177 0.0981892 0.1476792
Moved 369.3241 404.8949 447.8949 0.1039235 0.1540506
Stationary 369.3549 405 448 0.1041667 0.1543209
Moved 369.3856 345.9365 384.0937 -0.03255442 -0.01004713
Moved 369.4163 254.6058 283.7396 -0.2439682 -0.2681596
Moved 369.4471 229.3895 263.6363 -0.302339 -0.3198656
Moved 369.4778 204.3757 246.5004 -0.3602415 -0.3639394
Moved 369.5085 187.9387 238.3129 -0.39829 -0.3849978
Moved 369.5393 178.3448 238 -0.4204981 -0.3858025
Moved 369.57 172.3883 261.5056 -0.4342864 -0.3253456
Moved 369.6007 191.4138 334.2932 -0.3902457 -0.1381348
Moved 369.6315 212.475 378.95 -0.3414931 -0.02327687
Moved 369.6622 233.2398 414.4797 -0.2934263 0.06810608
