if you were not so stupid
if you were not so stupid
Basic
List

0.6 0.6
432 388.8
Began 2811.216 448 488 0.2037037 0.2572016
Stationary 2811.247 448 488 0.2037037 0.2572016
Stationary 2811.277 448 488 0.2037037 0.2572016
Stationary 2811.308 448 488 0.2037037 0.2572016
Stationary 2811.339 448 488 0.2037037 0.2572016
Stationary 2811.37 448 488 0.2037037 0.2572016
Stationary 2811.4 448 488 0.2037037 0.2572016
Stationary 2811.431 448 488 0.2037037 0.2572016
Stationary 2811.462 448 488 0.2037037 0.2572016
Stationary 2811.493 448 488 0.2037037 0.2572016
Stationary 2811.523 448 488 0.2037037 0.2572016
Stationary 2811.554 448 488 0.2037037 0.2572016
Stationary 2811.585 448 488 0.2037037 0.2572016
Stationary 2811.616 448 488 0.2037037 0.2572016
Stationary 2811.646 448 488 0.2037037 0.2572016
Moved 2811.677 401.7957 458.5305 0.09674936 0.1814055
Moved 2811.708 348.0728 419.06 -0.02760917 0.0798867
Moved 2811.739 318.0929 395.85 -0.09700712 0.02019035
Moved 2811.769 303.5435 384.8348 -0.1306864 -0.008141043
Moved 2811.8 290.9711 375.4855 -0.1597892 -0.03218749
Moved 2811.831 285.7369 371.8685 -0.1719053 -0.04149064
Moved 2811.862 281.9895 368.9895 -0.1805799 -0.04889539
Moved 2811.892 280.8944 367.8943 -0.1831149 -0.05171207
Moved 2811.923 278.5 367 -0.1886574 -0.05401234
Ended 2811.954 279 366 -0.1875 -0.05658444
Candidates 2812.046 13 if id is us of odds odd usa off hugs his ps ugh
Began 2812.938 404 468 0.1018518 0.2057612
Stationary 2812.968 404 468 0.1018518 0.2057612
Stationary 2812.999 404 468 0.1018518 0.2057612
Stationary 2813.03 404 468 0.1018518 0.2057612
Stationary 2813.061 404 468 0.1018518 0.2057612
Stationary 2813.091 404 468 0.1018518 0.2057612
Stationary 2813.122 404 468 0.1018518 0.2057612
Stationary 2813.153 404 468 0.1018518 0.2057612
Stationary 2813.184 404 468 0.1018518 0.2057612
Stationary 2813.214 404 468 0.1018518 0.2057612
Stationary 2813.245 404 468 0.1018518 0.2057612
Stationary 2813.276 404 468 0.1018518 0.2057612
Moved 2813.307 422.4193 468 0.1444891 0.2057612
Moved 2813.337 448.4589 472.9344 0.204766 0.2184526
Moved 2813.368 479.1783 477 0.2758756 0.2289094
Moved 2813.399 502.0798 478 0.3288884 0.2314814
Moved 2813.429 522.2062 479 0.3754773 0.2340534
Moved 2813.46 535.3741 480 0.4059587 0.2366254
Moved 2813.491 546.4855 481 0.4316793 0.2391974
Moved 2813.522 551.6072 482 0.4435352 0.2417695
Moved 2813.552 554.1022 482 0.4493106 0.2417695
Moved 2813.583 555.5 482 0.4525463 0.2417695
Moved 2813.614 555 483 0.4513889 0.2443414
Moved 2813.645 532.3458 483 0.3989487 0.2443414
Moved 2813.676 506.3455 483 0.3387628 0.2443414
Moved 2813.706 484.3668 483 0.2878861 0.2443414
Moved 2813.737 468.1352 483 0.250313 0.2443414
Moved 2813.768 456.4682 483 0.2233061 0.2443414
Moved 2813.798 446.4467 483 0.2001081 0.2443414
Moved 2813.829 437.2503 483 0.1788202 0.2443414
Moved 2813.86 430.7543 483 0.1637831 0.2443414
Moved 2813.891 425.709 483 0.1521041 0.2443414
Moved 2813.921 419.9774 483 0.1388366 0.2443414
Moved 2813.952 416.6243 483 0.1310747 0.2443414
Moved 2813.983 414.5 483 0.1261574 0.2443414
Moved 2814.014 413.168 483 0.123074 0.2443414
Ended 2814.044 413 483 0.1226852 0.2443414
Accept 2814.136 0 if
Candidates 2814.136 13 you i holy hot july joy got your look hook utility pilot took
Began 2814.967 263 443 -0.2245371 0.1414608
Stationary 2814.998 263 443 -0.2245371 0.1414608
Stationary 2815.028 263 443 -0.2245371 0.1414608
Stationary 2815.059 263 443 -0.2245371 0.1414608
Stationary 2815.09 263 443 -0.2245371 0.1414608
Stationary 2815.12 263 443 -0.2245371 0.1414608
Stationary 2815.151 263 443 -0.2245371 0.1414608
Stationary 2815.182 263 443 -0.2245371 0.1414608
Stationary 2815.213 263 443 -0.2245371 0.1414608
Stationary 2815.243 263 443 -0.2245371 0.1414608
Stationary 2815.274 263 443 -0.2245371 0.1414608
Stationary 2815.305 263 443 -0.2245371 0.1414608
Stationary 2815.336 263 443 -0.2245371 0.1414608
Stationary 2815.366 263 443 -0.2245371 0.1414608
Stationary 2815.397 263 443 -0.2245371 0.1414608
Moved 2815.428 273.1725 443 -0.2009897 0.1414608
Moved 2815.459 287.0563 443 -0.1688511 0.1414608
Moved 2815.489 298.5274 450.923 -0.1422977 0.1618388
Moved 2815.52 308.5044 451.7009 -0.1192029 0.1638396
Moved 2815.551 319.7241 454 -0.09323125 0.169753
Moved 2815.582 328.3421 456 -0.07328212 0.174897
Moved 2815.612 334.9583 457 -0.05796701 0.1774691
Moved 2815.643 341.7058 458.8529 -0.04234771 0.1822348
Moved 2815.674 346.7223 459 -0.03073538 0.1826131
Moved 2815.705 350.7529 460 -0.02140532 0.1851851
Moved 2815.735 352.0957 460 -0.01829694 0.1851851
Moved 2815.766 354.5 461 -0.0127315 0.1877571
Moved 2815.797 355.2028 461 -0.01110474 0.1877571
Moved 2815.828 357.3539 461 -0.006125221 0.1877571
Moved 2815.858 357 462.3213 -0.006944438 0.1911554
Moved 2815.889 358.3432 462 -0.003835261 0.1903292
Stationary 2815.92 358 462 -0.004629641 0.1903292
Moved 2815.951 353.9221 463 -0.01406923 0.1929011
Moved 2815.981 339.4382 463 -0.04759669 0.1929011
Moved 2816.012 327.9747 463 -0.07413258 0.1929011
Moved 2816.043 320.7491 463 -0.09085859 0.1929011
Moved 2816.073 314.3027 463 -0.1057807 0.1929011
Moved 2816.104 308.8658 463 -0.1183662 0.1929011
Moved 2816.135 305.5614 463 -0.1260152 0.1929011
Moved 2816.166 304.0185 463 -0.1295869 0.1929011
Moved 2816.197 303 463 -0.1319445 0.1929011
Stationary 2816.227 303 463 -0.1319445 0.1929011
Moved 2816.258 314.3328 463 -0.1057111 0.1929011
Moved 2816.289 323.2754 465.0918 -0.08501072 0.1982812
Moved 2816.32 332.8845 468.9615 -0.06276737 0.2082342
Moved 2816.35 341.5212 471 -0.04277492 0.2134772
Moved 2816.381 347 473.5 -0.0300926 0.2199073
Moved 2816.412 351.2431 475.2431 -0.02027065 0.2243906
Moved 2816.442 355.132 476 -0.01126841 0.2263374
Ended 2816.473 356 476 -0.009259283 0.2263374
Accept 2816.565 0 you
Candidates 2816.565 13 ft get street degree study st dt the agree fy where sure free
Began 2817.396 305 398 -0.1273148 0.02572008
Moved 2817.426 293.424 398 -0.1541111 0.02572008
Moved 2817.457 262.7871 383.1653 -0.2250298 -0.01243505
Moved 2817.488 233 373 -0.2939815 -0.03858032
Moved 2817.519 206.5669 366.7134 -0.3551692 -0.05474961
Moved 2817.549 183.899 361.9856 -0.4076411 -0.06690955
Moved 2817.58 165.5985 357.1197 -0.4500036 -0.07942474
