he is still on our team
he is still on our team
FixStart
List

0.6 0.6
432 388.8
Began 1353.399 343 272 -0.03935183 -0.2983539
Stationary 1353.43 343 272 -0.03935183 -0.2983539
Stationary 1353.461 343 272 -0.03935183 -0.2983539
Moved 1353.491 361 272 0.002314846 -0.2983539
Moved 1353.522 378.9482 272 0.04386167 -0.2983539
Moved 1353.553 412.2893 280 0.1210401 -0.2777778
Moved 1353.584 435.0712 280 0.1737759 -0.2777778
Moved 1353.614 449.1469 280 0.2063584 -0.2777778
Moved 1353.645 455.4422 280 0.220931 -0.2777778
Moved 1353.676 459.489 280 0.2302986 -0.2777778
Moved 1353.707 461.253 280 0.2343819 -0.2777778
Stationary 1353.737 461 280 0.2337964 -0.2777778
Moved 1353.768 461 281.4216 0.2337964 -0.2741214
Moved 1353.799 445.2561 288.3719 0.1973521 -0.256245
Moved 1353.829 420.4892 301.7826 0.1400213 -0.2217526
Moved 1353.86 393.5 315 0.07754634 -0.1877573
Moved 1353.891 362.0776 330.1214 0.0048093 -0.1488649
Moved 1353.922 336.7977 342.6454 -0.05370895 -0.1166527
Moved 1353.952 310.7438 356.2983 -0.114019 -0.08153734
Moved 1353.983 293.569 367.3079 -0.1537754 -0.0532206
Moved 1354.014 276.629 379.5283 -0.1929885 -0.02178946
Moved 1354.045 265.2193 392.3743 -0.2193997 0.01125061
Moved 1354.075 256.9753 403.3663 -0.2384831 0.03952226
Moved 1354.106 252.374 410.439 -0.2491343 0.0577135
Moved 1354.137 248 418.1506 -0.2592593 0.07754765
Moved 1354.168 245.6618 422.6763 -0.2646716 0.08918785
Moved 1354.198 243.9067 425.0933 -0.2687345 0.09540451
Moved 1354.229 243 426.542 -0.2708333 0.09913052
Stationary 1354.26 243 427 -0.2708333 0.1003086
Ended 1354.291 243 427 -0.2708333 0.1003086
Candidates 1354.383 13 let he key le jr lee letter hr jet fleet the jew her
Began 1354.813 376 213 0.03703703 -0.4501029
Stationary 1354.844 376 213 0.03703703 -0.4501029
Stationary 1354.874 376 213 0.03703703 -0.4501029
Stationary 1354.905 376 213 0.03703703 -0.4501029
Moved 1354.936 385.2904 223.4517 0.05854259 -0.4232211
Moved 1354.967 390.8374 232.6749 0.07138292 -0.3994987
Moved 1354.997 399.7687 243.0765 0.09205728 -0.3727455
Moved 1355.028 408.3651 252.3651 0.1119564 -0.3488552
Moved 1355.059 414.7129 259.7129 0.1266501 -0.3299565
Moved 1355.09 420.3214 265.9821 0.1396329 -0.313832
Moved 1355.12 424.4218 270.4218 0.1491245 -0.302413
Moved 1355.151 426.8842 273 0.1548245 -0.295782
Moved 1355.182 429 276 0.1597223 -0.288066
Moved 1355.213 430 278.3751 0.162037 -0.281957
Moved 1355.243 431 280.128 0.1643519 -0.2774487
Moved 1355.274 432 281 0.1666667 -0.2752058
Moved 1355.305 433.3693 283.3693 0.1698363 -0.2691121
Moved 1355.335 433 284 0.1689814 -0.2674897
Moved 1355.366 434.5 285.5 0.1724537 -0.2636318
Moved 1355.397 435.5 287.5 0.1747686 -0.2584877
Moved 1355.428 436 289.5 0.1759259 -0.2533437
Moved 1355.458 437 290 0.1782407 -0.2520577
Moved 1355.489 437 291 0.1782407 -0.2494857
Moved 1355.52 437 292.5 0.1782407 -0.2456276
Moved 1355.551 437 292 0.1782407 -0.2469136
Moved 1355.581 437 295.1342 0.1782407 -0.2388524
Moved 1355.612 423.9622 302.0378 0.1480605 -0.2210962
Moved 1355.643 412.8929 315.6606 0.1224373 -0.1860582
Moved 1355.673 398.3141 333.2231 0.08869012 -0.1408872
Moved 1355.704 386.4855 350.1203 0.06130894 -0.09742728
Moved 1355.735 375.3 368.6601 0.03541658 -0.04974263
Moved 1355.766 362.528 390.9552 0.005851785 0.007600745
Moved 1355.797 350.95 408.3126 -0.02094919 0.05224416
Moved 1355.827 338.8891 426.1331 -0.04886781 0.09807873
Moved 1355.858 329.5155 437.9794 -0.07056604 0.1285476
Moved 1355.889 320.2527 448.9963 -0.09200752 0.1568835
Moved 1355.919 314.0095 455.9858 -0.1064596 0.1748605
Moved 1355.95 309 459.5 -0.1180555 0.1838991
Moved 1355.981 306.8071 463.1929 -0.1231317 0.1933972
Moved 1356.012 304.0457 464.9543 -0.1295237 0.1979276
Moved 1356.042 302.2887 466 -0.133591 0.2006171
Moved 1356.073 302 467 -0.1342593 0.2031892
Moved 1356.104 302 468.5 -0.1342593 0.2070472
Ended 1356.135 302 468.5 -0.1342593 0.2070472
Accept 1356.196 1 he
Began 1356.503 340 212 -0.04629632 -0.4526749
Stationary 1356.534 340 212 -0.04629632 -0.4526749
Stationary 1356.565 340 212 -0.04629632 -0.4526749
Moved 1356.595 357.169 228.1353 -0.006553133 -0.4111748
Moved 1356.626 373.9553 243.2164 0.03230393 -0.3723857
Moved 1356.657 394.7466 260.2476 0.08043189 -0.3285815
Moved 1356.688 415.0358 276.0269 0.1273978 -0.2879968
Moved 1356.719 434.641 293.094 0.1727802 -0.2440999
Moved 1356.749 451.4853 306.114 0.2117715 -0.2106123
Moved 1356.78 464.7306 316.7844 0.2424319 -0.1831677
Moved 1356.811 477.5613 327.5613 0.2721325 -0.1554495
Moved 1356.841 488.9201 336.4401 0.2984262 -0.1326132
Moved 1356.872 496.8861 342.886 0.316866 -0.1160338
Moved 1356.903 502.7053 347.4106 0.3303364 -0.1043965
Moved 1356.934 506.472 350.472 0.3390556 -0.09652267
Moved 1356.964 508.9301 352 0.3447457 -0.09259266
Moved 1356.995 509 353.2817 0.3449074 -0.08929618
Stationary 1357.026 509 353.2817 0.3449074 -0.08929618
Moved 1357.057 492.5 353 0.306713 -0.09002065
Moved 1357.087 483.5853 347.5853 0.2860772 -0.1039473
Moved 1357.118 457.3406 338.2681 0.2253255 -0.1279113
Moved 1357.149 423.469 328.6172 0.1469189 -0.1527335
Moved 1357.18 388.3131 315.5051 0.06553958 -0.1864582
Moved 1357.21 351.9947 300.5272 -0.01853078 -0.2249815
Moved 1357.241 320.0634 284.5317 -0.09244586 -0.2661223
Moved 1357.272 288.4558 269.7279 -0.1656116 -0.3041978
Moved 1357.302 268 260.5 -0.212963 -0.3279321
Moved 1357.333 250.8681 251.9341 -0.2526202 -0.3499638
Moved 1357.364 234.3359 244.668 -0.2908892 -0.3686524
Moved 1357.395 219.7807 239.9269 -0.3245818 -0.3808466
Moved 1357.425 208.9784 235.9928 -0.3495871 -0.390965
Moved 1357.456 197.9176 232.2294 -0.3751906 -0.4006447
Moved 1357.487 188.9391 228.4696 -0.3959743 -0.4103149
Moved 1357.518 182.159 225.7196 -0.411669 -0.4173879
Moved 1357.548 178.5829 224.2915 -0.4199469 -0.421061
Moved 1357.579 174.5453 221.5453 -0.4292933 -0.4281242
Moved 1357.61 170.7953 219.7953 -0.4379737 -0.4326252
