the union will go on strike
the union will go on strike
Basic
Radial

0.6 0.6
432 388.8
Began 399.6606 323 552 -0.08564815 0.4218106
Stationary 399.6913 323 552 -0.08564815 0.4218106
Stationary 399.722 323 552 -0.08564815 0.4218106
Stationary 399.7528 323 552 -0.08564815 0.4218106
Stationary 399.7834 323 552 -0.08564815 0.4218106
Stationary 399.8142 323 552 -0.08564815 0.4218106
Moved 399.8449 311.6331 538.2662 -0.1119604 0.3864871
Moved 399.8756 308.1243 529.2487 -0.1200826 0.3632938
Moved 399.9064 305.2097 518.839 -0.1268293 0.33652
Moved 399.9371 304 504.6836 -0.1296296 0.3001121
Moved 399.9678 316.7586 483.1675 -0.1000959 0.2447724
Moved 399.9985 335.5789 459.2764 -0.05653043 0.1833241
Moved 400.0292 349.7487 444.2513 -0.02372995 0.1446793
Moved 400.06 361.8853 425.0065 0.004364153 0.0951812
Moved 400.0907 374 403 0.03240744 0.03858017
Moved 400.1214 384.3045 387.3911 0.05626033 -0.001566302
Moved 400.1521 389.0297 379.9406 0.06719837 -0.02072895
Moved 400.1828 391 375.097 0.07175922 -0.03318685
Moved 400.2135 393.3279 372.6721 0.07714798 -0.03942388
Moved 400.2443 394.5 370.5 0.07986108 -0.04501037
Moved 400.275 395 368.7974 0.08101851 -0.04938942
Stationary 400.3057 395 368.7974 0.08101851 -0.04938942
Moved 400.3364 371.7856 393.7938 0.02728144 0.01490161
Moved 400.3671 347.4664 421.417 -0.02901291 0.08594905
Moved 400.3979 327.0774 446.5635 -0.07620965 0.1506262
Moved 400.4286 313.4898 463.4122 -0.1076625 0.1939615
Moved 400.4593 294.7941 487.437 -0.1509395 0.2557534
Moved 400.49 278.2465 508.3791 -0.1892443 0.309617
Moved 400.5207 265.5296 524.4704 -0.2186815 0.3510041
Moved 400.5515 258.9875 532.0125 -0.2338252 0.3704023
Moved 400.5822 254.2435 537.8783 -0.2448068 0.3854893
Ended 400.6129 252.6765 540.6469 -0.248434 0.3926102
Candidates 400.6743 13 the there where she other he enter what register edge threw refer regret
Began 401.1966 357 505 -0.006944438 0.3009258
Moved 401.2273 365.262 505 0.01218051 0.3009258
Moved 401.258 386.3282 505 0.06094496 0.3009258
Moved 401.2887 411.0882 505 0.1182597 0.3009258
Moved 401.3195 429.0178 495.8546 0.1597633 0.2774037
Moved 401.3502 444.1594 492.9681 0.1948135 0.2699797
Moved 401.3809 458.614 491 0.2282731 0.2649176
Moved 401.4116 468 490 0.25 0.2623456
Ended 401.4423 475.6118 490 0.26762 0.2623456
Accept 401.5037 0 the
Began 402.2717 412 570 0.1203704 0.4681069
Stationary 402.3025 412 570 0.1203704 0.4681069
Stationary 402.3332 412 570 0.1203704 0.4681069
Stationary 402.3639 412 570 0.1203704 0.4681069
Stationary 402.3946 412 570 0.1203704 0.4681069
Moved 402.4254 403.8361 546.8361 0.1014723 0.4085288
Moved 402.4561 400.8913 517.402 0.09465574 0.3328239
Moved 402.4867 398.3019 481.8306 0.0886618 0.2413337
Moved 402.5175 398 430.1747 0.08796295 0.1084741
Moved 402.5482 398 399.7991 0.08796295 0.03034737
