win first prize in the contest
Moved 1741.467 347.7617 505.4476 -0.02832929 0.3020771
Moved 1741.497 338.0496 507.3168 -0.05081112 0.3068846
Moved 1741.528 326.9189 508.8162 -0.07657658 0.3107412
Moved 1741.559 314.933 509 -0.1043217 0.3112139
Moved 1741.589 304.7634 509.5591 -0.1278626 0.312652
Moved 1741.62 295.6771 511 -0.1488957 0.3163579
Moved 1741.651 286.1004 512 -0.1710638 0.31893
Moved 1741.682 277.4907 512 -0.1909937 0.31893
Moved 1741.712 269.8856 512 -0.2085982 0.31893
Moved 1741.743 265.8348 512 -0.217975 0.31893
Moved 1741.774 260.8211 512 -0.2295807 0.31893
Moved 1741.805 257.0421 504.3363 -0.2383286 0.2992189
Moved 1741.835 254.1714 493.0281 -0.2449737 0.270134
Moved 1741.866 253 477.6038 -0.2476852 0.2304623
Moved 1741.897 252 463.6553 -0.25 0.1945866
Moved 1741.928 252 445.9921 -0.25 0.1491565
Moved 1741.958 252 433.1926 -0.25 0.1162359
Moved 1741.989 261.5515 420.7942 -0.2278902 0.08434711
Moved 1742.02 264.4156 410.7532 -0.2212602 0.05852149
Moved 1742.051 267.2798 401.1607 -0.2146302 0.03384951
Moved 1742.081 269.7853 396.4294 -0.2088303 0.02168043
Moved 1742.112 271.6581 391.3419 -0.2044951 0.008595431
Moved 1742.143 274.5346 385.9308 -0.1978366 -0.00532213
Moved 1742.173 279.8104 380.1896 -0.185624 -0.02008854
Moved 1742.204 292.7487 367.2513 -0.1556743 -0.05336604
Moved 1742.235 305.2657 353.7344 -0.1266999 -0.0881319
Moved 1742.266 316.7525 343.2475 -0.1001099 -0.1151042
Moved 1742.296 324.4643 335.5357 -0.08225849 -0.1349391
Moved 1742.327 333.2403 328.8398 -0.06194377 -0.152161
Moved 1742.358 339.8983 323.1017 -0.04653165 -0.1669195
Moved 1742.389 345.6415 320 -0.03323724 -0.1748972
Moved 1742.419 349.785 318 -0.02364591 -0.1800412
Moved 1742.45 351 314.7386 -0.02083332 -0.1884296
Moved 1742.481 353.1315 314 -0.01589929 -0.1903292
Ended 1742.511 353 314 -0.01620372 -0.1903292
Accept 1742.604 3 contest
Began 1742.819 337 373 -0.05324075 -0.03858032
Moved 1742.85 343.371 373 -0.03849298 -0.03858032
Moved 1742.88 384.411 373 0.05650699 -0.03858032
Moved 1742.911 443.0515 373 0.1922489 -0.03858032
Moved 1742.942 483.7159 373 0.2863793 -0.03858032
Moved 1742.973 517.8067 373 0.3652933 -0.03858032
Moved 1743.003 535.5 373 0.40625 -0.03858032
Moved 1743.034 561.8206 360.8538 0.4671772 -0.0698205
Moved 1743.065 573.741 358.0648 0.4947708 -0.07699393
Moved 1743.095 582.6044 356.1978 0.5152879 -0.08179574
Moved 1743.126 587.6759 355 0.5270275 -0.08487654
Moved 1743.157 591.2833 354 0.535378 -0.08744855
Moved 1743.188 595.1302 352.9349 0.5442827 -0.09018815
Moved 1743.219 597.9348 353 0.5507749 -0.09002065
Moved 1743.249 600.8088 352 0.5574277 -0.09259266
Moved 1743.28 604.3714 350.6286 0.5656745 -0.09611993
Moved 1743.311 608.2488 348.7512 0.57465 -0.1009486
Moved 1743.341 617.3782 348 0.595783 -0.1028807
Moved 1743.372 625.9819 346.2545 0.6156989 -0.1073702
Moved 1743.403 633.0558 345 0.6320737 -0.1105968
Moved 1743.434 637.7805 345 0.6430105 -0.1105968
Ended 1743.464 639 345 0.6458333 -0.1105968
PhraseEnd 1743.526
