travel at the speed of light
travel at the speed of light
Basic
Radial

0.6 0.6
432 388.8
Began 1180.921 396 527 0.08333336 0.3575102
Stationary 1180.952 396 527 0.08333336 0.3575102
Moved 1180.982 378.2874 527 0.04233201 0.3575102
Moved 1181.013 348.0179 527 -0.02773638 0.3575102
Moved 1181.044 317.9732 527 -0.09728432 0.3575102
Moved 1181.074 287.8101 527 -0.1671063 0.3575102
Moved 1181.105 269.3596 527 -0.2098156 0.3575102
Moved 1181.136 256.0698 527 -0.2405792 0.3575102
Moved 1181.167 245.9301 516.4476 -0.2640506 0.3303693
Moved 1181.197 227.9369 501.3198 -0.3057016 0.2914602
Moved 1181.228 209.9743 475.2147 -0.3472817 0.2243175
Moved 1181.259 197.9121 450.6417 -0.3752035 0.1611154
Moved 1181.29 187.1377 425.2753 -0.4001442 0.09587272
Moved 1181.32 182.5155 409.5774 -0.4108438 0.05549736
Moved 1181.351 182 400.9148 -0.412037 0.03321702
Moved 1181.382 182 390.4449 -0.412037 0.006288206
Moved 1181.412 205.2289 375.3283 -0.3582664 -0.03259188
Moved 1181.443 228.8931 362.4046 -0.3034881 -0.06583186
Moved 1181.474 255.5 350.5 -0.2418981 -0.09645069
Moved 1181.505 288.3509 336.8538 -0.1658543 -0.131549
Moved 1181.535 311.3923 321.5064 -0.1125177 -0.1710226
Moved 1181.566 325.8078 300.9075 -0.07914861 -0.2240033
Moved 1181.597 338.2687 270.7013 -0.05030394 -0.3016942
Moved 1181.628 346.4043 247.9893 -0.03147145 -0.3601099
Moved 1181.658 351.0725 239.9275 -0.02066557 -0.380845
Moved 1181.689 360.7171 255.0947 0.00165989 -0.3418346
Moved 1181.72 369.4166 323.5821 0.02179762 -0.165684
Moved 1181.75 368 380.0718 0.01851857 -0.0203916
Moved 1181.781 354.1342 421.8138 -0.01357819 0.08696948
Moved 1181.812 333.4652 447.3254 -0.06142313 0.1525859
Moved 1181.843 312.2948 470.7053 -0.1104288 0.2127192
Moved 1181.874 293.2246 486.8503 -0.1545727 0.2542445
Moved 1181.904 285.338 495.662 -0.1728287 0.2769084
Moved 1181.935 283.1375 499.7249 -0.1779224 0.2873583
Moved 1181.966 283 504.7379 -0.1782407 0.3002518
Moved 1181.996 317.2782 507 -0.09889305 0.3060699
Moved 1182.027 364.1819 485.1497 0.009680389 0.2498704
Moved 1182.058 407.6937 451.2343 0.110402 0.1626394
Moved 1182.089 448.2713 415.4406 0.2043317 0.07057758
Moved 1182.119 475.0846 392.6417 0.2663996 0.01193855
Moved 1182.15 490.128 382.3232 0.3012223 -0.01460087
Moved 1182.181 502.4989 374.6674 0.3298585 -0.03429161
Ended 1182.212 512.1327 372.9557 0.3521591 -0.03869414
Candidates 1182.242 13 travel isabel panel real label rebel level random tandem excel talk channel pittsburgh
Began 1182.98 277 382 -0.1921296 -0.01543218
Moved 1183.011 297.391 378.0671 -0.1449282 -0.02554764
Moved 1183.042 347.3753 362.525 -0.02922391 -0.06552237
Moved 1183.072 432.6914 360 0.1682672 -0.07201654
Moved 1183.103 467.8942 359.2339 0.2497551 -0.07398684
Moved 1183.134 489.5519 358 0.2998886 -0.07716057
Ended 1183.164 495.3147 358 0.3132286 -0.07716057
Accept 1183.257 0 travel
Began 1183.41 158 371 -0.4675925 -0.04372435
Stationary 1183.441 158 371 -0.4675925 -0.04372435
Moved 1183.472 182.8869 390.5724 -0.409984 0.006616302
Moved 1183.502 221.5289 422.7768 -0.320535 0.0894464
Moved 1183.533 255.722 452.6816 -0.2413844 0.166362
Moved 1183.564 282.5533 476.1584 -0.1792748 0.2267449
Moved 1183.595 314.2054 500.4041 -0.1060061 0.289105
Moved 1183.625 340.2007 517.8004 -0.0458318 0.3338487
Moved 1183.656 362.0499 530.025 0.004745125 0.3652904
Moved 1183.687 374.1835 536.0917 0.03283212 0.3808943
Ended 1183.718 384.7222 539 0.05722741 0.3883744
Candidates 1183.779 13 at art say sat att day st ay safety asset set assay ar
Began 1184.179 300 418 -0.1388889 0.07716041
Moved 1184.209 326.5305 418 -0.07747566 0.07716041
Moved 1184.24 417.2343 435.0469 0.1324868 0.1210053
Moved 1184.271 472.1989 448.0459 0.2597196 0.154439
Moved 1184.302 495.0901 451.5843 0.3127084 0.1635398
Ended 1184.332 504 453 0.3333333 0.167181
Accept 1184.455 0 at
Began 1184.517 355 534 -0.01157408 0.3755144
Moved 1184.547 355 518.1269 -0.01157408 0.3346885
Moved 1184.578 380.4405 478.0701 0.04731595 0.2316618
Moved 1184.609 400.1217 430.3218 0.09287437 0.1088522
Moved 1184.64 408.9109 395.9008 0.1132198 0.02032084
Moved 1184.67 412.3233 380.7068 0.1211187 -0.01875834
Moved 1184.701 412 376 0.1203704 -0.03086435
Moved 1184.732 390.2151 389.4781 0.06994237 0.00380155
