a good response to the question
Stationary 3133.516 343 429 -0.03935183 0.1054526
Stationary 3133.547 343 429 -0.03935183 0.1054526
Stationary 3133.577 343 429 -0.03935183 0.1054526
Stationary 3133.608 343 429 -0.03935183 0.1054526
Stationary 3133.639 343 429 -0.03935183 0.1054526
Stationary 3133.67 343 429 -0.03935183 0.1054526
Stationary 3133.7 343 429 -0.03935183 0.1054526
Moved 3133.731 332.9445 422 -0.06262843 0.08744851
Moved 3133.762 331.5 419.5 -0.06597221 0.08101848
Moved 3133.793 329.1281 417.1281 -0.07146269 0.07491791
Moved 3133.823 325.5907 413.5906 -0.07965123 0.06581942
Moved 3133.854 323.0528 409.1055 -0.085526 0.05428369
Moved 3133.885 320.5123 405.5123 -0.0914068 0.0450418
Moved 3133.916 319.2699 402.2699 -0.09428273 0.03670233
Moved 3133.946 319 400.8661 -0.09490739 0.03309191
Stationary 3133.977 319 401 -0.09490739 0.03343609
Moved 3134.008 319 398.9178 -0.09490739 0.02808064
Moved 3134.039 324.8746 394.8251 -0.08130878 0.01755412
Moved 3134.069 337.5636 388.7182 -0.05193621 0.001847106
Moved 3134.1 347.0444 381.9556 -0.02998988 -0.01554623
Moved 3134.131 357.9176 374.3118 -0.004820277 -0.03520644
Moved 3134.161 361.981 370.019 0.004585584 -0.04624739
Moved 3134.192 368.0786 367.9607 0.01870056 -0.0515415
Moved 3134.223 375.5479 367 0.03599048 -0.05401234
Moved 3134.254 379.3786 367 0.04485796 -0.05401234
Moved 3134.284 393.8838 380.6047 0.07843474 -0.01902074
Moved 3134.315 435.8517 411.4376 0.1755826 0.06028175
Moved 3134.346 493.2848 453.5162 0.3085296 0.1685088
Moved 3134.377 521.7322 474.7809 0.3743801 0.223202
Moved 3134.407 539.9372 494.2139 0.4165213 0.2731839
Moved 3134.438 549.4383 508.8765 0.4385145 0.3108964
Moved 3134.469 555.3575 520.0724 0.4522163 0.3396923
Moved 3134.5 557 522.8972 0.4560185 0.3469578
Moved 3134.53 558.5 526 0.4594907 0.3549381
Moved 3134.561 558 527.5 0.4583333 0.3587962
Moved 3134.592 558 528 0.4583333 0.3600822
Moved 3134.623 549.4769 529 0.4386038 0.3626543
Moved 3134.653 531.0817 529 0.3960224 0.3626543
Moved 3134.684 495.6288 505.4498 0.3139556 0.3020828
Moved 3134.715 458.7899 478.9916 0.2286802 0.2340318
Moved 3134.745 425.9087 453.8427 0.1525664 0.1693484
Moved 3134.776 400.1259 434.8188 0.09288391 0.1204187
Moved 3134.807 377.0901 416.959 0.0395605 0.07448294
Moved 3134.838 360.1842 403.1579 0.0004264712 0.03898628
Moved 3134.868 346.5 393 -0.03125002 0.01285996
Moved 3134.899 331.7433 385.9962 -0.06540899 -0.005153923
Moved 3134.93 316.2343 378.1172 -0.1013094 -0.02541883
Moved 3134.961 304.6378 372.3189 -0.1281531 -0.04033202
Moved 3134.991 292.0643 366.2257 -0.1572586 -0.05600391
Moved 3135.022 280.6987 359.6795 -0.1835678 -0.07284085
Moved 3135.053 269.2074 352.4056 -0.210168 -0.09154951
Moved 3135.083 260.0551 348.5275 -0.2313539 -0.1015239
Moved 3135.114 253.4472 344.7236 -0.2466499 -0.1113076
Moved 3135.145 248.2189 342.6094 -0.2587525 -0.1167454
Moved 3135.176 242.8744 340.9372 -0.2711241 -0.1210464
Moved 3135.207 241.5 341 -0.2743055 -0.1208849
Ended 3135.237 241.5 341 -0.2743055 -0.1208849
Accept 3135.299 0 a
Candidates 3135.299 13 good shops food flood foods chips god cops dos floyd dod shipped folks
Began 3136.221 346 620 -0.03240739 0.5967077
Stationary 3136.251 346 620 -0.03240739 0.5967077
Stationary 3136.282 346 620 -0.03240739 0.5967077
Moved 3136.313 334.4783 620 -0.05907799 0.5967077
Moved 3136.343 330.046 613.1609 -0.06933798 0.5791175
Moved 3136.375 325 606.5 -0.08101851 0.5619856
Moved 3136.405 319.867 602.9335 -0.0929004 0.5528125
Moved 3136.436 315.7513 598.3757 -0.1024275 0.5410896
Moved 3136.467 312.2457 595.1229 -0.1105423 0.5327233
Moved 3136.497 308.1691 591.5845 -0.1199789 0.5236228
Moved 3136.528 305.0416 588.0831 -0.1272186 0.514617
Moved 3136.559 300 584.5 -0.1388889 0.5054011
Moved 3136.59 297.2723 578.5446 -0.1452031 0.4900836
Moved 3136.62 293.7292 573.4584 -0.1534046 0.4770021
Moved 3136.651 291.1797 560.2582 -0.1593061 0.443051
Moved 3136.682 291 539.4556 -0.1597222 0.3895461
Moved 3136.712 295.4977 520.5023 -0.1493109 0.3407981
Moved 3136.743 301.1962 507.2153 -0.13612 0.3066237
Moved 3136.774 303.7442 499.7675 -0.1302218 0.2874677
Moved 3136.804 305 495.4316 -0.1273148 0.2763157
Moved 3136.835 306.4052 492.5948 -0.1240621 0.2690195
Moved 3136.866 306 488.9366 -0.125 0.2596105
Moved 3136.897 306 486.3843 -0.125 0.2530459
Moved 3136.928 306 484.9246 -0.125 0.2492916
Stationary 3136.958 306 484.9246 -0.125 0.2492916
Stationary 3136.989 306 485 -0.125 0.2494856
Stationary 3137.02 306 485 -0.125 0.2494856
Stationary 3137.051 306 485 -0.125 0.2494856
Moved 3137.081 306 494.1927 -0.125 0.2731294
Moved 3137.112 306 497.7882 -0.125 0.282377
Moved 3137.143 295.3557 502.6443 -0.1496397 0.294867
Moved 3137.174 289.2783 508.7217 -0.1637077 0.3104982
Moved 3137.204 284.854 512.146 -0.1739492 0.3193054
Moved 3137.235 279.7223 516.2777 -0.185828 0.3299322
Moved 3137.266 272.4538 520.1821 -0.2026533 0.3399744
Moved 3137.296 265.8357 523.7214 -0.2179728 0.3490777
Moved 3137.327 258.9978 526.0007 -0.2338014 0.3549401
Moved 3137.358 250 528.5 -0.2546296 0.3613682
Moved 3137.389 242.6843 531.2104 -0.2715641 0.3683395
Moved 3137.419 235.6859 533.657 -0.2877641 0.3746322
Moved 3137.45 230.1472 536.9264 -0.3005851 0.3830411
Moved 3137.481 227.5472 540.9056 -0.3066037 0.3932756
Moved 3137.512 225.0027 541.9973 -0.3124936 0.3960834
Moved 3137.542 224 543.5 -0.3148148 0.3999484
Stationary 3137.573 224 543.5 -0.3148148 0.3999484
Moved 3137.604 223 534.9282 -0.3171296 0.3779016
Moved 3137.635 223 509.5557 -0.3171296 0.3126433
Moved 3137.665 232.7131 483.5117 -0.2946456 0.2456577
Moved 3137.696 232.7195 467.6828 -0.2946307 0.2049454
Moved 3137.727 234.1883 451.8703 -0.2912308 0.1642754
Moved 3137.758 235.7294 438.6235 -0.2876634 0.1302043
Moved 3137.788 237.2669 425.6654 -0.2841043 0.09687596
Moved 3137.819 238 416 -0.2824074 0.07201634
Moved 3137.85 240.0359 406.8923 -0.2776947 0.04859123
Moved 3137.88 241 399.2801 -0.275463 0.02901254
Moved 3137.911 242.123 392.6311 -0.2728635 0.0119112
Moved 3137.942 242 389.5 -0.2731481 0.003857946
Moved 3137.973 243 386.0496 -0.2708333 -0.005016562
Moved 3138.003 243 382.0176 -0.2708333 -0.01538689
Moved 3138.034 243 380.9835 -0.2708333 -0.01804666
Moved 3138.065 243 378.5 -0.2708333 -0.02443423
Moved 3138.095 243 375.1804 -0.2708333 -0.03297241
Moved 3138.126 243 372.6411 -0.2708333 -0.03950347
Moved 3138.157 243 369.1017 -0.2708333 -0.04860685
Moved 3138.188 243 365.5682 -0.2708333 -0.05769486
Moved 3138.219 243 362.3478 -0.2708333 -0.06597793
Moved 3138.249 243 360.5 -0.2708333 -0.07073053
Moved 3138.28 243 359.7704 -0.2708333 -0.07260703
Stationary 3138.311 243 359.7704 -0.2708333 -0.07260703
Stationary 3138.342 243 360 -0.2708333 -0.07201654
Moved 3138.372 264.0524 374.5667 -0.2221009 -0.03455064
Moved 3138.403 298.4964 393.3729 -0.1423695 0.01381905
Moved 3138.434 323.4547 405.7274 -0.08459558 0.04559493
Moved 3138.464 347.5539 414.6559 -0.02881045 0.06855949
Moved 3138.495 385.4346 428.788 0.05887638 0.1049072
Moved 3138.526 429 450 0.1597223 0.1594649
Moved 3138.557 452.431 460.1616 0.2139607 0.1856008
Moved 3138.587 474.604 470.6382 0.265287 0.2125467
Moved 3138.618 491.0955 481.4831 0.3034617 0.2404399
Moved 3138.649 508.9996 493.1426 0.3449065 0.2704284
Moved 3138.68 524.895 504.9125 0.3817013 0.3007008
Moved 3138.71 532.8987 511.674 0.4002284 0.3180915
Moved 3138.741 539.5306 516.5306 0.4155802 0.3305828
Moved 3138.772 543.6133 519.3066 0.4250308 0.3377227
Moved 3138.802 545.8474 521.8474 0.4302022 0.3442575
Moved 3138.833 549.1324 523.0662 0.4378065 0.3473925
Moved 3138.864 552.6069 524.6069 0.4458494 0.3513552
Moved 3138.895 557.2872 527.1436 0.4566833 0.3578796
Moved 3138.926 563.3694 529.6847 0.4707626 0.3644152
Moved 3138.956 567.8751 532.8751 0.4811923 0.3726209
Moved 3138.987 571.4808 534 0.4895388 0.3755144
Moved 3139.018 574.0215 536 0.4954201 0.3806583
Moved 3139.048 576.5 537 0.5011575 0.3832304
Moved 3139.079 577.7935 538.7935 0.5041517 0.3878433
Moved 3139.11 579 539 0.5069445 0.3883744
Moved 3139.141 580 540 0.5092593 0.3909464
Moved 3139.171 581 541.4171 0.511574 0.3945913
Stationary 3139.202 581 541 0.511574 0.3935184
Moved 3139.233 569.8715 543.2365 0.4858137 0.3992708
Moved 3139.264 553.5397 545.78 0.4480087 0.4058127
Moved 3139.294 533.6132 546 0.4018824 0.4063785
Moved 3139.325 515.9387 546 0.3609691 0.4063785
Moved 3139.356 502.3574 546 0.329531 0.4063785
Moved 3139.386 490.3265 537.6633 0.3016818 0.3849363
Moved 3139.417 481.3349 531.5566 0.2808678 0.3692298
Moved 3139.448 472.6544 522.3181 0.2607742 0.3454682
Moved 3139.479 457.0078 500.0124 0.2245549 0.2880976
Moved 3139.51 445 476 0.1967593 0.2263374
Moved 3139.54 438.7943 454.177 0.1823941 0.1702083
Moved 3139.571 435.4368 441.0287 0.1746221 0.1363905
Moved 3139.602 434.1109 423.6655 0.1715531 0.09173228
Moved 3139.632 434 410.749 0.1712963 0.05851071
Moved 3139.663 433 402.0198 0.1689814 0.03605905
Moved 3139.694 433 395.657 0.1689814 0.019694
Moved 3139.725 433 386.9038 0.1689814 -0.002819501
Moved 3139.755 433 379.065 0.1689814 -0.02298096
Moved 3139.786 432.1501 363.7507 0.1670142 -0.06236959
Moved 3139.817 432 354.5833 0.1666667 -0.08594834
Moved 3139.847 432 345.3055 0.1666667 -0.1098108
Moved 3139.878 432 336.3689 0.1666667 -0.1327961
Moved 3139.909 432 322.1995 0.1666667 -0.16924
Moved 3139.94 432 311.9277 0.1666667 -0.1956592
Moved 3139.97 432 302.7488 0.1666667 -0.2192675
Moved 3140.001 432 294.6938 0.1666667 -0.2399852
Moved 3140.032 432 288.0591 0.1666667 -0.2570497
Moved 3140.063 431.105 282.3151 0.164595 -0.2718232
Moved 3140.093 429.5833 274.7499 0.1610725 -0.291281
Moved 3140.124 429 268.1525 0.1597223 -0.3082499
Moved 3140.155 427.5013 263.0026 0.156253 -0.3214956
Moved 3140.186 427 258.4026 0.1550926 -0.3333267
Moved 3140.216 427 254.4495 0.1550926 -0.3434942
Moved 3140.247 426 249.1725 0.1527777 -0.3570667
Moved 3140.278 426 245.2633 0.1527777 -0.3671212
Moved 3140.309 425 243.2942 0.150463 -0.3721858
Moved 3140.339 425 240.8306 0.150463 -0.3785223
Moved 3140.37 425 238.2687 0.150463 -0.3851115
Moved 3140.401 425 235.7147 0.150463 -0.3916803
Moved 3140.431 424.347 234 0.1489515 -0.3960905
Moved 3140.462 424 231.8905 0.1481481 -0.4015163
Moved 3140.493 424 230.3459 0.1481481 -0.4054888
Moved 3140.524 423 227.7974 0.1458333 -0.4120439
Moved 3140.554 419 226.5 0.1365741 -0.4153807
Moved 3140.585 398.0958 244.9042 0.08818477 -0.3680449
Moved 3140.616 374.2284 266.7716 0.03293614 -0.3118014
Moved 3140.647 354.5468 286.4532 -0.01262302 -0.2611801
Moved 3140.677 339 301 -0.04861111 -0.2237656
Moved 3140.708 325.9772 311.3485 -0.07875646 -0.197149
Moved 3140.739 314.0675 321.546 -0.1063253 -0.1709208
Moved 3140.77 302.3115 331.6885 -0.1335383 -0.1448341
Moved 3140.8 292.1088 340.4184 -0.1571555 -0.1223807
Moved 3140.831 284.845 348.155 -0.1739699 -0.1024821
Moved 3140.862 275.2188 355.5208 -0.1962527 -0.08353724
Moved 3140.893 267.5966 363.4034 -0.2138968 -0.0632629
Moved 3140.923 259.9669 369.6887 -0.2315581 -0.04709699
Moved 3140.954 252.7165 376.1417 -0.2483414 -0.03049968
Moved 3140.985 245.7776 381.2224 -0.2644036 -0.0174323
Moved 3141.015 239.6907 386.9639 -0.2784937 -0.002664833
Moved 3141.046 233.6014 393.598 -0.2925894 0.01439793
Moved 3141.077 228.0427 398.9573 -0.3054567 0.02818241
Moved 3141.108 222.9537 403.0463 -0.3172368 0.0386994
Moved 3141.138 219.4322 404.5679 -0.3253885 0.04261276
Moved 3141.169 216.8904 407.1096 -0.3312723 0.04915014
Moved 3141.2 213.2926 408 -0.3396005 0.05144025
Moved 3141.23 211.1005 409.8995 -0.3446747 0.05632573
Moved 3141.261 207.1196 412.4402 -0.3538899 0.06286071
Moved 3141.292 205.0178 414.9822 -0.3587551 0.06939856
Moved 3141.323 202.7836 421.8656 -0.3639268 0.08710288
Moved 3141.354 202 434.7781 -0.3657407 0.1203141
Moved 3141.384 202 447.4458 -0.3657407 0.1528955
Moved 3141.415 209.6175 460.0784 -0.3481076 0.1853866
Moved 3141.446 218.3959 477.9897 -0.3277873 0.2314549
Moved 3141.477 226.2794 497.1986 -0.3095384 0.2808605
Moved 3141.507 233.5605 514.1209 -0.2926841 0.3243849
Moved 3141.538 238.4551 527.6379 -0.2813538 0.3591508
Moved 3141.569 244.8868 539.8113 -0.2664658 0.3904612
Moved 3141.599 251.5 553 -0.2511574 0.4243826
Moved 3141.63 254.0427 558.1282 -0.2452715 0.4375723
Moved 3141.661 257.5872 561.5872 -0.2370667 0.4464689
Ended 3141.692 258 562 -0.2361111 0.4475308
Accept 3141.753 0 good
Candidates 3141.753 13 response define awesome deadline recover designer resolve service healthcare headline remove device whose
Began 3143.136 379 525 0.04398147 0.3523662
Stationary 3143.167 379 525 0.04398147 0.3523662
Moved 3143.198 371.2376 525 0.02601306 0.3523662
Moved 3143.229 361.4016 515.2028 0.003244479 0.3271677
Moved 3143.259 350.3432 515.3358 -0.02235368 0.3275097
Moved 3143.29 341.1702 513.7925 -0.04358749 0.3235404
Moved 3143.321 332.0225 513.2556 -0.06476273 0.3221594
Moved 3143.351 324.1507 513 -0.08298451 0.321502
Moved 3143.382 318.8779 513 -0.0951901 0.321502
Moved 3143.413 313.9347 513 -0.1066326 0.321502
Moved 3143.444 311.4303 513 -0.11243 0.321502
Moved 3143.474 308.8882 513 -0.1183144 0.321502
Moved 3143.505 306.7231 513 -0.123326 0.321502
Moved 3143.536 304.1074 513 -0.1293811 0.321502
Moved 3143.567 304 521.1927 -0.1296296 0.3425739
Moved 3143.597 304 522 -0.1296296 0.3446501
Moved 3143.628 304 525.1917 -0.1296296 0.3528593
Moved 3143.659 311.984 526.7984 -0.1111481 0.3569917
Moved 3143.689 328.4023 527 -0.07314274 0.3575102
Moved 3143.72 344.2852 519.953 -0.03637676 0.3393852
Moved 3143.751 357.5964 510.5229 -0.005563895 0.3151308
Moved 3143.782 374.5188 499.8887 0.03360838 0.2877796
Moved 3143.813 388.239 491.2566 0.06536812 0.2655776
Moved 3143.843 399.9772 486.4091 0.09253979 0.2531098
Moved 3143.874 418.3229 480.8708 0.1350068 0.2388653
Moved 3143.905 453.0364 476 0.215362 0.2263374
Moved 3143.935 478.1664 476 0.2735334 0.2263374
Moved 3143.966 501.3762 485.0161 0.3272598 0.2495268
Moved 3143.997 520.2833 495.5222 0.3710262 0.2765489
Moved 3144.028 538.0801 510.6401 0.4122224 0.3154322
Moved 3144.058 548.8788 521.8788 0.4372194 0.3443384
Moved 3144.089 561.5 544 0.4664352 0.4012345
Moved 3144.12 564.8326 553.3305 0.4741496 0.4252327
Moved 3144.15 566 559.6528 0.4768519 0.4414937
Moved 3144.181 566 564.7343 0.4768519 0.4545634
Moved 3144.212 566 569.8086 0.4768519 0.4676146
Moved 3144.243 566 571.722 0.4768519 0.472536
Moved 3144.273 566 573 0.4768519 0.4758229
Ended 3144.304 566 573 0.4768519 0.4758229
Accept 3144.366 0 response
Candidates 3144.366 13 to trip top too tip rip tripp ep group rp rio trio tp
Began 3145.165 307 539 -0.1226852 0.3883744
Stationary 3145.196 307 539 -0.1226852 0.3883744
Stationary 3145.226 307 539 -0.1226852 0.3883744
Stationary 3145.257 307 539 -0.1226852 0.3883744
Stationary 3145.288 307 539 -0.1226852 0.3883744
Moved 3145.318 307 527.5518 -0.1226852 0.3589293
Moved 3145.349 307 524.3571 -0.1226852 0.3507127
Moved 3145.38 307 520.6408 -0.1226852 0.3411542
Moved 3145.411 307 515.6199 -0.1226852 0.3282405
Moved 3145.441 298.8572 511.8572 -0.1415343 0.3185627
Moved 3145.472 298 509.3222 -0.1435185 0.3120426
Moved 3145.503 298 507.7842 -0.1435185 0.3080868
Moved 3145.534 298 506.6694 -0.1435185 0.3052196
Moved 3145.564 298 505.033 -0.1435185 0.3010106
Moved 3145.595 308 501 -0.1203704 0.2906378
Moved 3145.626 318.2863 496.8568 -0.09655947 0.2799814
Moved 3145.656 328 490.5 -0.07407407 0.2636316
Moved 3145.687 336.5344 484.3492 -0.05431856 0.2478116
Moved 3145.718 345.7581 475.2419 -0.03296738 0.2243875
Moved 3145.749 352.98 464.0334 -0.01625006 0.1955591
Moved 3145.78 359.5 451 -0.001157423 0.162037
Moved 3145.81 364.521 439.4371 0.01046518 0.1322969
Moved 3145.841 369.6241 422.8158 0.02227793 0.08954668
Moved 3145.872 373.7343 410.6642 0.03179242 0.05829281
Moved 3145.902 378.8464 397.8841 0.04362584 0.02542201
Moved 3145.933 382.6943 389.9171 0.05253315 0.00493077
Moved 3145.964 387.4704 381.2943 0.06358892 -0.01724714
Moved 3145.995 390.766 373.7021 0.07121762 -0.03677454
Moved 3146.025 394.321 366.3581 0.07944663 -0.05566334
Moved 3146.056 395.5804 361.8392 0.0823621 -0.06728608
Moved 3146.087 396 357.7224 0.08333336 -0.07787461
Moved 3146.118 396 355 0.08333336 -0.08487654
Moved 3146.148 396 352.7798 0.08333336 -0.09058705
Moved 3146.179 387.5931 353 0.06387303 -0.09002065
Moved 3146.21 361.9308 377.0461 0.004469355 -0.02817358
Moved 3146.24 343 394.5 -0.03935183 0.01671807
Moved 3146.271 323.413 411.587 -0.08469214 0.06066616
Moved 3146.302 312.6633 420.0025 -0.1095756 0.08231096
Moved 3146.333 298.6423 436.2292 -0.1420317 0.1240463
Moved 3146.364 288.3521 449.0599 -0.1658516 0.1570469
Moved 3146.394 283.0806 460.8389 -0.1780542 0.1873427
Moved 3146.425 277.6391 474.0828 -0.1906503 0.2214062
Moved 3146.456 273.2649 489.6758 -0.2007758 0.2615117
Moved 3146.486 270.7216 502.392 -0.2066629 0.294218
Moved 3146.517 268.1805 513.2781 -0.2125452 0.3222172
Moved 3146.548 266 521.2881 -0.2175926 0.3428191
Moved 3146.579 263.3632 531.9103 -0.2236962 0.3701397
Moved 3146.609 261.8199 542.7204 -0.2272688 0.3979434
Moved 3146.64 261 551.8886 -0.2291666 0.4215241
Ended 3146.671 261 555 -0.2291666 0.4295266
Accept 3146.763 0 to
Candidates 3146.763 13 the where threw else egfr enter what register refer use tenet offer rude
Began 3148.054 207 527 -0.3541667 0.3575102
Stationary 3148.085 207 527 -0.3541667 0.3575102
Stationary 3148.115 207 527 -0.3541667 0.3575102
Stationary 3148.146 207 527 -0.3541667 0.3575102
Stationary 3148.177 207 527 -0.3541667 0.3575102
Moved 3148.208 207 516.8248 -0.3541667 0.3313395
Moved 3148.238 207 512.7435 -0.3541667 0.3208421
Moved 3148.269 211.653 510.3353 -0.3433959 0.3146483
Moved 3148.3 214 507.0811 -0.3379629 0.3062785
Moved 3148.331 215 504.5494 -0.3356481 0.2997668
Moved 3148.361 215 503.5 -0.3356481 0.2970678
Moved 3148.392 215 502.6699 -0.3356481 0.2949327
Moved 3148.423 215 501.7792 -0.3356481 0.2926418
Stationary 3148.453 215 502 -0.3356481 0.2932098
Moved 3148.484 208.2387 501 -0.3512993 0.2906378
Moved 3148.515 204.7675 501 -0.3593344 0.2906378
Moved 3148.546 198.3009 501 -0.3743035 0.2906378
Moved 3148.576 191.6679 499.8893 -0.3896576 0.287781
Moved 3148.607 185.6549 500 -0.4035766 0.2880658
Moved 3148.638 179.3199 500 -0.418241 0.2880658
Moved 3148.669 176.2624 500 -0.4253185 0.2880658
Moved 3148.699 170.9218 500 -0.4376811 0.2880658
Moved 3148.73 167.4027 500 -0.4458272 0.2880658
Moved 3148.761 164.8429 500 -0.4517524 0.2880658
Moved 3148.792 163.5718 500 -0.454695 0.2880658
Moved 3148.822 162 500 -0.4583334 0.2880658
Moved 3148.853 161 500 -0.4606481 0.2880658
Moved 3148.884 160 500 -0.462963 0.2880658
Moved 3148.915 160 509.0198 -0.462963 0.311265
Moved 3148.945 160 510.8344 -0.462963 0.3159321
Moved 3148.976 176.3221 513.4644 -0.4251804 0.3226965
Moved 3149.007 195.0636 516.0091 -0.3817973 0.3292415
Moved 3149.037 212.2744 516 -0.3419574 0.329218
Moved 3149.068 232.4761 516 -0.2951942 0.329218
Moved 3149.099 248.9379 516 -0.2570883 0.329218
Moved 3149.13 263.1973 516 -0.2240804 0.329218
Moved 3149.16 282.0606 516 -0.1804153 0.329218
Moved 3149.191 287.4338 516 -0.1679773 0.329218
Moved 3149.222 296.6807 507.7731 -0.1465725 0.3080584
Moved 3149.253 306.0992 506 -0.1247702 0.3034978
Moved 3149.283 314.0676 505 -0.1063251 0.3009258
Moved 3149.314 321.5 502 -0.08912037 0.2932098
Moved 3149.345 331.3662 500.8779 -0.06628191 0.2903238
Moved 3149.375 340.9858 499.3381 -0.04401435 0.2863633
Moved 3149.406 348.7316 498.0895 -0.02608429 0.2831519
Moved 3149.437 358.6848 498 -0.003044357 0.2829217
Moved 3149.468 367.8969 497 0.01827975 0.2803498
Moved 3149.499 379 496 0.04398147 0.2777777
Moved 3149.529 390.1311 495 0.06974796 0.2752057
Moved 3149.56 402.652 493.6696 0.09873161 0.2717839
Moved 3149.591 411.6411 494 0.1195395 0.2726337
Moved 3149.621 419.2473 494 0.1371465 0.2726337
Moved 3149.652 425.21 494 0.1509492 0.2726337
Moved 3149.683 431.3781 494 0.1652272 0.2726337
Moved 3149.714 436.734 502 0.177625 0.2932098
Moved 3149.744 439.2813 504.2813 0.1835215 0.2990774
Moved 3149.775 441.6402 504.6402 0.1889819 0.3000004
Moved 3149.806 442 506.04 0.1898148 0.3036008
Moved 3149.836 443 506.6144 0.1921296 0.3050783
Moved 3149.867 444 508.1659 0.1944444 0.3090686
Moved 3149.898 444 509.4202 0.1944444 0.3122948
Moved 3149.929 444 510.5 0.1944444 0.3150719
Moved 3149.959 444 511.1128 0.1944444 0.316648
Moved 3149.99 444 513.0283 0.1944444 0.3215749
Stationary 3150.021 444 513.0283 0.1944444 0.3215749
Moved 3150.052 444 514 0.1944444 0.324074
Moved 3150.083 434.469 515 0.1723819 0.326646
Moved 3150.113 433.1816 516 0.1694019 0.329218
Moved 3150.144 430.5633 517.4367 0.1633411 0.3329133
Moved 3150.175 427.5978 517 0.1564765 0.33179
Moved 3150.205 423.5027 518 0.1469969 0.3343621
Moved 3150.236 420.2146 518.7855 0.1393856 0.3363823
Moved 3150.267 416.3333 519 0.130401 0.3369341
Moved 3150.298 414.5 519 0.1261574 0.3369341
Moved 3150.328 410.8309 520 0.117664 0.3395061
Moved 3150.359 407.7343 521 0.1104961 0.3420781
Moved 3150.39 403.6479 521 0.1010369 0.3420781
Moved 3150.42 401.5368 522.4632 0.09615004 0.3458415
Moved 3150.451 395.9683 522 0.08325994 0.3446501
Moved 3150.482 385.5518 522 0.05914767 0.3446501
Moved 3150.513 380.6569 522 0.04781683 0.3446501
Moved 3150.543 371.3636 522 0.02630462 0.3446501
Moved 3150.574 359.6826 522 -0.0007346769 0.3446501
Moved 3150.605 346.9987 512.1982 -0.03009558 0.3194397
Moved 3150.636 336.2315 514 -0.05501961 0.324074
Moved 3150.667 326.3838 513 -0.07781536 0.321502
Moved 3150.697 315.2357 511 -0.103621 0.3163579
Moved 3150.728 305.0562 510 -0.1271848 0.3137859
Moved 3150.759 296.6734 510 -0.1465893 0.3137859
Moved 3150.789 286.8319 510 -0.1693707 0.3137859
Moved 3150.82 277.6976 509 -0.1905149 0.3112139
Moved 3150.851 268.5465 506.8867 -0.2116978 0.3057784
Moved 3150.882 261.0291 505.343 -0.2290993 0.3018081
Moved 3150.912 254.353 503.1177 -0.2445532 0.2960845
Moved 3150.943 247.7307 500.5769 -0.2598826 0.2895496
Moved 3150.974 243.0374 498.0374 -0.2707466 0.2830179
Moved 3151.004 239.5 495.5 -0.2789352 0.2764916
Moved 3151.035 236.192 491.384 -0.2865925 0.2659054
Moved 3151.066 232.6535 484.9606 -0.2947834 0.2493843
Moved 3151.097 229.1008 477.3025 -0.3030073 0.2296873
