sharp cheese keeps the mind sharp
Moved 238.2948 185.0286 507.9857 -0.4050265 0.3086052
Moved 238.3255 172.3959 515.736 -0.4342687 0.328539
Moved 238.3562 166.3907 519.6093 -0.4481697 0.3385012
Ended 238.3869 166 523 -0.4490741 0.3472221
Accept 238.4484 0 the
Candidates 238.4484 13 mind blind minds bond binds bonds bind blond mid bombs bound clubs king
Began 238.8477 363 494 0.006944438 0.2726337
Stationary 238.8784 363 494 0.006944438 0.2726337
Moved 238.9091 341.489 494 -0.04284963 0.2726337
Moved 238.9398 304.5 494 -0.1284722 0.2726337
Moved 238.9705 265.8525 494 -0.217934 0.2726337
Moved 239.0012 242.2614 494 -0.2725431 0.2726337
Moved 239.0319 228.5993 494 -0.3041683 0.2726337
Moved 239.0627 222.404 494 -0.3185093 0.2726337
Moved 239.0934 219.7473 502.2527 -0.324659 0.2938598
Moved 239.1241 220 504.1316 -0.3240741 0.2986923
Moved 239.1548 260.0268 508.0015 -0.2314194 0.3086457
Moved 239.1855 311.8783 511.5199 -0.1113928 0.3176951
Moved 239.2162 352.7003 513.3917 -0.01689732 0.3225095
Moved 239.247 375.8329 513 0.0366503 0.321502
Moved 239.2777 384.7427 513 0.0572747 0.321502
Moved 239.3084 388.7084 513 0.0664546 0.321502
Moved 239.3391 389 513 0.06712963 0.321502
Moved 239.3698 362.2272 500.2238 0.005155603 0.2886413
Moved 239.4005 292.4585 488.054 -0.1563461 0.2573404
Moved 239.4312 243.0822 483.1388 -0.2706431 0.2446985
Moved 239.462 207.6443 481 -0.3526752 0.2391974
Moved 239.4927 180.5 480 -0.4155093 0.2366254
Moved 239.5234 170.542 480 -0.4385601 0.2366254
Moved 239.5541 167.0127 489.8726 -0.4467297 0.2620178
Moved 239.5848 175.6297 509.3557 -0.426783 0.3121287
Moved 239.6155 218.5939 553.2831 -0.3273289 0.4251109
Moved 239.6462 292.0233 599.1458 -0.1573536 0.5430702
Moved 239.6769 328.8237 607.2806 -0.07216741 0.5639932
Moved 239.7077 370.2756 607 0.02378603 0.5632715
Moved 239.7384 402.3091 603.2836 0.09793758 0.5537129
Moved 239.7691 430.9658 592.8102 0.1642726 0.5267752
Moved 239.7998 451.1718 585.1855 0.211046 0.5071644
Moved 239.8306 474.8424 578.3473 0.265839 0.4895763
Moved 239.8613 500.4594 573.2823 0.3251375 0.476549
Moved 239.892 524.1381 573 0.3799492 0.4758229
Moved 239.9227 541.3361 573 0.4197593 0.4758229
Moved 239.9534 547.0117 573 0.4328975 0.4758229
Ended 239.9841 552 573 0.4444444 0.4758229
Accept 240.0455 0 mind
Candidates 240.0455 13 sharp shall stark shell cheap sheep detail successful email snap so map thai
Began 240.4755 202 526 -0.3657407 0.3549381
Moved 240.5063 218.7158 526 -0.3270468 0.3549381
Moved 240.537 275.1415 534.4566 -0.1964317 0.3766887
Moved 240.5677 352.5 553.5 -0.0173611 0.4256686
Moved 240.5984 419.2209 569.1349 0.1370853 0.465882
Moved 240.6291 459.6503 575.2063 0.2306719 0.4814976
Moved 240.6598 490.8083 578.9808 0.302797 0.4912058
Moved 240.6905 510.6738 581 0.3487821 0.496399
Moved 240.7212 526.0114 583.4023 0.3842856 0.5025778
Moved 240.752 541.3561 585.2712 0.4198057 0.5073847
Ended 240.7827 545 586 0.4282407 0.5092591
Accept 240.8441 0 sharp
PhraseEnd 240.8441
