want to join us for lunch
want to join us for lunch
Basic
List

0.6 0.6
432 388.8
Began 2085.339 710 525 0.8101851 0.3523662
Stationary 2085.37 710 525 0.8101851 0.3523662
Stationary 2085.4 710 525 0.8101851 0.3523662
Stationary 2085.431 710 525 0.8101851 0.3523662
Stationary 2085.462 710 525 0.8101851 0.3523662
Stationary 2085.492 710 525 0.8101851 0.3523662
Ended 2085.523 710 525 0.8101851 0.3523662
Began 2086.659 316 602 -0.1018519 0.5504114
Stationary 2086.69 316 602 -0.1018519 0.5504114
Stationary 2086.721 316 602 -0.1018519 0.5504114
Stationary 2086.752 316 602 -0.1018519 0.5504114
Stationary 2086.782 316 602 -0.1018519 0.5504114
Stationary 2086.813 316 602 -0.1018519 0.5504114
Stationary 2086.844 316 602 -0.1018519 0.5504114
Stationary 2086.875 316 602 -0.1018519 0.5504114
Stationary 2086.905 316 602 -0.1018519 0.5504114
Stationary 2086.936 316 602 -0.1018519 0.5504114
Stationary 2086.967 316 602 -0.1018519 0.5504114
Stationary 2086.997 316 602 -0.1018519 0.5504114
Stationary 2087.028 316 602 -0.1018519 0.5504114
Stationary 2087.059 316 602 -0.1018519 0.5504114
Stationary 2087.09 316 602 -0.1018519 0.5504114
Stationary 2087.12 316 602 -0.1018519 0.5504114
Moved 2087.151 306.9568 602 -0.1227853 0.5504114
Moved 2087.182 304.1418 602 -0.1293013 0.5504114
Moved 2087.212 298.6642 592.6566 -0.1419811 0.5263801
Expand 2087.212
Moved 2087.243 289.0921 587.0614 -0.1641386 0.5119891
Moved 2087.274 283.5908 581.5908 -0.1768733 0.4979185
Moved 2087.304 277.0679 576.5339 -0.1919725 0.4849123
Moved 2087.335 270.3604 569.3604 -0.2074991 0.4664619
Moved 2087.366 266.6445 565.6445 -0.2161007 0.4569046
Moved 2087.396 260.1359 560.1359 -0.2311669 0.4427363
Moved 2087.427 254.6355 554.6355 -0.2438992 0.4285892
Moved 2087.458 249.0914 549.0914 -0.256733 0.4143295
Moved 2087.489 245.2089 545.2089 -0.26572 0.4043439
Moved 2087.52 240.8527 542.8527 -0.2758038 0.3982836
Moved 2087.55 238.0998 540.0998 -0.2821764 0.3912031
Moved 2087.581 235.5 537.5 -0.2881945 0.3845164
Moved 2087.612 232.9402 535.9402 -0.2941199 0.3805046
Moved 2087.642 231.1785 534.1785 -0.298198 0.3759733
Moved 2087.673 229.4203 533 -0.3022678 0.3729423
Moved 2087.704 227.9803 530.9803 -0.3056012 0.3677476
Moved 2087.734 226.6409 529.6409 -0.3087016 0.3643027
Moved 2087.765 225.4594 529 -0.3114365 0.3626543
Moved 2087.796 225 528 -0.3125 0.3600822
Moved 2087.827 224 527.2864 -0.3148148 0.358247
Moved 2087.857 224 526.5 -0.3148148 0.3562242
Moved 2087.888 223 525.8853 -0.3171296 0.354643
Stationary 2087.919 223 525.8853 -0.3171296 0.354643
Moved 2087.949 221.9835 526 -0.3194826 0.3549381
Moved 2087.98 222 525 -0.3194444 0.3523662
Moved 2088.011 220.6409 525 -0.3225905 0.3523662
Stationary 2088.042 220.6409 525 -0.3225905 0.3523662
Stationary 2088.072 220.6409 525 -0.3225905 0.3523662
Moved 2088.103 221 523.9269 -0.3217593 0.3496062
Stationary 2088.134 221 523.9269 -0.3217593 0.3496062
Moved 2088.164 219.8564 524 -0.3244066 0.3497942
Stationary 2088.195 219.8564 524 -0.3244066 0.3497942
Moved 2088.226 220 522.5 -0.3240741 0.3459361
Moved 2088.257 218.6483 520.6483 -0.3272029 0.3411736
Moved 2088.287 216.41 513.6151 -0.3323842 0.3230838
Moved 2088.318 200.3637 485.6547 -0.3695284 0.2511695
Moved 2088.349 194.7782 475.8619 -0.3824578 0.2259822
Moved 2088.379 184.8129 461.6882 -0.4055256 0.1895273
Moved 2088.41 178.5727 453.5727 -0.4199706 0.168654
Moved 2088.441 175.7618 447.5237 -0.4264772 0.1530958
Moved 2088.471 172.0003 443.0002 -0.4351845 0.1414615
Moved 2088.502 169.5 439 -0.4409722 0.1311728
Ended 2088.533 168 437 -0.4444444 0.1260288
Candidates 2088.625 13 we e yes re w tea ew trees red ted era rss were
Began 2089.915 404 496 0.1018518 0.2777777
Stationary 2089.946 404 496 0.1018518 0.2777777
Stationary 2089.976 404 496 0.1018518 0.2777777
Moved 2090.007 382.7576 481.3788 0.05267968 0.2401717
Moved 2090.038 368.0989 476.033 0.01874755 0.2264221
Moved 2090.069 343.4739 472.2749 -0.03825486 0.2167564
Moved 2090.099 323.6336 471 -0.08418138 0.2134772
Moved 2090.13 305.4295 471 -0.1263207 0.2134772
Moved 2090.161 292.6291 471 -0.1559512 0.2134772
Moved 2090.191 271.6548 471 -0.2045028 0.2134772
Moved 2090.222 250.804 478.196 -0.2527686 0.2319856
Moved 2090.253 233.1395 481.7721 -0.2936586 0.2411833
Moved 2090.283 220.8724 484.2255 -0.3220545 0.2474936
Moved 2090.314 211.0418 484.9861 -0.3448107 0.2494497
Moved 2090.345 202.263 486.4948 -0.365132 0.2533302
Ended 2090.376 201 487 -0.3680556 0.2546296
Accept 2090.437 11 rss
Began 2090.99 410 479 0.1157407 0.2340534
Stationary 2091.021 410 479 0.1157407 0.2340534
Moved 2091.051 397.8021 479 0.08750487 0.2340534
Moved 2091.082 368.3902 479 0.01942168 0.2340534
Moved 2091.113 346.0884 493.2169 -0.0322027 0.2706195
Moved 2091.144 325.1228 497.411 -0.08073419 0.2814068
Moved 2091.174 304.726 502.1592 -0.127949 0.2936194
Moved 2091.205 283.6969 506.9129 -0.1766276 0.3058459
Moved 2091.236 264.9385 510.2577 -0.2200497 0.3144487
Moved 2091.266 243.311 513.0984 -0.2701133 0.3217552
Moved 2091.297 225.8619 516.8563 -0.3105048 0.3314205
Moved 2091.328 210.5492 518.6127 -0.3459509 0.3359379
Moved 2091.358 198.8842 520.0232 -0.3729533 0.3395658
Moved 2091.389 186.0715 521 -0.4026124 0.3420781
Moved 2091.42 176.352 521.5493 -0.4251111 0.343491
Moved 2091.451 168.0533 522 -0.4443212 0.3446501
Moved 2091.481 160.703 522 -0.4613357 0.3446501
Moved 2091.512 144.3794 522 -0.4991216 0.3446501
Moved 2091.543 137.5644 522 -0.5148973 0.3446501
Moved 2091.573 129.4463 522 -0.533689 0.3446501
Moved 2091.604 118.124 522 -0.5598981 0.3446501
Moved 2091.635 110.2883 522 -0.5780364 0.3446501
Moved 2091.666 102.9862 522 -0.5949393 0.3446501
Moved 2091.696 97.24855 522 -0.6082209 0.3446501
Moved 2091.727 91.49863 522 -0.621531 0.3446501
Moved 2091.758 86.95505 522 -0.6320485 0.3446501
Moved 2091.789 83.21629 522 -0.640703 0.3446501
Moved 2091.819 78.57309 522 -0.6514512 0.3446501
Moved 2091.85 76.0307 522 -0.6573363 0.3446501
Moved 2091.881 74 522 -0.662037 0.3446501
Ended 2091.911 72.89223 522 -0.6646013 0.3446501
Delete 2091.973 LeftSwipe
Backspace 2093.385
Began 2094.46 415 453 0.1273148 0.167181
Stationary 2094.491 415 453 0.1273148 0.167181
Stationary 2094.522 415 453 0.1273148 0.167181
Stationary 2094.552 415 453 0.1273148 0.167181
Stationary 2094.583 415 453 0.1273148 0.167181
Stationary 2094.614 415 453 0.1273148 0.167181
Stationary 2094.645 415 453 0.1273148 0.167181
Stationary 2094.675 415 453 0.1273148 0.167181
Stationary 2094.706 415 453 0.1273148 0.167181
Stationary 2094.737 415 453 0.1273148 0.167181
Stationary 2094.768 415 453 0.1273148 0.167181
Stationary 2094.798 415 453 0.1273148 0.167181
Stationary 2094.829 415 453 0.1273148 0.167181
Stationary 2094.86 415 453 0.1273148 0.167181
Stationary 2094.89 415 453 0.1273148 0.167181
