why do you ask silly questions
why do you ask silly questions
Basic
Radial

0.6 0.6
432 388.8
Began 399.4869 216 519 -0.3333333 0.3369341
Stationary 399.5176 216 519 -0.3333333 0.3369341
Stationary 399.5483 216 519 -0.3333333 0.3369341
Stationary 399.579 216 519 -0.3333333 0.3369341
Moved 399.6097 257.6839 519 -0.2368429 0.3369341
Moved 399.6404 308.3477 519 -0.1195654 0.3369341
Moved 399.6712 333.4566 496.9596 -0.06144309 0.2802458
Moved 399.7019 351.1565 477.897 -0.02047107 0.2312164
Moved 399.7326 366.541 455.9509 0.01514107 0.1747706
Moved 399.7633 377.5315 441.0856 0.04058212 0.136537
Moved 399.7941 385.736 425.528 0.05957405 0.09652263
Moved 399.8248 388.7508 415.7475 0.06655286 0.07136694
Moved 399.8555 391 409.7519 0.07175922 0.05594618
Moved 399.8862 392 406.5027 0.07407407 0.04758913
Moved 399.9169 393 403.631 0.07638891 0.04020326
Stationary 399.9477 393 403.631 0.07638891 0.04020326
Stationary 399.9784 393 404 0.07638891 0.04115226
Moved 400.0091 378.3715 427.8856 0.04252662 0.1025862
Moved 400.0398 370.6183 453.2722 0.02457946 0.167881
Moved 400.0706 363.9102 485.5385 0.009051463 0.2508704
Moved 400.1013 360.0816 507.4285 0.0001889467 0.307172
Moved 400.132 357.2101 523.1599 -0.006458213 0.3476334
Moved 400.1627 354.6437 531.069 -0.01239891 0.3679756
Ended 400.1934 354 535.463 -0.01388888 0.3792771
Candidates 400.2549 13 why weight wright arthur the where write right eu without t either weather
Began 401.0843 317.7883 350 -0.09771229 -0.09773669
Moved 401.115 369.1594 365.1054 0.02120226 -0.05888534
Moved 401.1457 431.8009 368 0.1662058 -0.05144041
Moved 401.1765 498.7995 370.7714 0.3212951 -0.04431226
Ended 401.2071 532.9451 374.8681 0.4003358 -0.03377553
Accept 401.2686 0 why
Began 402.0366 283 341 -0.1782407 -0.1208849
Stationary 402.0674 283 341 -0.1782407 -0.1208849
Stationary 402.0981 283 341 -0.1782407 -0.1208849
Moved 402.1288 308.8826 359.3374 -0.1183272 -0.07372083
Moved 402.1595 353.5508 389.8419 -0.01492868 0.004737407
Moved 402.1902 398.2016 419.6145 0.08842964 0.08131289
Moved 402.221 429.3495 446.4218 0.1605311 0.1502616
Moved 402.2517 444.4339 458.8254 0.1954489 0.1821642
Moved 402.2824 457.7525 468.0515 0.2262789 0.2058938
Moved 402.3131 465.6415 473.4277 0.2445406 0.2197212
Moved 402.3438 469.0853 476.0853 0.2525123 0.2265568
Moved 402.3746 471.6045 477 0.2583436 0.2289094
Moved 402.4053 473.4791 478 0.2626832 0.2314814
Ended 402.436 474 479 0.2638889 0.2340534
Candidates 402.5281 13 do shop ago so ship co zoo ci buy cio zip sky go
Began 402.9889 290 377 -0.162037 -0.02829226
Stationary 403.0197 290 377 -0.162037 -0.02829226
Moved 403.0504 296.2856 377 -0.1474871 -0.02829226
Moved 403.0811 348.071 377 -0.02761354 -0.02829226
Moved 403.1119 436.6215 377 0.1773647 -0.02829226
Moved 403.1426 503.024 377 0.3310742 -0.02829226
Ended 403.1733 503.024 377 0.3310742 -0.02829226
Accept 403.2348 0 do
Began 403.8185 309 491 -0.1180555 0.2649176
Stationary 403.8492 309 491 -0.1180555 0.2649176
Stationary 403.8799 309 491 -0.1180555 0.2649176
Moved 403.9106 322.0026 491 -0.08795688 0.2649176
Moved 403.9414 350.5427 491 -0.02189184 0.2649176
Moved 403.9721 391.5931 491 0.07313231 0.2649176
Moved 404.0028 435.6792 504.9359 0.1751834 0.3007608
