please provide your date of birth
please provide your date of birth
Basic
List

0.6 0.6
432 388.8
Began 1051.53 519 533 0.3680556 0.3729423
Stationary 1051.561 519 533 0.3680556 0.3729423
Stationary 1051.592 519 533 0.3680556 0.3729423
Stationary 1051.622 519 533 0.3680556 0.3729423
Stationary 1051.653 519 533 0.3680556 0.3729423
Moved 1051.684 511.4468 523.2887 0.3505712 0.3479647
Moved 1051.714 507.7991 518.7991 0.3421276 0.3364174
Moved 1051.745 503.5375 512.5375 0.3322627 0.3203125
Moved 1051.776 498.9613 503.4419 0.3216695 0.2969184
Moved 1051.807 494.6112 496.2224 0.3116 0.2783498
Moved 1051.837 489.4667 487.2001 0.2996915 0.2551442
Moved 1051.868 485.4179 478.6268 0.2903191 0.2330936
Moved 1051.899 481.3385 468.0154 0.2808761 0.205801
Moved 1051.929 478.4697 461.409 0.2742353 0.1888091
Moved 1051.96 476.5976 455.1952 0.2699018 0.1728271
Moved 1051.991 476 451.0645 0.2685185 0.1622029
Moved 1052.022 476 445.3057 0.2685185 0.1473911
Moved 1052.052 476 435.1162 0.2685185 0.1211836
Moved 1052.083 476 420.6534 0.2685185 0.08398515
Moved 1052.114 474.8734 403.1141 0.2659107 0.03887361
Moved 1052.145 475 387.965 0.2662037 -9.018698E-05
Moved 1052.175 474 377.3725 0.2638889 -0.02733419
Moved 1052.206 474 371.2396 0.2638889 -0.0431082
Moved 1052.237 473 367.7449 0.2615741 -0.0520966
Moved 1052.267 471.5 364.5 0.2581018 -0.06044246
Moved 1052.298 471 362.5 0.2569444 -0.06558649
Moved 1052.329 469 363 0.2523148 -0.06430049
Moved 1052.36 465.7664 363 0.2448296 -0.06430049
Moved 1052.39 453.6606 375.6789 0.2168068 -0.03169009
Moved 1052.421 438.1604 391.6462 0.1809268 0.009378033
Moved 1052.452 424.3099 408.0352 0.1488655 0.05153075
Moved 1052.483 404.1037 434.8548 0.1020919 0.1205113
Moved 1052.513 394.0503 446.3711 0.07882009 0.1501313
Moved 1052.544 378.0854 465.9024 0.04186441 0.2003662
Moved 1052.575 366.3933 481.4756 0.01479924 0.2404208
Moved 1052.605 356.5226 494.2161 -0.008049458 0.2731894
Moved 1052.636 348.1726 500.6205 -0.0273782 0.2896618
Moved 1052.667 336.5385 507.1538 -0.05430902 0.3064655
Moved 1052.698 325.9315 509 -0.0788622 0.3112139
Moved 1052.728 316.3035 509 -0.1011494 0.3112139
Moved 1052.759 308.7909 509 -0.1185396 0.3112139
Moved 1052.79 298.9195 509 -0.1413901 0.3112139
Moved 1052.82 287.4161 499.7081 -0.1680184 0.2873149
Moved 1052.851 276.9366 493.7025 -0.1922764 0.2718684
Moved 1052.882 262.0125 482.0125 -0.226823 0.2418017
Moved 1052.913 256.697 476.697 -0.2391273 0.2281301
Moved 1052.943 243.4853 461.1824 -0.2697099 0.1882262
Moved 1052.974 226.3666 431.5624 -0.3093366 0.1120431
Moved 1053.005 212.9116 406.8231 -0.3404825 0.04841329
Moved 1053.036 205.8605 387.0117 -0.3568045 -0.002542111
Moved 1053.066 201.1133 365.0097 -0.3677934 -0.05913149
Moved 1053.097 198.9913 345.9392 -0.3727053 -0.1081811
Moved 1053.128 197.1162 326.6973 -0.3770458 -0.1576716
Moved 1053.158 197 313.7177 -0.3773148 -0.1910555
Moved 1053.189 197 306.5562 -0.3773148 -0.2094748
Moved 1053.22 197 300.8282 -0.3773148 -0.2242074
Moved 1053.251 197 298.5 -0.3773148 -0.2301955
Stationary 1053.281 197 298.5 -0.3773148 -0.2301955
Moved 1053.312 197 299 -0.3773148 -0.2289095
Stationary 1053.343 197 299 -0.3773148 -0.2289095
Moved 1053.374 197 310.2985 -0.3773148 -0.1998495
Moved 1053.404 197 321.099 -0.3773148 -0.1720705
Moved 1053.435 213.8586 335.4304 -0.3382902 -0.13521
Moved 1053.466 227.1652 350.5983 -0.307488 -0.09619795
Moved 1053.496 242.8212 363.5176 -0.2712473 -0.06296903
Moved 1053.527 257.149 376.9789 -0.2380809 -0.02834657
Moved 1053.558 269.7962 390.0972 -0.2088051 0.005393872
Moved 1053.589 278.1348 399.7023 -0.1895027 0.03009835
Moved 1053.619 283.8976 406.8976 -0.176163 0.04860481
Moved 1053.65 287.0129 412.0129 -0.1689516 0.0617616
Moved 1053.681 288.8861 417.8861 -0.1646155 0.07686756
Moved 1053.712 290 422.7593 -0.162037 0.08940139
Moved 1053.742 290 426.2183 -0.162037 0.09829811
Moved 1053.773 290 432.3314 -0.162037 0.1140211
Moved 1053.804 290 437.067 -0.162037 0.1262009
Moved 1053.834 290 443.9521 -0.162037 0.1439096
Moved 1053.865 290 450.5342 -0.162037 0.160839
Moved 1053.896 290 456.136 -0.162037 0.175247
Moved 1053.927 290 462.1627 -0.162037 0.1907475
Moved 1053.957 290 463.7698 -0.162037 0.194881
Moved 1053.988 281.8736 466.5632 -0.1808481 0.2020658
Moved 1054.019 276.1205 470.4397 -0.1941654 0.2120362
Moved 1054.049 267.0596 473.3135 -0.2151398 0.2194276
Moved 1054.08 262.3372 475 -0.2260714 0.2237653
Moved 1054.111 257.597 477.7015 -0.2370441 0.2307137
Moved 1054.142 253.4228 479 -0.2467064 0.2340534
Moved 1054.172 250.5532 480 -0.2533491 0.2366254
Moved 1054.203 249 482.0205 -0.2569445 0.2418222
Moved 1054.234 247.1071 483 -0.261326 0.2443414
Moved 1054.265 247 484.3184 -0.2615741 0.2477323
Moved 1054.295 245.8029 485 -0.2643451 0.2494856
Ended 1054.326 246 486 -0.2638889 0.2520575
Candidates 1054.418 13 please page post leader phrase least interface past last part these place phase
Began 1055.524 522 498 0.375 0.2829217
Stationary 1055.555 522 498 0.375 0.2829217
Stationary 1055.586 522 498 0.375 0.2829217
Stationary 1055.616 522 498 0.375 0.2829217
Stationary 1055.647 522 498 0.375 0.2829217
Stationary 1055.678 522 498 0.375 0.2829217
