the punishment should fit the crime
Moved 1254.839 441.3768 565.6232 0.1883722 0.4568498
Moved 1254.87 432.2132 576.049 0.1671602 0.483665
Moved 1254.901 423.5869 585.4131 0.1471919 0.5077496
Moved 1254.931 417.9598 593.7203 0.1341662 0.5291159
Moved 1254.962 409.8983 604.6526 0.1155053 0.5572339
Moved 1254.993 404.148 613.278 0.1021944 0.5794187
Moved 1255.024 399.7108 622.8677 0.09192308 0.6040836
Moved 1255.054 396.1865 632.4406 0.08376499 0.628705
Moved 1255.085 393.3161 644.4196 0.07712056 0.6595154
Moved 1255.116 393 655.2324 0.07638891 0.687326
Moved 1255.146 393 664.3962 0.07638891 0.7108955
Moved 1255.177 393 671.0173 0.07638891 0.727925
Moved 1255.208 393 676.7567 0.07638891 0.742687
Moved 1255.239 400.7531 679.7531 0.09433588 0.7503937
Moved 1255.269 407.1734 684.88 0.1091976 0.7635801
Ended 1255.3 407.1734 684.88 0.1091976 0.7635801
Candidates 1255.362 13 the where what there she driver enter edge server gender herbert rubber genre
Began 1256.068 399 609 0.09027779 0.5684156
Stationary 1256.099 399 609 0.09027779 0.5684156
Moved 1256.13 404.8616 609 0.1038463 0.5684156
Moved 1256.16 419.2882 618.9153 0.1372412 0.5939178
Moved 1256.191 435.729 621.9613 0.1752986 0.6017522
Moved 1256.222 456.714 624.8392 0.223875 0.6091543
Moved 1256.253 476.6932 627.7117 0.2701233 0.6165422
Moved 1256.283 496.3817 629 0.3156983 0.6198559
Moved 1256.314 518.8296 631.1185 0.3676611 0.6253048
Moved 1256.345 535.9725 632.9954 0.4073437 0.6301321
Moved 1256.375 549.4434 636.7217 0.4385263 0.6397161
Moved 1256.406 559.4922 639.373 0.4617876 0.6465355
Moved 1256.437 571.1567 649.1567 0.4887888 0.6716992
Moved 1256.468 579.3235 663.5391 0.5076933 0.7086911
Moved 1256.498 584.5035 674.0069 0.519684 0.7356142
Moved 1256.529 589.0717 684.6075 0.5302586 0.7628794
Moved 1256.56 593.4085 694.2255 0.5402974 0.7876168
Moved 1256.591 598.5668 703.8502 0.5522379 0.8123717
Moved 1256.621 602.6401 712.2801 0.5616669 0.8340537
Moved 1256.652 606 719.3967 0.5694444 0.8523576
Moved 1256.683 608.5732 724.5732 0.5754009 0.8656717
Moved 1256.714 610.4419 728.4419 0.5797266 0.8756222
Moved 1256.744 610.9459 731.9459 0.5808932 0.8846343
Moved 1256.775 611.8208 734.8208 0.5829185 0.8920286
Moved 1256.806 613 736.6968 0.5856481 0.8968537
Moved 1256.836 614 739.1852 0.5879629 0.9032539
Moved 1256.867 617.0994 742.1987 0.5951374 0.9110047
Moved 1256.898 621.9495 744.9495 0.6063647 0.9180798
Moved 1256.929 632.8326 753.8884 0.6315569 0.9410709
Moved 1256.959 635.7246 756.7246 0.6382514 0.9483657
Moved 1256.99 640.236 763.472 0.6486945 0.96572
Moved 1257.021 640 766.1095 0.6481482 0.9725037
Moved 1257.051 640 769.7496 0.6481482 0.9818662
Moved 1257.082 625.8038 771 0.6152865 0.9850821
Moved 1257.113 613.8992 772 0.5877295 0.9876541
Moved 1257.144 601.8331 772 0.5597988 0.9876541
Moved 1257.174 591.6961 772 0.5363336 0.9876541
Moved 1257.205 578.2151 767.1264 0.5051275 0.9751191
Moved 1257.236 565.117 763.4234 0.4748079 0.9655949
Moved 1257.267 554.6556 762 0.4505917 0.9619339
Moved 1257.297 543.1922 760.048 0.4240561 0.9569136
Moved 1257.328 532.7184 759 0.3998111 0.954218
Moved 1257.359 522.9511 757.317 0.3772016 0.9498894
Moved 1257.39 513.3013 757 0.354864 0.9490739
Moved 1257.42 501.4807 753.8962 0.3275017 0.9410909
Moved 1257.451 492.0664 751.0222 0.3057092 0.9336989
Moved 1257.482 482.5985 748.1496 0.2837928 0.9263105
Moved 1257.512 474.8989 745.633 0.2659696 0.9198379
Moved 1257.543 464.0285 742.7571 0.2408066 0.912441
Moved 1257.574 456.6564 739.8855 0.2237417 0.9050551
Moved 1257.604 449.4831 737.2416 0.2071368 0.8982551
Moved 1257.635 444.4406 735 0.1954643 0.8924896
Moved 1257.666 441.5643 733.5643 0.1888061 0.888797
Moved 1257.697 439.7074 734 0.184508 0.8899177
Stationary 1257.727 440 734 0.1851852 0.8899177
Stationary 1257.758 440 734 0.1851852 0.8899177
Stationary 1257.789 440 734 0.1851852 0.8899177
Stationary 1257.82 440 734 0.1851852 0.8899177
Stationary 1257.85 440 734 0.1851852 0.8899177
Moved 1257.881 447.8292 741 0.2033084 0.9079216
Moved 1257.912 449.6982 741 0.2076348 0.9079216
Moved 1257.943 452.1878 741 0.2133977 0.9079216
Moved 1257.973 455.1243 741 0.2201951 0.9079216
Moved 1258.004 458.9954 734.0322 0.2291561 0.8900002
Moved 1258.035 463.753 728.247 0.240169 0.8751206
Moved 1258.065 466.3852 721.8444 0.246262 0.8586531
Moved 1258.096 470.265 713.205 0.255243 0.8364326
Moved 1258.127 473.1366 706.5903 0.2618902 0.8194193
Moved 1258.158 475.7694 700.4612 0.2679847 0.8036554
Moved 1258.188 478.5728 692.2816 0.2744741 0.7826173
Moved 1258.219 482.4424 684.1151 0.2834316 0.7616129
Moved 1258.25 488.5 678.5 0.2974537 0.7471706
Moved 1258.281 490.6971 678 0.3025396 0.7458847
Moved 1258.311 496.4333 677 0.3158178 0.7433126
Moved 1258.342 502.1797 676 0.3291198 0.7407405
Moved 1258.373 509.3997 676 0.3458327 0.7407405
Moved 1258.403 517.866 676 0.3654306 0.7407405
Moved 1258.434 525.5325 676 0.3831772 0.7407405
Moved 1258.465 532.4281 684.7141 0.3991391 0.7631533
Moved 1258.496 536.3973 686.1987 0.4083272 0.7669717
Moved 1258.526 538.1276 689.1276 0.4123323 0.774505
Moved 1258.557 539 692.9965 0.4143518 0.7844557
Moved 1258.588 540 699.7548 0.4166667 0.8018383
Moved 1258.619 540 706.1866 0.4166667 0.8183812
Moved 1258.649 531.1133 710.5391 0.3960957 0.8295757
Moved 1258.68 526.7378 713 0.3859671 0.8359053
Moved 1258.711 521.4595 715.7703 0.373749 0.8430304
Moved 1258.741 515.2661 717.578 0.3594121 0.8476798
Moved 1258.772 507.6653 719.4449 0.3418177 0.8524816
Moved 1258.803 501.3682 721.3159 0.3272412 0.8572937
Moved 1258.834 497.295 722.8525 0.3178125 0.861246
Moved 1258.864 493.2765 724 0.3085105 0.8641974
Moved 1258.895 490.4044 726 0.3018619 0.8693414
Moved 1258.926 488.5305 727 0.2975242 0.8719134
Moved 1258.957 487.5 728 0.2951388 0.8744856
Moved 1258.987 486.1612 729 0.2920397 0.8770576
Moved 1259.018 484.2888 729 0.2877057 0.8770576
Moved 1259.049 481.8035 729 0.2819525 0.8770576
Moved 1259.079 475.5813 716.5813 0.2675492 0.8451163
Moved 1259.11 468.9924 703.981 0.2522972 0.812708
Moved 1259.141 456.4663 681.816 0.2233016 0.7556995
Moved 1259.172 446.4364 662.8728 0.2000843 0.7069772
Moved 1259.202 435.9631 640.6669 0.1758405 0.6498633
Moved 1259.233 427.5878 620.9009 0.1564534 0.5990248
Moved 1259.264 422.2278 607.9112 0.1440457 0.5656151
Moved 1259.294 417.4221 593.6884 0.1329215 0.529034
Moved 1259.325 414.554 584.662 0.1262825 0.5058179
Moved 1259.356 415 581 0.1273148 0.496399
Moved 1259.387 415 579.1423 0.1273148 0.4916212
Moved 1259.417 415 576.2686 0.1273148 0.4842297
Moved 1259.448 415 572.8017 0.1273148 0.4753129
Moved 1259.479 413.524 568.0481 0.1238983 0.4630865
Moved 1259.51 412.016 562.032 0.1204074 0.4476132
Moved 1259.54 411 555.3015 0.1180555 0.430302
Moved 1259.571 410 547.8394 0.1157407 0.4111094
Moved 1259.602 409 542.5945 0.113426 0.3976195
Moved 1259.632 406.8597 535.7194 0.1084715 0.3799367
Moved 1259.663 405.9883 528.9766 0.1064544 0.3625942
Moved 1259.694 405 521.3478 0.1041667 0.3429727
Moved 1259.725 404 514.8014 0.1018518 0.3261352
Moved 1259.755 402.7278 509.1833 0.09890695 0.3116855
Moved 1259.786 401.8538 504.7076 0.09688377 0.3001737
Moved 1259.817 402 501.4293 0.09722222 0.291742
Moved 1259.848 402 497.4014 0.09722222 0.281382
Moved 1259.878 402 493.0601 0.09722222 0.2702162
Moved 1259.909 402 488.3354 0.09722222 0.2580642
Moved 1259.94 402 482.3932 0.09722222 0.2427809
Moved 1259.97 402 475.77 0.09722222 0.2257457
Moved 1260.001 402 467.5464 0.09722222 0.2045947
Moved 1260.032 402 458.5071 0.09722222 0.1813455
Moved 1260.063 411.9973 453.0054 0.1203641 0.167195
Moved 1260.093 414 448.2606 0.125 0.1549912
Moved 1260.124 416.5 444 0.130787 0.1440329
Moved 1260.155 417 442.7812 0.1319444 0.140898
Ended 1260.186 419.1606 441 0.1369458 0.1363167
Accept 1260.247 0 the
Candidates 1260.247 13 logic pub option upon job pc porn pin john open lion putin on
Began 1260.984 455 566 0.2199073 0.4578188
Stationary 1261.015 455 566 0.2199073 0.4578188
Stationary 1261.046 455 566 0.2199073 0.4578188
Stationary 1261.077 455 566 0.2199073 0.4578188
Stationary 1261.107 455 566 0.2199073 0.4578188
Moved 1261.138 442.5999 570.9003 0.1912035 0.4704224
Moved 1261.169 436.3174 579.1217 0.1766607 0.4915681
Moved 1261.199 427.692 588.744 0.1566945 0.5163167
Moved 1261.23 419.9954 598.0046 0.1388782 0.5401353
Moved 1261.261 407.6359 606.6185 0.1102684 0.5622902
Moved 1261.292 390.2937 612.4903 0.07012427 0.5773926
Moved 1261.322 367.0856 613 0.01640181 0.5787036
Moved 1261.353 335.1669 613 -0.05748396 0.5787036
Moved 1261.384 301.7638 600.9273 -0.1348059 0.5476524
Moved 1261.415 261.5879 587.5955 -0.2278059 0.5133626
Moved 1261.445 215.7659 563.9811 -0.3338752 0.4526262
Moved 1261.476 174.7196 539.8318 -0.4288898 0.3905137
Moved 1261.507 118.8993 494.881 -0.5581034 0.2748998
Ended 1261.537 110.5635 480.9391 -0.5773994 0.2390408
Accept 1261.599 0 logic
Delete 1261.599 LeftSwipe
Began 1262.306 407 588 0.1087963 0.5144032
Stationary 1262.336 407 588 0.1087963 0.5144032
Stationary 1262.367 407 588 0.1087963 0.5144032
Moved 1262.398 414.3607 597.4638 0.125835 0.5387443
Moved 1262.429 425.1524 607.3219 0.1508157 0.5640994
Moved 1262.459 437.8546 617.1409 0.180219 0.5893542
Moved 1262.49 454.4994 627.7497 0.2187486 0.6166401
Moved 1262.521 470.7108 636.3553 0.2562749 0.638774
Moved 1262.551 485.1068 650.1282 0.2895992 0.6741981
Moved 1262.582 500.5756 665.5756 0.3254065 0.7139291
Moved 1262.613 509.2803 673.2803 0.3455561 0.7337453
Moved 1262.644 515.4499 679.4499 0.3598377 0.7496139
Moved 1262.674 522.5059 684.3373 0.3761711 0.7621843
Moved 1262.705 527.062 689.062 0.3867175 0.7743362
Moved 1262.736 530.9019 693.8038 0.3956063 0.7865325
Moved 1262.766 535.8115 697.8115 0.406971 0.79684
Moved 1262.797 540.5612 703.5612 0.4179658 0.8116286
Moved 1262.828 546.3029 710.3029 0.4312568 0.8289682
Moved 1262.859 551.5434 714.5434 0.4433875 0.8398747
Moved 1262.889 558.7192 720.1462 0.4599983 0.8542854
Moved 1262.92 564.8908 724.4454 0.4742843 0.865343
Moved 1262.951 571.6226 728.3113 0.4898672 0.8752862
Moved 1262.982 578.4824 731.8275 0.5057462 0.8843298
Moved 1263.012 586.1213 734.7071 0.5234289 0.8917363
Moved 1263.043 592.1403 737 0.5373619 0.8976335
Moved 1263.074 595.439 738 0.5449976 0.9002057
Moved 1263.104 598.0125 739 0.5509549 0.9027777
Moved 1263.135 600.8873 739 0.5576094 0.9027777
Moved 1263.166 603 740 0.5624999 0.9053497
Moved 1263.197 604 740 0.5648147 0.9053497
Moved 1263.227 605.3734 740 0.567994 0.9053497
Stationary 1263.258 605.3734 740 0.567994 0.9053497
Stationary 1263.289 605 740 0.5671296 0.9053497
Moved 1263.32 605 730.0769 0.5671296 0.8798273
Moved 1263.35 605 729.7131 0.5671296 0.8788915
Moved 1263.381 592.5277 723.6851 0.5382586 0.8633876
Moved 1263.412 586.6785 717.6785 0.5247189 0.8479385
Moved 1263.443 579.8644 711.8644 0.5089455 0.8329847
Moved 1263.473 572.6686 706.1124 0.4922885 0.8181903
Moved 1263.504 565.3652 701.3652 0.4753825 0.8059804
Moved 1263.535 560.3272 698.1636 0.4637204 0.7977458
Moved 1263.565 555.2964 695.2964 0.452075 0.7903713
Moved 1263.596 551.4174 693.4174 0.4430957 0.7855384
Moved 1263.627 547.5434 691 0.4341282 0.7793208
Moved 1263.658 543.981 687.981 0.4258819 0.7715561
Moved 1263.688 540.2141 686.1071 0.4171623 0.766736
Moved 1263.719 537.2356 684 0.4102676 0.7613168
Moved 1263.75 534.7728 683 0.4045666 0.7587448
Moved 1263.781 531.8301 680.8301 0.3977549 0.7531638
Moved 1263.811 529.9594 680 0.3934244 0.7510287
Moved 1263.842 528.5223 678.5223 0.390098 0.7472281
Moved 1263.873 526.8244 678 0.3861676 0.7458847
Moved 1263.903 527 676.9027 0.3865741 0.7430623
Moved 1263.934 525.5 677 0.3831019 0.7433126
Moved 1263.965 524.8007 677 0.3814831 0.7433126
Stationary 1263.996 525 677 0.3819444 0.7433126
Moved 1264.026 523.9883 677 0.3796026 0.7433126
Moved 1264.057 523 677 0.3773148 0.7433126
Moved 1264.088 520.1624 684 0.3707463 0.7613168
Moved 1264.118 517.2929 686.7071 0.3641039 0.7682794
Moved 1264.149 514 688.5749 0.3564815 0.7730835
Moved 1264.18 511.5524 690.4476 0.3508159 0.7778999
Moved 1264.211 508.9832 693.0168 0.3448685 0.7845082
Moved 1264.241 507 695.8921 0.3402778 0.7919034
Moved 1264.272 504.2397 699.7603 0.3338881 0.8018525
Moved 1264.303 500.558 703.442 0.3253658 0.8113217
Moved 1264.333 494.6615 707.1693 0.3117165 0.8209085
Moved 1264.364 488.914 710.043 0.2984121 0.8282996
Moved 1264.395 482.1775 712.9113 0.2828182 0.8356769
Moved 1264.426 474.7467 714 0.2656173 0.8384773
Moved 1264.456 468.4254 716.2873 0.2509848 0.8443602
Moved 1264.487 460.6836 718.1582 0.2330638 0.8491722
Moved 1264.518 454.4475 720.7762 0.2186285 0.8559058
Moved 1264.549 447.2687 721.5771 0.202011 0.8579655
Moved 1264.579 442.0925 722 0.190029 0.8590533
Moved 1264.61 438.6823 723 0.182135 0.8616255
Moved 1264.641 436.5 724.5 0.1770833 0.8654833
Moved 1264.672 435.8625 724 0.1756078 0.8641974
Moved 1264.702 434.626 724 0.1727455 0.8641974
Moved 1264.733 434 724 0.1712963 0.8641974
Stationary 1264.764 434 724 0.1712963 0.8641974
Moved 1264.794 434 716.6961 0.1712963 0.8454116
Moved 1264.825 434 705.3481 0.1712963 0.8162245
Moved 1264.856 434 689.3373 0.1712963 0.7750444
Moved 1264.887 442.188 667.6838 0.1902501 0.7193512
Moved 1264.917 446.0531 647.5222 0.199197 0.6674953
Moved 1264.948 448.9361 628.3837 0.2058706 0.6182706
Moved 1264.979 451.4424 614.7878 0.2116723 0.5833018
Moved 1265.01 453 600.7515 0.2152778 0.5472002
Moved 1265.04 455.1745 586.1277 0.2203113 0.5095876
Moved 1265.071 457.7954 571.0229 0.2263782 0.4707379
Moved 1265.102 459.5972 556.014 0.2305491 0.4321347
Moved 1265.132 461.4559 543.7203 0.2348517 0.4005151
Moved 1265.163 464.3436 525.9386 0.241536 0.3547803
Moved 1265.194 465.863 513.6849 0.2450533 0.3232635
Moved 1265.225 467 502.8091 0.2476852 0.2952909
Moved 1265.255 468 493.1907 0.25 0.2705521
Moved 1265.286 469 483.154 0.2523148 0.2447375
Moved 1265.317 470 472.8607 0.2546296 0.2182629
Moved 1265.347 471 462.3307 0.2569444 0.1911797
Moved 1265.378 471 455.424 0.2569444 0.1734155
Moved 1265.409 472 449.5244 0.2592593 0.1582418
Moved 1265.44 473.1952 444.6096 0.262026 0.1456007
Moved 1265.47 474.0662 440.9338 0.264042 0.1361466
Moved 1265.501 474.9372 440 0.2660582 0.1337448
Moved 1265.532 476.4393 439 0.2695355 0.1311728
Moved 1265.563 478.3015 439 0.273846 0.1311728
Moved 1265.593 481.1838 461.2869 0.2805181 0.1884949
Moved 1265.624 484.7887 490.464 0.2888627 0.263539
Moved 1265.655 486 521.4732 0.2916667 0.3432952
Moved 1265.685 488.4611 546.6885 0.2973636 0.4081492
Moved 1265.716 493.5 569.5 0.3090277 0.4668209
Moved 1265.747 496.5565 583.374 0.3161031 0.5025049
Moved 1265.778 499.7169 604.0187 0.3234189 0.5556035
Moved 1265.808 501.5896 617.9481 0.3277538 0.5914302
Moved 1265.839 503.4391 629.7566 0.332035 0.6218018
Moved 1265.87 505.0244 642.1221 0.3357047 0.653606
Moved 1265.901 506.9011 651.7032 0.3400489 0.6782491
Moved 1265.931 510.5566 662.1132 0.3485107 0.7050235
Moved 1265.962 514.4544 673.136 0.3575334 0.7333744
Moved 1265.993 517.1771 683.7083 0.3638358 0.7605665
Moved 1266.023 519.0504 694.2015 0.3681721 0.7875552
Moved 1266.054 519 704.674 0.3680556 0.8144906
Moved 1266.085 519 711.864 0.3680556 0.8329834
Moved 1266.116 519 720.8805 0.3680556 0.8561741
Moved 1266.146 510.8324 727.3352 0.3491491 0.8727756
Moved 1266.177 506.4448 732.5552 0.3389926 0.8862014
Moved 1266.208 500.8549 737.1451 0.326053 0.8980068
Moved 1266.239 495.1067 741.8933 0.312747 0.9102193
Moved 1266.269 488.3539 743 0.2971156 0.9130658
Moved 1266.3 481.5013 744 0.2812529 0.9156379
Moved 1266.331 471.1698 744 0.2573375 0.9156379
Moved 1266.361 459.123 738.2461 0.2294514 0.9008385
Moved 1266.392 447.1862 725.1862 0.2018198 0.8672482
Moved 1266.423 430.8582 710.8785 0.1640235 0.8304486
Moved 1266.454 413.6667 694.6667 0.1242285 0.7887515
Moved 1266.484 393.385 673.6158 0.0772801 0.7346086
Moved 1266.515 378.6817 658.6817 0.04324456 0.6961977
Moved 1266.546 361.1268 639.9521 0.002608299 0.648025
Moved 1266.576 348.805 625.7075 -0.02591436 0.6113876
Moved 1266.607 338.2585 615.3447 -0.05032753 0.5847341
Moved 1266.638 328.3401 605.3401 -0.07328684 0.5590022
Moved 1266.669 320.1081 597.1081 -0.09234244 0.5378293
Moved 1266.699 313.6801 591.6801 -0.1072221 0.5238685
Moved 1266.73 307.651 586.434 -0.1211783 0.5103753
Moved 1266.761 301.8389 582.4194 -0.1346322 0.5000499
Moved 1266.792 294.6152 578.0768 -0.1513538 0.4888805
Moved 1266.822 288.3481 575.674 -0.1658609 0.4827005
Moved 1266.853 284.157 575 -0.1755625 0.480967
Moved 1266.884 281.5 575 -0.181713 0.480967
Moved 1266.914 280.9347 575 -0.1830215 0.480967
Moved 1266.945 281 583.5232 -0.1828704 0.5028887
Moved 1266.976 281 592.0601 -0.1828704 0.5248459
Moved 1267.007 290.6674 600.5565 -0.1604922 0.5466987
Moved 1267.037 295.5221 605.761 -0.1492544 0.5600849
Moved 1267.068 299.2241 609.2241 -0.140685 0.5689918
Moved 1267.099 305.325 611 -0.1265625 0.5735595
Moved 1267.13 313.1041 612 -0.1085554 0.5761316
Moved 1267.16 322.7348 612 -0.08626197 0.5761316
Moved 1267.191 332.6005 612 -0.06342486 0.5761316
Moved 1267.222 343.8357 612 -0.03741746 0.5761316
Moved 1267.252 355.5864 612 -0.01021673 0.5761316
Moved 1267.283 365.0806 605 0.01176069 0.5581275
Moved 1267.314 375.2686 603 0.03534406 0.5529835
Moved 1267.345 385.7508 601.5623 0.05960832 0.5492857
Moved 1267.375 392.9419 600.686 0.07625441 0.5470319
Moved 1267.406 399.5177 600.1608 0.09147604 0.5456809
Moved 1267.437 406.4287 599 0.1074738 0.5426954
Moved 1267.467 412.7598 597.4134 0.1221292 0.5386146
Moved 1267.498 418.9124 595.5438 0.1363713 0.5338058
Moved 1267.529 424.0758 595 0.1483236 0.5324073
Moved 1267.56 429.7963 593.1019 0.1615655 0.5275253
Moved 1267.59 436.3232 593 0.1766741 0.5272633
Moved 1267.621 441.4651 593 0.1885768 0.5272633
Moved 1267.652 446.1813 593 0.1994939 0.5272633
Moved 1267.682 451.1051 593 0.2108914 0.5272633
Moved 1267.713 455.9239 593 0.222046 0.5272633
Moved 1267.744 460.8575 593 0.2334664 0.5272633
Moved 1267.775 467.5977 593 0.2490688 0.5272633
Moved 1267.805 475.192 593 0.2666482 0.5272633
Moved 1267.836 476.7768 593 0.2703167 0.5272633
Moved 1267.867 480.5724 593 0.2791027 0.5272633
Moved 1267.898 483.4391 593 0.2857388 0.5272633
Moved 1267.928 485.5 593 0.2905093 0.5272633
Moved 1267.959 486 591.5 0.2916667 0.5234053
Moved 1267.99 487.1245 592 0.2942696 0.5246913
Moved 1268.021 488 587.9016 0.2962963 0.5141501
Moved 1268.051 490.4287 578.2853 0.3019183 0.4894168
Moved 1268.082 498.0003 560.9992 0.319445 0.4449567
Moved 1268.113 506.7447 543.5107 0.3396867 0.3999759
Moved 1268.143 514.4905 521.5285 0.3576168 0.3434374
Moved 1268.174 518.2102 510.1591 0.3662273 0.3141951
Moved 1268.205 523.3097 492.916 0.3780317 0.2698457
Moved 1268.236 528.0577 477.8558 0.3890224 0.2311104
Moved 1268.266 530.883 465.4681 0.3955625 0.199249
Moved 1268.297 534.3903 454.4389 0.4036812 0.1708819
Moved 1268.328 537.264 443.2079 0.4103334 0.1419956
Moved 1268.359 539.1288 435.6136 0.41465 0.122463
Moved 1268.389 540 428.7194 0.4166667 0.1047309
Moved 1268.42 540 423.3351 0.4166667 0.09088252
Moved 1268.451 540 419.573 0.4166667 0.08120619
Moved 1268.481 530.8923 419 0.3955841 0.07973251
Moved 1268.512 502.5683 437.1655 0.3300191 0.1264545
Moved 1268.543 474.0051 459.5959 0.2639007 0.1841459
Moved 1268.574 451.4831 480.9523 0.2117665 0.2390746
Moved 1268.604 432.3642 503.5143 0.1675098 0.2971047
Moved 1268.635 416.9455 518.0545 0.1318182 0.3345022
Moved 1268.666 403.6219 532.3782 0.1009765 0.3713429
Moved 1268.696 391.7546 547.9939 0.07350603 0.4115069
Moved 1268.727 382.1396 560.0754 0.05124906 0.4425808
Moved 1268.758 373.5249 570.4751 0.03130764 0.4693288
Moved 1268.789 364.8972 578.0685 0.01133611 0.4888593
Moved 1268.819 357.193 586.7105 -0.006497701 0.5110866
Moved 1268.85 348.3646 595.6354 -0.02693375 0.5340415
Moved 1268.881 340.1261 605.8739 -0.0460044 0.5603752
Moved 1268.912 332.6978 617.4533 -0.06319955 0.5901576
Moved 1268.942 326.4602 627.0795 -0.07763832 0.6149164
Moved 1268.973 321.8647 636.7029 -0.08827607 0.6396678
Moved 1269.004 318.5611 647.7556 -0.09592339 0.6680955
Moved 1269.034 317 655.9593 -0.09953702 0.6891957
Moved 1269.065 316 662.4868 -0.1018519 0.7059842
Moved 1269.096 316 667.689 -0.1018519 0.7193646
Moved 1269.127 316 673.5635 -0.1018519 0.734474
Moved 1269.157 316 678.8816 -0.1018519 0.7481521
Moved 1269.188 316 681.0064 -0.1018519 0.7536171
Moved 1269.219 315.1281 684.8719 -0.1038702 0.7635595
Moved 1269.25 313.264 687.736 -0.1081851 0.7709258
Moved 1269.28 310.8042 690.1957 -0.1138791 0.7772524
Moved 1269.311 308.9922 693.0079 -0.1180737 0.7844852
Moved 1269.342 305.1249 699.7502 -0.1270257 0.8018266
Moved 1269.372 302 705.497 -0.1342593 0.8166074
Moved 1269.403 299.7659 710.2341 -0.1394307 0.8287912
Moved 1269.434 299 713.2529 -0.1412037 0.8365559
Moved 1269.465 299 714 -0.1412037 0.8384773
Stationary 1269.495 299 714 -0.1412037 0.8384773
Moved 1269.526 303.3973 708.5034 -0.1310247 0.8243397
Moved 1269.557 325.6982 677.6581 -0.07940238 0.7450054
Moved 1269.588 349.5669 646.5775 -0.02415076 0.6650655
Moved 1269.618 368.2289 617.5583 0.01904825 0.5904278
Moved 1269.649 388.3175 589.6885 0.06554971 0.518746
Moved 1269.68 403.6969 567.2244 0.1011503 0.4609679
Moved 1269.71 418.9653 546.2485 0.1364938 0.4070178
Moved 1269.741 433.891 524.1526 0.1710439 0.3501868
Moved 1269.772 446.4426 507.5574 0.2000986 0.3075035
Moved 1269.802 455.1948 496.8052 0.2203583 0.2798488
Moved 1269.833 462.5753 489.6165 0.2374428 0.2613593
Moved 1269.864 470.2576 480.7424 0.255226 0.2385349
Moved 1269.895 475.9904 474.0096 0.2684964 0.221218
Moved 1269.926 482.5996 465.5339 0.2837953 0.1994185
Moved 1269.956 489.1226 460.2516 0.2988949 0.1858324
Moved 1269.987 492.2485 455.7515 0.3061309 0.174258
Moved 1270.018 495.1286 451.8714 0.3127976 0.1642782
Moved 1270.048 496.7442 449.2558 0.3165374 0.1575508
Moved 1270.079 498 447.4713 0.3194444 0.1529609
Moved 1270.11 498 445.5 0.3194444 0.1478908
Moved 1270.141 499 443.7202 0.3217593 0.1433132
