this is a non profit organization
Moved 608.1326 361.9343 332.8289 0.0044776 -0.1419012
Moved 608.1633 384.6099 305.5851 0.05696744 -0.2119724
Moved 608.194 396.2703 278.8242 0.08395911 -0.2808021
Moved 608.2248 398 253.478 0.08796295 -0.3459929
Moved 608.2555 398 236.8031 0.08796295 -0.388881
Moved 608.2863 398 225.3436 0.08796295 -0.4183549
Moved 608.317 385.3999 223 0.05879601 -0.4243828
Moved 608.3478 370.793 255.8625 0.02498368 -0.3398598
Moved 608.3785 393.4444 355.5184 0.07741759 -0.08354336
Moved 608.4092 437.7726 441.8362 0.1800293 0.1384676
Moved 608.44 454.3316 465.4643 0.2183602 0.1992394
Moved 608.4708 460.8033 478.4099 0.2333409 0.2325357
Moved 608.5015 462 481.5 0.2361111 0.2404835
Moved 608.5322 435.7405 482 0.1753253 0.2417695
Moved 608.563 321.6238 386.0458 -0.08883387 -0.005026374
Moved 608.5938 275.5766 343.5765 -0.1954246 -0.1142579
Moved 608.6245 241.1964 313.2695 -0.2750083 -0.1922082
Moved 608.6552 213.4906 294.0647 -0.3391422 -0.2416031
Moved 608.6859 199.8625 286.3175 -0.3706886 -0.2615291
Moved 608.7167 194.0502 285 -0.3841431 -0.2649178
Moved 608.7474 205.0933 341.4991 -0.3585804 -0.119601
Moved 608.7782 248.4792 428.5671 -0.2581499 0.1043392
Moved 608.809 280.4017 466.9686 -0.1842554 0.2031085
Moved 608.8397 323.4192 504.4362 -0.08467789 0.2994756
Moved 608.8705 376.0488 527.3496 0.03715008 0.3584094
Moved 608.9011 411.0242 532 0.1181115 0.3703703
Moved 608.9319 431.018 532 0.1643935 0.3703703
Moved 608.9627 444.9909 520.0073 0.1967381 0.3395249
Moved 608.9934 460.612 504.6656 0.2328982 0.3000658
Moved 609.0242 470.299 492.6014 0.2553218 0.2690364
Moved 609.0549 479.5173 482.6436 0.2766604 0.2434247
Moved 609.0857 487.6436 468.7127 0.2954715 0.2075943
Moved 609.1165 492.265 449.6155 0.3061689 0.1584761
Moved 609.1472 477.1927 392.3167 0.2712793 0.01110261
Moved 609.1779 421.6732 278.3464 0.142762 -0.282031
Moved 609.2087 397.4142 228.8284 0.08660683 -0.4093921
Moved 609.2394 388.4037 200.615 0.06574938 -0.4819573
Moved 609.2701 385.7767 189.1068 0.05966832 -0.5115566
Moved 609.3009 384 184.0569 0.0555556 -0.5245451
Ended 609.3316 384 184 0.0555556 -0.5246913
Accept 609.4238 0 profit
Candidates 609.4238 13 organization presentation precision discussion jackson identification permission pacific oxidation reorganization orientation association publication
Began 609.762 244 433 -0.2685185 0.1157406
Moved 609.7928 278.0851 443.3343 -0.1896179 0.1423206
Moved 609.8236 375.3236 473.7516 0.03547142 0.2205545
Moved 609.8543 458.027 495.0068 0.2269145 0.2752231
Moved 609.8851 505.95 503.1583 0.3378471 0.2961891
Moved 609.9158 544.6167 505.4321 0.4273535 0.3020371
Moved 609.9465 570.2137 505 0.4866059 0.3009258
Moved 609.9773 592.5 505 0.5381944 0.3009258
Moved 610.0081 606.059 505 0.5695809 0.3009258
Moved 610.0388 616.7202 505 0.5942596 0.3009258
Moved 610.0695 625.9313 505 0.6155817 0.3009258
Moved 610.1003 632.1266 505 0.6299227 0.3009258
Moved 610.131 637.5613 497.2194 0.642503 0.2809139
Moved 610.1617 643 495.5 0.6550926 0.2764916
Moved 610.1925 645.2231 495 0.6602388 0.2752057
Moved 610.2233 649.9338 493.4132 0.6711432 0.2711244
Ended 610.254 654.5 492.5 0.6817129 0.2687756
Accept 610.3154 0 organization
PhraseEnd 610.3154
